Number of groups: 820
Flow 2721: {27 12} 
Flow 2731: {43 39} 
Flow 2732: {27 71} 
Flow 2781: {121 60} 
Flow 2799: {7 116} 
Flow 2800: {7 117} 
Flow 2821: {28 3} 
Flow 2825: {2 71} 
Flow 2826: {16 17} 
Flow 2827: {21 19} 
Flow 2831: {32 170} 
Flow 2852: {28 2} 
Flow 2866: {5 1} 
Flow 2869: {12 9} 
Flow 2881: {21 159} 
Flow 2886: {12 26} 
Flow 2899: {5 71} 
Flow 2908: {29 12} 
Flow 2918: {22 38} 
Flow 2918: {61 199} 
Flow 2945: {74 88} 
Flow 2962: {29 2} 
Flow 2987: {21 133} 
Flow 2992: {12 28} 
Flow 2994: {29 5} 
Flow 2999: {12 10} 
Flow 3032: {70 53} 
Flow 3047: {38 66} 
Flow 3056: {77 215} 
Flow 3057: {12 8} 
Flow 3071: {30 12} 
Flow 3077: {56 57} 
Flow 3080: {107 245} 
Flow 3087: {8 117} 
Flow 3095: {8 95} 
Flow 3127: {31 12} 
Flow 3130: {31 5} 
Flow 3140: {31 2} 
Flow 3176: {31 3} 
Flow 3227: {3 1} 
Flow 3231: {32 2} 
Flow 3253: {32 12} 
Flow 3256: {5 31} 
Flow 3273: {50 188} 
Flow 3310: {32 5} 
Flow 3315: {95 233} 
Flow 3361: {33 15} 
Flow 3372: {22 20} 
Flow 3383: {33 35} 
Flow 3395: {48 186} 
Flow 3411: {64 202} 
Flow 3412: {55 65} 
Flow 3496: {58 62} 
Flow 3505: {88 226} 
Flow 3532: {18 14} 
Flow 3535: {35 16} 
Flow 3549: {35 33} 
Flow 3566: {35 34} 
Flow 3589: {74 212} 
Flow 3596: {83 81} 
Flow 3645: {134 272} 
Flow 3649: {38 34} 
Flow 3662: {16 15} 
Flow 3670: {34 60} 
Flow 3692: {50 49} 
Flow 3693: {36 33} 
Flow 3746: {36 16} 
Flow 3753: {8 116} 
Flow 3772: {33 37} 
Flow 3772: {54 134} 
Flow 3774: {54 138} 
Flow 3791: {15 18} 
Flow 3798: {71 25} 
Flow 3814: {38 22} 
Flow 3819: {37 50} 
Flow 3849: {82 220} 
Flow 3864: {37 53} 
Flow 3886: {54 137} 
Flow 3898: {37 54} 
Flow 3911: {8 13} 
Flow 3930: {34 35} 
Flow 3942: {67 48} 
Flow 3970: {22 21} 
Flow 3977: {60 8} 
Flow 4037: {13 151} 
Flow 4060: {39 40} 
Flow 4061: {39 41} 
Flow 4062: {39 42} 
Flow 4064: {43 44} 
Flow 4068: {39 43} 
Flow 4087: {67 205} 
Flow 4174: {11 4} 
Flow 4182: {40 39} 
Flow 4186: {40 44} 
Flow 4197: {40 58} 
Flow 4200: {40 67} 
Flow 4205: {58 46} 
Flow 4294: {41 39} 
Flow 4301: {44 47} 
Flow 4336: {41 67} 
Flow 4346: {19 24} 
Flow 4356: {57 104} 
Flow 4367: {41 58} 
Flow 4375: {128 125} 
Flow 4413: {42 58} 
Flow 4421: {42 39} 
Flow 4425: {42 44} 
Flow 4433: {16 52} 
Flow 4445: {42 67} 
Flow 4469: {42 60} 
Flow 4564: {43 62} 
Flow 4575: {43 58} 
Flow 4582: {71 74} 
Flow 4598: {38 64} 
Flow 4605: {108 246} 
Flow 4617: {122 260} 
Flow 4664: {36 174} 
Flow 4665: {37 175} 
Flow 4668: {44 40} 
Flow 4670: {44 42} 
Flow 4696: {69 207} 
Flow 4718: {44 43} 
Flow 4729: {44 45} 
Flow 4739: {58 11} 
Flow 4742: {44 48} 
Flow 4742: {48 58} 
Flow 4766: {7 145} 
Flow 4772: {3 13} 
Flow 4800: {44 46} 
Flow 4822: {68 206} 
Flow 4837: {45 56} 
Flow 4852: {45 57} 
Flow 4864: {45 67} 
Flow 4906: {5 29} 
Flow 4911: {46 67} 
Flow 4922: {46 44} 
Flow 4985: {46 58} 
Flow 4988: {116 254} 
Flow 4994: {121 122} 
Flow 5006: {51 134} 
Flow 5025: {47 56} 
Flow 5046: {44 41} 
Flow 5052: {47 44} 
Flow 5103: {62 57} 
Flow 5121: {125 124} 
Flow 5121: {124 262} 
Flow 5145: {4 12} 
Flow 5151: {18 156} 
Flow 5160: {30 168} 
Flow 5217: {48 67} 
Flow 5227: {114 105} 
Flow 5271: {33 17} 
Flow 5311: {60 198} 
Flow 5314: {53 61} 
Flow 5320: {53 69} 
Flow 5325: {49 51} 
Flow 5329: {78 216} 
Flow 5347: {92 97} 
Flow 5349: {70 100} 
Flow 5369: {37 33} 
Flow 5369: {49 50} 
Flow 5387: {50 37} 
Flow 5393: {50 53} 
Flow 5399: {37 16} 
Flow 5431: {50 52} 
Flow 5443: {70 64} 
Flow 5459: {33 38} 
Flow 5461: {11 84} 
Flow 5470: {94 232} 
Flow 5475: {53 70} 
Flow 5518: {9 147} 
Flow 5520: {67 59} 
Flow 5534: {22 73} 
Flow 5535: {12 29} 
Flow 5537: {2 31} 
Flow 5558: {134 54} 
Flow 5590: {121 89} 
Flow 5618: {126 125} 
Flow 5625: {67 132} 
Flow 5630: {51 138} 
Flow 5644: {52 55} 
Flow 5646: {16 35} 
Flow 5650: {52 50} 
Flow 5651: {52 53} 
Flow 5660: {75 213} 
Flow 5666: {52 16} 
Flow 5670: {2 107} 
Flow 5684: {52 54} 
Flow 5702: {34 18} 
Flow 5745: {61 66} 
Flow 5819: {54 70} 
Flow 5836: {54 52} 
Flow 5837: {54 53} 
Flow 5844: {55 63} 
Flow 5845: {54 65} 
Flow 5861: {87 225} 
Flow 5869: {51 101} 
Flow 5880: {60 119} 
Flow 5908: {16 154} 
Flow 5908: {55 52} 
Flow 5953: {55 66} 
Flow 5963: {55 37} 
Flow 5965: {55 38} 
Flow 5971: {37 60} 
Flow 5979: {73 96} 
Flow 5982: {55 64} 
Flow 6006: {128 266} 
Flow 6014: {137 275} 
Flow 6022: {71 8} 
Flow 6023: {71 9} 
Flow 6073: {57 62} 
Flow 6079: {45 68} 
Flow 6108: {34 98} 
Flow 6151: {15 14} 
Flow 6166: {58 40} 
Flow 6176: {43 67} 
Flow 6233: {1 6} 
Flow 6352: {58 132} 
Flow 6362: {4 1} 
Flow 6376: {20 158} 
Flow 6397: {59 67} 
Flow 6410: {59 56} 
Flow 6415: {59 62} 
Flow 6474: {21 22} 
Flow 6481: {59 132} 
Flow 6492: {60 7} 
Flow 6495: {60 10} 
Flow 6499: {14 152} 
Flow 6507: {60 22} 
Flow 6509: {92 24} 
Flow 6511: {71 26} 
Flow 6511: {26 164} 
Flow 6534: {51 189} 
Flow 6619: {71 3} 
Flow 6620: {61 38} 
Flow 6645: {53 37} 
Flow 6694: {61 34} 
Flow 6712: {27 105} 
Flow 6740: {61 53} 
Flow 6743: {11 3} 
Flow 6771: {62 59} 
Flow 6773: {62 47} 
Flow 6773: {47 68} 
Flow 6787: {118 60} 
Flow 6793: {2 110} 
Flow 6818: {11 149} 
Flow 6823: {63 61} 
Flow 6858: {53 54} 
Flow 6859: {63 55} 
Flow 6890: {122 88} 
Flow 6902: {102 240} 
Flow 6911: {113 251} 
Flow 6940: {64 34} 
Flow 6977: {46 184} 
Flow 6980: {64 70} 
Flow 6986: {64 55} 
Flow 6994: {61 63} 
Flow 6996: {100 66} 
Flow 7011: {64 38} 
Flow 7042: {117 255} 
Flow 7043: {118 256} 
Flow 7046: {21 121} 
Flow 7051: {64 61} 
Flow 7058: {22 133} 
Flow 7063: {65 61} 
Flow 7091: {65 54} 
Flow 7113: {65 55} 
Flow 7137: {22 122} 
Flow 7164: {114 252} 
Flow 7180: {122 130} 
Flow 7191: {38 16} 
Flow 7203: {66 61} 
Flow 7271: {47 185} 
Flow 7273: {49 187} 
Flow 7294: {121 72} 
Flow 7309: {67 21} 
Flow 7334: {118 117} 
Flow 7355: {2 1} 
Flow 7393: {68 43} 
Flow 7394: {45 44} 
Flow 7396: {68 46} 
Flow 7409: {56 59} 
Flow 7421: {68 45} 
Flow 7431: {68 47} 
Flow 7443: {67 73} 
Flow 7443: {73 97} 
Flow 7454: {62 58} 
Flow 7457: {47 62} 
Flow 7462: {96 120} 
Flow 7473: {122 131} 
Flow 7539: {69 53} 
Flow 7540: {51 65} 
Flow 7551: {86 78} 
Flow 7584: {69 34} 
Flow 7593: {53 51} 
Flow 7632: {44 182} 
Flow 7643: {118 58} 
Flow 7700: {3 141} 
Flow 7872: {72 121} 
Flow 7886: {72 122} 
Flow 7899: {72 89} 
Flow 7924: {72 71} 
Flow 7932: {91 120} 
Flow 7946: {60 34} 
Flow 7960: {12 150} 
Flow 7962: {16 14} 
Flow 8025: {122 82} 
Flow 8058: {120 258} 
Flow 8082: {74 95} 
Flow 8122: {11 5} 
Flow 8124: {71 7} 
Flow 8125: {8 146} 
Flow 8135: {35 18} 
Flow 8186: {76 75} 
Flow 8192: {89 83} 
Flow 8193: {76 84} 
Flow 8196: {86 85} 
Flow 8227: {76 86} 
Flow 8252: {4 13} 
Flow 8259: {19 20} 
Flow 8260: {77 86} 
Flow 8279: {86 11} 
Flow 8294: {59 197} 
Flow 8316: {80 85} 
Flow 8326: {79 10} 
Flow 8329: {11 2} 
Flow 8385: {24 162} 
Flow 8410: {53 191} 
Flow 8430: {78 75} 
Flow 8432: {86 77} 
Flow 8438: {78 84} 
Flow 8441: {85 87} 
Flow 8458: {78 86} 
Flow 8473: {51 137} 
Flow 8509: {79 8} 
Flow 8547: {79 7} 
Flow 8556: {81 219} 
Flow 8559: {77 84} 
Flow 8562: {79 80} 
Flow 8574: {79 9} 
Flow 8630: {87 8} 
Flow 8645: {67 46} 
Flow 8670: {80 87} 
Flow 8679: {84 222} 
Flow 8687: {8 60} 
Flow 8691: {87 10} 
Flow 8697: {80 77} 
Flow 8719: {7 71} 
Flow 8732: {121 95} 
Flow 8752: {71 5} 
Flow 8755: {81 83} 
Flow 8763: {121 21} 
Flow 8769: {83 88} 
Flow 8812: {60 99} 
Flow 8851: {82 74} 
Flow 8892: {52 190} 
Flow 8898: {67 58} 
Flow 8924: {82 88} 
Flow 8955: {127 265} 
Flow 9025: {63 201} 
Flow 9028: {83 82} 
Flow 9034: {89 72} 
Flow 9040: {11 86} 
Flow 9051: {83 90} 
Flow 9056: {82 122} 
Flow 9062: {89 74} 
Flow 9074: {83 89} 
Flow 9131: {58 42} 
Flow 9133: {48 44} 
Flow 9162: {84 76} 
Flow 9170: {84 77} 
Flow 9171: {84 11} 
Flow 9198: {123 261} 
Flow 9213: {5 143} 
Flow 9219: {17 155} 
Flow 9309: {67 42} 
Flow 9316: {51 49} 
Flow 9340: {77 75} 
Flow 9343: {80 79} 
Flow 9350: {85 86} 
Flow 9366: {87 7} 
Flow 9374: {7 118} 
Flow 9375: {10 117} 
Flow 9376: {87 9} 
Flow 9385: {130 268} 
Flow 9395: {88 74} 
Flow 9415: {88 122} 
Flow 9429: {40 178} 
Flow 9431: {42 180} 
Flow 9461: {88 121} 
Flow 9471: {88 82} 
Flow 9489: {2 103} 
Flow 9520: {34 70} 
Flow 9559: {89 121} 
Flow 9595: {80 218} 
Flow 9612: {89 122} 
Flow 9622: {2 11} 
Flow 9652: {90 74} 
Flow 9665: {90 122} 
Flow 9668: {23 161} 
Flow 9699: {90 121} 
Flow 9724: {90 83} 
Flow 9775: {91 117} 
Flow 9779: {117 7} 
Flow 9785: {10 13} 
Flow 9806: {60 37} 
Flow 9837: {46 68} 
Flow 9847: {10 87} 
Flow 9847: {87 80} 
Flow 9858: {91 96} 
Flow 9861: {60 95} 
Flow 9865: {100 238} 
Flow 9878: {11 115} 
Flow 9890: {34 61} 
Flow 9932: {92 122} 
Flow 9936: {122 121} 
Flow 9996: {103 241} 
Flow 10037: {94 96} 
Flow 10051: {93 24} 
Flow 10082: {24 19} 
Flow 10104: {79 217} 
Flow 10122: {64 100} 
Flow 10137: {93 94} 
Flow 10161: {8 1} 
Flow 10164: {60 9} 
Flow 10174: {93 23} 
Flow 10185: {19 21} 
Flow 10195: {94 60} 
Flow 10209: {20 19} 
Flow 10229: {94 95} 
Flow 10230: {96 234} 
Flow 10231: {94 97} 
Flow 10248: {137 126} 
Flow 10263: {9 1} 
Flow 10286: {95 8} 
Flow 10317: {95 60} 
Flow 10321: {34 64} 
Flow 10352: {95 92} 
Flow 10353: {98 236} 
Flow 10365: {95 74} 
Flow 10371: {60 118} 
Flow 10393: {10 1} 
Flow 10403: {34 15} 
Flow 10415: {96 117} 
Flow 10443: {96 91} 
Flow 10460: {76 214} 
Flow 10477: {96 94} 
Flow 10490: {96 73} 
Flow 10503: {96 92} 
Flow 10506: {61 65} 
Flow 10512: {133 271} 
Flow 10544: {122 22} 
Flow 10563: {97 73} 
Flow 10575: {117 10} 
Flow 10581: {97 117} 
Flow 10590: {97 94} 
Flow 10592: {97 120} 
Flow 10598: {10 71} 
Flow 10606: {97 91} 
Flow 10621: {97 92} 
Flow 10650: {98 15} 
Flow 10652: {98 35} 
Flow 10653: {16 36} 
Flow 10714: {71 27} 
Flow 10729: {98 34} 
Flow 10766: {99 60} 
Flow 10823: {121 90} 
Flow 10839: {99 34} 
Flow 10844: {60 91} 
Flow 10857: {121 130} 
Flow 10899: {45 183} 
Flow 10901: {101 51} 
Flow 10932: {121 88} 
Flow 10954: {101 34} 
Flow 10963: {60 131} 
Flow 10979: {102 3} 
Flow 10984: {21 35} 
Flow 10991: {102 5} 
Flow 10997: {35 173} 
Flow 11017: {58 196} 
Flow 11017: {102 11} 
Flow 11025: {102 2} 
Flow 11099: {2 29} 
Flow 11135: {103 2} 
Flow 11144: {87 85} 
Flow 11157: {103 102} 
Flow 11169: {74 121} 
Flow 11189: {57 56} 
Flow 11204: {22 160} 
Flow 11206: {56 43} 
Flow 11211: {67 71} 
Flow 11223: {57 45} 
Flow 11256: {104 57} 
Flow 11272: {117 97} 
Flow 11286: {56 58} 
Flow 11308: {2 140} 
Flow 11331: {105 25} 
Flow 11335: {105 27} 
Flow 11336: {58 67} 
Flow 11374: {105 114} 
Flow 11411: {65 127} 
Flow 11416: {11 58} 
Flow 11446: {28 12} 
Flow 11465: {71 73} 
Flow 11471: {56 194} 
Flow 11495: {74 82} 
Flow 11525: {73 118} 
Flow 11531: {106 2} 
Flow 11552: {107 3} 
Flow 11572: {107 5} 
Flow 11642: {107 2} 
Flow 11670: {70 51} 
Flow 11675: {109 5} 
Flow 11676: {109 3} 
Flow 11694: {74 122} 
Flow 11761: {99 237} 
Flow 11761: {109 2} 
Flow 11769: {2 108} 
Flow 11817: {73 22} 
Flow 11822: {2 28} 
Flow 11828: {110 2} 
Flow 11947: {58 43} 
Flow 11977: {11 75} 
Flow 11980: {77 80} 
Flow 11984: {111 11} 
Flow 12052: {112 11} 
Flow 12056: {58 41} 
Flow 12088: {74 89} 
Flow 12116: {118 91} 
Flow 12132: {138 276} 
Flow 12163: {38 55} 
Flow 12213: {113 11} 
Flow 12292: {85 223} 
Flow 12325: {114 11} 
Flow 12350: {115 11} 
Flow 12359: {58 56} 
Flow 12387: {93 231} 
Flow 12392: {11 102} 
Flow 12413: {7 95} 
Flow 12417: {116 11} 
Flow 12423: {116 9} 
Flow 12424: {116 10} 
Flow 12441: {12 30} 
Flow 12464: {70 54} 
Flow 12486: {77 79} 
Flow 12498: {116 8} 
Flow 12515: {11 113} 
Flow 12517: {58 118} 
Flow 12524: {116 7} 
Flow 12551: {15 17} 
Flow 12553: {91 24} 
Flow 12554: {94 20} 
Flow 12575: {117 118} 
Flow 12578: {58 48} 
Flow 12600: {71 209} 
Flow 12620: {117 96} 
Flow 12621: {10 95} 
Flow 12624: {91 60} 
Flow 12626: {117 91} 
Flow 12630: {2 106} 
Flow 12661: {118 7} 
Flow 12661: {7 1} 
Flow 12688: {118 21} 
Flow 12726: {118 73} 
Flow 12746: {60 94} 
Flow 12776: {38 61} 
Flow 12792: {117 8} 
Flow 12807: {91 23} 
Flow 12825: {56 45} 
Flow 12834: {119 60} 
Flow 12869: {119 91} 
Flow 12876: {34 100} 
Flow 12891: {91 118} 
Flow 12949: {73 67} 
Flow 12993: {120 91} 
Flow 12995: {120 97} 
Flow 12996: {120 96} 
Flow 13033: {121 74} 
Flow 13056: {29 167} 
Flow 13072: {67 45} 
Flow 13102: {74 71} 
Flow 13150: {121 129} 
Flow 13185: {83 221} 
Flow 13211: {8 12} 
Flow 13261: {123 66} 
Flow 13272: {8 79} 
Flow 13290: {123 70} 
Flow 13294: {123 64} 
Flow 13311: {66 65} 
Flow 13341: {124 126} 
Flow 13385: {65 203} 
Flow 13408: {122 89} 
Flow 13417: {66 100} 
Flow 13418: {126 137} 
Flow 13437: {124 125} 
Flow 13500: {137 54} 
Flow 13518: {73 211} 
Flow 13547: {125 128} 
Flow 13573: {125 126} 
Flow 13575: {65 138} 
Flow 13576: {1 139} 
Flow 13652: {60 121} 
Flow 13682: {115 253} 
Flow 13701: {134 135} 
Flow 13705: {65 66} 
Flow 13747: {65 51} 
Flow 13810: {66 123} 
Flow 13818: {127 65} 
Flow 13829: {34 95} 
Flow 13839: {128 65} 
Flow 13880: {62 200} 
Flow 13882: {61 64} 
Flow 13899: {66 38} 
Flow 13912: {97 235} 
Flow 13945: {128 137} 
Flow 13957: {129 121} 
Flow 13970: {25 163} 
Flow 13978: {129 22} 
Flow 13995: {54 192} 
Flow 14083: {130 122} 
Flow 14102: {130 121} 
Flow 14192: {122 74} 
Flow 14206: {131 122} 
Flow 14214: {131 95} 
Flow 14253: {34 69} 
Flow 14256: {122 72} 
Flow 14266: {82 83} 
Flow 14269: {86 224} 
Flow 14290: {110 248} 
Flow 14299: {131 60} 
Flow 14322: {132 67} 
Flow 14324: {71 10} 
Flow 14351: {67 41} 
Flow 14353: {43 181} 
Flow 14369: {132 59} 
Flow 14388: {88 83} 
Flow 14393: {132 58} 
Flow 14406: {34 101} 
Flow 14417: {11 116} 
Flow 14430: {22 129} 
Flow 14457: {133 21} 
Flow 14481: {67 43} 
Flow 14489: {133 22} 
Flow 14548: {21 118} 
Flow 14609: {56 47} 
Flow 14612: {53 50} 
Flow 14615: {51 53} 
Flow 14623: {134 51} 
Flow 14636: {86 76} 
Flow 14654: {92 96} 
Flow 14668: {11 114} 
Flow 14699: {60 92} 
Flow 14707: {39 177} 
Flow 14713: {135 134} 
Flow 14718: {37 55} 
Flow 14736: {135 101} 
Flow 14777: {95 7} 
Flow 14799: {34 38} 
Flow 14803: {136 54} 
Flow 14821: {54 37} 
Flow 14823: {57 195} 
Flow 14841: {79 77} 
Flow 14850: {51 70} 
Flow 14878: {70 123} 
Flow 14879: {136 51} 
Flow 14922: {137 51} 
Flow 14939: {53 52} 
Flow 14952: {137 128} 
Flow 15028: {138 54} 
Flow 15042: {34 172} 
Flow 15044: {33 36} 
Flow 15067: {70 34} 
Flow 15099: {138 51} 
Flow 15122: {138 65} 
Time taken running everything: 1123 seconds
