Number of groups: 455
Flow 1444: {152 151} 
Flow 1456: {47 138} 
Flow 1482: {32 190} 
Flow 1484: {137 136} 
Flow 1486: {21 22} 
Flow 1499: {130 128} 
Flow 1514: {47 48} 
Flow 1536: {79 63} 
Flow 1537: {135 137} 
Flow 1547: {38 84} 
Flow 1554: {5 4} 
Flow 1560: {48 49} 
Flow 1586: {157 156} 
Flow 1598: {94 252} 
Flow 1602: {99 257} 
Flow 1614: {134 87} 
Flow 1629: {7 6} 
Flow 1653: {158 157} 
Flow 1657: {136 78} 
Flow 1669: {13 31} 
Flow 1684: {123 130} 
Flow 1686: {132 290} 
Flow 1687: {3 133} 
Flow 1690: {142 141} 
Flow 1691: {135 142} 
Flow 1714: {58 57} 
Flow 1737: {92 91} 
Flow 1746: {125 132} 
Flow 1762: {52 51} 
Flow 1787: {87 81} 
Flow 1814: {55 54} 
Flow 1834: {24 182} 
Flow 1847: {133 3} 
Flow 1858: {58 51} 
Flow 1860: {63 80} 
Flow 1864: {21 78} 
Flow 1911: {33 36} 
Flow 1924: {57 58} 
Flow 1943: {60 59} 
Flow 1954: {59 54} 
Flow 1954: {54 84} 
Flow 1969: {61 154} 
Flow 1983: {63 79} 
Flow 1999: {8 10} 
Flow 2040: {143 301} 
Flow 2068: {64 80} 
Flow 2076: {34 33} 
Flow 2078: {125 283} 
Flow 2083: {79 128} 
Flow 2085: {145 146} 
Flow 2089: {127 97} 
Flow 2092: {66 127} 
Flow 2092: {97 121} 
Flow 2096: {117 118} 
Flow 2105: {115 118} 
Flow 2109: {67 115} 
Flow 2155: {70 78} 
Flow 2155: {125 123} 
Flow 2159: {25 27} 
Flow 2160: {94 95} 
Flow 2185: {72 71} 
Flow 2188: {71 70} 
Flow 2189: {86 2} 
Flow 2213: {66 224} 
Flow 2227: {73 77} 
Flow 2256: {16 174} 
Flow 2268: {36 33} 
Flow 2311: {106 264} 
Flow 2358: {129 58} 
Flow 2362: {37 195} 
Flow 2373: {68 226} 
Flow 2376: {80 238} 
Flow 2398: {51 126} 
Flow 2424: {19 20} 
Flow 2437: {84 39} 
Flow 2453: {70 228} 
Flow 2458: {123 125} 
Flow 2467: {35 34} 
Flow 2468: {31 85} 
Flow 2477: {107 109} 
Flow 2495: {135 293} 
Flow 2496: {80 63} 
Flow 2500: {128 130} 
Flow 2508: {8 166} 
Flow 2539: {140 141} 
Flow 2549: {16 15} 
Flow 2551: {19 12} 
Flow 2552: {82 104} 
Flow 2552: {108 20} 
Flow 2557: {84 54} 
Flow 2567: {81 87} 
Flow 2581: {82 81} 
Flow 2598: {132 131} 
Flow 2619: {37 34} 
Flow 2644: {81 82} 
Flow 2652: {59 60} 
Flow 2652: {129 128} 
Flow 2680: {2 104} 
Flow 2687: {12 170} 
Flow 2697: {29 187} 
Flow 2708: {48 47} 
Flow 2709: {4 5} 
Flow 2711: {19 11} 
Flow 2718: {127 66} 
Flow 2728: {86 8} 
Flow 2736: {98 99} 
Flow 2744: {108 266} 
Flow 2748: {76 112} 
Flow 2748: {112 111} 
Flow 2749: {95 89} 
Flow 2761: {134 292} 
Flow 2769: {148 306} 
Flow 2770: {149 307} 
Flow 2798: {87 10} 
Flow 2811: {103 261} 
Flow 2811: {134 104} 
Flow 2843: {90 89} 
Flow 2845: {89 95} 
Flow 2851: {92 250} 
Flow 2858: {92 98} 
Flow 2862: {27 25} 
Flow 2879: {19 177} 
Flow 2881: {21 179} 
Flow 2883: {29 23} 
Flow 2901: {51 58} 
Flow 2907: {77 69} 
Flow 2907: {78 21} 
Flow 2911: {69 78} 
Flow 2915: {95 94} 
Flow 2925: {104 103} 
Flow 2933: {96 111} 
Flow 2949: {139 297} 
Flow 2959: {96 95} 
Flow 2965: {94 93} 
Flow 2965: {98 92} 
Flow 2967: {93 77} 
Flow 2973: {47 205} 
Flow 2989: {121 79} 
Flow 3003: {98 27} 
Flow 3010: {54 53} 
Flow 3017: {35 193} 
Flow 3028: {92 118} 
Flow 3063: {25 120} 
Flow 3074: {138 296} 
Flow 3084: {3 161} 
Flow 3098: {85 32} 
Flow 3110: {64 65} 
Flow 3127: {132 31} 
Flow 3138: {87 134} 
Flow 3142: {14 11} 
Flow 3156: {20 178} 
Flow 3161: {119 117} 
Flow 3194: {107 108} 
Flow 3203: {101 119} 
Flow 3221: {20 19} 
Flow 3223: {83 110} 
Flow 3233: {105 108} 
Flow 3238: {158 143} 
Flow 3239: {120 25} 
Flow 3240: {77 93} 
Flow 3241: {103 106} 
Flow 3249: {106 83} 
Flow 3259: {8 86} 
Flow 3262: {103 104} 
Flow 3284: {46 204} 
Flow 3290: {57 215} 
Flow 3295: {79 121} 
Flow 3319: {108 107} 
Flow 3335: {104 134} 
Flow 3346: {7 165} 
Flow 3352: {109 107} 
Flow 3391: {102 101} 
Flow 3405: {126 284} 
Flow 3413: {139 140} 
Flow 3459: {77 73} 
Flow 3475: {80 100} 
Flow 3499: {136 137} 
Flow 3518: {76 93} 
Flow 3532: {43 201} 
Flow 3534: {112 76} 
Flow 3554: {50 158} 
Flow 3559: {96 254} 
Flow 3566: {8 110} 
Flow 3572: {116 274} 
Flow 3590: {145 303} 
Flow 3609: {113 114} 
Flow 3622: {111 96} 
Flow 3627: {113 116} 
Flow 3628: {117 275} 
Flow 3638: {114 111} 
Flow 3640: {78 153} 
Flow 3644: {111 112} 
Flow 3664: {115 67} 
Flow 3664: {67 92} 
Flow 3670: {131 289} 
Flow 3682: {11 169} 
Flow 3731: {98 256} 
Flow 3741: {102 109} 
Flow 3744: {78 69} 
Flow 3745: {69 77} 
Flow 3748: {122 280} 
Flow 3769: {118 117} 
Flow 3809: {119 120} 
Flow 3817: {54 59} 
Flow 3819: {63 221} 
Flow 3820: {97 127} 
Flow 3833: {120 8} 
Flow 3838: {100 258} 
Flow 3869: {153 311} 
Flow 3895: {34 40} 
Flow 3905: {58 216} 
Flow 3914: {120 119} 
Flow 3932: {83 106} 
Flow 3938: {111 114} 
Flow 3941: {118 276} 
Flow 3946: {131 126} 
Flow 3949: {85 31} 
Flow 3952: {136 294} 
Flow 3959: {150 149} 
Flow 3960: {151 309} 
Flow 3985: {122 100} 
Flow 3988: {31 13} 
Flow 3999: {25 183} 
Flow 4010: {57 60} 
Flow 4010: {130 124} 
Flow 4021: {104 82} 
Flow 4036: {89 90} 
Flow 4070: {124 58} 
Flow 4072: {124 130} 
Flow 4078: {110 8} 
Flow 4097: {134 139} 
Flow 4097: {141 299} 
Flow 4098: {19 68} 
Flow 4098: {78 136} 
Flow 4123: {85 35} 
Flow 4131: {51 209} 
Flow 4204: {84 38} 
Flow 4205: {39 197} 
Flow 4216: {78 236} 
Flow 4220: {82 240} 
Flow 4223: {95 96} 
Flow 4224: {121 97} 
Flow 4225: {118 92} 
Flow 4236: {51 125} 
Flow 4247: {22 21} 
Flow 4247: {126 131} 
Flow 4264: {6 164} 
Flow 4285: {36 194} 
Flow 4289: {88 43} 
Flow 4291: {47 46} 
Flow 4293: {49 207} 
Flow 4324: {106 103} 
Flow 4325: {105 263} 
Flow 4355: {51 52} 
Flow 4375: {131 132} 
Flow 4382: {3 4} 
Flow 4390: {126 51} 
Flow 4399: {143 144} 
Flow 4403: {95 253} 
Flow 4413: {109 267} 
Flow 4415: {112 270} 
Flow 4447: {133 134} 
Flow 4509: {15 173} 
Flow 4515: {30 188} 
Flow 4538: {97 255} 
Flow 4558: {146 304} 
Flow 4579: {73 231} 
Flow 4579: {139 134} 
Flow 4583: {7 158} 
Flow 4589: {110 268} 
Flow 4602: {10 168} 
Flow 4612: {141 142} 
Flow 4612: {142 135} 
Flow 4615: {141 140} 
Flow 4615: {140 139} 
Flow 4645: {128 129} 
Flow 4656: {147 146} 
Flow 4662: {23 30} 
Flow 4675: {60 218} 
Flow 4675: {145 122} 
Flow 4678: {65 66} 
Flow 4678: {100 80} 
Flow 4679: {130 123} 
Flow 4696: {146 145} 
Flow 4705: {36 117} 
Flow 4735: {150 52} 
Flow 4738: {137 135} 
Flow 4745: {152 78} 
Flow 4794: {156 157} 
Flow 4804: {153 78} 
Flow 4808: {154 155} 
Flow 4809: {38 196} 
Flow 4812: {157 158} 
Flow 4816: {61 156} 
Flow 4826: {151 153} 
Flow 4839: {155 151} 
Flow 4847: {154 61} 
Flow 4857: {62 156} 
Flow 4865: {54 212} 
Flow 4872: {158 50} 
Flow 4880: {104 2} 
Flow 4899: {8 120} 
Flow 4928: {158 7} 
Flow 4931: {93 251} 
Flow 4932: {50 136} 
Flow 4939: {22 10} 
Flow 4939: {109 102} 
Flow 4941: {4 3} 
Flow 4944: {107 265} 
Flow 4950: {90 116} 
Flow 4953: {119 277} 
Flow 4970: {122 145} 
Flow 4972: {62 151} 
Time taken running everything: 658 seconds
