Number of groups: 535
Flow 3441: {37 76} 
Flow 3476: {24 22} 
Flow 3498: {95 244} 
Flow 3529: {28 145} 
Flow 3706: {25 82} 
Flow 3743: {43 44} 
Flow 3766: {103 67} 
Flow 3804: {82 21} 
Flow 3806: {95 100} 
Flow 3833: {26 25} 
Flow 3837: {138 287} 
Flow 3871: {24 23} 
Flow 3904: {25 26} 
Flow 4004: {9 8} 
Flow 4059: {21 142} 
Flow 4128: {133 282} 
Flow 4151: {95 15} 
Flow 4171: {23 24} 
Flow 4228: {131 85} 
Flow 4334: {140 145} 
Flow 4445: {65 41} 
Flow 4461: {127 128} 
Flow 4480: {127 65} 
Flow 4482: {31 127} 
Flow 4492: {53 202} 
Flow 4508: {131 69} 
Flow 4565: {126 275} 
Flow 4629: {32 63} 
Flow 4630: {32 73} 
Flow 4730: {145 140} 
Flow 4760: {80 82} 
Flow 4763: {25 28} 
Flow 4785: {33 130} 
Flow 4811: {71 40} 
Flow 4933: {50 199} 
Flow 4936: {87 80} 
Flow 4957: {74 223} 
Flow 4995: {112 261} 
Flow 5005: {122 271} 
Flow 5045: {124 125} 
Flow 5050: {35 73} 
Flow 5143: {91 112} 
Flow 5147: {124 132} 
Flow 5200: {58 57} 
Flow 5243: {36 74} 
Flow 5297: {80 81} 
Flow 5333: {5 154} 
Flow 5419: {93 92} 
Flow 5455: {128 277} 
Flow 5464: {113 136} 
Flow 5468: {145 141} 
Flow 5497: {38 76} 
Flow 5505: {37 40} 
Flow 5530: {40 71} 
Flow 5540: {65 214} 
Flow 5541: {77 39} 
Flow 5553: {38 123} 
Flow 5767: {54 53} 
Flow 5797: {21 82} 
Flow 5859: {88 237} 
Flow 5874: {71 78} 
Flow 6024: {105 254} 
Flow 6070: {19 104} 
Flow 6075: {5 6} 
Flow 6126: {143 59} 
Flow 6164: {97 246} 
Flow 6165: {98 247} 
Flow 6232: {132 16} 
Flow 6250: {134 21} 
Flow 6252: {36 185} 
Flow 6330: {115 264} 
Flow 6361: {43 149} 
Flow 6371: {134 142} 
Flow 6396: {44 43} 
Flow 6428: {3 129} 
Flow 6464: {101 250} 
Flow 6476: {44 138} 
Flow 6656: {145 294} 
Flow 6719: {129 3} 
Flow 6746: {130 87} 
Flow 6749: {63 62} 
Flow 6863: {56 205} 
Flow 6903: {47 11} 
Flow 6916: {42 106} 
Flow 6920: {95 18} 
Flow 6920: {113 262} 
Flow 6927: {121 120} 
Flow 6965: {48 42} 
Flow 7016: {132 131} 
Flow 7083: {42 45} 
Flow 7089: {134 283} 
Flow 7103: {45 46} 
Flow 7128: {27 22} 
Flow 7152: {49 45} 
Flow 7222: {49 46} 
Flow 7282: {30 179} 
Flow 7288: {73 35} 
Flow 7453: {54 203} 
Flow 7509: {110 259} 
Flow 7596: {48 197} 
Flow 7598: {52 141} 
Flow 7611: {41 64} 
Flow 7615: {68 217} 
Flow 7666: {119 268} 
Flow 7667: {131 121} 
Flow 7968: {59 143} 
Flow 7979: {136 285} 
Flow 7986: {54 59} 
Flow 8033: {55 29} 
Flow 8061: {29 143} 
Flow 8184: {141 139} 
Flow 8233: {94 243} 
Flow 8249: {143 30} 
Flow 8257: {56 53} 
Flow 8271: {56 55} 
Flow 8296: {133 18} 
Flow 8346: {57 60} 
Flow 8349: {62 211} 
Flow 8361: {26 90} 
Flow 8441: {51 26} 
Flow 8502: {67 216} 
Flow 8507: {90 89} 
Flow 8562: {58 51} 
Flow 8565: {89 72} 
Flow 8619: {30 140} 
Flow 8619: {35 184} 
Flow 8654: {71 220} 
Flow 8697: {121 114} 
Flow 8710: {128 127} 
Flow 8737: {17 5} 
Flow 8819: {30 52} 
Flow 8872: {60 20} 
Flow 9027: {61 131} 
Flow 9182: {7 6} 
Flow 9198: {145 28} 
Flow 9278: {68 103} 
Flow 9316: {63 132} 
Flow 9388: {64 41} 
Flow 9439: {41 67} 
Flow 9488: {126 16} 
Flow 9602: {131 280} 
Flow 9613: {128 50} 
Flow 9625: {12 96} 
Flow 9637: {66 41} 
Flow 9678: {51 58} 
Flow 9678: {65 127} 
Flow 9698: {66 65} 
Flow 9723: {103 102} 
Flow 9762: {143 292} 
Flow 9778: {102 42} 
Flow 9794: {50 129} 
Flow 9797: {41 65} 
Flow 10008: {108 111} 
Flow 10052: {136 137} 
Flow 10096: {63 32} 
Flow 10127: {131 62} 
Flow 10147: {69 84} 
Flow 10198: {142 135} 
Flow 10207: {69 131} 
Flow 10233: {132 125} 
Flow 10234: {22 171} 
Flow 10263: {130 72} 
Flow 10317: {108 109} 
Flow 10341: {70 131} 
Flow 10348: {88 113} 
Flow 10366: {6 155} 
Flow 10371: {94 97} 
Flow 10373: {13 162} 
Flow 10384: {21 145} 
Flow 10424: {71 126} 
Flow 10445: {130 79} 
Flow 10570: {130 34} 
Flow 10609: {72 130} 
Flow 10635: {4 3} 
Flow 10650: {90 26} 
Flow 10730: {75 224} 
Flow 10737: {82 231} 
Flow 10741: {73 32} 
Flow 10744: {89 238} 
Flow 10784: {73 124} 
Flow 10848: {134 149} 
Flow 10856: {74 35} 
Flow 10880: {78 39} 
Flow 10883: {36 33} 
Flow 10953: {15 1} 
Flow 10954: {75 113} 
Flow 10961: {15 10} 
Flow 11005: {118 59} 
Flow 11015: {63 212} 
Flow 11021: {69 218} 
Flow 11098: {75 146} 
Flow 11155: {55 204} 
Flow 11197: {76 37} 
Flow 11216: {117 266} 
Flow 11330: {82 83} 
Flow 11396: {149 298} 
Flow 11448: {52 201} 
Flow 11493: {18 95} 
Flow 11554: {79 130} 
Flow 11580: {130 33} 
Flow 11655: {86 83} 
Flow 11666: {77 123} 
Flow 11689: {83 82} 
Flow 11699: {8 7} 
Flow 11712: {81 21} 
Flow 11716: {22 24} 
Flow 11733: {126 4} 
Flow 11794: {122 111} 
Flow 11996: {125 132} 
Flow 12002: {148 14} 
Flow 12067: {86 79} 
Flow 12074: {80 87} 
Flow 12083: {95 94} 
Flow 12086: {45 42} 
Flow 12086: {99 248} 
Flow 12170: {83 86} 
Flow 12216: {82 80} 
Flow 12234: {142 125} 
Flow 12302: {18 167} 
Flow 12360: {76 225} 
Flow 12368: {84 85} 
Flow 12415: {84 131} 
Flow 12488: {29 55} 
Flow 12501: {84 69} 
Flow 12516: {85 84} 
Flow 12532: {131 132} 
Flow 12578: {85 131} 
Flow 12613: {33 182} 
Flow 12701: {116 117} 
Flow 12726: {88 146} 
Flow 12732: {34 62} 
Flow 12794: {65 66} 
Flow 12851: {124 273} 
Flow 12932: {88 118} 
Flow 13022: {147 296} 
Flow 13115: {117 122} 
Flow 13118: {62 131} 
Flow 13173: {1 150} 
Flow 13186: {14 163} 
Flow 13244: {72 221} 
Flow 13278: {100 104} 
Flow 13287: {131 115} 
Flow 13332: {12 161} 
Flow 13373: {52 118} 
Flow 13422: {102 103} 
Flow 13435: {116 265} 
Flow 13465: {113 146} 
Flow 13569: {108 68} 
Flow 13589: {110 111} 
Flow 13665: {19 42} 
Flow 13676: {20 60} 
Flow 13689: {73 222} 
Flow 13731: {117 116} 
Flow 13750: {93 95} 
Flow 13778: {146 147} 
Flow 13795: {31 180} 
Flow 13871: {108 257} 
Flow 13907: {53 144} 
Flow 13925: {118 13} 
Flow 13977: {67 41} 
Flow 13997: {85 234} 
Flow 14041: {130 279} 
Flow 14084: {94 95} 
Flow 14088: {28 177} 
Flow 14180: {121 270} 
Flow 14189: {132 63} 
Flow 14305: {101 98} 
Flow 14353: {52 88} 
Flow 14398: {98 104} 
Flow 14408: {98 101} 
Flow 14474: {71 119} 
Flow 14480: {101 94} 
Flow 14511: {6 7} 
Flow 14604: {99 12} 
Flow 14613: {111 110} 
Flow 14624: {71 121} 
Flow 14688: {74 36} 
Flow 14771: {120 269} 
Flow 14799: {147 148} 
Flow 14841: {101 12} 
Flow 14879: {79 228} 
Flow 15076: {129 278} 
Flow 15114: {104 100} 
Flow 15133: {68 108} 
Flow 15184: {103 68} 
Flow 15196: {100 249} 
Flow 15230: {122 117} 
Flow 15342: {104 98} 
Flow 15387: {144 293} 
Flow 15430: {123 38} 
Flow 15464: {46 129} 
Flow 15472: {80 229} 
Flow 15485: {42 19} 
Flow 15528: {105 42} 
Flow 15582: {42 191} 
Flow 15587: {47 196} 
Flow 15589: {45 49} 
Flow 15727: {106 109} 
Flow 15797: {107 42} 
Flow 15828: {107 104} 
Flow 15832: {100 95} 
Flow 15859: {23 172} 
Flow 15860: {24 173} 
Flow 15867: {127 31} 
Flow 15868: {32 181} 
Flow 15880: {44 193} 
Flow 15910: {132 124} 
Flow 15920: {131 84} 
Flow 15949: {114 263} 
Flow 16005: {142 21} 
Flow 16009: {25 174} 
Flow 16036: {109 108} 
Flow 16041: {82 25} 
Flow 16073: {114 121} 
Flow 16121: {111 122} 
Flow 16125: {126 132} 
Flow 16182: {109 106} 
Flow 16222: {89 90} 
Flow 16235: {103 252} 
Flow 16270: {92 93} 
Flow 16288: {110 92} 
Flow 16291: {11 160} 
Flow 16297: {106 42} 
Flow 16327: {11 47} 
Flow 16350: {131 70} 
Flow 16352: {117 114} 
Flow 16355: {113 75} 
Flow 16363: {83 232} 
Flow 16378: {111 108} 
Flow 16444: {112 91} 
Flow 16454: {91 141} 
Flow 16457: {29 178} 
Flow 16460: {124 73} 
Flow 16465: {126 71} 
Flow 16496: {78 117} 
Flow 16526: {94 101} 
Flow 16575: {112 113} 
Flow 16619: {145 149} 
Flow 16666: {28 25} 
Flow 16683: {113 88} 
Flow 16721: {146 295} 
Flow 16726: {18 2} 
Flow 16766: {114 117} 
Flow 16883: {115 121} 
Flow 16978: {106 255} 
Flow 16989: {115 131} 
Flow 17035: {116 115} 
Flow 17041: {21 170} 
Flow 17161: {142 291} 
Flow 17163: {59 54} 
Flow 17217: {46 49} 
Flow 17290: {117 78} 
Flow 17308: {141 290} 
Flow 17319: {3 152} 
Flow 17349: {81 80} 
Flow 17381: {118 52} 
Flow 17393: {77 226} 
Flow 17445: {21 81} 
Flow 17472: {8 157} 
Flow 17502: {76 38} 
Flow 17583: {119 120} 
Flow 17628: {119 71} 
Flow 17631: {19 168} 
Flow 17652: {120 119} 
Flow 17693: {120 121} 
Flow 17806: {46 195} 
Flow 17808: {121 71} 
Flow 17817: {57 206} 
Flow 17902: {121 131} 
Flow 18015: {42 107} 
Flow 18019: {111 260} 
Flow 18045: {139 138} 
Flow 18102: {39 78} 
Flow 18108: {123 77} 
Flow 18191: {78 71} 
Flow 18237: {35 74} 
Flow 18247: {43 192} 
Flow 18330: {127 276} 
Flow 18361: {9 158} 
Flow 18516: {16 165} 
Flow 18555: {30 143} 
Flow 18578: {78 227} 
Flow 18642: {140 30} 
Flow 18652: {4 153} 
Flow 18669: {125 142} 
Flow 18741: {93 242} 
Flow 18745: {67 103} 
Flow 18820: {28 27} 
Flow 18959: {15 164} 
Flow 19082: {139 288} 
Flow 19152: {60 209} 
Flow 19194: {102 251} 
Flow 19266: {72 89} 
Flow 19303: {62 63} 
Flow 19305: {50 128} 
Flow 19356: {115 116} 
Flow 19474: {79 86} 
Flow 19474: {86 235} 
Flow 19497: {109 258} 
Flow 19543: {7 156} 
Flow 19573: {37 186} 
Flow 19626: {90 239} 
Flow 19659: {123 272} 
Flow 19843: {132 126} 
Flow 19890: {58 207} 
Flow 19919: {87 236} 
Flow 19928: {96 245} 
Flow 19945: {135 21} 
Flow 19964: {135 142} 
Flow 19968: {141 52} 
Flow 20029: {136 113} 
Flow 20142: {137 148} 
Flow 20219: {113 112} 
Flow 20222: {137 136} 
Flow 20274: {136 147} 
Flow 20278: {138 44} 
Flow 20334: {26 51} 
Flow 20340: {64 213} 
Flow 20375: {42 99} 
Flow 20383: {104 107} 
Flow 20388: {138 139} 
Flow 20501: {39 77} 
Flow 20504: {139 141} 
Flow 20505: {81 230} 
Flow 20561: {137 286} 
Flow 20589: {17 166} 
Flow 20613: {41 190} 
Flow 20644: {87 130} 
Flow 20707: {21 135} 
Flow 20731: {96 17} 
Flow 20904: {125 124} 
Flow 20934: {129 50} 
Flow 20973: {42 105} 
Flow 21107: {141 91} 
Flow 21180: {53 54} 
Flow 21193: {53 56} 
Flow 21212: {129 46} 
Flow 21266: {144 53} 
Flow 21277: {118 88} 
Flow 21346: {34 183} 
Flow 21351: {39 188} 
Flow 21352: {40 189} 
Flow 21368: {55 56} 
Flow 21496: {33 36} 
Flow 21518: {60 57} 
Flow 21528: {141 145} 
Flow 21535: {146 75} 
Flow 21594: {21 134} 
Flow 21596: {146 113} 
Flow 21628: {20 169} 
Flow 21653: {45 194} 
Flow 21680: {146 88} 
Flow 21711: {46 45} 
Flow 21726: {118 267} 
Flow 21744: {147 136} 
Flow 21778: {52 30} 
Flow 21786: {147 146} 
Flow 21805: {88 52} 
Flow 21933: {149 145} 
Flow 21948: {149 43} 
Flow 21986: {149 134} 
Time taken running everything: 1339 seconds
