OKAY
Number of groups: 525
Flow 3254: {43 44 0} 
Flow 3280: {118 117 0} 
Flow 3320: {26 98 0} 
Flow 3339: {156 314 0} 
Flow 3340: {22 21 0} 
Flow 3364: {25 120 0} 
Flow 3408: {85 243 0} 
Flow 3412: {89 247 0} 
Flow 3468: {151 62 0} 
Flow 3485: {84 54 0} 
Flow 3506: {28 25 0} 
Flow 3529: {84 242 0} 
Flow 3560: {58 124 0} 
Flow 3575: {143 301 0} 
Flow 3693: {33 36 0} 
Flow 3726: {59 60 0} 
Flow 3746: {8 9 0} 
Flow 3756: {19 177 0} 
Flow 3761: {30 24 0} 
Flow 3803: {84 38 0} 
Flow 3808: {30 23 0} 
Flow 3823: {23 29 0} 
Flow 3857: {29 53 0} 
Flow 3900: {12 170 0} 
Flow 3923: {37 195 0} 
Flow 3930: {44 202 0} 
Flow 3956: {72 230 0} 
Flow 4013: {131 289 0} 
Flow 4029: {146 147 0} 
Flow 4035: {155 154 0} 
Flow 4053: {14 11 0} 
Flow 4065: {32 35 0} 
Flow 4094: {62 220 0} 
Flow 4130: {32 85 0} 
Flow 4217: {38 84 0} 
Flow 4239: {61 219 0} 
Flow 4284: {34 35 0} 
Flow 4301: {52 150 0} 
Flow 4358: {21 78 0} 
Flow 4386: {118 92 0} 
Flow 4406: {113 271 0} 
Flow 4409: {69 77 0} 
Flow 4577: {86 2 0} 
Flow 4623: {53 211 0} 
Flow 4755: {8 10 0} 
Flow 4763: {11 12 0} 
Flow 4808: {79 121 0} 
Flow 4821: {119 120 0} 
Flow 4846: {119 101 0} 
Flow 4864: {39 84 0} 
Flow 4875: {40 34 0} 
Flow 4883: {100 122 0} 
Flow 4898: {10 168 0} 
Flow 4913: {6 4 0} 
Flow 4916: {117 36 0} 
Flow 4920: {80 64 0} 
Flow 4920: {64 65 0} 
Flow 4943: {41 44 0} 
Flow 4950: {123 281 0} 
Flow 4960: {135 142 0} 
Flow 5027: {7 6 0} 
Flow 5030: {88 144 0} 
Flow 5124: {44 43 0} 
Flow 5181: {43 88 0} 
Flow 5236: {11 169 0} 
Flow 5260: {135 137 0} 
Flow 5281: {42 47 0} 
Flow 5282: {93 76 0} 
Flow 5305: {47 138 0} 
Flow 5324: {45 42 0} 
Flow 5333: {138 135 0} 
Flow 5341: {151 155 0} 
Flow 5360: {46 45 0} 
Flow 5377: {46 47 0} 
Flow 5511: {137 136 0} 
Flow 5554: {4 3 0} 
Flow 5675: {134 87 0} 
Flow 5697: {49 5 0} 
Flow 5750: {136 78 0} 
Flow 5754: {5 4 0} 
Flow 5806: {135 293 0} 
Flow 5817: {68 19 0} 
Flow 5859: {125 132 0} 
Flow 5866: {38 196 0} 
Flow 5877: {50 208 0} 
Flow 5879: {60 59 0} 
Flow 6072: {19 68 0} 
Flow 6127: {134 133 0} 
Flow 6152: {51 209 0} 
Flow 6245: {33 191 0} 
Flow 6257: {45 203 0} 
Flow 6277: {67 225 0} 
Flow 6291: {81 239 0} 
Flow 6325: {54 84 0} 
Flow 6416: {129 130 0} 
Flow 6437: {56 55 0} 
Flow 6441: {55 54 0} 
Flow 6505: {147 305 0} 
Flow 6535: {57 60 0} 
Flow 6538: {30 188 0} 
Flow 6568: {127 66 0} 
Flow 6577: {58 51 0} 
Flow 6589: {88 246 0} 
Flow 6668: {60 57 0} 
Flow 6668: {57 58 0} 
Flow 6771: {51 126 0} 
Flow 6809: {117 119 0} 
Flow 6894: {59 54 0} 
Flow 6909: {36 117 0} 
Flow 6926: {120 8 0} 
Flow 6932: {139 140 0} 
Flow 6966: {110 107 0} 
Flow 6980: {151 153 0} 
Flow 6995: {119 117 0} 
Flow 7001: {54 59 0} 
Flow 7063: {61 154 0} 
Flow 7069: {61 156 0} 
Flow 7087: {152 310 0} 
Flow 7108: {16 15 0} 
Flow 7123: {36 33 0} 
Flow 7166: {123 130 0} 
Flow 7290: {55 56 0} 
Flow 7378: {51 52 0} 
Flow 7409: {98 27 0} 
Flow 7433: {64 80 0} 
Flow 7470: {19 20 0} 
Flow 7479: {78 69 0} 
Flow 7483: {130 123 0} 
Flow 7494: {132 290 0} 
Flow 7541: {98 26 0} 
Flow 7605: {95 96 0} 
Flow 7621: {66 127 0} 
Flow 7628: {119 277 0} 
Flow 7629: {97 121 0} 
Flow 7636: {128 286 0} 
Flow 7654: {145 146 0} 
Flow 7655: {65 64 0} 
Flow 7694: {67 115 0} 
Flow 7749: {67 92 0} 
Flow 7755: {92 91 0} 
Flow 7794: {140 298 0} 
Flow 7801: {147 148 0} 
Flow 7829: {9 167 0} 
Flow 7930: {90 116 0} 
Flow 8055: {53 29 0} 
Flow 8056: {78 21 0} 
Flow 8061: {33 34 0} 
Flow 8068: {71 70 0} 
Flow 8075: {34 37 0} 
Flow 8140: {13 31 0} 
Flow 8197: {70 78 0} 
Flow 8238: {72 71 0} 
Flow 8262: {58 129 0} 
Flow 8425: {19 11 0} 
Flow 8460: {21 22 0} 
Flow 8469: {47 48 0} 
Flow 8489: {74 73 0} 
Flow 8544: {125 51 0} 
Flow 8567: {25 183 0} 
Flow 8575: {73 77 0} 
Flow 8582: {47 42 0} 
Flow 8632: {75 73 0} 
Flow 8636: {120 278 0} 
Flow 8656: {8 110 0} 
Flow 8683: {20 178 0} 
Flow 8717: {58 216 0} 
Flow 8732: {73 231 0} 
Flow 9092: {137 295 0} 
Flow 9129: {18 176 0} 
Flow 9144: {35 193 0} 
Flow 9213: {112 270 0} 
Flow 9237: {138 296 0} 
Flow 9262: {128 130 0} 
Flow 9345: {98 256 0} 
Flow 9363: {116 274 0} 
Flow 9387: {142 300 0} 
Flow 9437: {81 87 0} 
Flow 9439: {48 47 0} 
Flow 9453: {79 63 0} 
Flow 9455: {65 223 0} 
Flow 9477: {92 250 0} 
Flow 9510: {133 291 0} 
Flow 9548: {19 12 0} 
Flow 9558: {25 28 0} 
Flow 9608: {106 83 0} 
Flow 9611: {82 104 0} 
Flow 9653: {31 132 0} 
Flow 9674: {82 81 0} 
Flow 9748: {70 228 0} 
Flow 9764: {87 245 0} 
Flow 9776: {100 258 0} 
Flow 9798: {105 108 0} 
Flow 9799: {124 282 0} 
Flow 9872: {39 40 0} 
Flow 9879: {48 206 0} 
Flow 9880: {49 207 0} 
Flow 9918: {37 34 0} 
Flow 9939: {76 112 0} 
Flow 10051: {85 35 0} 
Flow 10124: {85 31 0} 
Flow 10205: {83 241 0} 
Flow 10224: {86 8 0} 
Flow 10295: {29 23 0} 
Flow 10310: {40 39 0} 
Flow 10333: {87 10 0} 
Flow 10351: {81 82 0} 
Flow 10419: {154 312 0} 
Flow 10540: {158 50 0} 
Flow 10609: {40 198 0} 
Flow 10609: {93 77 0} 
Flow 10643: {78 236 0} 
Flow 10663: {89 95 0} 
Flow 10709: {95 94 0} 
Flow 10710: {150 308 0} 
Flow 10734: {17 175 0} 
Flow 10762: {138 47 0} 
Flow 10775: {63 221 0} 
Flow 10791: {80 238 0} 
Flow 10821: {96 111 0} 
Flow 10826: {117 275 0} 
Flow 10851: {90 89 0} 
Flow 10855: {149 307 0} 
Flow 10908: {91 99 0} 
Flow 10956: {92 118 0} 
Flow 10969: {99 98 0} 
Flow 11084: {87 81 0} 
Flow 11103: {106 103 0} 
Flow 11109: {109 267 0} 
Flow 11197: {59 217 0} 
Flow 11290: {17 18 0} 
Flow 11419: {94 93 0} 
Flow 11439: {35 32 0} 
Flow 11441: {34 192 0} 
Flow 11507: {104 103 0} 
Flow 11574: {96 95 0} 
Flow 11669: {8 166 0} 
Flow 11680: {13 14 0} 
Flow 11740: {8 86 0} 
Flow 11753: {101 259 0} 
Flow 11864: {98 92 0} 
Flow 11880: {73 75 0} 
Flow 11996: {99 91 0} 
Flow 12030: {27 25 0} 
Flow 12051: {91 92 0} 
Flow 12052: {132 131 0} 
Flow 12114: {84 39 0} 
Flow 12153: {108 105 0} 
Flow 12164: {94 252 0} 
Flow 12237: {14 172 0} 
Flow 12280: {78 152 0} 
Flow 12308: {77 93 0} 
Flow 12312: {93 251 0} 
Flow 12316: {92 98 0} 
Flow 12331: {114 272 0} 
Flow 12446: {11 14 0} 
Flow 12462: {96 254 0} 
Flow 12480: {117 118 0} 
Flow 12490: {102 109 0} 
Flow 12533: {13 171 0} 
Flow 12588: {104 134 0} 
Flow 12639: {103 106 0} 
Flow 12649: {139 297 0} 
Flow 12682: {15 173 0} 
Flow 12690: {23 181 0} 
Flow 12707: {88 43 0} 
Flow 12723: {104 2 0} 
Flow 12723: {120 119 0} 
Flow 12727: {2 86 0} 
Flow 12729: {132 125 0} 
Flow 12760: {120 25 0} 
Flow 12770: {110 268 0} 
Flow 12806: {148 306 0} 
Flow 12815: {157 315 0} 
Flow 12833: {20 19 0} 
Flow 12911: {83 110 0} 
Flow 12962: {103 104 0} 
Flow 12971: {83 105 0} 
Flow 12996: {144 88 0} 
Flow 12997: {3 4 0} 
Flow 13062: {118 115 0} 
Flow 13095: {151 309 0} 
Flow 13156: {51 58 0} 
Flow 13157: {156 61 0} 
Flow 13166: {78 70 0} 
Flow 13172: {107 110 0} 
Flow 13175: {128 79 0} 
Flow 13255: {6 7 0} 
Flow 13337: {112 111 0} 
Flow 13441: {71 229 0} 
Flow 13449: {109 107 0} 
Flow 13690: {111 112 0} 
Flow 13700: {89 90 0} 
Flow 13704: {111 96 0} 
Flow 13710: {22 10 0} 
Flow 13757: {112 76 0} 
Flow 13779: {77 69 0} 
Flow 13805: {136 50 0} 
Flow 13898: {143 144 0} 
Flow 13972: {64 222 0} 
Flow 14011: {76 93 0} 
Flow 14033: {114 111 0} 
Flow 14050: {63 80 0} 
Flow 14050: {130 128 0} 
Flow 14051: {113 114 0} 
Flow 14104: {158 143 0} 
Flow 14150: {69 78 0} 
Flow 14172: {113 116 0} 
Flow 14218: {6 164 0} 
Flow 14282: {115 118 0} 
Flow 14291: {115 67 0} 
Flow 14316: {130 288 0} 
Flow 14330: {145 303 0} 
Flow 14401: {116 90 0} 
Flow 14418: {86 244 0} 
Flow 14433: {102 260 0} 
Flow 14444: {116 113 0} 
Flow 14497: {101 102 0} 
Flow 14550: {92 67 0} 
Flow 14579: {125 123 0} 
Flow 14586: {2 104 0} 
Flow 14642: {5 163 0} 
Flow 14701: {97 127 0} 
Flow 14809: {108 20 0} 
Flow 15000: {98 99 0} 
Flow 15035: {62 156 0} 
Flow 15042: {7 165 0} 
Flow 15158: {80 63 0} 
Flow 15161: {128 129 0} 
Flow 15184: {4 5 0} 
Flow 15195: {123 125 0} 
Flow 15216: {83 106 0} 
Flow 15310: {23 24 0} 
Flow 15316: {31 189 0} 
Flow 15356: {105 83 0} 
Flow 15357: {130 124 0} 
Flow 15373: {107 109 0} 
Flow 15483: {124 130 0} 
Flow 15492: {95 89 0} 
Flow 15506: {124 58 0} 
Flow 15563: {16 174 0} 
Flow 15586: {34 40 0} 
Flow 15621: {76 234 0} 
Flow 15647: {103 261 0} 
Flow 15721: {24 182 0} 
Flow 15745: {126 51 0} 
Flow 15825: {78 136 0} 
Flow 15837: {126 131 0} 
Flow 15920: {121 79 0} 
Flow 15930: {127 97 0} 
Flow 15959: {66 65 0} 
Flow 15972: {4 162 0} 
Flow 15985: {21 179 0} 
Flow 15995: {85 32 0} 
Flow 16002: {42 200 0} 
Flow 16013: {57 215 0} 
Flow 16135: {39 197 0} 
Flow 16165: {70 71 0} 
Flow 16191: {129 58 0} 
Flow 16274: {26 184 0} 
Flow 16321: {77 73 0} 
Flow 16360: {35 34 0} 
Flow 16373: {130 129 0} 
Flow 16377: {31 13 0} 
Flow 16444: {58 57 0} 
Flow 16445: {131 126 0} 
Flow 16456: {68 226 0} 
Flow 16474: {90 248 0} 
Flow 16481: {99 257 0} 
Flow 16487: {107 265 0} 
Flow 16517: {131 132 0} 
Flow 16517: {132 31 0} 
Flow 16531: {1 159 0} 
Flow 16558: {28 186 0} 
Flow 16576: {133 3 0} 
Flow 16585: {60 218 0} 
Flow 16764: {106 264 0} 
Flow 16873: {71 72 0} 
Flow 16883: {104 82 0} 
Flow 16949: {153 311 0} 
Flow 17076: {50 158 0} 
Flow 17195: {111 269 0} 
Flow 17261: {22 180 0} 
Flow 17358: {126 284 0} 
Flow 17366: {134 292 0} 
Flow 17366: {140 139 0} 
Flow 17392: {48 49 0} 
Flow 17402: {12 17 0} 
Flow 17410: {8 120 0} 
Flow 17586: {75 233 0} 
Flow 17628: {118 276 0} 
Flow 17714: {56 214 0} 
Flow 17779: {125 283 0} 
Flow 17791: {140 141 0} 
Flow 17810: {158 316 0} 
Flow 17835: {141 140 0} 
Flow 17837: {139 134 0} 
Flow 17876: {142 135 0} 
Flow 17898: {93 94 0} 
Flow 17959: {142 141 0} 
Flow 17971: {19 16 0} 
Flow 18011: {158 157 0} 
Flow 18023: {73 74 0} 
Flow 18151: {143 158 0} 
Flow 18187: {144 143 0} 
Flow 18201: {35 85 0} 
Flow 18264: {10 22 0} 
Flow 18287: {32 190 0} 
Flow 18293: {41 199 0} 
Flow 18293: {110 8 0} 
Flow 18310: {11 19 0} 
Flow 18338: {79 128 0} 
Flow 18368: {122 100 0} 
Flow 18372: {65 66 0} 
Flow 18403: {2 160 0} 
Flow 18509: {145 122 0} 
Flow 18511: {115 273 0} 
Flow 18683: {86 1 0} 
Flow 18683: {100 80 0} 
Flow 18715: {147 146 0} 
Flow 18726: {55 213 0} 
Flow 18748: {146 145 0} 
Flow 18775: {148 147 0} 
Flow 18797: {63 79 0} 
Flow 18798: {141 142 0} 
Flow 18803: {150 149 0} 
Flow 18822: {149 150 0} 
Flow 18877: {52 51 0} 
Flow 18932: {51 125 0} 
Flow 18960: {150 52 0} 
Flow 18969: {121 97 0} 
Flow 18969: {129 128 0} 
Flow 19014: {25 27 0} 
Flow 19133: {151 152 0} 
Flow 19143: {154 61 0} 
Flow 19187: {155 151 0} 
Flow 19222: {94 95 0} 
Flow 19234: {134 104 0} 
Flow 19236: {105 263 0} 
Flow 19276: {154 155 0} 
Flow 19296: {10 8 0} 
Flow 19298: {153 78 0} 
Flow 19313: {23 30 0} 
Flow 19326: {137 135 0} 
Flow 19379: {104 262 0} 
Flow 19434: {157 158 0} 
Flow 19441: {62 151 0} 
Flow 19443: {156 62 0} 
Flow 19518: {27 98 0} 
Flow 19526: {80 100 0} 
Flow 19559: {156 157 0} 
Flow 19559: {158 7 0} 
Flow 19590: {10 9 0} 
Flow 19618: {37 38 0} 
Flow 19684: {107 108 0} 
Flow 19697: {121 279 0} 
Flow 19811: {133 134 0} 
Flow 19825: {97 255 0} 
Flow 19854: {50 136 0} 
Flow 19864: {136 137 0} 
Flow 19871: {144 302 0} 
Flow 19880: {157 156 0} 
Time taken running everything: 1 seconds
