Number of groups: 488
Flow 1849: {147 296} 
Flow 1859: {61 131} 
Flow 1866: {11 160} 
Flow 1877: {143 29} 
Flow 1879: {62 63} 
Flow 1893: {121 71} 
Flow 1903: {85 234} 
Flow 1973: {63 32} 
Flow 1973: {32 73} 
Flow 1984: {94 243} 
Flow 1997: {119 268} 
Flow 2002: {63 132} 
Flow 2016: {142 134} 
Flow 2023: {65 41} 
Flow 2050: {34 130} 
Flow 2059: {103 102} 
Flow 2068: {103 68} 
Flow 2077: {128 50} 
Flow 2080: {50 129} 
Flow 2082: {65 127} 
Flow 2094: {66 41} 
Flow 2097: {66 65} 
Flow 2112: {68 108} 
Flow 2121: {67 103} 
Flow 2122: {111 110} 
Flow 2154: {69 131} 
Flow 2167: {113 136} 
Flow 2177: {97 96} 
Flow 2196: {35 73} 
Flow 2205: {72 130} 
Flow 2214: {90 26} 
Flow 2224: {25 28} 
Flow 2226: {89 90} 
Flow 2228: {26 25} 
Flow 2229: {149 298} 
Flow 2230: {73 124} 
Flow 2236: {21 170} 
Flow 2245: {149 43} 
Flow 2251: {126 71} 
Flow 2269: {32 63} 
Flow 2292: {142 125} 
Flow 2310: {75 113} 
Flow 2321: {143 292} 
Flow 2323: {75 146} 
Flow 2326: {76 37} 
Flow 2327: {40 71} 
Flow 2331: {106 42} 
Flow 2333: {39 78} 
Flow 2335: {78 71} 
Flow 2350: {143 20} 
Flow 2362: {41 190} 
Flow 2362: {122 111} 
Flow 2363: {109 106} 
Flow 2364: {43 192} 
Flow 2367: {52 201} 
Flow 2381: {83 232} 
Flow 2399: {111 260} 
Flow 2423: {146 147} 
Flow 2424: {134 149} 
Flow 2425: {130 34} 
Flow 2425: {131 132} 
Flow 2429: {129 46} 
Flow 2433: {36 74} 
Flow 2437: {109 258} 
Flow 2440: {62 131} 
Flow 2443: {79 86} 
Flow 2444: {88 113} 
Flow 2445: {86 83} 
Flow 2447: {83 82} 
Flow 2452: {8 157} 
Flow 2453: {15 10} 
Flow 2472: {50 128} 
Flow 2481: {64 213} 
Flow 2483: {71 220} 
Flow 2488: {132 126} 
Flow 2497: {145 141} 
Flow 2504: {108 68} 
Flow 2506: {106 255} 
Flow 2507: {133 18} 
Flow 2515: {71 119} 
Flow 2529: {81 21} 
Flow 2533: {146 295} 
Flow 2552: {3 129} 
Flow 2573: {82 21} 
Flow 2588: {82 80} 
Flow 2624: {131 62} 
Flow 2625: {29 178} 
Flow 2626: {30 179} 
Flow 2634: {45 194} 
Flow 2640: {4 3} 
Flow 2665: {84 131} 
Flow 2669: {120 269} 
Flow 2688: {79 130} 
Flow 2705: {24 22} 
Flow 2722: {88 118} 
Flow 2732: {71 78} 
Flow 2740: {90 89} 
Flow 2748: {102 251} 
Flow 2758: {121 114} 
Flow 2760: {118 267} 
Flow 2773: {136 285} 
Flow 2784: {131 280} 
Flow 2790: {91 141} 
Flow 2792: {91 112} 
Flow 2792: {112 113} 
Flow 2797: {92 93} 
Flow 2801: {93 95} 
Flow 2805: {117 78} 
Flow 2812: {41 65} 
Flow 2823: {68 103} 
Flow 2823: {110 111} 
Flow 2864: {78 39} 
Flow 2868: {96 12} 
Flow 2869: {129 50} 
Flow 2876: {94 95} 
Flow 2886: {97 246} 
Flow 2891: {93 92} 
Flow 2895: {97 94} 
Flow 2925: {95 93} 
Flow 2931: {141 52} 
Flow 2934: {98 101} 
Flow 2935: {99 42} 
Flow 2956: {38 187} 
Flow 2959: {104 19} 
Flow 2977: {110 259} 
Flow 3025: {4 126} 
Flow 3038: {7 156} 
Flow 3050: {77 123} 
Flow 3070: {89 238} 
Flow 3106: {118 13} 
Flow 3109: {126 16} 
Flow 3115: {18 133} 
Flow 3121: {142 21} 
Flow 3122: {33 182} 
Flow 3124: {74 36} 
Flow 3124: {36 185} 
Flow 3127: {40 189} 
Flow 3141: {131 69} 
Flow 3145: {100 95} 
Flow 3148: {130 79} 
Flow 3157: {95 18} 
Flow 3159: {104 98} 
Flow 3168: {108 257} 
Flow 3175: {117 116} 
Flow 3193: {141 139} 
Flow 3194: {139 288} 
Flow 3207: {105 42} 
Flow 3213: {122 117} 
Flow 3220: {107 42} 
Flow 3227: {42 106} 
Flow 3236: {107 104} 
Flow 3238: {133 126} 
Flow 3240: {6 7} 
Flow 3247: {22 24} 
Flow 3259: {111 122} 
Flow 3262: {37 76} 
Flow 3265: {117 114} 
Flow 3294: {42 99} 
Flow 3296: {19 104} 
Flow 3303: {39 77} 
Flow 3303: {123 38} 
Flow 3336: {9 8} 
Flow 3340: {17 11} 
Flow 3352: {27 176} 
Flow 3371: {68 217} 
Flow 3375: {73 35} 
Flow 3387: {90 239} 
Flow 3395: {102 103} 
Flow 3396: {104 253} 
Flow 3404: {78 117} 
Flow 3405: {113 88} 
Flow 3432: {114 117} 
Flow 3434: {114 121} 
Flow 3440: {132 125} 
Flow 3453: {115 121} 
Flow 3458: {30 143} 
Flow 3459: {115 131} 
Flow 3481: {121 131} 
Flow 3501: {71 126} 
Flow 3510: {111 108} 
Flow 3514: {120 119} 
Flow 3516: {119 71} 
Flow 3531: {120 121} 
Flow 3542: {110 92} 
Flow 3544: {12 161} 
Flow 3578: {6 155} 
Flow 3597: {124 125} 
Flow 3611: {21 145} 
Flow 3627: {42 191} 
Flow 3637: {21 82} 
Flow 3637: {25 26} 
Flow 3638: {91 240} 
Flow 3661: {12 96} 
Flow 3672: {25 174} 
Flow 3691: {72 221} 
Flow 3704: {41 67} 
Flow 3716: {3 4} 
Flow 3723: {124 273} 
Flow 3736: {125 142} 
Flow 3759: {34 62} 
Flow 3761: {9 158} 
Flow 3769: {33 36} 
Flow 3772: {115 116} 
Flow 3819: {117 122} 
Flow 3832: {95 15} 
Flow 3834: {94 97} 
Flow 3840: {27 22} 
Flow 3908: {134 21} 
Flow 3922: {134 142} 
Flow 3923: {73 222} 
Flow 3928: {81 230} 
Flow 3939: {125 132} 
Flow 3945: {117 266} 
Flow 3980: {135 142} 
Flow 3982: {135 21} 
Flow 3986: {88 146} 
Flow 4001: {50 199} 
Flow 4008: {28 25} 
Flow 4010: {112 91} 
Flow 4027: {113 146} 
Flow 4029: {10 9} 
Flow 4063: {137 136} 
Flow 4069: {136 113} 
Flow 4071: {138 44} 
Flow 4075: {44 43} 
Flow 4076: {138 139} 
Flow 4076: {139 141} 
Flow 4103: {126 4} 
Flow 4200: {21 134} 
Flow 4211: {144 53} 
Flow 4212: {53 54} 
Flow 4220: {94 101} 
Flow 4223: {126 133} 
Flow 4225: {28 27} 
Flow 4284: {132 281} 
Flow 4308: {26 90} 
Flow 4310: {46 45} 
Flow 4318: {80 87} 
Flow 4321: {146 113} 
Flow 4334: {18 167} 
Flow 4335: {88 52} 
Flow 4348: {146 88} 
Flow 4350: {63 212} 
Flow 4350: {147 146} 
Flow 4355: {83 86} 
Flow 4362: {148 137} 
Flow 4370: {108 109} 
Flow 4399: {21 81} 
Flow 4404: {149 134} 
Flow 4411: {149 145} 
Time taken running everything: 652 seconds
