Number of groups: 753
Flow 2627: {35 21} 
Flow 2654: {35 34} 
Flow 2664: {16 15} 
Flow 2677: {34 172} 
Flow 2699: {36 16} 
Flow 2712: {15 98} 
Flow 2737: {36 33} 
Flow 2738: {54 137} 
Flow 2756: {37 60} 
Flow 2778: {50 49} 
Flow 2781: {55 52} 
Flow 2792: {37 55} 
Flow 2818: {37 53} 
Flow 2845: {122 130} 
Flow 2858: {95 7} 
Flow 2880: {38 34} 
Flow 2903: {58 62} 
Flow 2920: {87 85} 
Flow 2999: {39 41} 
Flow 3000: {39 42} 
Flow 3026: {39 43} 
Flow 3033: {81 219} 
Flow 3042: {24 93} 
Flow 3045: {67 73} 
Flow 3063: {11 115} 
Flow 3067: {96 120} 
Flow 3069: {122 260} 
Flow 3079: {21 22} 
Flow 3089: {21 15} 
Flow 3091: {18 156} 
Flow 3091: {40 67} 
Flow 3095: {4 12} 
Flow 3099: {40 39} 
Flow 3109: {121 72} 
Flow 3119: {40 58} 
Flow 3129: {58 11} 
Flow 3132: {41 67} 
Flow 3154: {38 176} 
Flow 3155: {41 39} 
Flow 3167: {41 58} 
Flow 3170: {61 63} 
Flow 3179: {76 214} 
Flow 3223: {42 58} 
Flow 3250: {42 39} 
Flow 3252: {42 44} 
Flow 3282: {88 83} 
Flow 3282: {83 81} 
Flow 3286: {42 67} 
Flow 3317: {128 125} 
Flow 3321: {42 60} 
Flow 3325: {135 273} 
Flow 3330: {43 58} 
Flow 3340: {35 18} 
Flow 3361: {43 44} 
Flow 3377: {43 62} 
Flow 3408: {103 241} 
Flow 3426: {121 122} 
Flow 3429: {65 127} 
Flow 3453: {45 68} 
Flow 3454: {44 48} 
Flow 3455: {44 43} 
Flow 3457: {48 58} 
Flow 3460: {116 254} 
Flow 3472: {71 8} 
Flow 3484: {45 67} 
Flow 3495: {45 44} 
Flow 3499: {44 46} 
Flow 3500: {68 47} 
Flow 3509: {45 56} 
Flow 3522: {74 212} 
Flow 3537: {19 24} 
Flow 3547: {45 57} 
Flow 3610: {46 44} 
Flow 3612: {46 67} 
Flow 3639: {90 228} 
Flow 3645: {99 237} 
Flow 3669: {46 58} 
Flow 3677: {56 43} 
Flow 3687: {47 56} 
Flow 3706: {44 41} 
Flow 3709: {47 44} 
Flow 3710: {47 68} 
Flow 3741: {86 85} 
Flow 3771: {117 255} 
Flow 3814: {48 67} 
Flow 3821: {44 45} 
Flow 3884: {95 9} 
Flow 3907: {30 168} 
Flow 3922: {50 37} 
Flow 3927: {50 53} 
Flow 3953: {49 51} 
Flow 3964: {70 100} 
Flow 3968: {22 21} 
Flow 3971: {2 107} 
Flow 3972: {49 50} 
Flow 3983: {51 70} 
Flow 4007: {37 16} 
Flow 4023: {50 52} 
Flow 4040: {37 33} 
Flow 4049: {53 70} 
Flow 4061: {8 12} 
Flow 4073: {70 34} 
Flow 4134: {22 133} 
Flow 4140: {34 95} 
Flow 4150: {16 35} 
Flow 4163: {52 55} 
Flow 4168: {42 180} 
Flow 4176: {52 50} 
Flow 4178: {52 53} 
Flow 4197: {52 16} 
Flow 4209: {96 234} 
Flow 4230: {73 118} 
Flow 4239: {67 132} 
Flow 4241: {52 54} 
Flow 4241: {54 134} 
Flow 4272: {33 36} 
Flow 4281: {43 56} 
Flow 4292: {53 61} 
Flow 4324: {2 102} 
Flow 4337: {59 11} 
Flow 4349: {60 121} 
Flow 4374: {92 24} 
Flow 4394: {38 22} 
Flow 4399: {54 52} 
Flow 4400: {54 53} 
Flow 4409: {54 65} 
Flow 4418: {54 70} 
Flow 4456: {121 259} 
Flow 4511: {37 50} 
Flow 4512: {55 37} 
Flow 4523: {55 64} 
Flow 4524: {55 66} 
Flow 4574: {55 65} 
Flow 4579: {55 38} 
Flow 4584: {54 136} 
Flow 4647: {43 67} 
Flow 4664: {91 120} 
Flow 4709: {57 45} 
Flow 4711: {57 62} 
Flow 4722: {56 59} 
Flow 4735: {56 58} 
Flow 4740: {11 84} 
Flow 4745: {118 91} 
Flow 4835: {132 59} 
Flow 4848: {11 86} 
Flow 4868: {101 239} 
Flow 4869: {11 102} 
Flow 4920: {25 163} 
Flow 4925: {11 4} 
Flow 4950: {132 58} 
Flow 4952: {59 62} 
Flow 4955: {38 66} 
Flow 4986: {59 56} 
Flow 5009: {59 67} 
Flow 5011: {59 132} 
Flow 5012: {21 133} 
Flow 5020: {60 7} 
Flow 5041: {41 44} 
Flow 5068: {60 118} 
Flow 5083: {5 143} 
Flow 5088: {61 38} 
Flow 5104: {38 16} 
Flow 5120: {61 66} 
Flow 5130: {122 82} 
Flow 5140: {61 64} 
Flow 5158: {129 267} 
Flow 5171: {62 58} 
Flow 5195: {62 43} 
Flow 5196: {62 47} 
Flow 5197: {62 57} 
Flow 5204: {118 60} 
Flow 5205: {58 118} 
Flow 5209: {62 59} 
Flow 5213: {58 67} 
Flow 5244: {107 245} 
Flow 5249: {112 250} 
Flow 5252: {115 253} 
Flow 5290: {2 28} 
Flow 5303: {44 182} 
Flow 5310: {53 51} 
Flow 5313: {53 54} 
Flow 5314: {63 55} 
Flow 5333: {82 83} 
Flow 5356: {108 246} 
Flow 5366: {63 61} 
Flow 5368: {21 121} 
Flow 5382: {128 137} 
Flow 5398: {21 159} 
Flow 5418: {64 70} 
Flow 5446: {64 34} 
Flow 5450: {20 94} 
Flow 5465: {73 71} 
Flow 5491: {9 1} 
Flow 5507: {22 73} 
Flow 5533: {65 55} 
Flow 5539: {65 61} 
Flow 5546: {72 210} 
Flow 5551: {34 60} 
Flow 5562: {93 231} 
Flow 5585: {118 117} 
Flow 5634: {56 194} 
Flow 5636: {66 61} 
Flow 5674: {66 65} 
Flow 5704: {68 45} 
Flow 5709: {68 43} 
Flow 5712: {68 46} 
Flow 5742: {67 71} 
Flow 5770: {47 62} 
Flow 5811: {69 34} 
Flow 5829: {53 191} 
Flow 5848: {77 215} 
Flow 5872: {109 247} 
Flow 5892: {69 53} 
Flow 5920: {53 37} 
Flow 5938: {70 64} 
Flow 5943: {62 200} 
Flow 5946: {70 123} 
Flow 5952: {75 213} 
Flow 5975: {2 106} 
Flow 6040: {121 21} 
Flow 6044: {51 189} 
Flow 6054: {122 22} 
Flow 6055: {72 122} 
Flow 6062: {72 71} 
Flow 6067: {72 89} 
Flow 6073: {72 121} 
Flow 6099: {121 60} 
Flow 6108: {130 268} 
Flow 6135: {26 164} 
Flow 6159: {22 38} 
Flow 6182: {84 222} 
Flow 6189: {73 96} 
Flow 6190: {60 95} 
Flow 6199: {105 243} 
Flow 6216: {125 124} 
Flow 6222: {60 131} 
Flow 6255: {74 95} 
Flow 6314: {58 42} 
Flow 6316: {48 44} 
Flow 6330: {75 76} 
Flow 6332: {79 217} 
Flow 6336: {75 77} 
Flow 6336: {80 87} 
Flow 6341: {34 101} 
Flow 6350: {11 113} 
Flow 6359: {122 131} 
Flow 6364: {75 11} 
Flow 6415: {76 75} 
Flow 6424: {74 122} 
Flow 6440: {11 112} 
Flow 6442: {76 86} 
Flow 6462: {79 7} 
Flow 6464: {79 9} 
Flow 6515: {77 86} 
Flow 6517: {77 75} 
Flow 6523: {80 85} 
Flow 6533: {79 10} 
Flow 6535: {79 8} 
Flow 6536: {64 100} 
Flow 6545: {2 109} 
Flow 6599: {78 86} 
Flow 6620: {63 201} 
Flow 6627: {71 72} 
Flow 6629: {78 75} 
Flow 6632: {86 77} 
Flow 6634: {78 84} 
Flow 6635: {85 223} 
Flow 6638: {74 90} 
Flow 6692: {4 142} 
Flow 6718: {83 82} 
Flow 6746: {89 72} 
Flow 6756: {81 83} 
Flow 6756: {83 90} 
Flow 6757: {83 88} 
Flow 6765: {88 121} 
Flow 6821: {82 74} 
Flow 6825: {82 122} 
Flow 6864: {87 225} 
Flow 6865: {122 90} 
Flow 6876: {2 103} 
Flow 6910: {83 89} 
Flow 6984: {84 11} 
Flow 6995: {58 48} 
Flow 7002: {70 51} 
Flow 7022: {84 76} 
Flow 7024: {84 77} 
Flow 7082: {87 8} 
Flow 7100: {85 87} 
Flow 7131: {85 80} 
Flow 7133: {80 77} 
Flow 7136: {77 84} 
Flow 7140: {87 10} 
Flow 7142: {8 60} 
Flow 7158: {85 86} 
Flow 7161: {114 252} 
Flow 7164: {10 117} 
Flow 7167: {87 9} 
Flow 7169: {137 126} 
Flow 7198: {86 11} 
Flow 7261: {106 244} 
Flow 7269: {11 114} 
Flow 7299: {95 34} 
Flow 7308: {1 3} 
Flow 7311: {3 31} 
Flow 7327: {70 54} 
Flow 7332: {34 61} 
Flow 7340: {87 7} 
Flow 7342: {87 80} 
Flow 7345: {80 79} 
Flow 7363: {3 107} 
Flow 7371: {7 118} 
Flow 7387: {89 74} 
Flow 7391: {9 147} 
Flow 7416: {67 42} 
Flow 7422: {89 121} 
Flow 7449: {89 83} 
Flow 7464: {89 122} 
Flow 7562: {90 74} 
Flow 7565: {90 83} 
Flow 7574: {121 95} 
Flow 7577: {98 236} 
Flow 7597: {90 121} 
Flow 7600: {90 122} 
Flow 7604: {65 128} 
Flow 7616: {1 4} 
Flow 7630: {91 23} 
Flow 7645: {39 177} 
Flow 7647: {60 42} 
Flow 7650: {91 118} 
Flow 7650: {118 58} 
Flow 7687: {91 96} 
Flow 7689: {95 233} 
Flow 7691: {91 97} 
Flow 7710: {7 116} 
Flow 7711: {91 117} 
Flow 7724: {118 21} 
Flow 7727: {60 34} 
Flow 7734: {92 95} 
Flow 7756: {92 122} 
Flow 7779: {43 68} 
Flow 7813: {122 74} 
Flow 7836: {60 9} 
Flow 7845: {93 23} 
Flow 7858: {94 20} 
Flow 7884: {24 19} 
Flow 7886: {94 60} 
Flow 7895: {93 24} 
Flow 7903: {94 95} 
Flow 7905: {94 97} 
Flow 7910: {102 240} 
Flow 7914: {93 94} 
Flow 7920: {19 21} 
Flow 7925: {94 96} 
Flow 7929: {24 92} 
Flow 7934: {20 22} 
Flow 7949: {8 146} 
Flow 7964: {95 8} 
Flow 7975: {67 45} 
Flow 7978: {70 53} 
Flow 7983: {95 121} 
Flow 8008: {95 94} 
Flow 8015: {95 74} 
Flow 8022: {110 248} 
Flow 8027: {95 60} 
Flow 8032: {61 65} 
Flow 8033: {121 129} 
Flow 8044: {10 1} 
Flow 8045: {117 7} 
Flow 8049: {96 117} 
Flow 8053: {96 91} 
Flow 8054: {96 94} 
Flow 8058: {71 25} 
Flow 8069: {96 92} 
Flow 8075: {96 73} 
Flow 8082: {16 52} 
Flow 8144: {128 266} 
Flow 8154: {97 117} 
Flow 8163: {117 8} 
Flow 8167: {97 91} 
Flow 8169: {117 118} 
Flow 8173: {10 71} 
Flow 8179: {97 92} 
Flow 8182: {73 67} 
Flow 8188: {51 49} 
Flow 8202: {97 73} 
Flow 8211: {10 79} 
Flow 8215: {10 87} 
Flow 8235: {117 10} 
Flow 8240: {97 120} 
Flow 8248: {132 270} 
Flow 8262: {98 15} 
Flow 8264: {15 18} 
Flow 8290: {98 34} 
Flow 8299: {79 77} 
Flow 8304: {60 8} 
Flow 8324: {60 91} 
Flow 8355: {99 34} 
Flow 8364: {37 175} 
Flow 8372: {67 46} 
Flow 8386: {99 60} 
Flow 8425: {2 110} 
Flow 8459: {100 34} 
Flow 8464: {22 20} 
Flow 8472: {100 64} 
Flow 8474: {64 38} 
Flow 8483: {46 184} 
Flow 8486: {100 70} 
Flow 8489: {64 61} 
Flow 8544: {100 66} 
Flow 8597: {51 53} 
Flow 8604: {101 51} 
Flow 8654: {124 262} 
Flow 8656: {51 65} 
Flow 8679: {21 35} 
Flow 8680: {102 11} 
Flow 8687: {102 5} 
Flow 8699: {56 45} 
Flow 8713: {64 202} 
Flow 8725: {74 89} 
Flow 8734: {102 2} 
Flow 8739: {102 103} 
Flow 8782: {103 2} 
Flow 8783: {2 29} 
Flow 8819: {91 229} 
Flow 8827: {103 102} 
Flow 8836: {11 116} 
Flow 8842: {22 129} 
Flow 8847: {71 7} 
Flow 8866: {21 19} 
Flow 8871: {29 167} 
Flow 8880: {58 41} 
Flow 8884: {45 183} 
Flow 8931: {57 56} 
Flow 8933: {104 57} 
Flow 8961: {105 114} 
Flow 8964: {114 11} 
Flow 8970: {105 25} 
Flow 8980: {105 26} 
Flow 9013: {38 64} 
Flow 9030: {27 71} 
Flow 9071: {105 27} 
Flow 9094: {71 26} 
Flow 9101: {33 171} 
Flow 9107: {67 41} 
Flow 9132: {70 208} 
Flow 9150: {60 94} 
Flow 9153: {97 235} 
Flow 9186: {108 2} 
Flow 9189: {137 275} 
Flow 9194: {109 3} 
Flow 9212: {109 5} 
Flow 9235: {109 2} 
Flow 9284: {2 11} 
Flow 9321: {23 161} 
Flow 9321: {111 11} 
Flow 9357: {2 71} 
Flow 9370: {77 80} 
Flow 9376: {74 88} 
Flow 9394: {2 108} 
Flow 9414: {58 132} 
Flow 9440: {11 5} 
Flow 9457: {11 2} 
Flow 9476: {77 79} 
Flow 9486: {7 95} 
Flow 9491: {112 11} 
Flow 9513: {34 70} 
Flow 9527: {46 68} 
Flow 9529: {113 11} 
Flow 9548: {115 11} 
Flow 9569: {116 9} 
Flow 9578: {92 23} 
Flow 9591: {116 11} 
Flow 9596: {58 46} 
Flow 9608: {11 59} 
Flow 9618: {116 7} 
Flow 9630: {117 91} 
Flow 9636: {116 8} 
Flow 9653: {7 117} 
Flow 9668: {51 136} 
Flow 9684: {20 158} 
Flow 9785: {118 7} 
Flow 9827: {118 73} 
Flow 9833: {11 75} 
Flow 9840: {7 87} 
Flow 9888: {19 20} 
Flow 9902: {58 43} 
Flow 9909: {119 60} 
Flow 9927: {71 209} 
Flow 9948: {119 91} 
Flow 9983: {117 9} 
Flow 9990: {97 94} 
Flow 9999: {120 97} 
Flow 10040: {120 96} 
Flow 10043: {34 100} 
Flow 10047: {120 91} 
Flow 10063: {91 60} 
Flow 10090: {5 29} 
Flow 10093: {5 32} 
Flow 10128: {121 74} 
Flow 10168: {121 130} 
Flow 10185: {122 121} 
Flow 10216: {12 29} 
Flow 10236: {53 52} 
Flow 10239: {64 55} 
Flow 10262: {86 224} 
Flow 10269: {123 70} 
Flow 10282: {123 64} 
Flow 10296: {123 66} 
Flow 10309: {137 51} 
Flow 10318: {124 126} 
Flow 10333: {126 137} 
Flow 10375: {51 101} 
Flow 10380: {124 125} 
Flow 10391: {125 128} 
Flow 10401: {2 140} 
Flow 10410: {34 15} 
Flow 10417: {71 27} 
Flow 10426: {43 39} 
Flow 10442: {128 65} 
Flow 10443: {67 43} 
Flow 10449: {86 76} 
Flow 10458: {92 230} 
Flow 10464: {125 126} 
Flow 10501: {16 154} 
Flow 10503: {22 19} 
Flow 10532: {137 54} 
Flow 10569: {56 57} 
Flow 10634: {67 48} 
Flow 10636: {61 53} 
Flow 10637: {65 51} 
Flow 10659: {8 79} 
Flow 10665: {61 34} 
Flow 10666: {65 66} 
Flow 10673: {127 65} 
Flow 10737: {65 54} 
Flow 10756: {58 196} 
Flow 10763: {67 205} 
Flow 10779: {122 88} 
Flow 10779: {88 226} 
Flow 10786: {73 97} 
Flow 10789: {66 100} 
Flow 10813: {127 265} 
Flow 10816: {131 269} 
Flow 10852: {129 22} 
Flow 10885: {129 121} 
Flow 10905: {67 59} 
Flow 10925: {2 1} 
Flow 10945: {133 22} 
Flow 10962: {133 21} 
Flow 10983: {21 118} 
Flow 11021: {43 181} 
Flow 11048: {134 54} 
Flow 11050: {54 37} 
Flow 11055: {101 34} 
Flow 11058: {135 101} 
Flow 11060: {53 50} 
Flow 11061: {134 51} 
Flow 11084: {121 88} 
Flow 11099: {34 38} 
Flow 11111: {8 116} 
Flow 11116: {135 134} 
Flow 11134: {136 54} 
Flow 11139: {136 51} 
Flow 11152: {7 145} 
Flow 11155: {11 149} 
Flow 11164: {24 162} 
Flow 11171: {32 170} 
Flow 11180: {21 67} 
Flow 11182: {56 47} 
Flow 11182: {47 185} 
Flow 11187: {52 190} 
Flow 11222: {137 128} 
Flow 11270: {60 92} 
Flow 11281: {138 54} 
Flow 11294: {138 51} 
Flow 11319: {66 38} 
Flow 11336: {71 2} 
Flow 11342: {138 65} 
Flow 11365: {134 135} 
Time taken running everything: 978 seconds
