Number of groups: 487
Flow 5352: {103 106} 
Flow 5370: {104 134} 
Flow 5453: {40 39} 
Flow 5472: {94 93} 
Flow 5481: {95 96} 
Flow 5482: {116 113} 
Flow 5516: {2 160} 
Flow 5522: {91 99} 
Flow 5533: {25 28} 
Flow 5564: {99 98} 
Flow 5591: {114 272} 
Flow 5598: {91 92} 
Flow 5599: {92 118} 
Flow 5631: {25 120} 
Flow 5635: {27 25} 
Flow 5637: {84 54} 
Flow 5659: {92 98} 
Flow 5688: {63 80} 
Flow 5716: {121 279} 
Flow 5721: {126 284} 
Flow 5726: {132 290} 
Flow 5863: {89 90} 
Flow 5863: {90 116} 
Flow 5882: {69 78} 
Flow 5902: {120 119} 
Flow 5941: {96 95} 
Flow 5942: {138 47} 
Flow 5973: {104 262} 
Flow 5977: {96 111} 
Flow 5980: {95 94} 
Flow 5984: {51 58} 
Flow 6010: {121 79} 
Flow 6033: {128 129} 
Flow 6040: {78 236} 
Flow 6049: {97 121} 
Flow 6057: {31 85} 
Flow 6086: {12 170} 
Flow 6094: {22 180} 
Flow 6098: {26 184} 
Flow 6113: {41 199} 
Flow 6119: {49 207} 
Flow 6121: {52 210} 
Flow 6131: {151 62} 
Flow 6135: {127 66} 
Flow 6135: {66 224} 
Flow 6140: {77 73} 
Flow 6147: {98 92} 
Flow 6155: {95 89} 
Flow 6160: {99 257} 
Flow 6164: {98 27} 
Flow 6164: {103 261} 
Flow 6170: {113 271} 
Flow 6176: {118 117} 
Flow 6186: {131 289} 
Flow 6197: {145 303} 
Flow 6208: {158 316} 
Flow 6210: {99 91} 
Flow 6225: {119 120} 
Flow 6254: {128 130} 
Flow 6264: {130 123} 
Flow 6294: {151 155} 
Flow 6299: {10 168} 
Flow 6309: {59 60} 
Flow 6334: {134 292} 
Flow 6393: {3 161} 
Flow 6399: {19 12} 
Flow 6405: {18 176} 
Flow 6415: {38 84} 
Flow 6429: {4 5} 
Flow 6429: {47 46} 
Flow 6437: {55 213} 
Flow 6460: {82 81} 
Flow 6466: {6 7} 
Flow 6472: {98 99} 
Flow 6488: {122 280} 
Flow 6511: {104 2} 
Flow 6520: {105 83} 
Flow 6536: {105 108} 
Flow 6543: {49 48} 
Flow 6544: {106 103} 
Flow 6545: {48 206} 
Flow 6550: {156 61} 
Flow 6559: {104 82} 
Flow 6588: {83 106} 
Flow 6592: {146 147} 
Flow 6602: {83 110} 
Flow 6616: {29 187} 
Flow 6636: {106 83} 
Flow 6637: {54 59} 
Flow 6675: {108 20} 
Flow 6687: {103 104} 
Flow 6697: {157 315} 
Flow 6773: {125 51} 
Flow 6783: {108 107} 
Flow 6809: {111 269} 
Flow 6830: {134 139} 
Flow 6857: {27 185} 
Flow 6898: {110 8} 
Flow 6914: {107 108} 
Flow 6939: {80 100} 
Flow 6993: {65 223} 
Flow 6994: {67 225} 
Flow 7002: {78 69} 
Flow 7013: {89 247} 
Flow 7071: {93 77} 
Flow 7097: {8 120} 
Flow 7104: {76 93} 
Flow 7111: {79 237} 
Flow 7122: {95 253} 
Flow 7146: {112 76} 
Flow 7207: {114 111} 
Flow 7210: {111 96} 
Flow 7220: {111 112} 
Flow 7248: {86 2} 
Flow 7261: {90 89} 
Flow 7314: {116 90} 
Flow 7316: {100 258} 
Flow 7324: {113 114} 
Flow 7341: {89 95} 
Flow 7344: {143 144} 
Flow 7372: {31 189} 
Flow 7394: {37 38} 
Flow 7424: {123 130} 
Flow 7477: {16 15} 
Flow 7526: {76 234} 
Flow 7540: {117 118} 
Flow 7559: {123 281} 
Flow 7562: {132 131} 
Flow 7563: {127 285} 
Flow 7567: {117 36} 
Flow 7578: {146 304} 
Flow 7677: {8 166} 
Flow 7703: {60 59} 
Flow 7732: {64 222} 
Flow 7735: {78 70} 
Flow 7757: {122 100} 
Flow 7758: {102 260} 
Flow 7802: {16 174} 
Flow 7821: {132 31} 
Flow 7852: {123 125} 
Flow 7904: {11 12} 
Flow 7910: {124 58} 
Flow 7933: {14 11} 
Flow 7950: {19 20} 
Flow 7972: {124 130} 
Flow 8004: {17 175} 
Flow 8022: {47 205} 
Flow 8101: {23 24} 
Flow 8188: {150 149} 
Flow 8223: {144 88} 
Flow 8256: {86 244} 
Flow 8286: {58 51} 
Flow 8290: {136 50} 
Flow 8291: {31 13} 
Flow 8327: {43 44} 
Flow 8331: {5 49} 
Flow 8338: {130 124} 
Flow 8346: {70 71} 
Flow 8375: {112 111} 
Flow 8384: {121 97} 
Flow 8386: {130 129} 
Flow 8404: {131 132} 
Flow 8415: {21 179} 
Flow 8431: {134 133} 
Flow 8433: {131 126} 
Flow 8436: {126 51} 
Flow 8503: {23 181} 
Flow 8523: {61 219} 
Flow 8551: {118 276} 
Flow 8569: {52 150} 
Flow 8577: {133 3} 
Flow 8632: {80 238} 
Flow 8683: {47 48} 
Flow 8738: {92 250} 
Flow 8752: {78 21} 
Flow 8760: {11 14} 
Flow 8772: {137 136} 
Flow 8773: {155 154} 
Flow 8831: {93 251} 
Flow 8840: {117 275} 
Flow 8856: {135 142} 
Flow 8876: {11 169} 
Flow 8893: {119 117} 
Flow 8939: {122 145} 
Flow 8952: {68 19} 
Flow 8959: {134 87} 
Flow 8977: {7 158} 
Flow 9021: {8 110} 
Flow 9031: {139 134} 
Flow 9049: {135 137} 
Flow 9058: {141 140} 
Flow 9063: {142 135} 
Flow 9064: {142 141} 
Flow 9075: {140 139} 
Flow 9092: {34 37} 
Flow 9163: {65 66} 
Flow 9163: {66 127} 
Flow 9191: {129 58} 
Flow 9216: {80 63} 
Flow 9239: {100 80} 
Flow 9242: {147 146} 
Flow 9249: {57 60} 
Flow 9252: {146 145} 
Flow 9260: {145 122} 
Flow 9261: {148 147} 
Flow 9284: {150 52} 
Flow 9341: {137 135} 
Flow 9392: {157 158} 
Flow 9436: {152 78} 
Flow 9441: {81 239} 
Flow 9468: {107 68} 
Flow 9482: {78 136} 
Flow 9512: {153 151} 
Flow 9514: {6 4} 
Flow 9515: {154 61} 
Flow 9526: {24 182} 
Flow 9534: {154 155} 
Flow 9556: {153 78} 
Flow 9587: {61 156} 
Flow 9616: {54 212} 
Flow 9631: {155 151} 
Flow 9640: {119 277} 
Flow 9667: {12 17} 
Flow 9673: {30 188} 
Flow 9705: {151 153} 
Flow 9708: {62 151} 
Flow 9719: {156 62} 
Flow 9830: {157 156} 
Flow 9842: {15 173} 
Flow 9859: {88 43} 
Flow 9899: {77 93} 
Time taken running everything: 725 seconds
