Number of groups: 709
Flow 3722: {37 34} 
Flow 3728: {34 40} 
Flow 3751: {20 21} 
Flow 3762: {39 30} 
Flow 3803: {39 46} 
Flow 3808: {26 85} 
Flow 3846: {142 303} 
Flow 3861: {39 158} 
Flow 3927: {41 6} 
Flow 3943: {85 92} 
Flow 3961: {114 115} 
Flow 3975: {134 295} 
Flow 3978: {2 137} 
Flow 4015: {19 180} 
Flow 4022: {65 67} 
Flow 4025: {31 192} 
Flow 4035: {6 43} 
Flow 4045: {55 216} 
Flow 4060: {64 74} 
Flow 4084: {40 46} 
Flow 4105: {127 288} 
Flow 4116: {6 140} 
Flow 4124: {42 6} 
Flow 4128: {94 18} 
Flow 4163: {30 33} 
Flow 4177: {44 19} 
Flow 4198: {36 76} 
Flow 4209: {87 248} 
Flow 4309: {45 44} 
Flow 4332: {44 18} 
Flow 4395: {46 38} 
Flow 4395: {38 30} 
Flow 4396: {46 37} 
Flow 4421: {77 238} 
Flow 4430: {127 94} 
Flow 4431: {91 252} 
Flow 4445: {113 274} 
Flow 4519: {43 204} 
Flow 4552: {19 83} 
Flow 4565: {97 258} 
Flow 4608: {150 311} 
Flow 4612: {19 155} 
Flow 4613: {70 75} 
Flow 4631: {18 179} 
Flow 4656: {40 135} 
Flow 4662: {64 225} 
Flow 4664: {46 40} 
Flow 4698: {31 127} 
Flow 4700: {2 138} 
Flow 4709: {38 2} 
Flow 4715: {48 60} 
Flow 4730: {49 46} 
Flow 4746: {49 34} 
Flow 4833: {50 2} 
Flow 4837: {14 175} 
Flow 4875: {2 63} 
Flow 4888: {19 79} 
Flow 4901: {96 93} 
Flow 4901: {93 254} 
Flow 4928: {34 129} 
Flow 4954: {2 75} 
Flow 4954: {159 320} 
Flow 4956: {2 140} 
Flow 4957: {51 2} 
Flow 4968: {51 47} 
Flow 5003: {46 31} 
Flow 5019: {75 78} 
Flow 5022: {51 26} 
Flow 5023: {51 102} 
Flow 5084: {52 47} 
Flow 5091: {52 38} 
Flow 5100: {46 49} 
Flow 5112: {73 64} 
Flow 5115: {69 68} 
Flow 5118: {52 129} 
Flow 5120: {52 73} 
Flow 5139: {94 93} 
Flow 5154: {111 272} 
Flow 5156: {52 26} 
Flow 5166: {128 289} 
Flow 5177: {52 2} 
Flow 5183: {52 102} 
Flow 5191: {52 139} 
Flow 5194: {52 40} 
Flow 5215: {8 10} 
Flow 5223: {33 194} 
Flow 5263: {82 243} 
Flow 5273: {92 253} 
Flow 5324: {81 19} 
Flow 5327: {158 319} 
Flow 5330: {53 70} 
Flow 5364: {26 34} 
Flow 5416: {140 143} 
Flow 5438: {55 54} 
Flow 5466: {135 40} 
Flow 5469: {18 44} 
Flow 5511: {133 135} 
Flow 5525: {134 118} 
Flow 5528: {55 133} 
Flow 5540: {135 70} 
Flow 5555: {70 160} 
Flow 5598: {18 57} 
Flow 5651: {53 2} 
Flow 5656: {56 53} 
Flow 5744: {114 275} 
Flow 5755: {57 18} 
Flow 5765: {26 134} 
Flow 5793: {19 17} 
Flow 5808: {58 59} 
Flow 5810: {30 38} 
Flow 5810: {38 199} 
Flow 5867: {59 19} 
Flow 6027: {161 322} 
Flow 6043: {23 184} 
Flow 6061: {48 46} 
Flow 6070: {60 64} 
Flow 6110: {60 61} 
Flow 6111: {60 62} 
Flow 6111: {62 140} 
Flow 6112: {47 53} 
Flow 6116: {46 47} 
Flow 6121: {48 31} 
Flow 6122: {48 139} 
Flow 6124: {61 76} 
Flow 6128: {8 169} 
Flow 6154: {61 60} 
Flow 6154: {60 39} 
Flow 6160: {60 48} 
Flow 6164: {30 40} 
Flow 6169: {35 63} 
Flow 6195: {105 103} 
Flow 6199: {61 35} 
Flow 6213: {94 131} 
Flow 6250: {66 75} 
Flow 6261: {63 35} 
Flow 6282: {63 69} 
Flow 6289: {63 66} 
Flow 6293: {114 85} 
Flow 6294: {63 53} 
Flow 6317: {63 2} 
Flow 6336: {64 2} 
Flow 6363: {37 198} 
Flow 6367: {64 6} 
Flow 6380: {64 60} 
Flow 6384: {67 228} 
Flow 6394: {64 31} 
Flow 6410: {89 100} 
Flow 6413: {103 264} 
Flow 6426: {64 66} 
Flow 6459: {64 73} 
Flow 6466: {70 53} 
Flow 6488: {2 33} 
Flow 6523: {161 76} 
Flow 6525: {65 6} 
Flow 6619: {63 67} 
Flow 6627: {75 40} 
Flow 6644: {66 63} 
Flow 6646: {65 226} 
Flow 6714: {66 65} 
Flow 6722: {7 5} 
Flow 6765: {68 66} 
Flow 6770: {69 75} 
Flow 6801: {75 25} 
Flow 6806: {130 291} 
Flow 6813: {68 2} 
Flow 6830: {68 6} 
Flow 6877: {69 63} 
Flow 6883: {75 73} 
Flow 6897: {99 94} 
Flow 6899: {31 81} 
Flow 6907: {106 267} 
Flow 6910: {109 270} 
Flow 6927: {70 135} 
Flow 6951: {70 2} 
Flow 6954: {10 171} 
Flow 6987: {53 56} 
Flow 7023: {135 122} 
Flow 7116: {19 89} 
Flow 7123: {71 19} 
Flow 7136: {19 81} 
Flow 7149: {94 99} 
Flow 7189: {72 34} 
Flow 7191: {34 32} 
Flow 7223: {72 64} 
Flow 7225: {75 76} 
Flow 7262: {72 53} 
Flow 7275: {72 51} 
Flow 7276: {137 298} 
Flow 7277: {72 62} 
Flow 7290: {18 154} 
Flow 7314: {73 75} 
Flow 7322: {53 47} 
Flow 7357: {53 129} 
Flow 7381: {135 115} 
Flow 7385: {135 121} 
Flow 7386: {73 135} 
Flow 7404: {73 53} 
Flow 7415: {73 160} 
Flow 7419: {25 146} 
Flow 7427: {64 35} 
Flow 7436: {74 64} 
Flow 7436: {64 67} 
Flow 7438: {29 69} 
Flow 7442: {89 19} 
Flow 7446: {74 94} 
Flow 7453: {122 283} 
Flow 7454: {64 70} 
Flow 7485: {25 186} 
Flow 7582: {76 2} 
Flow 7591: {16 177} 
Flow 7594: {76 36} 
Flow 7598: {12 10} 
Flow 7601: {67 28} 
Flow 7601: {28 189} 
Flow 7620: {40 34} 
Flow 7630: {76 61} 
Flow 7631: {65 66} 
Flow 7654: {89 250} 
Flow 7667: {78 105} 
Flow 7673: {128 116} 
Flow 7677: {76 75} 
Flow 7697: {161 6} 
Flow 7710: {61 139} 
Flow 7712: {22 159} 
Flow 7738: {69 29} 
Flow 7813: {25 128} 
Flow 7897: {79 18} 
Flow 7935: {79 19} 
Flow 7976: {80 81} 
Flow 7987: {39 60} 
Flow 8007: {81 32} 
Flow 8046: {147 308} 
Flow 8106: {31 64} 
Flow 8123: {19 91} 
Flow 8134: {103 104} 
Flow 8156: {47 51} 
Flow 8276: {82 18} 
Flow 8281: {160 321} 
Flow 8323: {83 18} 
Flow 8337: {83 19} 
Flow 8365: {129 290} 
Flow 8404: {84 85} 
Flow 8447: {18 79} 
Flow 8461: {98 259} 
Flow 8559: {75 66} 
Flow 8566: {85 135} 
Flow 8590: {81 100} 
Flow 8598: {85 114} 
Flow 8639: {40 160} 
Flow 8652: {12 16} 
Flow 8715: {86 85} 
Flow 8760: {25 144} 
Flow 8772: {53 139} 
Flow 8790: {47 46} 
Flow 8801: {87 85} 
Flow 8820: {88 89} 
Flow 8828: {89 94} 
Flow 8891: {88 90} 
Flow 8892: {88 91} 
Flow 8910: {115 276} 
Flow 8952: {90 94} 
Flow 8958: {90 19} 
Flow 8962: {26 146} 
Flow 8966: {26 187} 
Flow 8993: {94 74} 
Flow 9003: {78 239} 
Flow 9019: {90 88} 
Flow 9024: {118 107} 
Flow 9065: {6 161} 
Flow 9066: {1 162} 
Flow 9068: {94 127} 
Flow 9108: {50 211} 
Flow 9113: {56 217} 
Flow 9140: {91 88} 
Flow 9146: {96 257} 
Flow 9158: {110 271} 
Flow 9188: {102 148} 
Flow 9192: {91 94} 
Flow 9194: {91 19} 
Flow 9253: {92 85} 
Flow 9295: {114 117} 
Flow 9324: {20 181} 
Flow 9336: {93 96} 
Flow 9338: {93 94} 
Flow 9358: {53 73} 
Flow 9395: {2 141} 
Flow 9524: {137 136} 
Flow 9528: {127 2} 
Flow 9551: {26 54} 
Flow 9553: {95 93} 
Flow 9608: {95 81} 
Flow 9629: {85 98} 
Flow 9659: {127 137} 
Flow 9668: {53 102} 
Flow 9670: {26 144} 
Flow 9722: {59 220} 
Flow 9748: {96 81} 
Flow 9767: {136 297} 
Flow 9824: {97 85} 
Flow 9880: {53 4} 
Flow 9899: {85 26} 
Flow 9915: {66 64} 
Flow 9916: {68 67} 
Flow 9928: {98 85} 
Flow 9986: {32 30} 
Flow 9986: {36 197} 
Flow 10034: {32 2} 
Flow 10040: {53 149} 
Flow 10060: {15 176} 
Flow 10066: {22 20} 
Flow 10077: {100 81} 
Flow 10134: {102 109} 
Flow 10148: {100 89} 
Flow 10169: {155 316} 
Flow 10177: {34 2} 
Flow 10194: {20 23} 
Flow 10208: {53 38} 
Flow 10219: {102 51} 
Flow 10229: {6 65} 
Flow 10234: {130 99} 
Flow 10237: {101 102} 
Flow 10278: {123 284} 
Flow 10290: {102 34} 
Flow 10320: {13 174} 
Flow 10322: {13 16} 
Flow 10362: {63 224} 
Flow 10400: {102 53} 
Flow 10426: {2 142} 
Flow 10430: {146 307} 
Flow 10448: {5 166} 
Flow 10496: {103 105} 
Flow 10511: {99 32} 
Flow 10535: {78 53} 
Flow 10563: {78 75} 
Flow 10571: {32 81} 
Flow 10579: {104 103} 
Flow 10591: {10 13} 
Flow 10660: {116 277} 
Flow 10661: {135 117} 
Flow 10672: {78 135} 
Flow 10688: {156 317} 
Flow 10690: {105 78} 
Flow 10702: {128 25} 
Flow 10703: {116 128} 
Flow 10715: {30 35} 
Flow 10734: {71 232} 
Flow 10755: {106 107} 
Flow 10757: {116 110} 
Flow 10769: {118 26} 
Flow 10776: {146 22} 
Flow 10798: {30 191} 
Flow 10803: {34 37} 
Flow 10830: {107 116} 
Flow 10886: {16 23} 
Flow 10900: {108 16} 
Flow 10906: {49 210} 
Flow 10912: {129 130} 
Flow 10930: {83 244} 
Flow 10969: {54 26} 
Flow 10999: {110 25} 
Flow 11026: {44 45} 
Flow 11032: {110 118} 
Flow 11070: {110 26} 
Flow 11079: {116 114} 
Flow 11107: {154 315} 
Flow 11164: {107 118} 
Flow 11175: {88 249} 
Flow 11175: {94 89} 
Flow 11217: {111 107} 
Flow 11219: {157 318} 
Flow 11287: {86 247} 
Flow 11305: {18 94} 
Flow 11364: {112 18} 
Flow 11372: {31 30} 
Flow 11375: {113 112} 
Flow 11397: {75 69} 
Flow 11455: {112 19} 
Flow 11501: {46 39} 
Flow 11583: {53 3} 
Flow 11590: {16 14} 
Flow 11623: {115 135} 
Flow 11636: {115 114} 
Flow 11666: {20 12} 
Flow 11739: {145 25} 
Flow 11760: {35 196} 
Flow 11766: {117 145} 
Flow 11782: {60 221} 
Flow 11845: {136 137} 
Flow 11860: {114 26} 
Flow 11865: {117 135} 
Flow 11885: {118 134} 
Flow 11886: {24 185} 
Flow 11960: {118 110} 
Flow 11964: {118 114} 
Flow 11970: {114 122} 
Flow 11983: {138 299} 
Flow 11991: {148 309} 
Flow 12016: {120 114} 
Flow 12046: {2 50} 
Flow 12085: {81 96} 
Flow 12179: {121 114} 
Flow 12194: {135 73} 
Flow 12222: {114 116} 
Flow 12239: {121 135} 
Flow 12249: {119 147} 
Flow 12250: {149 310} 
Flow 12270: {114 25} 
Flow 12275: {122 26} 
Flow 12290: {122 135} 
Flow 12334: {117 278} 
Flow 12346: {62 138} 
Flow 12362: {122 114} 
Flow 12403: {51 212} 
Flow 12429: {110 116} 
Flow 12430: {89 88} 
Flow 12437: {85 97} 
Flow 12440: {109 102} 
Flow 12449: {123 110} 
Flow 12464: {118 135} 
Flow 12508: {124 81} 
Flow 12513: {32 34} 
Flow 12552: {81 88} 
Flow 12553: {19 90} 
Flow 12619: {16 15} 
Flow 12681: {126 81} 
Flow 12693: {31 2} 
Flow 12698: {32 99} 
Flow 12704: {19 154} 
Flow 12717: {31 46} 
Flow 12721: {9 8} 
Flow 12741: {127 31} 
Flow 12743: {30 37} 
Flow 12880: {40 201} 
Flow 12895: {59 58} 
Flow 12915: {18 82} 
Flow 12917: {84 245} 
Flow 12963: {129 34} 
Flow 12966: {129 53} 
Flow 13058: {53 78} 
Flow 13130: {131 94} 
Flow 13143: {54 55} 
Flow 13180: {101 262} 
Flow 13185: {107 268} 
Flow 13286: {132 94} 
Flow 13317: {26 118} 
Flow 13343: {99 130} 
Flow 13366: {133 134} 
Flow 13406: {73 234} 
Flow 13415: {135 85} 
Flow 13423: {135 118} 
Flow 13431: {119 280} 
Flow 13432: {121 282} 
Flow 13449: {135 144} 
Flow 13458: {7 3} 
Flow 13482: {51 40} 
Flow 13491: {137 127} 
Flow 13510: {51 139} 
Flow 13512: {136 51} 
Flow 13533: {138 2} 
Flow 13536: {2 77} 
Flow 13547: {138 62} 
Flow 13547: {62 70} 
Flow 13579: {66 29} 
Flow 13614: {6 75} 
Flow 13628: {140 2} 
Flow 13637: {102 263} 
Flow 13686: {4 1} 
Flow 13687: {141 4} 
Flow 13703: {21 182} 
Flow 13717: {2 38} 
Flow 13738: {2 68} 
Flow 13739: {69 230} 
Flow 13752: {34 26} 
Flow 13806: {141 2} 
Flow 13837: {2 32} 
Flow 13889: {94 255} 
Flow 13903: {19 112} 
Flow 13905: {142 2} 
Flow 13918: {94 132} 
Flow 13956: {29 190} 
Flow 13970: {140 62} 
Flow 13970: {62 60} 
Flow 13973: {6 68} 
Flow 13976: {74 235} 
Flow 13982: {85 246} 
Flow 13995: {143 140} 
Flow 14017: {144 26} 
Flow 14022: {2 1} 
Flow 14090: {117 114} 
Flow 14128: {135 296} 
Flow 14137: {145 117} 
Flow 14146: {134 26} 
Flow 14151: {3 164} 
Flow 14209: {34 30} 
Flow 14253: {147 119} 
Flow 14257: {119 114} 
Flow 14268: {107 111} 
Flow 14293: {144 305} 
Flow 14298: {151 312} 
Flow 14342: {6 42} 
Flow 14347: {34 49} 
Flow 14353: {149 53} 
Flow 14367: {75 77} 
Flow 14370: {81 80} 
Flow 14444: {144 25} 
Flow 14458: {150 144} 
Flow 14496: {18 83} 
Flow 14526: {25 110} 
Flow 14534: {144 135} 
Flow 14584: {30 36} 
Flow 14600: {135 133} 
Flow 14607: {140 6} 
Flow 14617: {7 2} 
Flow 14627: {85 87} 
Flow 14628: {151 7} 
Flow 14656: {26 110} 
Flow 14662: {2 127} 
Flow 14715: {2 37} 
Flow 14720: {2 31} 
Flow 14729: {19 59} 
Flow 14741: {152 7} 
Flow 14754: {34 102} 
Flow 14821: {153 53} 
Flow 14903: {144 150} 
Flow 14924: {154 19} 
Flow 14962: {154 18} 
Flow 15001: {19 44} 
Flow 15020: {81 31} 
Flow 15038: {155 19} 
Flow 15044: {53 26} 
Flow 15090: {39 139} 
Flow 15094: {40 75} 
Flow 15112: {6 64} 
Flow 15121: {85 86} 
Flow 15125: {156 140} 
Flow 15139: {2 139} 
Flow 15144: {9 170} 
Flow 15147: {139 53} 
Flow 15170: {139 39} 
Flow 15175: {139 51} 
Flow 15178: {133 55} 
Flow 15182: {139 48} 
Flow 15197: {85 84} 
Flow 15229: {139 2} 
Flow 15234: {145 306} 
Flow 15241: {157 139} 
Flow 15247: {76 161} 
Flow 15247: {139 61} 
Flow 15248: {158 34} 
Flow 15288: {158 39} 
Flow 15312: {160 40} 
Flow 15345: {160 73} 
Flow 15350: {80 241} 
Flow 15359: {94 91} 
Flow 15396: {160 70} 
Flow 15396: {70 62} 
Flow 15411: {139 157} 
Flow 15429: {2 35} 
Flow 15454: {104 265} 
Flow 15455: {112 113} 
Time taken running everything: 1170 seconds
