Number of groups: 536
Flow 6018: {39 84} 
Flow 6058: {40 34} 
Flow 6079: {69 77} 
Flow 6080: {115 273} 
Flow 6114: {54 59} 
Flow 6167: {119 120} 
Flow 6256: {33 36} 
Flow 6284: {4 162} 
Flow 6290: {10 168} 
Flow 6290: {41 44} 
Flow 6318: {144 143} 
Flow 6324: {47 42} 
Flow 6366: {6 4} 
Flow 6375: {44 43} 
Flow 6398: {143 158} 
Flow 6428: {150 149} 
Flow 6449: {42 47} 
Flow 6460: {29 23} 
Flow 6488: {47 138} 
Flow 6631: {10 8} 
Flow 6647: {43 88} 
Flow 6673: {80 238} 
Flow 6693: {132 125} 
Flow 6695: {109 102} 
Flow 6701: {88 144} 
Flow 6732: {133 134} 
Flow 6876: {132 131} 
Flow 6909: {2 86} 
Flow 6953: {45 46} 
Flow 6968: {157 156} 
Flow 7006: {98 99} 
Flow 7031: {125 51} 
Flow 7045: {45 42} 
Flow 7100: {34 35} 
Flow 7110: {46 45} 
Flow 7134: {46 47} 
Flow 7153: {95 89} 
Flow 7163: {25 27} 
Flow 7270: {47 48} 
Flow 7280: {120 119} 
Flow 7350: {136 78} 
Flow 7369: {147 148} 
Flow 7381: {104 2} 
Flow 7394: {15 173} 
Flow 7397: {12 17} 
Flow 7471: {138 135} 
Flow 7482: {134 104} 
Flow 7491: {76 112} 
Flow 7502: {13 31} 
Flow 7523: {145 303} 
Flow 7643: {4 3} 
Flow 7658: {49 5} 
Flow 7675: {139 140} 
Flow 7684: {5 4} 
Flow 7713: {107 108} 
Flow 7771: {19 11} 
Flow 7774: {87 81} 
Flow 7805: {93 76} 
Flow 7923: {11 19} 
Flow 7934: {85 243} 
Flow 7947: {98 256} 
Flow 8011: {13 14} 
Flow 8031: {23 24} 
Flow 8056: {49 207} 
Flow 8100: {51 125} 
Flow 8191: {27 185} 
Flow 8263: {100 258} 
Flow 8293: {129 130} 
Flow 8380: {60 218} 
Flow 8392: {72 230} 
Flow 8467: {63 80} 
Flow 8540: {129 128} 
Flow 8585: {119 101} 
Flow 8657: {55 54} 
Flow 8680: {45 203} 
Flow 8692: {56 55} 
Flow 8695: {62 156} 
Flow 8731: {97 255} 
Flow 8733: {91 99} 
Flow 8917: {58 51} 
Flow 8970: {21 179} 
Flow 9089: {68 107} 
Flow 9158: {52 210} 
Flow 9183: {34 33} 
Flow 9201: {96 254} 
Flow 9246: {134 139} 
Flow 9247: {141 142} 
Flow 9260: {155 313} 
Flow 9302: {39 197} 
Flow 9367: {105 263} 
Flow 9368: {83 106} 
Flow 9484: {61 154} 
Flow 9491: {155 151} 
Flow 9532: {78 69} 
Flow 9565: {154 155} 
Flow 9584: {157 158} 
Flow 9761: {92 98} 
Flow 9780: {47 46} 
Flow 9783: {14 11} 
Flow 9796: {62 220} 
Flow 9898: {7 165} 
Flow 9930: {129 58} 
Flow 9939: {49 48} 
Flow 9996: {64 80} 
Flow 10010: {130 123} 
Flow 10035: {100 122} 
Flow 10087: {84 39} 
Flow 10103: {58 57} 
Flow 10156: {109 267} 
Flow 10158: {65 64} 
Flow 10171: {124 282} 
Flow 10174: {65 66} 
Flow 10263: {58 216} 
Flow 10271: {92 67} 
Flow 10301: {66 127} 
Flow 10314: {97 121} 
Flow 10393: {67 115} 
Flow 10410: {115 118} 
Flow 10534: {16 15} 
Flow 10580: {156 61} 
Flow 10580: {61 219} 
Flow 10650: {132 290} 
Flow 10654: {136 294} 
Flow 10678: {86 2} 
Flow 10858: {25 183} 
Flow 11046: {55 56} 
Flow 11156: {10 9} 
Flow 11193: {70 78} 
Flow 11238: {72 71} 
Flow 11263: {71 70} 
Flow 11399: {95 96} 
Flow 11535: {74 75} 
Flow 11542: {82 240} 
Flow 11545: {74 73} 
Flow 11661: {43 201} 
Flow 11664: {73 77} 
Flow 11675: {57 215} 
Flow 11684: {75 73} 
Flow 11692: {75 74} 
Flow 11755: {138 296} 
Flow 11801: {76 93} 
Flow 11830: {54 55} 
Flow 11832: {107 68} 
Flow 11915: {142 141} 
Flow 11920: {145 146} 
Flow 11924: {52 150} 
Flow 11956: {24 182} 
Flow 11964: {35 32} 
Flow 12019: {88 246} 
Flow 12042: {77 93} 
Flow 12106: {17 175} 
Flow 12376: {51 126} 
Flow 12521: {119 277} 
Flow 12592: {81 87} 
Flow 12594: {34 192} 
Flow 12600: {36 33} 
Flow 12607: {48 47} 
Flow 12645: {81 82} 
Flow 12760: {82 104} 
Flow 12760: {144 88} 
Flow 12765: {48 206} 
Flow 12773: {82 81} 
Flow 12843: {123 130} 
Flow 12928: {54 212} 
Flow 12985: {83 110} 
Flow 13054: {84 54} 
Flow 13065: {84 38} 
Flow 13175: {128 79} 
Flow 13208: {20 178} 
Flow 13271: {105 83} 
Flow 13293: {106 264} 
Flow 13307: {120 278} 
Flow 13383: {38 196} 
Flow 13487: {8 10} 
Flow 13567: {64 65} 
Flow 13592: {92 91} 
Flow 13919: {104 262} 
Flow 13944: {58 129} 
Flow 13944: {129 287} 
Flow 13950: {137 135} 
Flow 13962: {147 305} 
Flow 14011: {90 89} 
Flow 14011: {95 94} 
Flow 14071: {8 120} 
Flow 14098: {126 284} 
Flow 14240: {98 27} 
Flow 14241: {99 98} 
Flow 14326: {92 118} 
Flow 14331: {50 158} 
Flow 14473: {77 69} 
Flow 14493: {78 136} 
Flow 14534: {90 248} 
Flow 14650: {48 49} 
Flow 14764: {158 7} 
Flow 14766: {94 93} 
Flow 14803: {42 45} 
Flow 14869: {96 111} 
Flow 14904: {146 147} 
Flow 14921: {6 164} 
Flow 15010: {96 95} 
Flow 15065: {151 309} 
Flow 15102: {23 30} 
Flow 15142: {78 70} 
Flow 15145: {73 231} 
Flow 15199: {128 286} 
Flow 15221: {51 52} 
Flow 15243: {120 8} 
Flow 15271: {42 200} 
Flow 15277: {4 5} 
Flow 15285: {56 214} 
Flow 15324: {95 253} 
Flow 15395: {8 9} 
Flow 15419: {99 91} 
Flow 15432: {46 204} 
Flow 15478: {91 92} 
Flow 15507: {122 280} 
Flow 15537: {22 21} 
Flow 15589: {100 80} 
Flow 15702: {2 160} 
Flow 15712: {12 170} 
Flow 15749: {133 3} 
Flow 15858: {102 101} 
Flow 15923: {97 127} 
Flow 15943: {8 86} 
Flow 16017: {3 161} 
Flow 16032: {17 18} 
Flow 16070: {37 38} 
Flow 16106: {103 106} 
Flow 16139: {105 108} 
Flow 16204: {33 191} 
Flow 16249: {78 236} 
Flow 16343: {19 16} 
Flow 16369: {41 199} 
Flow 16402: {77 73} 
Flow 16462: {135 293} 
Flow 16507: {106 83} 
Flow 16533: {103 104} 
Flow 16534: {106 103} 
Flow 16600: {89 90} 
Flow 16607: {123 281} 
Flow 16609: {125 283} 
Flow 16614: {108 20} 
Flow 16812: {13 171} 
Flow 16829: {85 35} 
Flow 16844: {135 138} 
Flow 16857: {20 19} 
Flow 16905: {108 105} 
Flow 16911: {107 110} 
Flow 16923: {14 13} 
Flow 16942: {136 50} 
Flow 16950: {152 310} 
Flow 16967: {11 169} 
Flow 17022: {66 224} 
Flow 17139: {120 25} 
Flow 17253: {141 299} 
Flow 17261: {149 307} 
Flow 17688: {113 114} 
Flow 17727: {144 302} 
Flow 17782: {114 111} 
Flow 17794: {112 76} 
Flow 17795: {34 37} 
Flow 17820: {79 237} 
Flow 17831: {113 116} 
Flow 17835: {111 96} 
Flow 17847: {111 112} 
Flow 17855: {93 77} 
Flow 17926: {67 92} 
Flow 17965: {115 67} 
Flow 17989: {91 249} 
Flow 18006: {108 266} 
Flow 18089: {69 78} 
Flow 18131: {116 113} 
Flow 18147: {116 90} 
Flow 18156: {89 95} 
Flow 18212: {158 316} 
Flow 18228: {16 174} 
Flow 18231: {19 177} 
Flow 18235: {53 29} 
Flow 18256: {44 202} 
Flow 18317: {83 105} 
Flow 18514: {33 34} 
Flow 18658: {10 87} 
Flow 18811: {35 85} 
Flow 18917: {121 79} 
Flow 19096: {99 257} 
Flow 19199: {19 68} 
Flow 19212: {124 58} 
Flow 19215: {125 132} 
Flow 19329: {18 176} 
Flow 19339: {25 28} 
Flow 19364: {53 211} 
Flow 19408: {124 130} 
Flow 19458: {80 100} 
Flow 19555: {87 245} 
Flow 19664: {51 58} 
Flow 19668: {131 132} 
Flow 19704: {126 51} 
Flow 19718: {93 251} 
Flow 19779: {126 131} 
Flow 19796: {14 172} 
Flow 19884: {127 97} 
Flow 19929: {66 65} 
Flow 19936: {31 13} 
Flow 19962: {57 60} 
Flow 20044: {132 31} 
Flow 20165: {110 8} 
Flow 20185: {89 247} 
Flow 20323: {70 228} 
Flow 20382: {130 129} 
Flow 20437: {118 92} 
Flow 20463: {59 54} 
Flow 20509: {31 85} 
Flow 20523: {114 113} 
Flow 20546: {137 295} 
Flow 20622: {60 59} 
Flow 20725: {86 1} 
Flow 20725: {1 159} 
Flow 20759: {35 193} 
Flow 20761: {119 117} 
Flow 20774: {50 208} 
Flow 20845: {121 279} 
Flow 20873: {31 132} 
Flow 20911: {54 53} 
Flow 21060: {137 136} 
Flow 21130: {92 250} 
Flow 21142: {135 142} 
Flow 21198: {7 6} 
Flow 21294: {27 98} 
Flow 21344: {150 308} 
Flow 21348: {155 154} 
Flow 21403: {51 209} 
Flow 21423: {70 71} 
Flow 21428: {76 234} 
Flow 21469: {117 275} 
Flow 21566: {68 19} 
Flow 21595: {86 244} 
Flow 21728: {152 151} 
Flow 21801: {140 141} 
Flow 21808: {7 158} 
Flow 21851: {28 186} 
Flow 21859: {36 194} 
Flow 21921: {139 134} 
Flow 21953: {130 288} 
Flow 21975: {78 153} 
Flow 22023: {135 137} 
Flow 22057: {77 235} 
Flow 22063: {104 103} 
Flow 22078: {87 10} 
Flow 22116: {142 135} 
Flow 22142: {138 47} 
Flow 22171: {141 140} 
Flow 22204: {140 139} 
Flow 22291: {151 155} 
Flow 22485: {21 22} 
Flow 22518: {158 50} 
Flow 22533: {104 82} 
Flow 22601: {158 157} 
Flow 22741: {133 291} 
Flow 22746: {80 63} 
Flow 22794: {29 187} 
Flow 22797: {32 190} 
Flow 22805: {128 129} 
Flow 22820: {55 213} 
Flow 22836: {71 229} 
Flow 22837: {146 145} 
Flow 22969: {145 122} 
Flow 22979: {147 146} 
Flow 22980: {63 79} 
Flow 23008: {128 130} 
Flow 23038: {116 274} 
Flow 23046: {130 124} 
Flow 23057: {136 137} 
Flow 23060: {123 125} 
Flow 23112: {79 128} 
Flow 23141: {148 147} 
Flow 23177: {122 100} 
Flow 23280: {150 52} 
Flow 23308: {149 150} 
Flow 23310: {74 232} 
Flow 23375: {52 51} 
Flow 23389: {154 312} 
Flow 23423: {30 188} 
Flow 23452: {59 217} 
Flow 23487: {94 252} 
Flow 23558: {8 166} 
Flow 23566: {110 107} 
Flow 23591: {44 41} 
Flow 23613: {63 221} 
Flow 23615: {65 223} 
Flow 23655: {110 83} 
Flow 23664: {112 111} 
Flow 23681: {153 78} 
Flow 23774: {98 92} 
Flow 23789: {152 78} 
Flow 23850: {143 301} 
Flow 23855: {148 306} 
Flow 23897: {117 36} 
Flow 23981: {78 21} 
Flow 24015: {153 151} 
Flow 24062: {154 61} 
Flow 24081: {59 60} 
Flow 24122: {101 259} 
Flow 24139: {118 276} 
Flow 24154: {61 156} 
Flow 24183: {156 157} 
Flow 24330: {151 152} 
Flow 24346: {156 62} 
Flow 24354: {62 151} 
Flow 24428: {151 153} 
Flow 24450: {118 115} 
Flow 24461: {131 126} 
Flow 24480: {22 10} 
Flow 24481: {122 145} 
Flow 24497: {5 163} 
Flow 24573: {81 239} 
Flow 24737: {143 144} 
Flow 24796: {79 63} 
Time taken running everything: 2019 seconds
