Number of groups: 761
Flow 2954: {85 92 0} 
Flow 2961: {81 100 0} 
Flow 2987: {23 20 0} 
Flow 3012: {6 140 0} 
Flow 3027: {10 11 0} 
Flow 3030: {23 16 0} 
Flow 3039: {30 191 0} 
Flow 3061: {53 214 0} 
Flow 3072: {10 12 0} 
Flow 3084: {129 130 0} 
Flow 3091: {13 10 0} 
Flow 3137: {136 137 0} 
Flow 3228: {99 94 0} 
Flow 3297: {154 315 0} 
Flow 3305: {26 34 0} 
Flow 3352: {54 55 0} 
Flow 3378: {18 83 0} 
Flow 3391: {97 258 0} 
Flow 3453: {68 4 0} 
Flow 3456: {68 2 0} 
Flow 3484: {66 65 0} 
Flow 3507: {27 28 0} 
Flow 3529: {29 66 0} 
Flow 3551: {27 29 0} 
Flow 3567: {132 293 0} 
Flow 3589: {157 318 0} 
Flow 3620: {67 68 0} 
Flow 3630: {28 67 0} 
Flow 3685: {66 68 0} 
Flow 3701: {63 67 0} 
Flow 3705: {71 232 0} 
Flow 3725: {94 93 0} 
Flow 3776: {53 149 0} 
Flow 3855: {30 32 0} 
Flow 3902: {7 5 0} 
Flow 3966: {36 76 0} 
Flow 3995: {10 13 0} 
Flow 4006: {46 47 0} 
Flow 4022: {31 46 0} 
Flow 4060: {16 177 0} 
Flow 4077: {32 38 0} 
Flow 4127: {19 91 0} 
Flow 4180: {32 99 0} 
Flow 4184: {7 152 0} 
Flow 4184: {152 313 0} 
Flow 4188: {32 2 0} 
Flow 4189: {32 30 0} 
Flow 4194: {1 162 0} 
Flow 4216: {66 29 0} 
Flow 4258: {34 72 0} 
Flow 4268: {84 245 0} 
Flow 4285: {34 102 0} 
Flow 4290: {108 269 0} 
Flow 4305: {123 284 0} 
Flow 4308: {33 30 0} 
Flow 4310: {34 129 0} 
Flow 4312: {94 131 0} 
Flow 4320: {139 300 0} 
Flow 4339: {33 2 0} 
Flow 4344: {6 167 0} 
Flow 4365: {34 32 0} 
Flow 4392: {66 63 0} 
Flow 4396: {34 40 0} 
Flow 4423: {34 26 0} 
Flow 4432: {107 268 0} 
Flow 4449: {30 31 0} 
Flow 4467: {134 25 0} 
Flow 4523: {114 275 0} 
Flow 4526: {30 34 0} 
Flow 4536: {35 30 0} 
Flow 4543: {26 146 0} 
Flow 4557: {9 8 0} 
Flow 4589: {37 46 0} 
Flow 4613: {37 30 0} 
Flow 4626: {96 93 0} 
Flow 4637: {37 34 0} 
Flow 4679: {37 2 0} 
Flow 4714: {38 30 0} 
Flow 4730: {38 52 0} 
Flow 4731: {38 53 0} 
Flow 4744: {46 40 0} 
Flow 4751: {38 46 0} 
Flow 4771: {38 32 0} 
Flow 4777: {118 107 0} 
Flow 4795: {81 124 0} 
Flow 4806: {38 51 0} 
Flow 4830: {30 35 0} 
Flow 4831: {39 30 0} 
Flow 4841: {13 174 0} 
Flow 4848: {20 23 0} 
Flow 4888: {67 228 0} 
Flow 5009: {65 226 0} 
Flow 5104: {41 6 0} 
Flow 5119: {46 39 0} 
Flow 5119: {39 60 0} 
Flow 5214: {2 163 0} 
Flow 5285: {42 6 0} 
Flow 5304: {6 75 0} 
Flow 5375: {28 189 0} 
Flow 5406: {6 68 0} 
Flow 5455: {2 137 0} 
Flow 5458: {43 6 0} 
Flow 5491: {44 18 0} 
Flow 5499: {19 81 0} 
Flow 5582: {110 123 0} 
Flow 5620: {44 19 0} 
Flow 5621: {45 44 0} 
Flow 5636: {22 20 0} 
Flow 5658: {31 48 0} 
Flow 5684: {30 36 0} 
Flow 5717: {18 112 0} 
Flow 5765: {7 3 0} 
Flow 5778: {31 81 0} 
Flow 5851: {31 127 0} 
Flow 5948: {48 209 0} 
Flow 6048: {46 37 0} 
Flow 6088: {48 31 0} 
Flow 6095: {98 259 0} 
Flow 6122: {48 139 0} 
Flow 6131: {5 166 0} 
Flow 6131: {38 2 0} 
Flow 6140: {14 175 0} 
Flow 6144: {49 46 0} 
Flow 6205: {87 248 0} 
Flow 6237: {49 34 0} 
Flow 6285: {16 14 0} 
Flow 6323: {75 73 0} 
Flow 6326: {2 77 0} 
Flow 6330: {2 127 0} 
Flow 6331: {26 85 0} 
Flow 6343: {50 2 0} 
Flow 6390: {51 2 0} 
Flow 6393: {51 26 0} 
Flow 6436: {72 62 0} 
Flow 6446: {51 72 0} 
Flow 6453: {51 47 0} 
Flow 6463: {127 94 0} 
Flow 6487: {135 117 0} 
Flow 6504: {40 135 0} 
Flow 6508: {51 139 0} 
Flow 6531: {52 2 0} 
Flow 6538: {52 40 0} 
Flow 6548: {52 129 0} 
Flow 6549: {52 47 0} 
Flow 6561: {52 72 0} 
Flow 6570: {52 26 0} 
Flow 6579: {52 102 0} 
Flow 6605: {52 139 0} 
Flow 6664: {61 222 0} 
Flow 6680: {79 240 0} 
Flow 6683: {82 243 0} 
Flow 6720: {26 114 0} 
Flow 6739: {53 2 0} 
Flow 6748: {153 314 0} 
Flow 6759: {53 4 0} 
Flow 6806: {53 63 0} 
Flow 6863: {127 288 0} 
Flow 6879: {146 307 0} 
Flow 6884: {18 154 0} 
Flow 6921: {55 54 0} 
Flow 6995: {55 133 0} 
Flow 6999: {40 46 0} 
Flow 7016: {135 70 0} 
Flow 7062: {56 53 0} 
Flow 7081: {75 76 0} 
Flow 7087: {83 244 0} 
Flow 7113: {26 118 0} 
Flow 7140: {53 139 0} 
Flow 7229: {75 77 0} 
Flow 7288: {57 18 0} 
Flow 7291: {145 306 0} 
Flow 7304: {159 320 0} 
Flow 7312: {7 168 0} 
Flow 7355: {94 74 0} 
Flow 7358: {30 40 0} 
Flow 7363: {73 234 0} 
Flow 7415: {58 59 0} 
Flow 7434: {32 34 0} 
Flow 7478: {59 19 0} 
Flow 7543: {116 277 0} 
Flow 7572: {19 89 0} 
Flow 7590: {61 35 0} 
Flow 7592: {9 170 0} 
Flow 7610: {60 39 0} 
Flow 7624: {60 48 0} 
Flow 7631: {135 133 0} 
Flow 7636: {60 62 0} 
Flow 7675: {48 46 0} 
Flow 7735: {61 60 0} 
Flow 7762: {76 161 0} 
Flow 7763: {61 76 0} 
Flow 7772: {61 139 0} 
Flow 7782: {35 63 0} 
Flow 7783: {60 64 0} 
Flow 7787: {35 2 0} 
Flow 7801: {47 53 0} 
Flow 7869: {39 158 0} 
Flow 7902: {63 66 0} 
Flow 7908: {6 42 0} 
Flow 7916: {63 2 0} 
Flow 7926: {63 35 0} 
Flow 7933: {63 69 0} 
Flow 7943: {75 40 0} 
Flow 7955: {63 53 0} 
Flow 7985: {46 31 0} 
Flow 8051: {38 199 0} 
Flow 8058: {44 45 0} 
Flow 8073: {64 6 0} 
Flow 8092: {74 94 0} 
Flow 8101: {25 114 0} 
Flow 8114: {25 128 0} 
Flow 8120: {64 74 0} 
Flow 8124: {145 117 0} 
Flow 8132: {64 31 0} 
Flow 8134: {64 66 0} 
Flow 8138: {94 132 0} 
Flow 8164: {73 160 0} 
Flow 8197: {40 34 0} 
Flow 8218: {65 6 0} 
Flow 8315: {6 5 0} 
Flow 8352: {46 48 0} 
Flow 8363: {35 61 0} 
Flow 8370: {29 69 0} 
Flow 8385: {85 86 0} 
Flow 8438: {26 144 0} 
Flow 8478: {28 27 0} 
Flow 8491: {67 65 0} 
Flow 8513: {67 64 0} 
Flow 8515: {67 63 0} 
Flow 8543: {85 98 0} 
Flow 8548: {68 69 0} 
Flow 8555: {107 111 0} 
Flow 8589: {69 75 0} 
Flow 8640: {68 6 0} 
Flow 8708: {75 25 0} 
Flow 8725: {70 135 0} 
Flow 8769: {27 188 0} 
Flow 8778: {46 38 0} 
Flow 8801: {69 63 0} 
Flow 8820: {114 85 0} 
Flow 8892: {31 2 0} 
Flow 8985: {71 19 0} 
Flow 9009: {140 301 0} 
Flow 9020: {19 154 0} 
Flow 9032: {2 7 0} 
Flow 9064: {6 41 0} 
Flow 9071: {72 34 0} 
Flow 9074: {72 51 0} 
Flow 9075: {72 52 0} 
Flow 9086: {72 64 0} 
Flow 9155: {34 37 0} 
Flow 9163: {72 53 0} 
Flow 9185: {73 75 0} 
Flow 9194: {44 205 0} 
Flow 9216: {94 90 0} 
Flow 9217: {73 53 0} 
Flow 9227: {73 135 0} 
Flow 9227: {115 276 0} 
Flow 9255: {64 2 0} 
Flow 9275: {40 30 0} 
Flow 9296: {64 73 0} 
Flow 9296: {73 52 0} 
Flow 9302: {64 60 0} 
Flow 9309: {64 67 0} 
Flow 9314: {64 72 0} 
Flow 9316: {66 75 0} 
Flow 9332: {92 253 0} 
Flow 9335: {93 95 0} 
Flow 9366: {64 70 0} 
Flow 9389: {19 155 0} 
Flow 9553: {135 11 0} 
Flow 9588: {40 51 0} 
Flow 9589: {40 52 0} 
Flow 9612: {75 70 0} 
Flow 9614: {36 30 0} 
Flow 9615: {18 82 0} 
Flow 9642: {76 75 0} 
Flow 9655: {76 36 0} 
Flow 9667: {76 2 0} 
Flow 9678: {150 311 0} 
Flow 9694: {77 2 0} 
Flow 9719: {43 204 0} 
Flow 9796: {77 75 0} 
Flow 9858: {6 43 0} 
Flow 9881: {68 67 0} 
Flow 9882: {68 229 0} 
Flow 9885: {78 53 0} 
Flow 9886: {53 72 0} 
Flow 9923: {113 274 0} 
Flow 9980: {79 18 0} 
Flow 9991: {79 19 0} 
Flow 10078: {144 150 0} 
Flow 10140: {80 81 0} 
Flow 10165: {85 97 0} 
Flow 10226: {31 30 0} 
Flow 10235: {15 176 0} 
Flow 10379: {82 18 0} 
Flow 10424: {83 19 0} 
Flow 10465: {129 52 0} 
Flow 10481: {69 230 0} 
Flow 10524: {117 278 0} 
Flow 10541: {83 18 0} 
Flow 10561: {34 158 0} 
Flow 10601: {41 202 0} 
Flow 10608: {84 85 0} 
Flow 10609: {85 26 0} 
Flow 10705: {53 129 0} 
Flow 10713: {3 164 0} 
Flow 10718: {25 146 0} 
Flow 10757: {62 223 0} 
Flow 10799: {114 118 0} 
Flow 10887: {86 85 0} 
Flow 10924: {100 261 0} 
Flow 10957: {134 295 0} 
Flow 10972: {151 312 0} 
Flow 10984: {53 3 0} 
Flow 11004: {75 69 0} 
Flow 11058: {87 85 0} 
Flow 11093: {116 110 0} 
Flow 11102: {85 114 0} 
Flow 11104: {85 135 0} 
Flow 11154: {88 81 0} 
Flow 11156: {39 200 0} 
Flow 11161: {19 44 0} 
Flow 11182: {88 89 0} 
Flow 11215: {106 267 0} 
Flow 11230: {89 94 0} 
Flow 11324: {88 91 0} 
Flow 11368: {160 321 0} 
Flow 11398: {30 37 0} 
Flow 11406: {90 19 0} 
Flow 11410: {49 210 0} 
Flow 11423: {64 225 0} 
Flow 11445: {90 88 0} 
Flow 11452: {90 94 0} 
Flow 11454: {89 100 0} 
Flow 11516: {94 127 0} 
Flow 11582: {91 19 0} 
Flow 11583: {91 94 0} 
Flow 11589: {88 90 0} 
Flow 11597: {91 88 0} 
Flow 11652: {40 160 0} 
Flow 11692: {94 18 0} 
Flow 11693: {92 85 0} 
Flow 11716: {70 231 0} 
Flow 11735: {91 252 0} 
Flow 11744: {102 263 0} 
Flow 11840: {93 96 0} 
Flow 11921: {96 81 0} 
Flow 11990: {89 19 0} 
Flow 12017: {85 87 0} 
Flow 12021: {94 91 0} 
Flow 12054: {128 289 0} 
Flow 12067: {2 141 0} 
Flow 12121: {95 93 0} 
Flow 12124: {95 81 0} 
Flow 12183: {93 94 0} 
Flow 12221: {99 130 0} 
Flow 12223: {47 51 0} 
Flow 12299: {97 85 0} 
Flow 12365: {12 16 0} 
Flow 12386: {98 85 0} 
Flow 12389: {57 218 0} 
Flow 12493: {30 39 0} 
Flow 12611: {100 81 0} 
Flow 12666: {100 89 0} 
Flow 12706: {81 31 0} 
Flow 12756: {102 34 0} 
Flow 12758: {53 38 0} 
Flow 12771: {102 51 0} 
Flow 12823: {102 109 0} 
Flow 12845: {102 53 0} 
Flow 12960: {18 44 0} 
Flow 12962: {53 47 0} 
Flow 12983: {104 103 0} 
Flow 12992: {103 105 0} 
Flow 13043: {78 135 0} 
Flow 13087: {78 75 0} 
Flow 13178: {114 121 0} 
Flow 13179: {135 122 0} 
Flow 13192: {105 78 0} 
Flow 13202: {102 148 0} 
Flow 13263: {85 84 0} 
Flow 13267: {106 107 0} 
Flow 13318: {20 12 0} 
Flow 13323: {116 128 0} 
Flow 13351: {118 26 0} 
Flow 13375: {53 73 0} 
Flow 13444: {25 144 0} 
Flow 13456: {75 2 0} 
Flow 13474: {108 16 0} 
Flow 13478: {54 26 0} 
Flow 13513: {133 135 0} 
Flow 13575: {114 119 0} 
Flow 13589: {7 4 0} 
Flow 13591: {109 110 0} 
Flow 13595: {10 171 0} 
Flow 13626: {110 118 0} 
Flow 13633: {70 64 0} 
Flow 13648: {109 102 0} 
Flow 13679: {116 114 0} 
Flow 13693: {2 138 0} 
Flow 13695: {110 25 0} 
Flow 13786: {110 116 0} 
Flow 13795: {95 256 0} 
Flow 13808: {111 272 0} 
Flow 13856: {111 107 0} 
Flow 13897: {59 58 0} 
Flow 13945: {107 118 0} 
Flow 13980: {107 116 0} 
Flow 14010: {112 19 0} 
Flow 14013: {30 38 0} 
Flow 14078: {112 18 0} 
Flow 14129: {4 165 0} 
Flow 14149: {113 112 0} 
Flow 14184: {18 79 0} 
Flow 14200: {18 94 0} 
Flow 14211: {114 116 0} 
Flow 14217: {129 53 0} 
Flow 14245: {6 161 0} 
Flow 14326: {89 88 0} 
Flow 14360: {32 81 0} 
Flow 14371: {137 298 0} 
Flow 14422: {33 194 0} 
Flow 14460: {115 135 0} 
Flow 14525: {115 114 0} 
Flow 14599: {128 25 0} 
Flow 14604: {76 237 0} 
Flow 14661: {138 299 0} 
Flow 14691: {117 145 0} 
Flow 14703: {25 186 0} 
Flow 14717: {117 135 0} 
Flow 14739: {63 224 0} 
Flow 14771: {117 114 0} 
Flow 14819: {145 25 0} 
Flow 14851: {118 134 0} 
Flow 14877: {51 212 0} 
Flow 14899: {75 236 0} 
Flow 14926: {105 266 0} 
Flow 14940: {118 114 0} 
Flow 14952: {133 294 0} 
Flow 14954: {118 135 0} 
Flow 14994: {67 28 0} 
Flow 15121: {26 53 0} 
Flow 15144: {120 114 0} 
Flow 15203: {114 25 0} 
Flow 15213: {12 173 0} 
Flow 15257: {60 61 0} 
Flow 15266: {121 135 0} 
Flow 15267: {114 26 0} 
Flow 15311: {119 280 0} 
Flow 15335: {121 114 0} 
Flow 15347: {158 319 0} 
Flow 15367: {123 110 0} 
Flow 15380: {110 26 0} 
Flow 15393: {47 208 0} 
Flow 15410: {25 75 0} 
Flow 15411: {75 66 0} 
Flow 15547: {26 54 0} 
Flow 15551: {59 220 0} 
Flow 15591: {124 81 0} 
Flow 15707: {125 81 0} 
Flow 15724: {81 32 0} 
Flow 15769: {144 305 0} 
Flow 15806: {29 190 0} 
Flow 15807: {126 81 0} 
Flow 15825: {2 50 0} 
Flow 15831: {19 17 0} 
Flow 15837: {31 64 0} 
Flow 15872: {105 103 0} 
Flow 15908: {25 145 0} 
Flow 15915: {81 19 0} 
Flow 15916: {156 317 0} 
Flow 15969: {47 52 0} 
Flow 16048: {127 137 0} 
Flow 16057: {127 31 0} 
Flow 16071: {2 1 0} 
Flow 16082: {12 10 0} 
Flow 16100: {25 134 0} 
Flow 16134: {135 73 0} 
Flow 16210: {134 26 0} 
Flow 16233: {21 182 0} 
Flow 16241: {31 192 0} 
Flow 16270: {34 62 0} 
Flow 16301: {81 95 0} 
Flow 16322: {118 279 0} 
Flow 16363: {130 129 0} 
Flow 16364: {34 2 0} 
Flow 16418: {53 70 0} 
Flow 16478: {129 34 0} 
Flow 16483: {53 26 0} 
Flow 16527: {131 94 0} 
Flow 16582: {114 115 0} 
Flow 16712: {122 283 0} 
Flow 16727: {132 94 0} 
Flow 16821: {94 89 0} 
Flow 16836: {107 106 0} 
Flow 16840: {118 110 0} 
Flow 16854: {124 285 0} 
Flow 16869: {70 2 0} 
Flow 16893: {133 55 0} 
Flow 16917: {70 75 0} 
Flow 17004: {141 302 0} 
Flow 17071: {135 85 0} 
Flow 17077: {135 118 0} 
Flow 17082: {135 115 0} 
Flow 17087: {135 121 0} 
Flow 17102: {135 144 0} 
Flow 17142: {51 38 0} 
Flow 17159: {56 217 0} 
Flow 17177: {40 75 0} 
Flow 17183: {137 127 0} 
Flow 17198: {136 51 0} 
Flow 17208: {51 102 0} 
Flow 17259: {137 2 0} 
Flow 17275: {137 136 0} 
Flow 17312: {51 40 0} 
Flow 17351: {112 273 0} 
Flow 17375: {62 138 0} 
Flow 17377: {137 62 0} 
Flow 17383: {148 309 0} 
Flow 17387: {53 153 0} 
Flow 17390: {62 140 0} 
Flow 17442: {62 70 0} 
Flow 17446: {62 60 0} 
Flow 17456: {138 62 0} 
Flow 17458: {62 72 0} 
Flow 17462: {77 238 0} 
Flow 17478: {138 2 0} 
Flow 17511: {130 291 0} 
Flow 17518: {62 137 0} 
Flow 17559: {29 27 0} 
Flow 17580: {46 49 0} 
Flow 17581: {50 211 0} 
Flow 17589: {139 48 0} 
Flow 17589: {48 60 0} 
Flow 17604: {139 61 0} 
Flow 17620: {81 96 0} 
Flow 17650: {81 126 0} 
Flow 17672: {7 151 0} 
Flow 17696: {16 15 0} 
Flow 17725: {34 49 0} 
Flow 17739: {6 64 0} 
Flow 17756: {19 83 0} 
Flow 17828: {141 4 0} 
Flow 17834: {141 2 0} 
Flow 18008: {142 2 0} 
Flow 18029: {2 76 0} 
Flow 18032: {81 80 0} 
Flow 18084: {2 53 0} 
Flow 18100: {143 140 0} 
Flow 18146: {161 76 0} 
Flow 18178: {2 31 0} 
Flow 18339: {110 271 0} 
Flow 18351: {114 122 0} 
Flow 18353: {99 32 0} 
Flow 18362: {144 25 0} 
Flow 18377: {144 26 0} 
Flow 18427: {46 207 0} 
Flow 18510: {135 296 0} 
Flow 18511: {26 51 0} 
Flow 18531: {70 160 0} 
Flow 18570: {26 52 0} 
Flow 18578: {75 62 0} 
Flow 18605: {94 255 0} 
Flow 18612: {135 78 0} 
Flow 18657: {146 25 0} 
Flow 18696: {147 119 0} 
Flow 18697: {119 114 0} 
Flow 18811: {102 52 0} 
Flow 18826: {148 102 0} 
Flow 18981: {136 297 0} 
Flow 18983: {149 53 0} 
Flow 19002: {8 169 0} 
Flow 19017: {26 187 0} 
Flow 19035: {45 206 0} 
Flow 19083: {150 144 0} 
Flow 19119: {144 135 0} 
Flow 19146: {151 7 0} 
Flow 19169: {2 37 0} 
Flow 19307: {2 32 0} 
Flow 19310: {36 197 0} 
Flow 19326: {52 213 0} 
Flow 19339: {6 65 0} 
Flow 19361: {90 251 0} 
Flow 19404: {2 51 0} 
Flow 19417: {152 7 0} 
Flow 19426: {140 6 0} 
Flow 19483: {70 62 0} 
Flow 19538: {121 282 0} 
Flow 19556: {153 53 0} 
Flow 19583: {54 9 0} 
Flow 19606: {34 195 0} 
Flow 19635: {154 18 0} 
Flow 19654: {86 247 0} 
Flow 19656: {88 249 0} 
Flow 19679: {112 113 0} 
Flow 19710: {147 308 0} 
Flow 19717: {154 19 0} 
Flow 19798: {155 19 0} 
Flow 19910: {58 219 0} 
Flow 19913: {140 62 0} 
Flow 19928: {140 2 0} 
Flow 19932: {81 88 0} 
Flow 19934: {156 140 0} 
Flow 19997: {26 11 0} 
Flow 20002: {157 139 0} 
Flow 20005: {20 181 0} 
Flow 20024: {139 39 0} 
Flow 20034: {139 52 0} 
Flow 20043: {139 62 0} 
Flow 20047: {66 227 0} 
Flow 20054: {139 53 0} 
Flow 20068: {39 46 0} 
Flow 20082: {53 78 0} 
Flow 20085: {8 10 0} 
Flow 20112: {139 51 0} 
Flow 20119: {26 134 0} 
Flow 20125: {139 2 0} 
Flow 20154: {158 34 0} 
Flow 20177: {158 39 0} 
Flow 20209: {34 30 0} 
Flow 20215: {26 110 0} 
Flow 20294: {130 99 0} 
Flow 20310: {159 22 0} 
Flow 20437: {160 40 0} 
Flow 20455: {73 64 0} 
Flow 20464: {160 73 0} 
Flow 20478: {40 53 0} 
Flow 20524: {160 70 0} 
Flow 20587: {76 61 0} 
Flow 20604: {161 6 0} 
Flow 20629: {93 254 0} 
Flow 20636: {101 262 0} 
Flow 20643: {53 102 0} 
Flow 20647: {70 53 0} 
Flow 20659: {81 125 0} 
Flow 20659: {125 286 0} 
