OKAY
Number of groups: 501
Flow 6921: {86 85 0} 
Flow 6960: {79 78 0} 
Flow 7013: {20 10 0} 
Flow 7024: {129 127 0} 
Flow 7026: {84 142 0} 
Flow 7057: {78 79 0} 
Flow 7064: {89 96 0} 
Flow 7095: {141 286 0} 
Flow 7102: {7 152 0} 
Flow 7118: {76 83 0} 
Flow 7198: {33 131 0} 
Flow 7207: {130 145 0} 
Flow 7209: {2 147 0} 
Flow 7255: {83 82 0} 
Flow 7270: {55 71 0} 
Flow 7345: {13 14 0} 
Flow 7347: {95 89 0} 
Flow 7417: {90 91 0} 
Flow 7433: {91 92 0} 
Flow 7451: {145 290 0} 
Flow 7477: {89 88 0} 
Flow 7493: {57 58 0} 
Flow 7549: {92 2 0} 
Flow 7554: {132 277 0} 
Flow 7598: {142 109 0} 
Flow 7602: {47 192 0} 
Flow 7639: {92 106 0} 
Flow 7667: {27 21 0} 
Flow 7672: {129 122 0} 
Flow 7688: {139 284 0} 
Flow 7689: {140 285 0} 
Flow 7691: {2 127 0} 
Flow 7692: {143 288 0} 
Flow 7703: {61 35 0} 
Flow 7753: {79 85 0} 
Flow 7757: {93 90 0} 
Flow 7778: {93 92 0} 
Flow 7808: {94 89 0} 
Flow 7849: {79 86 0} 
Flow 7868: {82 27 0} 
Flow 7876: {94 121 0} 
Flow 7967: {106 107 0} 
Flow 7981: {127 128 0} 
Flow 8020: {129 47 0} 
Flow 8074: {96 72 0} 
Flow 8084: {4 149 0} 
Flow 8092: {14 159 0} 
Flow 8101: {97 96 0} 
Flow 8117: {53 198 0} 
Flow 8149: {97 74 0} 
Flow 8206: {25 26 0} 
Flow 8209: {26 30 0} 
Flow 8293: {95 127 0} 
Flow 8293: {122 267 0} 
Flow 8346: {47 45 0} 
Flow 8376: {77 222 0} 
Flow 8446: {36 15 0} 
Flow 8461: {66 65 0} 
Flow 8487: {99 66 0} 
Flow 8491: {99 67 0} 
Flow 8493: {100 77 0} 
Flow 8562: {5 150 0} 
Flow 8566: {88 96 0} 
Flow 8620: {98 76 0} 
Flow 8641: {22 21 0} 
Flow 8653: {129 274 0} 
Flow 8674: {12 13 0} 
Flow 8693: {42 41 0} 
Flow 8697: {102 105 0} 
Flow 8701: {26 22 0} 
Flow 8703: {82 58 0} 
Flow 8768: {135 280 0} 
Flow 8796: {28 82 0} 
Flow 8807: {45 190 0} 
Flow 8826: {100 101 0} 
Flow 8827: {103 100 0} 
Flow 8835: {38 75 0} 
Flow 8848: {90 235 0} 
Flow 8851: {101 99 0} 
Flow 8858: {101 246 0} 
Flow 8870: {78 77 0} 
Flow 8883: {103 78 0} 
Flow 8906: {69 36 0} 
Flow 8910: {105 99 0} 
Flow 8913: {27 172 0} 
Flow 8924: {46 191 0} 
Flow 8928: {59 51 0} 
Flow 9004: {8 7 0} 
Flow 9021: {62 61 0} 
Flow 9076: {102 103 0} 
Flow 9128: {24 23 0} 
Flow 9132: {77 25 0} 
Flow 9145: {26 24 0} 
Flow 9177: {106 92 0} 
Flow 9208: {104 105 0} 
Flow 9220: {92 95 0} 
Flow 9270: {105 102 0} 
Flow 9276: {85 230 0} 
Flow 9299: {107 104 0} 
Flow 9401: {41 42 0} 
Flow 9436: {41 48 0} 
Flow 9460: {128 126 0} 
Flow 9466: {142 143 0} 
Flow 9527: {118 33 0} 
Flow 9547: {38 183 0} 
Flow 9573: {111 113 0} 
Flow 9602: {110 111 0} 
Flow 9610: {116 115 0} 
Flow 9626: {110 117 0} 
Flow 9644: {133 53 0} 
Flow 9645: {19 164 0} 
Flow 9686: {83 76 0} 
Flow 9692: {83 228 0} 
Flow 9693: {108 87 0} 
Flow 9719: {115 260 0} 
Flow 9734: {135 136 0} 
Flow 9769: {82 83 0} 
Flow 9783: {81 64 0} 
Flow 9831: {71 119 0} 
Flow 9835: {113 118 0} 
Flow 9868: {53 54 0} 
Flow 9880: {21 27 0} 
Flow 9886: {55 200 0} 
Flow 9903: {76 221 0} 
Flow 9932: {117 110 0} 
Flow 9954: {114 145 0} 
Flow 9979: {115 114 0} 
Flow 9988: {33 132 0} 
Flow 9992: {114 130 0} 
Flow 9994: {39 40 0} 
Flow 10006: {74 219 0} 
Flow 10012: {116 114 0} 
Flow 10034: {117 116 0} 
Flow 10041: {6 151 0} 
Flow 10045: {11 156 0} 
Flow 10068: {27 82 0} 
Flow 10103: {88 89 0} 
Flow 10106: {89 94 0} 
Flow 10116: {132 133 0} 
Flow 10130: {126 271 0} 
Flow 10156: {60 57 0} 
Flow 10160: {20 165 0} 
Flow 10185: {59 204 0} 
Flow 10226: {55 24 0} 
Flow 10229: {40 39 0} 
Flow 10237: {96 121 0} 
Flow 10239: {119 55 0} 
Flow 10273: {22 167 0} 
Flow 10311: {121 96 0} 
Flow 10320: {77 78 0} 
Flow 10359: {123 268 0} 
Flow 10377: {122 129 0} 
Flow 10398: {13 31 0} 
Flow 10426: {63 64 0} 
Flow 10490: {137 282 0} 
Flow 10576: {124 123 0} 
Flow 10586: {111 112 0} 
Flow 10611: {127 2 0} 
Flow 10635: {23 38 0} 
Flow 10652: {58 203 0} 
Flow 10687: {96 97 0} 
Flow 10707: {118 263 0} 
Flow 10746: {98 77 0} 
Flow 10805: {128 127 0} 
Flow 10853: {54 199 0} 
Flow 10906: {24 55 0} 
Flow 10918: {59 52 0} 
Flow 10923: {128 129 0} 
Flow 10929: {126 121 0} 
Flow 11001: {74 97 0} 
Flow 11032: {80 57 0} 
Flow 11059: {61 72 0} 
Flow 11065: {119 38 0} 
Flow 11095: {91 236 0} 
Flow 11099: {98 243 0} 
Flow 11108: {114 116 0} 
Flow 11132: {9 154 0} 
Flow 11153: {118 34 0} 
Flow 11187: {52 59 0} 
Flow 11195: {70 61 0} 
Flow 11202: {131 33 0} 
Flow 11223: {131 135 0} 
Flow 11241: {6 5 0} 
Flow 11248: {59 60 0} 
Flow 11334: {127 272 0} 
Flow 11337: {130 275 0} 
Flow 11378: {48 193 0} 
Flow 11408: {84 229 0} 
Flow 11410: {26 85 0} 
Flow 11493: {61 206 0} 
Flow 11544: {125 270 0} 
Flow 11569: {136 137 0} 
Flow 11613: {137 52 0} 
Flow 11681: {15 160 0} 
Flow 11703: {51 196 0} 
Flow 11707: {53 71 0} 
Flow 11733: {85 86 0} 
Flow 11743: {22 26 0} 
Flow 11747: {76 98 0} 
Flow 11753: {112 257 0} 
Flow 11779: {1 9 0} 
Flow 11801: {120 123 0} 
Flow 11804: {47 125 0} 
Flow 11823: {68 213 0} 
Flow 11850: {134 53 0} 
Flow 11853: {137 134 0} 
Flow 11899: {138 140 0} 
Flow 11931: {138 139 0} 
Flow 11948: {52 137 0} 
Flow 11959: {139 141 0} 
Flow 11973: {47 124 0} 
Flow 11983: {44 109 0} 
Flow 12000: {143 41 0} 
Flow 12008: {109 142 0} 
Flow 12010: {66 211 0} 
Flow 12047: {142 84 0} 
Flow 12059: {140 44 0} 
Flow 12072: {140 138 0} 
Flow 12079: {4 3 0} 
Flow 12133: {88 68 0} 
Flow 12146: {96 241 0} 
Flow 12155: {141 142 0} 
Flow 12175: {127 95 0} 
Flow 12179: {50 4 0} 
Flow 12207: {34 179 0} 
Flow 12227: {56 201 0} 
Flow 12238: {67 212 0} 
Flow 12243: {72 217 0} 
Flow 12284: {116 261 0} 
Flow 12296: {33 130 0} 
Flow 12306: {44 140 0} 
Flow 12343: {144 130 0} 
Flow 12381: {130 33 0} 
Flow 12416: {126 128 0} 
Flow 12421: {133 278 0} 
Flow 12423: {130 131 0} 
Flow 12444: {26 171 0} 
Flow 12452: {39 184 0} 
Flow 12480: {73 74 0} 
Flow 12515: {145 114 0} 
Flow 12528: {145 130 0} 
Time taken running everything: 1 seconds
