Number of groups: 405
Flow 6353: {30 27} 
Flow 6358: {29 41} 
Flow 6386: {56 60} 
Flow 6391: {65 152} 
Flow 6391: {80 29} 
Flow 6403: {77 164} 
Flow 6410: {83 80} 
Flow 6411: {22 21} 
Flow 6456: {43 130} 
Flow 6456: {75 9} 
Flow 6460: {9 47} 
Flow 6498: {86 173} 
Flow 6500: {76 45} 
Flow 6517: {18 105} 
Flow 6531: {45 67} 
Flow 6585: {45 41} 
Flow 6589: {19 3} 
Flow 6596: {77 44} 
Flow 6597: {9 1} 
Flow 6613: {27 114} 
Flow 6631: {44 67} 
Flow 6632: {77 46} 
Flow 6642: {44 41} 
Flow 6650: {66 64} 
Flow 6652: {67 9} 
Flow 6681: {19 8} 
Flow 6718: {78 44} 
Flow 6736: {78 46} 
Flow 6745: {46 72} 
Flow 6750: {46 77} 
Flow 6760: {47 87} 
Flow 6763: {3 90} 
Flow 6770: {35 10} 
Flow 6795: {7 35} 
Flow 6829: {69 156} 
Flow 6870: {21 23} 
Flow 6897: {50 137} 
Flow 6899: {52 139} 
Flow 6915: {73 70} 
Flow 6962: {40 28} 
Flow 6982: {48 135} 
Flow 7023: {20 2} 
Flow 7023: {2 89} 
Flow 7026: {82 66} 
Flow 7040: {4 19} 
Flow 7081: {13 12} 
Flow 7089: {57 68} 
Flow 7098: {82 48} 
Flow 7126: {41 43} 
Flow 7158: {74 70} 
Flow 7159: {57 144} 
Flow 7166: {43 4} 
Flow 7209: {29 80} 
Flow 7246: {46 58} 
Flow 7259: {84 78} 
Flow 7265: {48 82} 
Flow 7273: {23 24} 
Flow 7308: {28 38} 
Flow 7323: {24 36} 
Flow 7364: {86 85} 
Flow 7387: {21 22} 
Flow 7387: {22 30} 
Flow 7394: {23 28} 
Flow 7427: {85 23} 
Flow 7435: {78 165} 
Flow 7440: {23 21} 
Flow 7457: {13 100} 
Flow 7460: {16 103} 
Flow 7461: {87 47} 
Flow 7474: {31 118} 
Flow 7498: {55 142} 
Time taken running everything: 669 seconds
