Number of groups: 405
Flow 2307: {67 59 0} 
Flow 2311: {54 56 0} 
Flow 2365: {23 110 0} 
Flow 2368: {80 26 0} 
Flow 2395: {36 53 0} 
Flow 2408: {28 40 0} 
Flow 2459: {47 9 0} 
Flow 2463: {6 35 0} 
Flow 2466: {41 38 0} 
Flow 2537: {30 22 0} 
Flow 2541: {83 26 0} 
Flow 2548: {30 80 0} 
Flow 2566: {52 51 0} 
Flow 2569: {30 73 0} 
Flow 2672: {80 73 0} 
Flow 2704: {15 102 0} 
Flow 2722: {32 33 0} 
Flow 2731: {43 42 0} 
Flow 2765: {32 31 0} 
Flow 2765: {76 163 0} 
Flow 2769: {33 4 0} 
Flow 2793: {17 104 0} 
Flow 2811: {35 122 0} 
Flow 2839: {16 63 0} 
Flow 2870: {4 20 0} 
Flow 2872: {34 31 0} 
Flow 2874: {2 11 0} 
Flow 2901: {38 125 0} 
Flow 2910: {47 134 0} 
Flow 2913: {13 50 0} 
Flow 2945: {34 48 0} 
Flow 2949: {34 33 0} 
Flow 2957: {35 7 0} 
Flow 2989: {39 126 0} 
Flow 3009: {35 6 0} 
Flow 3020: {47 41 0} 
Flow 3047: {20 10 0} 
Flow 3047: {10 97 0} 
Flow 3051: {14 101 0} 
Flow 3143: {37 43 0} 
Flow 3162: {37 28 0} 
Flow 3165: {37 42 0} 
Flow 3169: {46 133 0} 
Flow 3196: {37 41 0} 
Flow 3224: {38 43 0} 
Flow 3234: {38 28 0} 
Flow 3252: {38 42 0} 
Flow 3268: {38 41 0} 
Flow 3268: {44 58 0} 
Flow 3273: {63 150 0} 
Flow 3298: {1 88 0} 
Flow 3319: {28 22 0} 
Flow 3321: {28 24 0} 
Flow 3324: {39 28 0} 
Flow 3384: {28 36 0} 
Flow 3405: {40 24 0} 
Flow 3450: {66 153 0} 
Flow 3538: {73 160 0} 
Flow 3565: {42 43 0} 
Flow 3571: {24 21 0} 
Flow 3580: {30 117 0} 
Flow 3587: {42 37 0} 
Flow 3587: {37 124 0} 
Flow 3588: {42 38 0} 
Flow 3608: {58 145 0} 
Flow 3624: {74 161 0} 
Flow 3630: {42 41 0} 
Flow 3632: {82 169 0} 
Flow 3674: {43 37 0} 
Flow 3681: {44 131 0} 
Flow 3715: {44 78 0} 
Flow 3720: {80 83 0} 
Flow 3720: {83 170 0} 
Flow 3743: {19 106 0} 
Flow 3787: {13 16 0} 
Flow 3832: {36 24 0} 
Flow 3857: {45 76 0} 
Flow 3882: {76 44 0} 
Flow 3935: {41 37 0} 
Flow 3946: {31 32 0} 
Flow 3987: {6 79 0} 
Flow 4084: {48 34 0} 
Flow 4130: {31 9 0} 
Flow 4177: {20 9 0} 
Flow 4184: {53 25 0} 
Flow 4193: {33 34 0} 
Flow 4197: {43 38 0} 
Flow 4212: {49 13 0} 
Flow 4289: {50 13 0} 
Flow 4315: {57 69 0} 
Flow 4338: {10 5 0} 
Flow 4342: {51 52 0} 
Flow 4346: {9 19 0} 
Flow 4355: {22 109 0} 
Flow 4467: {58 9 0} 
Flow 4498: {52 59 0} 
Flow 4502: {9 31 0} 
Flow 4533: {57 70 0} 
Flow 4553: {41 46 0} 
Flow 4568: {53 54 0} 
Flow 4615: {29 22 0} 
Flow 4624: {33 31 0} 
Flow 4673: {70 74 0} 
Flow 4674: {53 36 0} 
Flow 4695: {9 18 0} 
Flow 4698: {27 22 0} 
Flow 4701: {55 53 0} 
Flow 4705: {36 28 0} 
Flow 4725: {32 48 0} 
Flow 4750: {55 30 0} 
Flow 4758: {81 168 0} 
Flow 4761: {41 44 0} 
Flow 4771: {2 7 0} 
Flow 4792: {56 14 0} 
Flow 4890: {57 54 0} 
Flow 4948: {9 20 0} 
Flow 4994: {14 56 0} 
Flow 4998: {60 147 0} 
Flow 5000: {19 4 0} 
Flow 5005: {59 67 0} 
Flow 5017: {79 166 0} 
Flow 5105: {59 58 0} 
Flow 5117: {60 61 0} 
Flow 5137: {25 112 0} 
Flow 5164: {61 14 0} 
Flow 5169: {60 56 0} 
Flow 5174: {60 16 0} 
Flow 5178: {4 81 0} 
Flow 5205: {6 93 0} 
Flow 5214: {12 15 0} 
Flow 5229: {43 41 0} 
Flow 5245: {12 13 0} 
Flow 5252: {53 140 0} 
Flow 5261: {61 62 0} 
Flow 5262: {12 16 0} 
Flow 5270: {71 158 0} 
Flow 5318: {33 120 0} 
Flow 5320: {62 16 0} 
Flow 5345: {62 61 0} 
Flow 5374: {2 5 0} 
Flow 5382: {63 16 0} 
Flow 5423: {16 12 0} 
Flow 5429: {16 60 0} 
Flow 5439: {70 157 0} 
Flow 5488: {48 32 0} 
Flow 5516: {61 60 0} 
Flow 5521: {64 65 0} 
Flow 5522: {64 66 0} 
Flow 5531: {75 162 0} 
Flow 5560: {12 17 0} 
Flow 5564: {66 81 0} 
Flow 5597: {54 141 0} 
Flow 5606: {4 40 0} 
Flow 5607: {65 64 0} 
Flow 5628: {65 66 0} 
Flow 5633: {81 4 0} 
Flow 5665: {10 35 0} 
Flow 5678: {66 82 0} 
Flow 5692: {62 149 0} 
Flow 5743: {26 113 0} 
Flow 5771: {67 44 0} 
Flow 5824: {20 107 0} 
Flow 5828: {24 111 0} 
Flow 5833: {68 57 0} 
Flow 5834: {70 73 0} 
Flow 5916: {54 25 0} 
Flow 5917: {73 26 0} 
Flow 5921: {73 30 0} 
Flow 5936: {41 45 0} 
Flow 5955: {54 53 0} 
Flow 5957: {69 57 0} 
Flow 5983: {35 5 0} 
Flow 5989: {35 11 0} 
Flow 5995: {40 13 0} 
Flow 6019: {73 80 0} 
Flow 6055: {44 77 0} 
Flow 6090: {46 41 0} 
Flow 6091: {71 46 0} 
Flow 6139: {83 74 0} 
Flow 6156: {4 91 0} 
Flow 6159: {72 9 0} 
Flow 6173: {21 108 0} 
Flow 6175: {43 36 0} 
Flow 6185: {31 33 0} 
Flow 6204: {72 46 0} 
Flow 6242: {20 3 0} 
Flow 6250: {11 98 0} 
Flow 6264: {70 57 0} 
Flow 6281: {41 42 0} 
Flow 6334: {8 95 0} 
Flow 6337: {41 47 0} 
Flow 6341: {13 15 0} 
Flow 6343: {74 83 0} 
Flow 6353: {30 27 0} 
Flow 6358: {29 41 0} 
Flow 6386: {56 60 0} 
Flow 6391: {65 152 0} 
Flow 6391: {80 29 0} 
Flow 6403: {77 164 0} 
Flow 6410: {83 80 0} 
Flow 6411: {22 21 0} 
Flow 6456: {43 130 0} 
Flow 6456: {75 9 0} 
Flow 6460: {9 47 0} 
Flow 6498: {86 173 0} 
Flow 6500: {76 45 0} 
Flow 6517: {18 105 0} 
Flow 6531: {45 67 0} 
Flow 6585: {45 41 0} 
Flow 6589: {19 3 0} 
Flow 6596: {77 44 0} 
Flow 6597: {9 1 0} 
Flow 6613: {27 114 0} 
Flow 6631: {44 67 0} 
Flow 6632: {77 46 0} 
Flow 6642: {44 41 0} 
Flow 6650: {66 64 0} 
Flow 6652: {67 9 0} 
Flow 6681: {19 8 0} 
Flow 6718: {78 44 0} 
Flow 6736: {78 46 0} 
Flow 6745: {46 72 0} 
Flow 6750: {46 77 0} 
Flow 6760: {47 87 0} 
Flow 6763: {3 90 0} 
Flow 6770: {35 10 0} 
Flow 6795: {7 35 0} 
Flow 6829: {69 156 0} 
Flow 6870: {21 23 0} 
Flow 6897: {50 137 0} 
Flow 6899: {52 139 0} 
Flow 6915: {73 70 0} 
Flow 6962: {40 28 0} 
Flow 6982: {48 135 0} 
Flow 7023: {20 2 0} 
Flow 7023: {2 89 0} 
Flow 7026: {82 66 0} 
Flow 7040: {4 19 0} 
Flow 7081: {13 12 0} 
Flow 7089: {57 68 0} 
Flow 7098: {82 48 0} 
Flow 7126: {41 43 0} 
Flow 7158: {74 70 0} 
Flow 7159: {57 144 0} 
Flow 7166: {43 4 0} 
Flow 7209: {29 80 0} 
Flow 7246: {46 58 0} 
Flow 7259: {84 78 0} 
Flow 7265: {48 82 0} 
Flow 7273: {23 24 0} 
Flow 7308: {28 38 0} 
Flow 7323: {24 36 0} 
Flow 7364: {86 85 0} 
Flow 7387: {21 22 0} 
Flow 7387: {22 30 0} 
Flow 7394: {23 28 0} 
Flow 7427: {85 23 0} 
Flow 7435: {78 165 0} 
Flow 7440: {23 21 0} 
Flow 7457: {13 100 0} 
Flow 7460: {16 103 0} 
Flow 7461: {87 47 0} 
Flow 7474: {31 118 0} 
Flow 7498: {55 142 0} 
Time taken running everything: 3614 seconds
