Number of groups: 856
Flow 8054: {59 67} 
Flow 8077: {59 132} 
Flow 8090: {60 7} 
Flow 8092: {60 9} 
Flow 8093: {60 10} 
Flow 8105: {60 22} 
Flow 8269: {50 49} 
Flow 8272: {53 52} 
Flow 8273: {61 53} 
Flow 8274: {53 54} 
Flow 8285: {61 66} 
Flow 8319: {100 238} 
Flow 8371: {15 14} 
Flow 8379: {21 22} 
Flow 8400: {62 43} 
Flow 8401: {62 47} 
Flow 8402: {57 45} 
Flow 8407: {50 188} 
Flow 8414: {62 57} 
Flow 8416: {62 59} 
Flow 8504: {10 148} 
Flow 8515: {61 38} 
Flow 8526: {63 61} 
Flow 8535: {22 21} 
Flow 8549: {63 55} 
Flow 8562: {53 69} 
Flow 8564: {71 209} 
Flow 8568: {67 59} 
Flow 8640: {64 34} 
Flow 8655: {19 24} 
Flow 8671: {40 178} 
Flow 8695: {65 203} 
Flow 8722: {34 60} 
Flow 8764: {64 70} 
Flow 8832: {65 61} 
Flow 8848: {82 83} 
Flow 8905: {65 138} 
Flow 8918: {13 151} 
Flow 8940: {34 35} 
Flow 8951: {46 184} 
Flow 8958: {66 61} 
Flow 8959: {65 54} 
Flow 8960: {66 55} 
Flow 8979: {11 75} 
Flow 8984: {60 8} 
Flow 9029: {125 263} 
Flow 9041: {66 65} 
Flow 9075: {38 33} 
Flow 9109: {68 206} 
Flow 9122: {88 83} 
Flow 9161: {96 120} 
Flow 9220: {44 41} 
Flow 9222: {68 43} 
Flow 9225: {68 46} 
Flow 9233: {54 192} 
Flow 9236: {47 62} 
Flow 9263: {68 45} 
Flow 9275: {73 97} 
Flow 9280: {68 47} 
Flow 9372: {69 34} 
Flow 9377: {69 53} 
Flow 9452: {53 51} 
Flow 9453: {51 138} 
Flow 9478: {71 25} 
Flow 9514: {70 64} 
Flow 9677: {74 88} 
Flow 9699: {110 248} 
Flow 9724: {135 273} 
Flow 9731: {1 4} 
Flow 9792: {72 122} 
Flow 9803: {86 77} 
Flow 9807: {72 89} 
Flow 9841: {72 71} 
Flow 9863: {72 121} 
Flow 9893: {5 29} 
Flow 9911: {58 56} 
Flow 9926: {73 118} 
Flow 9958: {60 95} 
Flow 9970: {2 107} 
Flow 9976: {11 113} 
Flow 9994: {60 131} 
Flow 10019: {34 18} 
Flow 10086: {86 224} 
Flow 10126: {74 95} 
Flow 10213: {75 76} 
Flow 10215: {75 78} 
Flow 10217: {75 77} 
Flow 10237: {64 100} 
Flow 10241: {75 11} 
Flow 10257: {91 120} 
Flow 10259: {122 260} 
Flow 10261: {125 124} 
Flow 10278: {3 141} 
Flow 10280: {11 5} 
Flow 10286: {11 149} 
Flow 10300: {11 2} 
Flow 10334: {59 197} 
Flow 10347: {71 72} 
Flow 10350: {76 75} 
Flow 10358: {76 84} 
Flow 10397: {76 86} 
Flow 10450: {73 22} 
Flow 10480: {58 46} 
Flow 10510: {77 79} 
Flow 10527: {77 86} 
Flow 10546: {79 9} 
Flow 10578: {29 167} 
Flow 10585: {16 36} 
Flow 10596: {56 47} 
Flow 10624: {78 75} 
Flow 10632: {78 84} 
Flow 10658: {78 86} 
Flow 10659: {111 249} 
Flow 10712: {79 7} 
Flow 10729: {67 43} 
Flow 10736: {53 50} 
Flow 10765: {79 80} 
Flow 10769: {77 84} 
Flow 10779: {79 8} 
Flow 10802: {79 10} 
Flow 10802: {10 117} 
Flow 10823: {9 95} 
Flow 10833: {87 10} 
Flow 10835: {87 8} 
Flow 10898: {77 75} 
Flow 10918: {117 96} 
Flow 10950: {80 87} 
Flow 10958: {34 70} 
Flow 10964: {81 83} 
Flow 10992: {32 170} 
Flow 10995: {83 88} 
Flow 11015: {82 122} 
Flow 11033: {83 89} 
Flow 11062: {2 103} 
Flow 11184: {82 88} 
Flow 11190: {122 121} 
Flow 11199: {82 74} 
Flow 11271: {88 121} 
Flow 11308: {89 74} 
Flow 11323: {83 90} 
Flow 11325: {83 82} 
Flow 11381: {84 11} 
Flow 11447: {84 76} 
Flow 11449: {84 78} 
Flow 11452: {83 81} 
Flow 11455: {80 85} 
Flow 11457: {84 77} 
Flow 11472: {11 102} 
Flow 11509: {87 9} 
Flow 11548: {85 87} 
Flow 11587: {85 80} 
Flow 11590: {82 220} 
Flow 11592: {80 77} 
Flow 11622: {85 86} 
Flow 11623: {9 116} 
Flow 11648: {11 3} 
Flow 11651: {6 144} 
Flow 11760: {11 116} 
Flow 11775: {86 11} 
Flow 11806: {91 24} 
Flow 11846: {34 64} 
Flow 11856: {87 7} 
Flow 11861: {80 79} 
Flow 11879: {34 98} 
Flow 11924: {71 5} 
Flow 11941: {88 122} 
Flow 11950: {88 74} 
Flow 12001: {88 82} 
Flow 12020: {102 240} 
Flow 12093: {37 175} 
Flow 12095: {121 21} 
Flow 12117: {89 122} 
Flow 12128: {89 72} 
Flow 12131: {74 71} 
Flow 12158: {103 241} 
Flow 12187: {89 121} 
Flow 12215: {90 122} 
Flow 12276: {90 83} 
Flow 12277: {90 74} 
Flow 12323: {131 269} 
Flow 12326: {121 60} 
Flow 12327: {90 121} 
Flow 12361: {31 169} 
Flow 12369: {58 43} 
Flow 12375: {56 45} 
Flow 12421: {91 96} 
Flow 12426: {91 97} 
Flow 12454: {65 128} 
Flow 12476: {92 95} 
Flow 12482: {92 60} 
Flow 12496: {92 122} 
Flow 12540: {92 96} 
Flow 12606: {121 74} 
Flow 12611: {117 7} 
Flow 12623: {93 24} 
Flow 12632: {93 94} 
Flow 12699: {94 96} 
Flow 12718: {11 115} 
Flow 12719: {8 116} 
Flow 12727: {126 124} 
Flow 12760: {20 19} 
Flow 12764: {93 23} 
Flow 12794: {94 60} 
Flow 12835: {94 95} 
Flow 12863: {70 123} 
Flow 12867: {94 20} 
Flow 12890: {95 8} 
Flow 12938: {95 60} 
Flow 12951: {73 211} 
Flow 12989: {95 74} 
Flow 12989: {112 250} 
Flow 12991: {2 11} 
Flow 13034: {96 91} 
Flow 13093: {96 73} 
Flow 13094: {10 79} 
Flow 13100: {87 85} 
Flow 13102: {96 117} 
Flow 13118: {91 118} 
Flow 13135: {121 259} 
Flow 13141: {60 34} 
Flow 13149: {96 92} 
Flow 13159: {7 145} 
Flow 13162: {97 117} 
Flow 13165: {10 13} 
Flow 13173: {118 21} 
Flow 13177: {117 10} 
Flow 13203: {97 92} 
Flow 13214: {62 200} 
Flow 13239: {10 87} 
Flow 13243: {97 91} 
Flow 13254: {10 71} 
Flow 13261: {2 110} 
Flow 13271: {97 120} 
Flow 13283: {97 73} 
Flow 13313: {98 34} 
Flow 13324: {98 35} 
Flow 13325: {15 16} 
Flow 13326: {98 15} 
Flow 13345: {38 22} 
Flow 13405: {91 117} 
Flow 13406: {60 118} 
Flow 13422: {134 272} 
Flow 13503: {99 60} 
Flow 13553: {99 34} 
Flow 13568: {100 64} 
Flow 13584: {64 38} 
Flow 13607: {41 44} 
Flow 13608: {45 183} 
Flow 13612: {100 70} 
Flow 13618: {64 55} 
Flow 13652: {122 89} 
Flow 13656: {20 94} 
Flow 13661: {100 34} 
Flow 13674: {11 112} 
Flow 13699: {100 66} 
Flow 13700: {138 276} 
Flow 13734: {101 34} 
Flow 13755: {101 51} 
Flow 13801: {2 102} 
Flow 13813: {59 11} 
Flow 13850: {102 3} 
Flow 13862: {25 163} 
Flow 13866: {102 5} 
Flow 13885: {102 11} 
Flow 13899: {58 62} 
Flow 13931: {74 121} 
Flow 13939: {102 103} 
Flow 13972: {7 95} 
Flow 13972: {102 2} 
Flow 13987: {3 13} 
Flow 13998: {92 24} 
Flow 14012: {38 176} 
Flow 14047: {103 2} 
Flow 14050: {11 86} 
Flow 14076: {103 102} 
Flow 14127: {16 154} 
Flow 14170: {56 59} 
Flow 14172: {104 57} 
Flow 14177: {66 204} 
Flow 14178: {67 205} 
Flow 14190: {56 58} 
Flow 14216: {2 106} 
Flow 14247: {137 275} 
Flow 14261: {105 114} 
Flow 14269: {114 11} 
Flow 14273: {105 25} 
Flow 14290: {58 42} 
Flow 14309: {61 199} 
Flow 14309: {105 27} 
Flow 14360: {113 251} 
Flow 14366: {91 119} 
Flow 14372: {27 71} 
Flow 14381: {51 134} 
Flow 14403: {35 18} 
Flow 14408: {92 23} 
Flow 14417: {2 32} 
Flow 14419: {34 172} 
Flow 14467: {74 82} 
Flow 14477: {122 92} 
Flow 14478: {106 2} 
Flow 14527: {107 5} 
Flow 14558: {38 16} 
Flow 14612: {74 90} 
Flow 14634: {107 2} 
Flow 14645: {71 73} 
Flow 14689: {28 12} 
Flow 14706: {108 2} 
Flow 14742: {89 83} 
Flow 14786: {128 266} 
Flow 14799: {109 3} 
Flow 14801: {109 5} 
Flow 14802: {3 1} 
Flow 14802: {1 6} 
Flow 14826: {12 30} 
Flow 14873: {77 215} 
Flow 14887: {109 2} 
Flow 14897: {34 101} 
Flow 14937: {4 142} 
Flow 14948: {67 21} 
Flow 14951: {18 156} 
Flow 15042: {109 247} 
Flow 15058: {110 2} 
Flow 15083: {4 13} 
Flow 15144: {71 74} 
Flow 15144: {111 11} 
Flow 15242: {112 11} 
Flow 15335: {129 267} 
Flow 15439: {113 11} 
Flow 15507: {105 26} 
Flow 15511: {30 168} 
Flow 15522: {58 41} 
Flow 15551: {2 71} 
Flow 15573: {92 230} 
Flow 15675: {57 195} 
Flow 15702: {84 222} 
Flow 15703: {86 85} 
Flow 15716: {98 236} 
Flow 15745: {115 11} 
Flow 15764: {116 9} 
Flow 15765: {116 10} 
Flow 15792: {116 8} 
Flow 15808: {116 7} 
Flow 15811: {116 11} 
Flow 15814: {11 59} 
Flow 15818: {63 201} 
Flow 15838: {7 71} 
Flow 15922: {117 8} 
Flow 15936: {58 48} 
Flow 15940: {117 118} 
Flow 15982: {91 60} 
Flow 15986: {94 232} 
Flow 15992: {34 100} 
Flow 16035: {7 1} 
Flow 16066: {118 73} 
Flow 16113: {118 58} 
Flow 16114: {118 7} 
Flow 16116: {87 225} 
Flow 16160: {58 132} 
Flow 16189: {23 161} 
Flow 16199: {33 171} 
Flow 16209: {119 91} 
Flow 16300: {119 60} 
Flow 16312: {120 97} 
Flow 16317: {34 15} 
Flow 16317: {120 91} 
Flow 16320: {15 17} 
Flow 16323: {97 94} 
Flow 16345: {60 42} 
Flow 16346: {73 67} 
Flow 16372: {69 207} 
Flow 16379: {86 76} 
Flow 16396: {93 231} 
Flow 16399: {120 96} 
Flow 16447: {121 95} 
Flow 16482: {67 42} 
Flow 16487: {47 185} 
Flow 16629: {16 52} 
Flow 16641: {122 22} 
Flow 16651: {74 212} 
Flow 16663: {122 74} 
Flow 16759: {123 64} 
Flow 16767: {123 70} 
Flow 16775: {64 61} 
Flow 16838: {123 66} 
Flow 16848: {134 135} 
Flow 16882: {124 125} 
Flow 16888: {54 37} 
Flow 16948: {60 92} 
Flow 16984: {124 126} 
Flow 17026: {125 128} 
Flow 17046: {65 66} 
Flow 17071: {22 122} 
Flow 17080: {61 34} 
Flow 17089: {125 126} 
Flow 17089: {126 137} 
Flow 17094: {73 71} 
Flow 17137: {8 12} 
Flow 17145: {20 158} 
Flow 17183: {137 51} 
Flow 17269: {95 7} 
Flow 17326: {64 202} 
Flow 17332: {61 64} 
Flow 17385: {66 123} 
Flow 17394: {127 65} 
Flow 17402: {71 3} 
Flow 17425: {26 164} 
Flow 17454: {65 55} 
Flow 17477: {128 65} 
Flow 17478: {79 217} 
Flow 17533: {65 51} 
Flow 17535: {128 137} 
Flow 17562: {71 26} 
Flow 17570: {22 38} 
Flow 17598: {67 58} 
Flow 17612: {129 22} 
Flow 17631: {129 121} 
Flow 17640: {104 242} 
Flow 17713: {67 40} 
Flow 17767: {130 121} 
Flow 17790: {117 255} 
Flow 17798: {130 122} 
Flow 17838: {2 28} 
Flow 17857: {131 60} 
Flow 17887: {131 95} 
Flow 17889: {7 79} 
Flow 17917: {131 122} 
Flow 17936: {51 137} 
Flow 17975: {28 166} 
Flow 17977: {132 58} 
Flow 17979: {132 67} 
Flow 18006: {132 59} 
Flow 18082: {136 274} 
Flow 18094: {71 10} 
Flow 18153: {34 69} 
Flow 18155: {133 21} 
Flow 18182: {133 22} 
Flow 18224: {34 95} 
Flow 18234: {8 13} 
Flow 18257: {134 54} 
Flow 18271: {51 53} 
Flow 18287: {51 65} 
Flow 18298: {8 79} 
Flow 18305: {134 51} 
Flow 18325: {57 104} 
Flow 18345: {124 262} 
Flow 18399: {135 101} 
Flow 18410: {54 52} 
Flow 18439: {121 88} 
Flow 18464: {106 244} 
Flow 18486: {137 128} 
Flow 18494: {135 134} 
Flow 18549: {136 54} 
Flow 18558: {53 61} 
Flow 18567: {121 72} 
Flow 18589: {60 94} 
Flow 18630: {136 51} 
Flow 18668: {137 54} 
Flow 18732: {66 100} 
Flow 18737: {105 243} 
Flow 18805: {138 54} 
Flow 18816: {66 38} 
Flow 18870: {138 51} 
Flow 18887: {118 256} 
Flow 18888: {119 257} 
Flow 18891: {138 65} 
Time taken running everything: 2949 seconds
