Number of groups: 602
Flow 1584: {48 47} 
Flow 1588: {197 39} 
Flow 1621: {49 156} 
Flow 1641: {62 259} 
Flow 1646: {148 167} 
Flow 1652: {50 166} 
Flow 1654: {188 164} 
Flow 1668: {50 148} 
Flow 1671: {52 29} 
Flow 1677: {164 163} 
Flow 1701: {144 341} 
Flow 1709: {135 139} 
Flow 1716: {88 81} 
Flow 1729: {57 60} 
Flow 1734: {57 58} 
Flow 1748: {184 381} 
Flow 1749: {138 135} 
Flow 1751: {5 7} 
Flow 1757: {29 226} 
Flow 1762: {42 239} 
Flow 1764: {80 71} 
Flow 1767: {52 249} 
Flow 1768: {53 250} 
Flow 1768: {60 59} 
Flow 1770: {58 57} 
Flow 1790: {29 27} 
Flow 1806: {58 51} 
Flow 1810: {51 52} 
Flow 1845: {145 70} 
Flow 1846: {69 64} 
Flow 1846: {96 97} 
Flow 1859: {83 151} 
Flow 1860: {15 130} 
Flow 1871: {56 26} 
Flow 1871: {155 147} 
Flow 1874: {93 184} 
Flow 1875: {26 172} 
Flow 1878: {53 56} 
Flow 1878: {59 54} 
Flow 1878: {163 360} 
Flow 1886: {54 53} 
Flow 1891: {33 38} 
Flow 1901: {150 151} 
Flow 1987: {106 180} 
Flow 1987: {128 131} 
Flow 1991: {61 70} 
Flow 2006: {38 235} 
Flow 2013: {63 145} 
Flow 2020: {184 71} 
Flow 2040: {153 78} 
Flow 2041: {176 121} 
Flow 2044: {70 61} 
Flow 2062: {166 363} 
Flow 2065: {7 8} 
Flow 2086: {33 230} 
Flow 2097: {64 69} 
Flow 2128: {116 119} 
Flow 2139: {20 83} 
Flow 2165: {20 19} 
Flow 2166: {66 65} 
Flow 2167: {67 66} 
Flow 2169: {83 84} 
Flow 2206: {64 261} 
Flow 2234: {105 302} 
Flow 2269: {68 65} 
Flow 2269: {165 362} 
Flow 2270: {155 184} 
Flow 2279: {102 181} 
Flow 2290: {16 14} 
Flow 2328: {65 68} 
Flow 2335: {79 276} 
Flow 2337: {87 81} 
Flow 2376: {154 351} 
Flow 2378: {196 156} 
Flow 2402: {3 200} 
Flow 2458: {145 150} 
Flow 2487: {97 294} 
Flow 2490: {74 75} 
Flow 2492: {73 74} 
Flow 2499: {73 72} 
Flow 2499: {72 80} 
Flow 2536: {134 78} 
Flow 2539: {75 184} 
Flow 2556: {76 184} 
Flow 2611: {38 35} 
Flow 2615: {39 37} 
Flow 2615: {37 40} 
Flow 2620: {164 165} 
Flow 2622: {45 48} 
Flow 2638: {66 263} 
Flow 2659: {79 95} 
Flow 2674: {138 113} 
Flow 2679: {121 318} 
Flow 2686: {151 150} 
Flow 2715: {167 364} 
Flow 2722: {176 373} 
Flow 2729: {42 190} 
Flow 2734: {192 389} 
Flow 2776: {174 134} 
Flow 2778: {62 129} 
Flow 2782: {2 176} 
Flow 2787: {76 174} 
Flow 2827: {81 88} 
Flow 2829: {149 155} 
Flow 2835: {56 53} 
Flow 2862: {110 103} 
Flow 2867: {63 64} 
Flow 2876: {131 328} 
Flow 2899: {81 87} 
Flow 2913: {27 22} 
Flow 2988: {78 3} 
Flow 3015: {89 88} 
Flow 3056: {85 149} 
Flow 3090: {68 67} 
Flow 3090: {87 63} 
Flow 3123: {69 65} 
Flow 3139: {89 83} 
Flow 3155: {7 204} 
Flow 3160: {88 89} 
Flow 3165: {84 149} 
Flow 3167: {19 31} 
Flow 3179: {55 252} 
Flow 3182: {58 255} 
Flow 3183: {88 87} 
Flow 3209: {103 102} 
Flow 3218: {123 320} 
Flow 3219: {122 125} 
Flow 3237: {184 159} 
Flow 3244: {169 366} 
Flow 3249: {130 108} 
Flow 3273: {27 29} 
Flow 3288: {90 151} 
Flow 3297: {143 340} 
Flow 3302: {90 20} 
Flow 3312: {91 173} 
Flow 3333: {41 42} 
Flow 3367: {100 101} 
Flow 3373: {156 353} 
Flow 3410: {50 47} 
Flow 3442: {104 105} 
Flow 3445: {184 155} 
Flow 3448: {2 117} 
Flow 3476: {177 374} 
Flow 3504: {143 144} 
Flow 3526: {101 100} 
Flow 3558: {195 9} 
Flow 3569: {101 133} 
Flow 3581: {100 92} 
Flow 3586: {133 136} 
Flow 3596: {2 177} 
Flow 3601: {92 93} 
Flow 3605: {104 107} 
Flow 3607: {105 104} 
Flow 3612: {110 111} 
Flow 3615: {103 110} 
Flow 3641: {13 33} 
Flow 3656: {33 34} 
Flow 3685: {130 15} 
Flow 3695: {132 99} 
Flow 3697: {102 103} 
Flow 3706: {106 108} 
Flow 3758: {107 106} 
Flow 3768: {26 56} 
Flow 3778: {75 272} 
Flow 3781: {69 20} 
Flow 3790: {98 295} 
Flow 3821: {187 188} 
Flow 3831: {187 384} 
Flow 3835: {15 16} 
Flow 3859: {46 243} 
Flow 3898: {92 100} 
Flow 3924: {64 150} 
Flow 3925: {154 153} 
Flow 3936: {108 130} 
Flow 3941: {166 178} 
Flow 3950: {194 391} 
Flow 3961: {111 129} 
Flow 3971: {145 63} 
Flow 3978: {102 105} 
Flow 3985: {151 83} 
Flow 4011: {165 46} 
Flow 4014: {57 254} 
Flow 4014: {59 60} 
Flow 4035: {130 131} 
Flow 4052: {78 134} 
Flow 4056: {113 138} 
Flow 4057: {184 185} 
Flow 4061: {192 9} 
Flow 4063: {114 192} 
Flow 4066: {115 2} 
Flow 4068: {5 4} 
Flow 4086: {139 135} 
Flow 4087: {147 155} 
Flow 4094: {117 2} 
Flow 4109: {7 5} 
Flow 4117: {119 118} 
Flow 4120: {9 195} 
Flow 4127: {116 117} 
Flow 4148: {118 121} 
Flow 4149: {8 205} 
Flow 4159: {195 99} 
Flow 4163: {2 9} 
Flow 4163: {138 173} 
Flow 4166: {172 26} 
Flow 4174: {78 153} 
Flow 4182: {133 101} 
Flow 4195: {128 325} 
Flow 4196: {121 176} 
Flow 4211: {161 358} 
Flow 4218: {180 377} 
Flow 4226: {177 2} 
Flow 4230: {63 260} 
Flow 4245: {120 177} 
Flow 4265: {123 62} 
Flow 4284: {87 88} 
Flow 4303: {136 135} 
Flow 4306: {122 123} 
Flow 4312: {125 122} 
Flow 4326: {124 125} 
Flow 4328: {70 68} 
Flow 4360: {49 246} 
Flow 4360: {131 130} 
Flow 4362: {29 52} 
Flow 4363: {30 27} 
Flow 4368: {129 62} 
Flow 4390: {63 87} 
Flow 4391: {62 61} 
Flow 4391: {151 90} 
Flow 4393: {94 291} 
Flow 4399: {100 297} 
Flow 4405: {108 106} 
Flow 4422: {136 333} 
Flow 4432: {155 352} 
Flow 4438: {164 361} 
Flow 4448: {70 145} 
Flow 4458: {4 5} 
Flow 4458: {194 193} 
Flow 4463: {2 199} 
Flow 4468: {14 11} 
Flow 4473: {26 223} 
Flow 4479: {168 169} 
Flow 4482: {182 49} 
Flow 4500: {65 69} 
Flow 4506: {84 281} 
Flow 4511: {15 65} 
Flow 4521: {118 315} 
Flow 4527: {131 128} 
Flow 4541: {159 158} 
Flow 4542: {159 356} 
Flow 4546: {14 13} 
Flow 4591: {132 143} 
Flow 4593: {149 346} 
Flow 4599: {38 39} 
Flow 4632: {150 145} 
Flow 4658: {13 14} 
Flow 4659: {154 161} 
Flow 4666: {125 124} 
Flow 4667: {153 147} 
Flow 4699: {197 394} 
Flow 4701: {4 78} 
Flow 4737: {135 136} 
Flow 4747: {173 98} 
Flow 4750: {135 138} 
Flow 4765: {138 335} 
Flow 4794: {38 33} 
Flow 4805: {136 133} 
Flow 4815: {111 110} 
Flow 4820: {14 16} 
Flow 4826: {136 5} 
Flow 4831: {157 354} 
Flow 4889: {140 175} 
Flow 4895: {175 8} 
Flow 4954: {142 139} 
Flow 4970: {132 6} 
Flow 4977: {31 13} 
Flow 4992: {147 153} 
Flow 5001: {97 98} 
Flow 5030: {170 186} 
Flow 5065: {108 109} 
Flow 5185: {64 63} 
Flow 5186: {67 264} 
Flow 5187: {150 64} 
Flow 5194: {78 275} 
Flow 5196: {71 80} 
Flow 5220: {129 128} 
Flow 5251: {159 197} 
Flow 5298: {5 136} 
Flow 5350: {51 58} 
Flow 5360: {74 271} 
Flow 5367: {82 279} 
Flow 5391: {124 321} 
Flow 5435: {1 198} 
Flow 5441: {11 208} 
Flow 5443: {13 210} 
Flow 5445: {16 213} 
Flow 5446: {14 17} 
Flow 5450: {24 221} 
Flow 5456: {38 32} 
Flow 5456: {32 229} 
Flow 5484: {65 66} 
Flow 5498: {81 278} 
Flow 5499: {81 82} 
Flow 5502: {83 89} 
Flow 5507: {96 293} 
Flow 5517: {107 304} 
Flow 5520: {113 310} 
Flow 5529: {127 324} 
Flow 5531: {84 83} 
Flow 5542: {146 343} 
Flow 5543: {147 344} 
Flow 5594: {19 20} 
Flow 5594: {20 217} 
Flow 5596: {21 24} 
Flow 5605: {36 233} 
Flow 5606: {182 40} 
Flow 5624: {60 257} 
Flow 5630: {68 265} 
Flow 5633: {71 268} 
Flow 5647: {156 196} 
Flow 5662: {16 15} 
Flow 5666: {156 49} 
Flow 5669: {62 123} 
Flow 5678: {156 166} 
Flow 5681: {139 142} 
Flow 5681: {142 339} 
Flow 5681: {159 184} 
Flow 5688: {150 347} 
Flow 5693: {157 158} 
Flow 5693: {158 355} 
Flow 5706: {49 46} 
Flow 5713: {183 380} 
Flow 5715: {166 185} 
Flow 5726: {158 159} 
Flow 5731: {157 156} 
Flow 5741: {11 12} 
Flow 5765: {50 247} 
Flow 5766: {51 248} 
Flow 5770: {56 253} 
Flow 5797: {20 90} 
Flow 5808: {33 13} 
Flow 5808: {106 107} 
Flow 5821: {124 127} 
Flow 5835: {148 345} 
Flow 5851: {171 368} 
Flow 5855: {175 372} 
Flow 5860: {181 378} 
Flow 5862: {169 170} 
Flow 5869: {195 194} 
Flow 5873: {160 155} 
Flow 5890: {163 168} 
Flow 5921: {12 209} 
Flow 5922: {153 154} 
Flow 5926: {96 172} 
Flow 5942: {52 51} 
Flow 5979: {125 322} 
Flow 6001: {164 188} 
Flow 6029: {187 184} 
Flow 6041: {163 78} 
Flow 6048: {17 214} 
Flow 6063: {35 232} 
Flow 6074: {47 48} 
Flow 6074: {48 245} 
Flow 6105: {166 159} 
Flow 6123: {102 299} 
Flow 6134: {192 114} 
Flow 6184: {166 187} 
Flow 6187: {179 376} 
Flow 6197: {192 191} 
Flow 6197: {191 388} 
Flow 6199: {193 390} 
Flow 6218: {144 43} 
Flow 6225: {167 184} 
Flow 6254: {9 2} 
Flow 6281: {148 178} 
Flow 6283: {148 50} 
Flow 6329: {144 143} 
Flow 6336: {161 38} 
Flow 6349: {69 266} 
Flow 6354: {3 77} 
Flow 6367: {106 303} 
Flow 6369: {108 305} 
Flow 6383: {169 168} 
Flow 6393: {174 371} 
Flow 6395: {168 163} 
Flow 6402: {171 167} 
Flow 6403: {9 10} 
Flow 6407: {139 175} 
Flow 6409: {155 154} 
Flow 6435: {53 54} 
Flow 6447: {72 73} 
Flow 6448: {95 79} 
Flow 6453: {172 95} 
Flow 6459: {90 287} 
Flow 6467: {101 298} 
Flow 6475: {119 316} 
Flow 6509: {167 171} 
Flow 6519: {189 386} 
Flow 6524: {196 393} 
Flow 6535: {97 93} 
Flow 6549: {155 149} 
Flow 6566: {98 97} 
Flow 6614: {174 76} 
Flow 6658: {187 166} 
Flow 6663: {60 57} 
Flow 6667: {70 267} 
Flow 6705: {166 156} 
Flow 6713: {134 174} 
Flow 6716: {8 7} 
Flow 6721: {197 196} 
Flow 6731: {22 219} 
Flow 6747: {55 29} 
Flow 6747: {97 96} 
Flow 6759: {72 269} 
Flow 6769: {89 286} 
Flow 6772: {176 2} 
Flow 6785: {118 119} 
Flow 6838: {186 144} 
Flow 6839: {178 148} 
Flow 6844: {178 166} 
Flow 6850: {46 165} 
Flow 6857: {182 197} 
Flow 6867: {34 231} 
Flow 6877: {47 244} 
Flow 6885: {182 166} 
Flow 6887: {54 59} 
Flow 6887: {59 256} 
Flow 6899: {75 74} 
Flow 6940: {7 6} 
Flow 6987: {184 76} 
Flow 6990: {4 201} 
Flow 6991: {6 203} 
Flow 7001: {17 18} 
Flow 7001: {18 215} 
Flow 7004: {21 218} 
Flow 7008: {80 79} 
Flow 7010: {30 227} 
Flow 7019: {40 237} 
Flow 7032: {54 251} 
Flow 7039: {61 258} 
Flow 7043: {65 262} 
Flow 7045: {66 67} 
Flow 7050: {80 72} 
Flow 7053: {184 75} 
Flow 7057: {80 277} 
Flow 7062: {149 85} 
Flow 7062: {85 282} 
Flow 7063: {85 86} 
Flow 7063: {86 283} 
Flow 7076: {129 111} 
Flow 7077: {107 104} 
Flow 7083: {110 307} 
Flow 7084: {111 308} 
Flow 7086: {114 311} 
Flow 7087: {117 314} 
Flow 7096: {83 20} 
Flow 7101: {133 330} 
Flow 7105: {175 140} 
Flow 7105: {140 137} 
Flow 7105: {137 334} 
Flow 7110: {145 342} 
Flow 7111: {158 146} 
Flow 7113: {167 148} 
Flow 7123: {155 160} 
Flow 7123: {160 357} 
Flow 7131: {170 367} 
Flow 7134: {173 370} 
Flow 7140: {180 179} 
Flow 7147: {188 385} 
Flow 7170: {185 166} 
Flow 7180: {185 184} 
Flow 7186: {77 274} 
Flow 7204: {121 118} 
Flow 7232: {166 182} 
Flow 7253: {43 44} 
Flow 7261: {186 170} 
Flow 7290: {122 319} 
Flow 7305: {156 157} 
Flow 7318: {188 187} 
Flow 7320: {99 195} 
Flow 7323: {10 1} 
Flow 7325: {77 3} 
Flow 7342: {40 37} 
Flow 7342: {37 234} 
Flow 7389: {104 301} 
Flow 7403: {149 84} 
Flow 7407: {134 331} 
Flow 7462: {93 290} 
Flow 7489: {189 23} 
Flow 7489: {23 24} 
Flow 7496: {41 238} 
Flow 7505: {189 52} 
Flow 7514: {79 80} 
Flow 7542: {129 326} 
Flow 7543: {65 15} 
Flow 7564: {29 55} 
Flow 7565: {178 375} 
Flow 7575: {43 144} 
Flow 7580: {190 42} 
Flow 7585: {170 169} 
Flow 7586: {41 43} 
Flow 7590: {163 164} 
Flow 7591: {143 132} 
Flow 7592: {42 41} 
Flow 7592: {144 186} 
Flow 7595: {191 192} 
Flow 7601: {79 30} 
Flow 7623: {194 195} 
Flow 7633: {56 55} 
Flow 7642: {8 175} 
Flow 7664: {9 8} 
Flow 7679: {99 132} 
Flow 7708: {68 70} 
Flow 7709: {196 197} 
Time taken running everything: 717 seconds
