Number of groups: 641
Flow 10015: {110 103} 
Flow 10036: {158 355} 
Flow 10047: {124 125} 
Flow 10072: {37 40} 
Flow 10155: {131 130} 
Flow 10161: {128 131} 
Flow 10186: {15 16} 
Flow 10199: {145 150} 
Flow 10207: {98 173} 
Flow 10255: {144 43} 
Flow 10274: {83 89} 
Flow 10327: {165 362} 
Flow 10363: {28 225} 
Flow 10383: {101 100} 
Flow 10388: {68 265} 
Flow 10388: {133 101} 
Flow 10411: {93 184} 
Flow 10414: {129 111} 
Flow 10471: {143 144} 
Flow 10505: {134 174} 
Flow 10532: {111 110} 
Flow 10588: {166 182} 
Flow 10614: {56 55} 
Flow 10616: {38 32} 
Flow 10669: {151 150} 
Flow 10686: {131 328} 
Flow 10710: {163 360} 
Flow 10753: {172 95} 
Flow 10790: {76 273} 
Flow 10836: {135 136} 
Flow 10851: {153 152} 
Flow 10852: {153 350} 
Flow 10869: {138 173} 
Flow 10942: {140 175} 
Flow 10960: {113 138} 
Flow 10970: {112 113} 
Flow 10980: {141 142} 
Flow 11008: {141 112} 
Flow 11041: {165 46} 
Flow 11063: {135 138} 
Flow 11078: {142 139} 
Flow 11099: {139 135} 
Flow 11117: {5 4} 
Flow 11162: {46 49} 
Flow 11217: {6 7} 
Flow 11227: {144 341} 
Flow 11230: {148 345} 
Flow 11253: {132 99} 
Flow 11259: {191 388} 
Flow 11276: {145 63} 
Flow 11307: {57 254} 
Flow 11391: {155 160} 
Flow 11416: {146 158} 
Flow 11420: {148 167} 
Flow 11424: {13 210} 
Flow 11441: {50 47} 
Flow 11461: {88 81} 
Flow 11515: {148 50} 
Flow 11515: {163 162} 
Flow 11544: {11 208} 
Flow 11590: {75 74} 
Flow 11632: {129 326} 
Flow 11725: {78 4} 
Flow 11740: {167 364} 
Flow 11744: {150 64} 
Flow 11749: {9 10} 
Flow 11767: {19 31} 
Flow 11810: {117 116} 
Flow 11836: {184 159} 
Flow 11854: {192 191} 
Flow 11868: {152 153} 
Flow 11880: {173 370} 
Flow 11907: {153 78} 
Flow 12011: {60 257} 
Flow 12031: {97 294} 
Flow 12034: {103 300} 
Flow 12036: {33 13} 
Flow 12038: {154 161} 
Flow 12048: {62 123} 
Flow 12116: {28 25} 
Flow 12176: {93 290} 
Flow 12216: {135 139} 
Flow 12233: {157 354} 
Flow 12245: {163 168} 
Flow 12252: {166 178} 
Flow 12263: {197 394} 
Flow 12265: {46 165} 
Flow 12303: {157 158} 
Flow 12329: {157 156} 
Flow 12354: {156 49} 
Flow 12358: {158 159} 
Flow 12393: {83 151} 
Flow 12435: {70 61} 
Flow 12449: {160 155} 
Flow 12593: {162 163} 
Flow 12623: {54 59} 
Flow 12654: {2 117} 
Flow 12666: {139 336} 
Flow 12677: {163 78} 
Flow 12693: {14 16} 
Flow 12709: {14 211} 
Flow 12782: {14 11} 
Flow 12817: {89 286} 
Flow 12818: {90 287} 
Flow 12864: {165 164} 
Flow 12880: {5 202} 
Flow 12895: {21 218} 
Flow 12916: {43 240} 
Flow 12933: {61 258} 
Flow 12934: {62 259} 
Flow 12967: {101 298} 
Flow 12968: {107 104} 
Flow 12978: {113 310} 
Flow 12980: {115 312} 
Flow 13008: {158 146} 
Flow 13008: {146 343} 
Flow 13024: {166 187} 
Flow 13037: {178 375} 
Flow 13073: {169 170} 
Flow 13076: {167 148} 
Flow 13104: {84 83} 
Flow 13124: {134 78} 
Flow 13127: {149 84} 
Flow 13133: {130 131} 
Flow 13181: {7 204} 
Flow 13195: {30 227} 
Flow 13218: {168 163} 
Flow 13227: {163 164} 
Flow 13230: {61 62} 
Flow 13256: {186 144} 
Flow 13260: {187 166} 
Flow 13270: {164 361} 
Flow 13303: {188 187} 
Flow 13306: {164 165} 
Flow 13319: {169 168} 
Flow 13331: {145 70} 
Flow 13367: {143 132} 
Flow 13450: {136 133} 
Flow 13482: {5 136} 
Flow 13525: {171 167} 
Flow 13567: {173 98} 
Flow 13610: {98 97} 
Flow 13629: {139 175} 
Flow 13676: {174 76} 
Flow 13729: {4 5} 
Flow 13743: {143 340} 
Flow 13853: {26 223} 
Flow 13880: {3 77} 
Flow 13924: {9 8} 
Flow 13960: {177 2} 
Flow 13968: {36 31} 
Flow 14018: {197 39} 
Flow 14032: {178 166} 
Flow 14034: {178 50} 
Flow 14040: {178 148} 
Flow 14043: {69 65} 
Flow 14084: {112 141} 
Flow 14101: {49 46} 
Flow 14157: {142 339} 
Flow 14167: {16 14} 
Flow 14172: {108 130} 
Flow 14175: {179 180} 
Flow 14209: {47 244} 
Flow 14231: {63 87} 
Flow 14237: {92 289} 
Flow 14248: {180 109} 
Flow 14256: {13 33} 
Flow 14256: {116 119} 
Flow 14258: {180 106} 
Flow 14305: {197 182} 
Flow 14322: {102 105} 
Flow 14333: {102 103} 
Flow 14350: {105 104} 
Flow 14354: {181 102} 
Flow 14372: {149 155} 
Flow 14408: {182 166} 
Flow 14413: {183 190} 
Flow 14419: {153 147} 
Flow 14421: {41 43} 
Flow 14426: {190 42} 
Flow 14440: {14 17} 
Flow 14441: {18 215} 
Flow 14448: {25 222} 
Flow 14464: {41 42} 
Flow 14475: {53 250} 
Flow 14479: {58 255} 
Flow 14493: {184 75} 
Flow 14506: {149 85} 
Flow 14536: {123 320} 
Flow 14545: {133 330} 
Flow 14548: {101 133} 
Flow 14555: {184 187} 
Flow 14580: {170 367} 
Flow 14602: {185 184} 
Flow 14604: {185 166} 
Flow 14626: {37 234} 
Flow 14634: {187 184} 
Flow 14664: {117 314} 
Flow 14771: {81 82} 
Flow 14778: {93 92} 
Flow 14820: {170 186} 
Flow 14856: {156 196} 
Flow 14879: {41 238} 
Flow 14885: {56 253} 
Flow 14911: {106 303} 
Flow 14928: {130 327} 
Flow 14941: {150 347} 
Flow 14961: {176 373} 
Flow 14987: {30 79} 
Flow 14991: {192 389} 
Flow 15004: {132 6} 
Flow 15050: {193 194} 
Flow 15100: {175 139} 
Flow 15119: {194 195} 
Flow 15146: {195 99} 
Flow 15174: {16 15} 
Flow 15184: {121 318} 
Flow 15201: {147 155} 
Flow 15243: {46 45} 
Flow 15246: {196 197} 
Flow 15256: {15 130} 
Flow 15306: {38 33} 
Flow 15310: {22 21} 
Flow 15310: {24 23} 
Flow 15324: {40 237} 
Flow 15327: {43 44} 
Flow 15334: {71 80} 
Flow 15374: {128 129} 
Flow 15407: {159 184} 
Flow 15423: {160 357} 
Flow 15439: {179 376} 
Time taken running everything: 1154 seconds
