data;

set V := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86;

set A := 1 2
         1 44
              ;
set F[360] := 42 34
              34 40
              40 83
              ;
set F[361] := 43 34
              34 27
              27 70
              ;
set F[362] := 43 34
              34 27
              27 33
              33 76
              ;
set Last[1] := 23 66;
set Last[2] := 27 70;
set Last[3] := 33 76;
set Last[4] := 34 77;
set Last[5] := 40 83;
set Last[6] := 8 51;
set Last[7] := 9 52;
set Last[8] := 10 53;
set Last[9] := 11 54;
set Last[10] := 12 55;
set Last[11] := 13 56;
set Last[12] := 14 57;
set Last[13] := 18 61;
set Last[14] := 20 63;
set Last[15] := 21 64;
set Last[16] := 23 66;
set Last[17] := 27 70;
set Last[18] := 31 74;
set Last[19] := 32 75;
set Last[20] := 33 76;
set Last[21] := 34 77;
set Last[22] := 35 78;
set Last[23] := 37 80;
set Last[24] := 38 81;
set Last[25] := 40 83;
set Last[26] := 23 66;
set Last[27] := 27 70;
set Last[28] := 33 76;
set Last[29] := 34 77;
set Last[30] := 40 83;
set Last[31] := 23 66;
set Last[32] := 27 70;
set Last[33] := 33 76;
set Last[34] := 34 77;
set Last[35] := 40 83;
set Last[36] := 23 66;
set Last[37] := 27 70;
set Last[38] := 33 76;
set Last[39] := 34 77;
set Last[40] := 40 83;
set Last[41] := 23 66;
set Last[42] := 27 70;
set Last[43] := 33 76;
set Last[44] := 34 77;
set Last[45] := 40 83;
set Last[46] := 23 66;
set Last[47] := 27 70;
set Last[48] := 33 76;
set Last[49] := 34 77;
set Last[50] := 40 83;
set Last[51] := 27 70;
set Last[52] := 33 76;
set Last[53] := 34 77;
set Last[54] := 23 66;
set Last[55] := 27 70;
set Last[56] := 33 76;
set Last[57] := 34 77;
set Last[58] := 40 83;
set Last[59] := 27 70;
set Last[60] := 33 76;
set Last[61] := 34 77;
set Last[62] := 23 66;
set Last[63] := 27 70;
set Last[64] := 33 76;
set Last[65] := 34 77;
set Last[66] := 40 83;
set Last[67] := 27 70;
set Last[68] := 23 66;
set Last[69] := 27 70;
set Last[70] := 33 76;
set Last[71] := 34 77;
set Last[72] := 40 83;
set Last[73] := 23 66;
set Last[74] := 27 70;
set Last[75] := 33 76;
set Last[76] := 34 77;
set Last[77] := 40 83;
set Last[78] := 27 70;
set Last[79] := 33 76;
set Last[80] := 34 77;
set Last[81] := 40 83;
set Last[82] := 23 66;
set Last[83] := 27 70;
set Last[84] := 33 76;
set Last[85] := 34 77;
set Last[86] := 40 83;
set Last[87] := 27 70;
set Last[88] := 33 76;
set Last[89] := 34 77;
set Last[90] := 23 66;
set Last[91] := 27 70;
set Last[92] := 33 76;
set Last[93] := 34 77;
set Last[94] := 40 83;
set Last[95] := 23 66;
set Last[96] := 27 70;
set Last[97] := 33 76;
set Last[98] := 34 77;
set Last[99] := 40 83;
set Last[100] := 23 66;
set Last[101] := 27 70;
set Last[102] := 33 76;
set Last[103] := 34 77;
set Last[104] := 40 83;
set Last[105] := 27 70;
set Last[106] := 1 44;
set Last[107] := 2 45;
set Last[108] := 4 47;
set Last[109] := 5 48;
set Last[110] := 6 49;
set Last[111] := 7 50;
set Last[112] := 8 51;
set Last[113] := 9 52;
set Last[114] := 10 53;
set Last[115] := 11 54;
set Last[116] := 12 55;
set Last[117] := 13 56;
set Last[118] := 14 57;
set Last[119] := 15 58;
set Last[120] := 16 59;
set Last[121] := 17 60;
set Last[122] := 18 61;
set Last[123] := 19 62;
set Last[124] := 20 63;
set Last[125] := 21 64;
set Last[126] := 22 65;
set Last[127] := 24 67;
set Last[128] := 25 68;
set Last[129] := 26 69;
set Last[130] := 27 70;
set Last[131] := 28 71;
set Last[132] := 29 72;
set Last[133] := 30 73;
set Last[134] := 31 74;
set Last[135] := 32 75;
set Last[136] := 33 76;
set Last[137] := 34 77;
set Last[138] := 35 78;
set Last[139] := 36 79;
set Last[140] := 37 80;
set Last[141] := 38 81;
set Last[142] := 39 82;
set Last[143] := 40 83;
set Last[144] := 41 84;
set Last[145] := 42 85;
set Last[146] := 43 86;
set Last[147] := 27 70;
set Last[148] := 33 76;
set Last[149] := 27 70;
set Last[150] := 33 76;
set Last[151] := 34 77;
set Last[152] := 23 66;
set Last[153] := 27 70;
set Last[154] := 33 76;
set Last[155] := 34 77;
set Last[156] := 40 83;
set Last[157] := 1 44;
set Last[158] := 2 45;
set Last[159] := 4 47;
set Last[160] := 5 48;
set Last[161] := 6 49;
set Last[162] := 7 50;
set Last[163] := 8 51;
set Last[164] := 9 52;
set Last[165] := 10 53;
set Last[166] := 11 54;
set Last[167] := 12 55;
set Last[168] := 13 56;
set Last[169] := 14 57;
set Last[170] := 15 58;
set Last[171] := 16 59;
set Last[172] := 17 60;
set Last[173] := 18 61;
set Last[174] := 19 62;
set Last[175] := 20 63;
set Last[176] := 21 64;
set Last[177] := 22 65;
set Last[178] := 23 66;
set Last[179] := 24 67;
set Last[180] := 25 68;
set Last[181] := 26 69;
set Last[182] := 28 71;
set Last[183] := 29 72;
set Last[184] := 30 73;
set Last[185] := 31 74;
set Last[186] := 32 75;
set Last[187] := 33 76;
set Last[188] := 34 77;
set Last[189] := 35 78;
set Last[190] := 36 79;
set Last[191] := 37 80;
set Last[192] := 38 81;
set Last[193] := 39 82;
set Last[194] := 40 83;
set Last[195] := 41 84;
set Last[196] := 42 85;
set Last[197] := 43 86;
set Last[198] := 23 66;
set Last[199] := 27 70;
set Last[200] := 33 76;
set Last[201] := 34 77;
set Last[202] := 40 83;
set Last[203] := 23 66;
set Last[204] := 27 70;
set Last[205] := 33 76;
