Number of groups: 457
Flow 1985: {136 135 0} 
Flow 1990: {10 155 0} 
Flow 1998: {16 20 0} 
Flow 2006: {72 73 0} 
Flow 2007: {77 222 0} 
Flow 2021: {55 24 0} 
Flow 2029: {8 153 0} 
Flow 2035: {14 159 0} 
Flow 2053: {38 37 0} 
Flow 2061: {59 51 0} 
Flow 2061: {51 196 0} 
Flow 2063: {55 200 0} 
Flow 2088: {94 239 0} 
Flow 2091: {98 243 0} 
Flow 2110: {124 269 0} 
Flow 2113: {127 272 0} 
Flow 2122: {123 124 0} 
Flow 2124: {6 151 0} 
Flow 2127: {73 72 0} 
Flow 2133: {21 166 0} 
Flow 2136: {72 61 0} 
Flow 2141: {88 68 0} 
Flow 2142: {40 39 0} 
Flow 2143: {121 96 0} 
Flow 2151: {74 73 0} 
Flow 2162: {77 78 0} 
Flow 2166: {96 88 0} 
Flow 2179: {94 89 0} 
Flow 2179: {106 107 0} 
Flow 2183: {111 112 0} 
Flow 2192: {74 121 0} 
Flow 2219: {36 15 0} 
Flow 2226: {32 177 0} 
Flow 2227: {22 21 0} 
Flow 2227: {79 85 0} 
Flow 2261: {78 103 0} 
Flow 2262: {89 94 0} 
Flow 2265: {78 77 0} 
Flow 2270: {103 102 0} 
Flow 2272: {88 89 0} 
Flow 2281: {79 78 0} 
Flow 2291: {19 10 0} 
Flow 2305: {54 53 0} 
Flow 2339: {26 30 0} 
Flow 2339: {30 175 0} 
Flow 2340: {70 69 0} 
Flow 2349: {42 41 0} 
Flow 2368: {28 25 0} 
Flow 2372: {87 84 0} 
Flow 2372: {129 47 0} 
Flow 2374: {108 87 0} 
Flow 2392: {112 257 0} 
Flow 2394: {33 130 0} 
Flow 2398: {120 265 0} 
Flow 2406: {132 277 0} 
Flow 2408: {53 134 0} 
Flow 2411: {140 285 0} 
Flow 2446: {109 254 0} 
Flow 2454: {87 108 0} 
Flow 2457: {89 88 0} 
Flow 2458: {84 87 0} 
Flow 2459: {108 48 0} 
Flow 2460: {84 142 0} 
Flow 2491: {25 77 0} 
Flow 2497: {26 22 0} 
Flow 2502: {85 26 0} 
Flow 2509: {86 79 0} 
Flow 2518: {96 241 0} 
Flow 2548: {95 127 0} 
Flow 2556: {133 132 0} 
Flow 2569: {91 92 0} 
Flow 2592: {14 11 0} 
Flow 2606: {61 35 0} 
Flow 2610: {36 181 0} 
Flow 2638: {105 102 0} 
Flow 2642: {102 103 0} 
Flow 2646: {92 91 0} 
Flow 2664: {92 95 0} 
Flow 2671: {126 271 0} 
Flow 2676: {76 83 0} 
Flow 2687: {15 160 0} 
Flow 2694: {39 184 0} 
Flow 2718: {84 229 0} 
Flow 2741: {128 273 0} 
Flow 2746: {97 96 0} 
Flow 2759: {137 136 0} 
Flow 2779: {34 179 0} 
Flow 2782: {25 26 0} 
Flow 2791: {58 57 0} 
Flow 2837: {10 8 0} 
Flow 2846: {19 164 0} 
Flow 2849: {22 167 0} 
Flow 2850: {23 168 0} 
Flow 2852: {25 170 0} 
Flow 2857: {66 65 0} 
Flow 2862: {37 182 0} 
Flow 2865: {37 40 0} 
Flow 2868: {109 44 0} 
Flow 2868: {44 189 0} 
Flow 2869: {47 45 0} 
Flow 2869: {45 190 0} 
Flow 2872: {89 95 0} 
Flow 2879: {58 203 0} 
Flow 2880: {82 58 0} 
Flow 2883: {62 207 0} 
Flow 2887: {66 211 0} 
Flow 2888: {68 213 0} 
Flow 2889: {70 215 0} 
Flow 2889: {99 66 0} 
Flow 2893: {75 220 0} 
Flow 2905: {91 90 0} 
Flow 2905: {90 235 0} 
Flow 2913: {101 246 0} 
Flow 2914: {100 103 0} 
Flow 2914: {103 248 0} 
Flow 2916: {106 251 0} 
Flow 2922: {132 33 0} 
Flow 2922: {33 118 0} 
Flow 2922: {118 113 0} 
Flow 2924: {114 115 0} 
Flow 2924: {115 260 0} 
Flow 2927: {118 263 0} 
Flow 2936: {127 128 0} 
Flow 2937: {33 131 0} 
Flow 2937: {131 276 0} 
Flow 2941: {134 137 0} 
Flow 2942: {139 284 0} 
Flow 2944: {141 286 0} 
Flow 2945: {130 145 0} 
Flow 2945: {145 290 0} 
Flow 2972: {100 101 0} 
Flow 2993: {60 205 0} 
Flow 2998: {96 97 0} 
Flow 2999: {100 77 0} 
Flow 3000: {101 100 0} 
Flow 3006: {101 99 0} 
Flow 3024: {102 105 0} 
Flow 3046: {105 250 0} 
Flow 3060: {103 100 0} 
Flow 3070: {92 2 0} 
Flow 3076: {105 99 0} 
Flow 3080: {78 79 0} 
Flow 3082: {103 78 0} 
Flow 3085: {107 106 0} 
Flow 3088: {99 244 0} 
Flow 3090: {104 105 0} 
Flow 3091: {116 261 0} 
Flow 3095: {8 7 0} 
Flow 3102: {24 23 0} 
Flow 3110: {63 62 0} 
Flow 3125: {92 237 0} 
Flow 3133: {99 68 0} 
Flow 3136: {106 92 0} 
Flow 3166: {110 111 0} 
Flow 3177: {111 113 0} 
Flow 3179: {88 233 0} 
Flow 3187: {110 117 0} 
Flow 3193: {118 33 0} 
Flow 3196: {113 118 0} 
Flow 3199: {60 57 0} 
Flow 3252: {54 59 0} 
Flow 3257: {6 3 0} 
Flow 3291: {21 27 0} 
Flow 3292: {83 228 0} 
Flow 3296: {115 114 0} 
Flow 3300: {114 130 0} 
Flow 3302: {99 105 0} 
Flow 3307: {115 116 0} 
Flow 3315: {1 9 0} 
Flow 3315: {9 154 0} 
Flow 3334: {34 39 0} 
Flow 3335: {27 82 0} 
Flow 3336: {83 76 0} 
Flow 3339: {68 88 0} 
Flow 3355: {116 114 0} 
Flow 3372: {104 107 0} 
Flow 3376: {116 117 0} 
Flow 3376: {117 110 0} 
Flow 3389: {130 131 0} 
Flow 3391: {117 116 0} 
Flow 3402: {41 186 0} 
Flow 3403: {127 129 0} 
Flow 3411: {33 132 0} 
Flow 3419: {80 70 0} 
Flow 3425: {57 202 0} 
Flow 3429: {119 71 0} 
Flow 3437: {119 55 0} 
Flow 3463: {20 16 0} 
Flow 3463: {80 57 0} 
Flow 3488: {107 252 0} 
Flow 3533: {121 120 0} 
Flow 3533: {143 142 0} 
Flow 3534: {135 131 0} 
Flow 3535: {52 137 0} 
Flow 3542: {122 129 0} 
Flow 3558: {121 94 0} 
Flow 3564: {20 10 0} 
Flow 3566: {124 123 0} 
Flow 3572: {23 38 0} 
Flow 3578: {120 20 0} 
Flow 3586: {98 77 0} 
Flow 3588: {81 82 0} 
Flow 3601: {131 130 0} 
Flow 3633: {128 127 0} 
Flow 3637: {128 129 0} 
Flow 3663: {82 227 0} 
Flow 3669: {89 96 0} 
Flow 3670: {68 99 0} 
Flow 3670: {127 95 0} 
Flow 3679: {121 266 0} 
Flow 3680: {4 3 0} 
Flow 3680: {125 46 0} 
Flow 3686: {123 120 0} 
Flow 3689: {129 127 0} 
Flow 3703: {62 63 0} 
Flow 3738: {131 135 0} 
Flow 3743: {24 169 0} 
Flow 3743: {71 55 0} 
Flow 3755: {59 60 0} 
Flow 3761: {131 33 0} 
Flow 3796: {52 59 0} 
Flow 3797: {111 110 0} 
Flow 3805: {70 61 0} 
Flow 3806: {135 136 0} 
Flow 3808: {125 270 0} 
Flow 3811: {136 137 0} 
Flow 3814: {141 139 0} 
Flow 3843: {63 65 0} 
Flow 3850: {85 79 0} 
Flow 3865: {142 109 0} 
Flow 3875: {133 53 0} 
Flow 3899: {71 119 0} 
Flow 3911: {82 81 0} 
Flow 3918: {21 22 0} 
Flow 3918: {22 26 0} 
Flow 3942: {137 134 0} 
Flow 3947: {137 52 0} 
Flow 3965: {26 171 0} 
Flow 3967: {33 178 0} 
Flow 3968: {138 139 0} 
Flow 3972: {42 187 0} 
Flow 3981: {96 72 0} 
Flow 3982: {64 209 0} 
Flow 4002: {107 104 0} 
Flow 4004: {140 44 0} 
Flow 4004: {44 109 0} 
Flow 4004: {138 140 0} 
Flow 4014: {50 4 0} 
Flow 4016: {47 129 0} 
Flow 4019: {20 165 0} 
Flow 4023: {38 183 0} 
Flow 4030: {41 48 0} 
Flow 4034: {143 41 0} 
Flow 4035: {61 206 0} 
Flow 4057: {2 92 0} 
Flow 4060: {139 141 0} 
Flow 4063: {55 119 0} 
Flow 4066: {141 142 0} 
Flow 4072: {47 124 0} 
Flow 4079: {95 89 0} 
Flow 4087: {85 230 0} 
Flow 4093: {42 47 0} 
Flow 4127: {41 42 0} 
Flow 4135: {142 84 0} 
Flow 4154: {129 128 0} 
Flow 4155: {132 133 0} 
Flow 4156: {144 130 0} 
Flow 4170: {71 216 0} 
Flow 4170: {130 33 0} 
Flow 4174: {145 130 0} 
Flow 4177: {145 114 0} 
Time taken running everything: 46 seconds
