Number of groups: 507
Flow 16947: {126 75} 
Flow 16978: {106 259} 
Flow 17025: {139 83} 
Flow 17043: {110 153} 
Flow 17063: {73 65} 
Flow 17067: {43 196} 
Flow 17086: {108 82} 
Flow 17105: {81 234} 
Flow 17153: {113 110} 
Flow 17240: {114 153} 
Flow 17354: {115 153} 
Flow 17357: {29 182} 
Flow 17404: {76 229} 
Flow 17416: {88 241} 
Flow 17459: {140 55} 
Flow 17525: {143 45} 
Flow 17636: {145 4} 
Flow 17640: {133 144} 
Flow 17708: {141 76} 
Flow 17730: {14 11} 
Flow 17731: {117 143} 
Flow 17739: {153 107} 
Flow 17744: {153 110} 
Flow 17827: {143 43} 
Flow 17845: {145 61} 
Flow 17852: {68 221} 
Flow 17864: {140 124} 
Flow 17901: {117 270} 
Flow 17947: {11 164} 
Flow 17969: {33 186} 
Flow 18025: {89 242} 
Flow 18027: {91 244} 
Flow 18041: {11 102} 
Flow 18048: {110 113} 
Flow 18056: {74 121} 
Flow 18174: {124 86} 
Flow 18208: {121 274} 
Flow 18219: {13 142} 
Flow 18228: {141 294} 
Flow 18255: {74 118} 
Flow 18337: {121 74} 
Flow 18347: {37 40} 
Flow 18430: {74 38} 
Flow 18527: {142 15} 
Flow 18541: {150 303} 
Flow 18560: {123 80} 
Flow 18746: {50 203} 
Flow 18751: {55 208} 
Flow 18805: {109 262} 
Flow 18889: {41 194} 
Flow 18889: {125 124} 
Flow 18979: {132 285} 
Flow 19062: {82 62} 
Flow 19093: {75 118} 
Flow 19109: {73 153} 
Flow 19176: {81 152} 
Flow 19226: {74 227} 
Flow 19274: {150 149} 
Flow 19277: {124 125} 
Flow 19315: {128 52} 
Flow 19464: {8 161} 
Flow 19485: {17 52} 
Flow 19494: {38 191} 
Flow 19506: {18 144} 
Flow 19518: {129 61} 
Flow 19519: {141 63} 
Flow 19619: {130 132} 
Flow 19660: {52 205} 
Flow 19731: {50 20} 
Flow 19787: {27 180} 
Flow 19792: {120 32} 
Flow 19820: {131 144} 
Flow 19821: {52 17} 
Flow 19841: {138 81} 
Flow 19850: {90 243} 
Flow 19878: {15 142} 
Flow 19889: {129 282} 
Flow 19994: {82 235} 
Flow 20160: {79 116} 
Flow 20217: {11 1} 
Flow 20253: {37 190} 
Flow 20269: {52 51} 
Flow 20323: {107 260} 
Flow 20353: {80 138} 
Flow 20366: {134 18} 
Flow 20386: {135 18} 
Flow 20479: {111 264} 
Flow 20496: {52 128} 
Flow 20503: {135 136} 
Flow 20509: {142 295} 
Flow 20534: {14 167} 
Flow 20582: {142 13} 
Flow 20588: {136 135} 
Flow 20620: {136 137} 
Flow 20755: {83 236} 
Flow 20793: {118 74} 
Flow 20873: {49 202} 
Flow 20876: {31 13} 
Flow 20984: {12 7} 
Flow 21017: {143 41} 
Flow 21065: {153 89} 
Flow 21107: {131 284} 
Flow 21115: {140 293} 
Flow 21146: {18 171} 
Flow 21415: {16 133} 
Flow 21468: {36 189} 
Flow 21478: {132 130} 
Flow 21591: {7 160} 
Flow 21611: {82 27} 
Flow 21650: {66 219} 
Flow 21651: {67 220} 
Flow 21655: {71 224} 
Flow 21657: {73 226} 
Flow 21661: {143 141} 
Flow 21757: {119 140} 
Flow 21789: {51 53} 
Flow 21803: {139 153} 
Flow 21913: {82 25} 
Flow 21960: {72 225} 
Flow 21984: {14 120} 
Flow 22029: {3 52} 
Flow 22031: {16 19} 
Flow 22087: {146 124} 
Flow 22124: {84 237} 
Flow 22387: {148 147} 
Flow 22396: {147 140} 
Flow 22574: {77 78} 
Flow 22625: {14 9} 
Flow 22679: {31 184} 
Flow 22837: {76 141} 
Flow 22877: {151 78} 
Flow 22892: {151 92} 
Flow 22896: {108 96} 
Flow 22922: {151 76} 
Flow 22967: {87 122} 
Flow 23004: {152 87} 
Flow 23029: {77 230} 
Flow 23090: {138 291} 
Flow 23236: {19 16} 
Time taken running everything: 1670 seconds
