Number of groups: 791
Flow 5475: {36 197} 
Flow 5507: {2 68} 
Flow 5511: {72 233} 
Flow 5513: {35 64} 
Flow 5548: {34 102} 
Flow 5590: {2 7} 
Flow 5591: {152 313} 
Flow 5624: {24 185} 
Flow 5626: {30 34} 
Flow 5658: {59 220} 
Flow 5674: {36 30} 
Flow 5678: {19 79} 
Flow 5738: {30 39} 
Flow 5777: {17 178} 
Flow 5822: {66 63} 
Flow 5829: {34 129} 
Flow 5834: {34 40} 
Flow 5871: {37 30} 
Flow 5903: {37 34} 
Flow 5911: {37 2} 
Flow 5961: {75 6} 
Flow 5971: {38 52} 
Flow 5973: {38 53} 
Flow 5991: {38 30} 
Flow 6008: {31 127} 
Flow 6018: {38 32} 
Flow 6055: {38 51} 
Flow 6056: {127 137} 
Flow 6069: {150 311} 
Flow 6084: {35 2} 
Flow 6085: {39 30} 
Flow 6158: {79 240} 
Flow 6161: {82 243} 
Flow 6242: {34 2} 
Flow 6350: {40 53} 
Flow 6405: {6 5} 
Flow 6427: {66 29} 
Flow 6435: {140 2} 
Flow 6444: {45 206} 
Flow 6456: {6 75} 
Flow 6559: {41 6} 
Flow 6568: {8 169} 
Flow 6611: {40 52} 
Flow 6640: {81 242} 
Flow 6665: {42 6} 
Flow 6734: {16 14} 
Flow 6748: {65 67} 
Flow 6783: {6 64} 
Flow 6788: {43 6} 
Flow 6822: {103 264} 
Flow 6882: {44 19} 
Flow 6944: {44 18} 
Flow 6953: {94 74} 
Flow 7032: {53 153} 
Flow 7115: {36 76} 
Flow 7136: {45 44} 
Flow 7155: {18 94} 
Flow 7180: {2 141} 
Flow 7196: {157 318} 
Flow 7216: {16 177} 
Flow 7218: {46 31} 
Flow 7249: {46 38} 
Flow 7261: {35 62} 
Flow 7332: {133 294} 
Flow 7427: {68 229} 
Flow 7479: {120 281} 
Flow 7544: {13 24} 
Flow 7577: {48 31} 
Flow 7579: {48 60} 
Flow 7595: {61 76} 
Flow 7642: {110 123} 
Flow 7681: {38 2} 
Flow 7729: {49 46} 
Flow 7748: {75 69} 
Flow 7814: {40 135} 
Flow 7824: {49 34} 
Flow 7974: {50 2} 
Flow 8003: {51 2} 
Flow 8054: {133 55} 
Flow 8060: {51 139} 
Flow 8108: {51 102} 
Flow 8131: {51 47} 
Flow 8197: {52 47} 
Flow 8198: {52 38} 
Flow 8205: {18 44} 
Flow 8209: {47 46} 
Flow 8221: {72 62} 
Flow 8223: {73 64} 
Flow 8225: {52 40} 
Flow 8231: {52 72} 
Flow 8233: {52 73} 
Flow 8240: {52 129} 
Flow 8252: {94 93} 
Flow 8268: {52 102} 
Flow 8273: {52 26} 
Flow 8301: {52 2} 
Flow 8316: {52 139} 
Flow 8327: {53 2} 
Flow 8405: {26 85} 
Flow 8414: {81 95} 
Flow 8423: {105 103} 
Flow 8432: {112 113} 
Flow 8490: {10 171} 
Flow 8545: {75 66} 
Flow 8668: {55 133} 
Flow 8690: {70 2} 
Flow 8731: {114 85} 
Flow 8757: {134 118} 
Flow 8794: {55 54} 
Flow 8798: {22 159} 
Flow 8802: {56 53} 
Flow 8842: {70 75} 
Flow 8938: {53 139} 
Flow 8981: {26 146} 
Flow 8998: {30 38} 
Flow 9007: {31 46} 
Flow 9083: {57 18} 
Flow 9100: {141 302} 
Flow 9134: {10 13} 
Flow 9148: {67 28} 
Flow 9167: {46 47} 
Flow 9201: {18 82} 
Flow 9212: {58 59} 
Flow 9245: {126 287} 
Flow 9262: {19 81} 
Flow 9301: {59 19} 
Flow 9308: {31 30} 
Flow 9362: {83 244} 
Flow 9381: {102 263} 
Flow 9391: {19 112} 
Flow 9408: {129 290} 
Flow 9422: {143 304} 
Flow 9469: {46 40} 
Flow 9472: {30 32} 
Flow 9477: {46 37} 
Flow 9484: {19 44} 
Flow 9501: {60 62} 
Flow 9504: {6 65} 
Flow 9566: {60 48} 
Flow 9577: {62 138} 
Flow 9578: {48 139} 
Flow 9597: {60 39} 
Flow 9597: {39 158} 
Flow 9613: {13 174} 
Flow 9643: {6 43} 
Flow 9651: {61 139} 
Flow 9662: {35 63} 
Flow 9663: {60 64} 
Flow 9671: {34 72} 
Flow 9684: {48 46} 
Flow 9692: {31 81} 
Flow 9711: {61 35} 
Flow 9716: {47 53} 
Flow 9743: {61 60} 
Flow 9763: {62 3} 
Flow 9764: {62 7} 
Flow 9788: {62 140} 
Flow 9811: {62 72} 
Flow 9830: {71 232} 
Flow 9835: {161 76} 
Flow 9853: {62 35} 
Flow 9871: {112 273} 
Flow 9875: {62 75} 
Flow 9912: {62 70} 
Flow 9916: {62 139} 
Flow 9917: {62 34} 
Flow 9924: {63 2} 
Flow 9940: {63 66} 
Flow 9941: {146 22} 
Flow 9963: {43 204} 
Flow 9967: {63 53} 
Flow 9981: {63 35} 
Flow 9988: {63 69} 
Flow 9997: {75 78} 
Flow 10017: {85 98} 
Flow 10091: {135 11} 
Flow 10132: {73 52} 
Flow 10148: {29 69} 
Flow 10157: {64 66} 
Flow 10174: {93 95} 
Flow 10219: {64 6} 
Flow 10223: {64 70} 
Flow 10301: {6 161} 
Flow 10335: {65 6} 
Flow 10401: {2 1} 
Flow 10404: {68 4} 
Flow 10411: {11 172} 
Flow 10498: {99 260} 
Flow 10536: {40 51} 
Flow 10551: {68 2} 
Flow 10575: {15 176} 
Flow 10578: {75 70} 
Flow 10620: {60 221} 
Flow 10624: {67 64} 
Flow 10644: {85 246} 
Flow 10654: {40 46} 
Flow 10684: {81 125} 
Flow 10744: {12 10} 
Flow 10762: {68 6} 
Flow 10785: {67 65} 
Flow 10816: {75 25} 
Flow 10833: {68 69} 
Flow 10931: {51 212} 
Flow 10943: {69 63} 
Flow 11002: {70 53} 
Flow 11088: {48 209} 
Flow 11143: {78 105} 
Flow 11147: {20 12} 
Flow 11160: {135 121} 
Flow 11290: {19 91} 
Flow 11346: {114 119} 
Flow 11357: {71 19} 
Flow 11359: {160 321} 
Flow 11362: {72 34} 
Flow 11392: {34 32} 
Flow 11412: {72 52} 
Flow 11433: {72 64} 
Flow 11454: {95 256} 
Flow 11471: {72 53} 
Flow 11495: {72 51} 
Flow 11541: {73 75} 
Flow 11567: {73 53} 
Flow 11604: {73 135} 
Flow 11617: {135 85} 
Flow 11679: {73 160} 
Flow 11683: {74 64} 
Flow 11687: {64 2} 
Flow 11691: {70 135} 
Flow 11708: {64 67} 
Flow 11711: {64 31} 
Flow 11715: {64 35} 
Flow 11725: {74 94} 
Flow 11732: {64 73} 
Flow 11740: {64 60} 
Flow 11752: {64 72} 
Flow 11789: {26 110} 
Flow 11834: {155 316} 
Flow 11836: {75 40} 
Flow 11838: {159 320} 
Flow 12005: {76 2} 
Flow 12018: {18 179} 
Flow 12027: {29 27} 
Flow 12031: {76 36} 
Flow 12039: {76 61} 
Flow 12044: {76 75} 
Flow 12130: {99 94} 
Flow 12160: {76 161} 
Flow 12167: {7 168} 
Flow 12193: {77 2} 
Flow 12209: {40 34} 
Flow 12221: {35 61} 
Flow 12224: {66 64} 
Flow 12245: {77 75} 
Flow 12293: {134 295} 
Flow 12309: {144 150} 
Flow 12323: {7 3} 
Flow 12384: {64 225} 
Flow 12433: {114 275} 
Flow 12452: {78 135} 
Flow 12463: {144 305} 
Flow 12582: {79 18} 
Flow 12594: {26 114} 
Flow 12604: {79 19} 
Flow 12641: {1 162} 
Flow 12756: {114 117} 
Flow 12794: {80 81} 
Flow 12895: {81 96} 
Flow 12956: {139 157} 
Flow 12959: {40 160} 
Flow 13059: {100 261} 
Flow 13065: {94 99} 
Flow 13110: {82 18} 
Flow 13115: {156 317} 
Flow 13124: {7 4} 
Flow 13134: {9 8} 
Flow 13184: {83 18} 
Flow 13215: {83 19} 
Flow 13366: {84 85} 
Flow 13451: {10 11} 
Flow 13456: {114 25} 
Flow 13497: {57 218} 
Flow 13557: {118 279} 
Flow 13629: {86 85} 
Flow 13677: {77 238} 
Flow 13765: {5 166} 
Flow 13795: {26 34} 
Flow 13827: {69 68} 
Flow 13879: {87 85} 
Flow 13909: {85 114} 
Flow 13924: {31 2} 
Flow 14009: {88 90} 
Flow 14014: {88 81} 
Flow 14064: {88 89} 
Flow 14245: {90 94} 
Flow 14334: {90 19} 
Flow 14339: {90 88} 
Flow 14386: {99 130} 
Flow 14415: {13 16} 
Flow 14454: {91 94} 
Flow 14490: {91 88} 
Flow 14512: {91 19} 
Flow 14522: {123 284} 
Flow 14535: {94 127} 
Flow 14535: {136 297} 
Flow 14548: {149 310} 
Flow 14579: {129 130} 
Flow 14580: {20 181} 
Flow 14582: {22 183} 
Flow 14616: {92 85} 
Flow 14627: {67 228} 
Flow 14681: {114 122} 
Flow 14694: {135 296} 
Flow 14781: {93 96} 
Flow 14807: {87 248} 
Flow 14827: {54 9} 
Flow 14841: {26 122} 
Flow 14969: {89 250} 
Flow 14977: {130 129} 
Flow 15055: {95 93} 
Flow 15069: {29 190} 
Flow 15077: {95 81} 
Flow 15082: {6 42} 
Flow 15110: {93 94} 
Flow 15170: {94 131} 
Flow 15181: {142 303} 
Flow 15195: {2 140} 
Flow 15202: {2 163} 
Flow 15217: {96 81} 
Flow 15225: {26 134} 
Flow 15255: {55 216} 
Flow 15259: {19 59} 
Flow 15346: {119 147} 
Flow 15355: {140 156} 
Flow 15433: {85 135} 
Flow 15448: {85 26} 
Flow 15486: {97 85} 
Flow 15525: {98 85} 
Flow 15576: {56 217} 
Flow 15582: {62 223} 
Flow 15592: {26 53} 
Flow 15616: {32 81} 
Flow 15718: {32 38} 
Flow 15770: {90 251} 
Flow 15783: {104 265} 
Flow 15790: {26 118} 
Flow 15830: {32 2} 
Flow 15836: {32 30} 
Flow 15863: {20 23} 
Flow 15889: {46 49} 
Flow 15890: {81 31} 
Flow 15931: {88 91} 
Flow 15933: {96 93} 
Flow 15957: {89 94} 
Flow 15982: {100 81} 
Flow 15985: {100 89} 
Flow 16040: {101 102} 
Flow 16051: {102 51} 
Flow 16341: {20 21} 
Flow 16343: {23 184} 
Flow 16355: {105 78} 
Flow 16416: {78 53} 
Flow 16418: {98 259} 
Flow 16430: {103 105} 
Flow 16462: {6 140} 
Flow 16464: {78 75} 
Flow 16534: {54 215} 
Flow 16595: {104 103} 
Flow 16654: {25 146} 
Flow 16736: {96 257} 
Flow 16773: {133 134} 
Flow 16886: {106 107} 
Flow 16902: {53 102} 
Flow 16920: {121 282} 
Flow 16963: {53 3} 
Flow 16985: {116 128} 
Flow 17003: {107 116} 
Flow 17113: {18 154} 
Flow 17132: {16 12} 
Flow 17173: {16 13} 
Flow 17175: {54 55} 
Flow 17193: {135 73} 
Flow 17234: {114 115} 
Flow 17259: {140 301} 
Flow 17268: {108 16} 
Flow 17285: {7 5} 
Flow 17356: {110 25} 
Flow 17390: {116 107} 
Flow 17413: {110 118} 
Flow 17422: {109 110} 
Flow 17434: {19 155} 
Flow 17481: {6 41} 
Flow 17506: {66 227} 
Flow 17546: {107 106} 
Flow 17633: {33 194} 
Flow 17657: {18 57} 
Flow 17709: {116 110} 
Flow 17727: {111 107} 
Flow 17759: {107 118} 
Flow 17761: {112 19} 
Flow 17777: {18 17} 
Flow 17823: {63 224} 
Flow 17849: {19 89} 
Flow 17868: {8 10} 
Flow 17910: {7 151} 
Flow 17921: {113 112} 
Flow 17934: {112 18} 
Flow 18010: {19 90} 
Flow 18049: {130 291} 
Flow 18240: {161 322} 
Flow 18313: {115 135} 
Flow 18343: {115 114} 
Flow 18394: {99 32} 
Flow 18476: {76 237} 
Flow 18549: {128 25} 
Flow 18556: {116 114} 
Flow 18581: {117 145} 
Flow 18596: {117 135} 
Flow 18607: {47 208} 
Flow 18612: {26 52} 
Flow 18618: {58 219} 
Flow 18677: {114 118} 
Flow 18708: {117 114} 
Flow 18781: {118 26} 
Flow 18812: {118 114} 
Flow 18853: {118 134} 
Flow 18854: {118 135} 
Flow 18999: {114 120} 
Flow 19057: {94 18} 
Flow 19097: {114 26} 
Flow 19175: {120 114} 
Flow 19233: {121 114} 
Flow 19270: {121 135} 
Flow 19297: {97 258} 
Flow 19301: {102 101} 
Flow 19331: {53 129} 
Flow 19414: {122 26} 
Flow 19430: {135 70} 
Flow 19471: {114 116} 
Flow 19494: {122 135} 
Flow 19502: {122 114} 
Flow 19506: {147 308} 
Flow 19524: {123 110} 
Flow 19526: {6 167} 
Flow 19580: {110 26} 
Flow 19622: {109 102} 
Flow 19640: {110 116} 
Flow 19645: {81 126} 
Flow 19700: {124 81} 
Flow 19708: {28 189} 
Flow 19737: {17 18} 
Flow 19752: {32 34} 
Flow 19780: {81 100} 
Flow 19785: {105 266} 
Flow 19786: {106 267} 
Flow 19837: {34 158} 
Flow 19849: {129 53} 
Flow 19878: {38 199} 
Flow 19913: {81 32} 
Flow 19928: {81 88} 
Flow 19970: {125 81} 
Flow 19993: {19 154} 
Flow 20021: {126 81} 
Flow 20109: {102 109} 
Flow 20144: {145 306} 
Flow 20260: {89 100} 
Flow 20378: {25 134} 
Flow 20381: {60 61} 
Flow 20444: {134 26} 
Flow 20499: {19 180} 
Flow 20532: {129 52} 
Flow 20808: {131 94} 
Flow 20911: {107 111} 
Flow 20931: {132 293} 
Flow 21035: {53 70} 
Flow 21040: {89 19} 
Flow 21057: {85 97} 
Flow 21080: {132 94} 
Flow 21249: {133 135} 
Flow 21440: {134 133} 
Flow 21473: {135 40} 
Flow 21529: {94 89} 
Flow 21549: {118 110} 
Flow 21551: {135 118} 
Flow 21553: {113 274} 
Flow 21555: {135 115} 
Flow 21560: {134 25} 
Flow 21589: {135 144} 
Flow 21638: {51 38} 
Flow 21735: {136 51} 
Flow 21780: {137 136} 
Flow 21789: {51 40} 
Flow 21797: {127 31} 
Flow 21815: {135 133} 
Flow 21824: {31 64} 
Flow 21827: {68 67} 
Flow 21832: {51 72} 
Flow 21855: {137 127} 
Flow 21864: {103 104} 
Flow 21871: {111 272} 
Flow 21909: {51 26} 
Flow 21911: {137 2} 
Flow 21915: {137 62} 
Flow 21957: {37 198} 
Flow 21971: {2 51} 
Flow 22037: {135 117} 
Flow 22051: {138 2} 
Flow 22057: {62 137} 
Flow 22079: {138 62} 
Flow 22128: {139 48} 
Flow 22146: {139 39} 
Flow 22154: {64 74} 
Flow 22155: {40 75} 
Flow 22156: {139 61} 
Flow 22188: {108 269} 
Flow 22197: {117 278} 
Flow 22289: {49 210} 
Flow 22300: {62 60} 
Flow 22315: {75 236} 
Flow 22403: {1 3} 
Flow 22403: {141 4} 
Flow 22411: {34 26} 
Flow 22431: {2 31} 
Flow 22442: {42 203} 
Flow 22463: {2 63} 
Flow 22515: {115 276} 
Flow 22522: {122 283} 
Flow 22528: {141 2} 
Flow 22533: {2 70} 
Flow 22594: {34 195} 
Flow 22609: {2 38} 
Flow 22634: {142 2} 
Flow 22811: {127 94} 
Flow 22830: {143 140} 
Flow 22857: {2 137} 
Flow 22936: {53 56} 
Flow 22968: {88 249} 
Flow 23088: {145 25} 
Flow 23116: {75 76} 
Flow 23133: {93 254} 
Flow 23214: {14 175} 
Flow 23229: {69 29} 
Flow 23270: {70 231} 
Flow 23371: {22 20} 
Flow 23391: {31 192} 
Flow 23418: {59 58} 
Flow 23439: {147 119} 
Flow 23461: {101 262} 
Flow 23493: {119 114} 
Flow 23507: {148 309} 
Flow 23539: {148 102} 
Flow 23550: {102 34} 
Flow 23553: {30 33} 
Flow 23562: {102 53} 
Flow 23572: {102 52} 
Flow 23603: {18 83} 
Flow 23604: {85 84} 
Flow 23644: {124 285} 
Flow 23671: {7 152} 
Flow 23712: {149 53} 
Flow 23715: {35 196} 
Flow 23727: {53 47} 
Flow 23742: {70 62} 
Flow 23807: {127 288} 
Flow 23837: {129 34} 
Flow 23868: {144 25} 
Flow 23871: {150 144} 
Flow 23876: {144 26} 
Flow 23913: {53 73} 
Flow 23975: {144 135} 
Flow 24006: {140 6} 
Flow 24014: {2 75} 
Flow 24037: {2 37} 
Flow 24040: {40 201} 
Flow 24128: {128 289} 
Flow 24147: {151 7} 
Flow 24231: {19 71} 
Flow 24236: {2 76} 
Flow 24250: {94 90} 
Flow 24269: {7 2} 
Flow 24290: {152 7} 
Flow 24410: {153 53} 
Flow 24412: {85 92} 
Flow 24457: {51 136} 
Flow 24459: {139 300} 
Flow 24471: {151 312} 
Flow 24507: {154 18} 
Flow 24511: {154 19} 
Flow 24672: {32 193} 
Flow 24691: {47 51} 
Flow 24720: {155 19} 
Flow 24764: {81 124} 
Flow 24809: {9 170} 
Flow 24814: {12 16} 
Flow 24819: {156 140} 
Flow 24954: {154 315} 
Flow 24956: {2 139} 
Flow 25012: {139 52} 
Flow 25021: {157 139} 
Flow 25022: {139 62} 
Flow 25055: {39 46} 
Flow 25096: {139 51} 
Flow 25103: {139 2} 
Flow 25107: {139 53} 
Flow 25159: {158 39} 
Flow 25174: {26 54} 
Flow 25204: {84 245} 
Flow 25242: {158 34} 
Flow 25257: {137 298} 
Flow 25270: {26 144} 
Flow 25283: {3 164} 
Flow 25325: {159 22} 
Flow 25390: {110 271} 
Flow 25401: {114 121} 
Flow 25466: {26 187} 
Flow 25510: {160 70} 
Flow 25514: {160 73} 
Flow 25520: {80 241} 
Flow 25525: {160 40} 
Flow 25527: {85 87} 
Flow 25528: {89 88} 
Flow 25562: {135 122} 
Flow 25579: {39 139} 
Flow 25716: {161 6} 
Flow 25753: {153 314} 
Time taken running everything: 28956 seconds
