Number of groups: 405
Flow 1756: {130 309 0} 
Flow 1765: {10 189 0} 
Flow 1771: {39 123 0} 
Flow 1787: {36 40 0} 
Flow 1798: {41 38 0} 
Flow 1800: {86 43 0} 
Flow 1820: {16 195 0} 
Flow 1836: {66 121 0} 
Flow 1838: {60 61 0} 
Flow 1863: {123 302 0} 
Flow 1873: {109 108 0} 
Flow 1874: {84 83 0} 
Flow 1912: {91 92 0} 
Flow 1945: {134 100 0} 
Flow 1962: {49 102 0} 
Flow 1984: {90 269 0} 
Flow 1989: {96 95 0} 
Flow 1995: {104 283 0} 
Flow 2004: {119 114 0} 
Flow 2006: {118 297 0} 
Flow 2014: {72 109 0} 
Flow 2040: {44 64 0} 
Flow 2044: {107 22 0} 
Flow 2050: {28 207 0} 
Flow 2055: {36 215 0} 
Flow 2056: {40 37 0} 
Flow 2056: {37 216 0} 
Flow 2063: {102 47 0} 
Flow 2070: {57 236 0} 
Flow 2076: {64 63 0} 
Flow 2098: {57 101 0} 
Flow 2135: {64 59 0} 
Flow 2135: {137 138 0} 
Flow 2135: {138 317 0} 
Flow 2152: {45 57 0} 
Flow 2177: {45 46 0} 
Flow 2177: {81 260 0} 
Flow 2185: {54 55 0} 
Flow 2191: {57 49 0} 
Flow 2207: {46 44 0} 
Flow 2221: {88 87 0} 
Flow 2230: {7 19 0} 
Flow 2242: {47 102 0} 
Flow 2243: {124 68 0} 
Flow 2268: {1 125 0} 
Flow 2285: {99 135 0} 
Flow 2289: {83 1 0} 
Flow 2289: {126 31 0} 
Flow 2294: {122 42 0} 
Flow 2304: {61 240 0} 
Flow 2305: {9 62 0} 
Flow 2310: {70 249 0} 
Flow 2369: {49 51 0} 
Flow 2429: {49 52 0} 
Flow 2435: {52 101 0} 
Flow 2440: {85 84 0} 
Flow 2461: {5 6 0} 
Flow 2469: {50 17 0} 
Flow 2508: {50 49 0} 
Flow 2516: {92 91 0} 
Flow 2536: {119 118 0} 
Flow 2548: {100 130 0} 
Flow 2580: {59 238 0} 
Flow 2612: {95 97 0} 
Flow 2633: {122 43 0} 
Flow 2641: {24 20 0} 
Flow 2691: {109 110 0} 
Flow 2704: {135 314 0} 
Flow 2741: {54 53 0} 
Flow 2803: {53 101 0} 
Flow 2859: {94 96 0} 
Flow 2881: {57 45 0} 
Flow 2921: {52 231 0} 
Flow 2986: {3 182 0} 
Flow 3040: {60 59 0} 
Flow 3100: {110 105 0} 
Flow 3113: {123 39 0} 
Flow 3133: {61 60 0} 
Flow 3158: {105 284 0} 
Flow 3160: {138 108 0} 
Flow 3163: {111 290 0} 
Flow 3165: {127 112 0} 
Flow 3212: {62 9 0} 
Flow 3255: {63 64 0} 
Flow 3303: {28 129 0} 
Flow 3313: {98 81 0} 
Flow 3319: {91 93 0} 
Flow 3326: {19 198 0} 
Flow 3372: {53 54 0} 
Flow 3405: {24 98 0} 
Flow 3418: {66 70 0} 
Flow 3425: {135 134 0} 
Flow 3453: {76 79 0} 
Flow 3495: {4 183 0} 
Flow 3499: {8 187 0} 
Flow 3514: {127 107 0} 
Flow 3527: {80 75 0} 
Flow 3548: {74 253 0} 
Flow 3564: {121 77 0} 
Flow 3578: {2 119 0} 
Flow 3588: {127 306 0} 
Flow 3591: {73 15 0} 
Flow 3654: {16 40 0} 
Flow 3663: {69 13 0} 
Flow 3700: {68 66 0} 
Flow 3717: {76 60 0} 
Flow 3776: {123 41 0} 
Flow 3780: {112 291 0} 
Flow 3792: {131 310 0} 
Flow 3834: {124 80 0} 
Flow 3838: {46 45 0} 
Flow 3844: {77 78 0} 
Flow 3844: {108 287 0} 
Flow 3862: {71 121 0} 
Flow 3927: {128 307 0} 
Flow 3951: {29 208 0} 
Flow 3960: {58 44 0} 
Flow 3962: {70 66 0} 
Flow 3963: {78 79 0} 
Flow 3982: {12 93 0} 
Flow 4025: {38 217 0} 
Flow 4034: {8 65 0} 
Flow 4043: {138 137 0} 
Flow 4047: {74 108 0} 
Flow 4113: {44 102 0} 
Flow 4169: {67 246 0} 
Flow 4229: {48 58 0} 
Flow 4254: {80 124 0} 
Flow 4288: {59 65 0} 
Flow 4325: {132 133 0} 
Flow 4333: {82 83 0} 
Flow 4337: {121 67 0} 
Flow 4359: {122 301 0} 
Flow 4364: {125 2 0} 
Flow 4379: {41 123 0} 
Flow 4383: {83 84 0} 
Flow 4403: {39 218 0} 
Flow 4405: {41 220 0} 
Flow 4422: {19 7 0} 
Flow 4426: {78 77 0} 
Flow 4431: {59 60 0} 
Flow 4443: {98 277 0} 
Flow 4460: {119 298 0} 
Flow 4462: {84 85 0} 
Flow 4468: {129 128 0} 
Flow 4493: {69 248 0} 
Flow 4494: {121 66 0} 
Flow 4551: {28 26 0} 
Flow 4571: {71 250 0} 
Flow 4613: {136 137 0} 
Flow 4617: {3 4 0} 
Flow 4620: {88 86 0} 
Flow 4647: {89 92 0} 
Flow 4671: {108 74 0} 
Flow 4715: {132 311 0} 
Flow 4722: {2 181 0} 
Flow 4753: {124 67 0} 
Flow 4772: {43 122 0} 
Flow 4786: {48 75 0} 
Flow 4812: {14 16 0} 
Flow 4851: {90 87 0} 
Flow 4857: {122 51 0} 
Flow 4880: {51 49 0} 
Flow 4896: {93 12 0} 
Flow 4901: {40 36 0} 
Flow 4905: {89 87 0} 
Flow 4925: {60 76 0} 
Flow 4945: {100 72 0} 
Flow 4959: {133 132 0} 
Flow 4987: {49 228 0} 
Flow 5064: {45 224 0} 
Flow 5078: {67 121 0} 
Flow 5118: {134 313 0} 
Flow 5141: {109 103 0} 
Flow 5146: {133 34 0} 
Flow 5187: {104 106 0} 
Flow 5228: {27 206 0} 
Flow 5248: {68 247 0} 
Flow 5249: {75 80 0} 
Flow 5263: {94 55 0} 
Flow 5282: {99 98 0} 
Flow 5497: {49 17 0} 
Flow 5529: {70 69 0} 
Flow 5540: {91 270 0} 
Flow 5544: {101 53 0} 
Flow 5554: {114 293 0} 
Flow 5620: {89 268 0} 
Flow 5653: {27 31 0} 
Flow 5655: {125 5 0} 
Flow 5672: {31 210 0} 
Flow 5694: {75 254 0} 
Flow 5699: {65 59 0} 
Flow 5702: {92 89 0} 
Flow 5717: {105 104 0} 
Flow 5738: {5 184 0} 
Flow 5739: {6 185 0} 
Flow 5743: {17 11 0} 
Flow 5750: {19 18 0} 
Flow 5753: {22 201 0} 
Flow 5762: {29 32 0} 
Flow 5776: {53 232 0} 
Flow 5793: {135 99 0} 
Flow 5838: {105 110 0} 
Flow 5848: {108 138 0} 
Flow 5860: {21 200 0} 
Flow 5880: {47 226 0} 
Flow 5881: {48 227 0} 
Flow 5905: {137 136 0} 
Flow 5926: {110 289 0} 
Flow 5928: {106 127 0} 
Flow 5936: {136 135 0} 
Flow 5937: {108 109 0} 
Flow 5951: {126 119 0} 
Flow 5981: {40 219 0} 
Flow 5998: {34 38 0} 
Flow 6001: {73 252 0} 
Flow 6007: {80 259 0} 
Flow 6014: {94 273 0} 
Flow 6034: {121 300 0} 
Flow 6037: {24 19 0} 
Flow 6038: {26 27 0} 
Flow 6074: {51 230 0} 
Flow 6101: {134 135 0} 
Flow 6103: {97 95 0} 
Flow 6112: {110 109 0} 
Flow 6126: {31 126 0} 
Flow 6152: {111 110 0} 
Flow 6183: {112 113 0} 
Flow 6216: {1 180 0} 
Flow 6217: {115 29 0} 
Flow 6228: {113 115 0} 
Flow 6233: {100 134 0} 
Flow 6251: {103 282 0} 
Flow 6266: {114 119 0} 
Flow 6272: {16 14 0} 
Flow 6277: {24 203 0} 
Flow 6287: {101 52 0} 
Flow 6337: {131 132 0} 
Flow 6345: {55 54 0} 
Flow 6351: {116 23 0} 
Flow 6359: {104 105 0} 
Flow 6360: {79 258 0} 
Flow 6369: {106 104 0} 
Flow 6410: {119 2 0} 
Flow 6411: {58 237 0} 
Flow 6418: {118 119 0} 
Flow 6419: {2 125 0} 
Flow 6430: {106 285 0} 
Flow 6449: {7 186 0} 
Flow 6452: {11 190 0} 
Flow 6455: {14 193 0} 
Flow 6462: {19 21 0} 
Flow 6481: {44 46 0} 
Flow 6494: {63 242 0} 
Flow 6509: {44 58 0} 
Flow 6513: {87 90 0} 
Flow 6534: {115 294 0} 
Flow 6537: {125 1 0} 
Flow 6565: {103 28 0} 
Flow 6590: {120 117 0} 
Flow 6596: {52 49 0} 
Flow 6604: {23 106 0} 
Flow 6608: {129 308 0} 
Flow 6613: {117 116 0} 
Flow 6627: {98 99 0} 
Flow 6636: {75 48 0} 
Flow 6637: {67 124 0} 
Flow 6671: {109 288 0} 
Flow 6675: {106 23 0} 
Flow 6685: {13 73 0} 
Flow 6688: {136 315 0} 
Flow 6691: {8 7 0} 
Flow 6696: {15 73 0} 
Flow 6716: {49 57 0} 
Flow 6723: {102 44 0} 
Flow 6725: {64 243 0} 
Flow 6746: {97 276 0} 
Flow 6757: {116 117 0} 
Flow 6763: {97 135 0} 
Flow 6808: {98 24 0} 
Flow 6810: {15 194 0} 
Flow 6817: {25 204 0} 
Flow 6830: {102 49 0} 
Flow 6835: {60 239 0} 
Flow 6874: {126 33 0} 
Flow 6888: {2 3 0} 
Flow 6913: {32 211 0} 
Flow 6925: {64 44 0} 
Flow 6933: {62 241 0} 
Flow 6961: {102 281 0} 
Flow 6971: {30 29 0} 
Flow 7016: {34 213 0} 
Flow 7066: {110 111 0} 
Flow 7102: {128 103 0} 
Flow 7123: {128 129 0} 
Flow 7127: {129 28 0} 
Flow 7135: {103 108 0} 
Flow 7151: {101 57 0} 
Flow 7174: {131 130 0} 
Flow 7184: {123 36 0} 
Flow 7197: {96 94 0} 
Flow 7235: {132 131 0} 
Flow 7285: {72 251 0} 
Flow 7360: {54 233 0} 
Flow 7481: {77 256 0} 
Flow 7520: {108 103 0} 
Flow 7525: {42 221 0} 
Time taken running everything: 76 seconds
