Number of groups: 405
Flow 4772: {43 122} 
Flow 4786: {48 75} 
Flow 4812: {14 16} 
Flow 4851: {90 87} 
Flow 4857: {122 51} 
Flow 4880: {51 49} 
Flow 4896: {93 12} 
Flow 4901: {40 36} 
Flow 4905: {89 87} 
Flow 4925: {60 76} 
Flow 4945: {100 72} 
Flow 4959: {133 132} 
Flow 4987: {49 228} 
Flow 5064: {45 224} 
Flow 5078: {67 121} 
Flow 5118: {134 313} 
Flow 5141: {109 103} 
Flow 5146: {133 34} 
Flow 5187: {104 106} 
Flow 5228: {27 206} 
Flow 5248: {68 247} 
Flow 5249: {75 80} 
Flow 5263: {94 55} 
Flow 5282: {99 98} 
Flow 5497: {49 17} 
Flow 5529: {70 69} 
Flow 5540: {91 270} 
Flow 5544: {101 53} 
Flow 5554: {114 293} 
Flow 5620: {89 268} 
Flow 5653: {27 31} 
Flow 5655: {125 5} 
Flow 5672: {31 210} 
Flow 5694: {75 254} 
Flow 5699: {65 59} 
Flow 5702: {92 89} 
Flow 5717: {105 104} 
Flow 5738: {5 184} 
Flow 5739: {6 185} 
Flow 5743: {17 11} 
Flow 5750: {19 18} 
Flow 5753: {22 201} 
Flow 5762: {29 32} 
Flow 5776: {53 232} 
Flow 5793: {135 99} 
Flow 5838: {105 110} 
Flow 5848: {108 138} 
Flow 5860: {21 200} 
Flow 5880: {47 226} 
Flow 5881: {48 227} 
Flow 5905: {137 136} 
Flow 5926: {110 289} 
Flow 5928: {106 127} 
Flow 5936: {136 135} 
Flow 5937: {108 109} 
Flow 5951: {126 119} 
Flow 5981: {40 219} 
Flow 5998: {34 38} 
Flow 6001: {73 252} 
Flow 6007: {80 259} 
Flow 6014: {94 273} 
Flow 6034: {121 300} 
Flow 6037: {24 19} 
Flow 6038: {26 27} 
Flow 6074: {51 230} 
Flow 6101: {134 135} 
Flow 6103: {97 95} 
Flow 6112: {110 109} 
Flow 6126: {31 126} 
Flow 6152: {111 110} 
Flow 6183: {112 113} 
Flow 6216: {1 180} 
Flow 6217: {115 29} 
Flow 6228: {113 115} 
Flow 6233: {100 134} 
Flow 6251: {103 282} 
Flow 6266: {114 119} 
Flow 6272: {16 14} 
Flow 6277: {24 203} 
Flow 6287: {101 52} 
Flow 6337: {131 132} 
Flow 6345: {55 54} 
Flow 6351: {116 23} 
Flow 6359: {104 105} 
Flow 6360: {79 258} 
Flow 6369: {106 104} 
Flow 6410: {119 2} 
Flow 6411: {58 237} 
Flow 6418: {118 119} 
Flow 6419: {2 125} 
Flow 6430: {106 285} 
Flow 6449: {7 186} 
Flow 6452: {11 190} 
Flow 6455: {14 193} 
Flow 6462: {19 21} 
Flow 6481: {44 46} 
Flow 6494: {63 242} 
Flow 6509: {44 58} 
Flow 6513: {87 90} 
Flow 6534: {115 294} 
Flow 6537: {125 1} 
Flow 6565: {103 28} 
Flow 6590: {120 117} 
Flow 6596: {52 49} 
Flow 6604: {23 106} 
Flow 6608: {129 308} 
Flow 6613: {117 116} 
Flow 6627: {98 99} 
Flow 6636: {75 48} 
Flow 6637: {67 124} 
Flow 6671: {109 288} 
Flow 6675: {106 23} 
Flow 6685: {13 73} 
Flow 6688: {136 315} 
Flow 6691: {8 7} 
Flow 6696: {15 73} 
Flow 6716: {49 57} 
Flow 6723: {102 44} 
Flow 6725: {64 243} 
Flow 6746: {97 276} 
Flow 6757: {116 117} 
Flow 6763: {97 135} 
Flow 6808: {98 24} 
Flow 6810: {15 194} 
Flow 6817: {25 204} 
Flow 6830: {102 49} 
Flow 6835: {60 239} 
Flow 6874: {126 33} 
Flow 6888: {2 3} 
Flow 6913: {32 211} 
Flow 6925: {64 44} 
Flow 6933: {62 241} 
Flow 6961: {102 281} 
Flow 6971: {30 29} 
Flow 7016: {34 213} 
Flow 7066: {110 111} 
Flow 7102: {128 103} 
Flow 7123: {128 129} 
Flow 7127: {129 28} 
Flow 7135: {103 108} 
Flow 7151: {101 57} 
Flow 7174: {131 130} 
Flow 7184: {123 36} 
Flow 7197: {96 94} 
Flow 7235: {132 131} 
Flow 7285: {72 251} 
Flow 7360: {54 233} 
Flow 7481: {77 256} 
Flow 7520: {108 103} 
Flow 7525: {42 221} 
Time taken running everything: 681 seconds
