Number of groups: 790
Flow 2201: {16 23} 
Flow 2321: {15 16} 
Flow 2393: {75 62} 
Flow 2417: {90 251} 
Flow 2444: {145 117} 
Flow 2448: {20 22} 
Flow 2571: {17 18} 
Flow 2591: {99 130} 
Flow 2645: {19 81} 
Flow 2693: {45 206} 
Flow 2709: {127 31} 
Flow 2717: {18 94} 
Flow 2729: {17 19} 
Flow 2764: {130 129} 
Flow 2802: {154 315} 
Flow 2815: {6 167} 
Flow 2825: {9 8} 
Flow 2849: {81 31} 
Flow 2858: {50 211} 
Flow 2864: {56 217} 
Flow 2868: {35 61} 
Flow 3002: {25 134} 
Flow 3003: {36 197} 
Flow 3027: {26 53} 
Flow 3050: {22 146} 
Flow 3073: {106 267} 
Flow 3144: {21 16} 
Flow 3211: {18 83} 
Flow 3289: {25 75} 
Flow 3391: {146 26} 
Flow 3412: {146 25} 
Flow 3464: {23 16} 
Flow 3474: {23 24} 
Flow 3474: {24 185} 
Flow 3490: {23 20} 
Flow 3533: {83 244} 
Flow 3643: {54 26} 
Flow 3658: {47 208} 
Flow 3670: {60 221} 
Flow 3710: {100 261} 
Flow 3714: {13 10} 
Flow 3718: {24 23} 
Flow 3755: {24 13} 
Flow 3794: {13 24} 
Flow 3802: {53 129} 
Flow 3840: {134 26} 
Flow 3883: {128 116} 
Flow 3903: {26 51} 
Flow 4073: {26 134} 
Flow 4075: {147 308} 
Flow 4093: {68 4} 
Flow 4094: {6 5} 
Flow 4111: {25 146} 
Flow 4155: {27 28} 
Flow 4220: {27 29} 
Flow 4231: {26 144} 
Flow 4241: {18 154} 
Flow 4258: {22 20} 
Flow 4275: {28 27} 
Flow 4283: {65 6} 
Flow 4284: {30 36} 
Flow 4294: {28 67} 
Flow 4312: {67 64} 
Flow 4314: {67 63} 
Flow 4403: {75 40} 
Flow 4410: {66 68} 
Flow 4437: {28 189} 
Flow 4444: {35 196} 
Flow 4471: {140 62} 
Flow 4482: {75 73} 
Flow 4487: {29 66} 
Flow 4497: {88 249} 
Flow 4531: {114 122} 
Flow 4564: {19 155} 
Flow 4592: {22 183} 
Flow 4637: {30 40} 
Flow 4755: {25 186} 
Flow 4804: {36 76} 
Flow 4805: {78 239} 
Flow 4916: {32 99} 
Flow 5062: {33 2} 
Flow 5079: {30 32} 
Flow 5143: {33 30} 
Flow 5171: {31 127} 
Flow 5189: {75 25} 
Flow 5307: {53 78} 
Flow 5343: {37 46} 
Flow 5377: {30 34} 
Flow 5413: {34 49} 
Flow 5419: {40 135} 
Flow 5436: {35 64} 
Flow 5438: {61 76} 
Flow 5481: {35 30} 
Flow 5503: {2 141} 
Flow 5539: {16 177} 
Flow 5589: {66 227} 
Flow 5640: {135 117} 
Flow 5666: {36 30} 
Flow 5687: {37 2} 
Flow 5736: {47 52} 
Flow 5736: {52 213} 
Flow 5780: {96 257} 
Flow 5796: {37 30} 
Flow 5846: {1 162} 
Flow 5850: {5 166} 
Flow 5886: {6 41} 
Flow 5895: {2 50} 
Flow 5897: {38 52} 
Flow 5944: {38 32} 
Flow 5954: {109 270} 
Flow 5965: {38 53} 
Flow 5966: {121 282} 
Flow 5981: {38 51} 
Flow 6013: {39 30} 
Flow 6019: {13 174} 
Flow 6077: {46 40} 
Flow 6131: {37 34} 
Flow 6131: {129 290} 
Flow 6139: {127 137} 
Flow 6182: {19 180} 
Flow 6196: {40 30} 
Flow 6270: {107 268} 
Flow 6278: {40 53} 
Flow 6334: {10 171} 
Flow 6425: {102 101} 
Flow 6446: {41 6} 
Flow 6461: {2 137} 
Flow 6514: {2 33} 
Flow 6527: {42 6} 
Flow 6615: {142 303} 
Flow 6663: {30 191} 
Flow 6717: {86 247} 
Flow 6740: {6 75} 
Flow 6769: {2 138} 
Flow 6777: {43 6} 
Flow 6823: {44 19} 
Flow 6847: {30 35} 
Flow 6878: {85 97} 
Flow 6911: {131 292} 
Flow 7036: {81 95} 
Flow 7072: {44 18} 
Flow 7082: {45 44} 
Flow 7172: {70 231} 
Flow 7218: {46 47} 
Flow 7338: {76 237} 
Flow 7359: {97 258} 
Flow 7375: {47 46} 
Flow 7447: {69 29} 
Flow 7451: {46 37} 
Flow 7453: {38 30} 
Flow 7465: {46 49} 
Flow 7475: {35 62} 
Flow 7519: {19 112} 
Flow 7521: {115 276} 
Flow 7560: {48 139} 
Flow 7568: {4 165} 
Flow 7571: {38 2} 
Flow 7576: {26 146} 
Flow 7587: {23 184} 
Flow 7629: {65 226} 
Flow 7640: {49 34} 
Flow 7652: {81 88} 
Flow 7677: {49 46} 
Flow 7690: {81 126} 
Flow 7699: {135 296} 
Flow 7773: {38 46} 
Flow 7786: {61 222} 
Flow 7808: {50 2} 
Flow 7935: {51 47} 
Flow 7949: {66 63} 
Flow 7958: {51 72} 
Flow 7966: {80 241} 
Flow 7990: {103 104} 
Flow 8045: {159 320} 
Flow 8048: {52 2} 
Flow 8063: {52 129} 
Flow 8083: {52 38} 
Flow 8091: {52 47} 
Flow 8106: {72 62} 
Flow 8108: {52 73} 
Flow 8115: {52 72} 
Flow 8119: {52 40} 
Flow 8127: {52 26} 
Flow 8144: {52 102} 
Flow 8199: {52 139} 
Flow 8235: {53 40} 
Flow 8362: {26 34} 
Flow 8419: {130 99} 
Flow 8494: {54 55} 
Flow 8500: {139 300} 
Flow 8508: {114 119} 
Flow 8526: {70 2} 
Flow 8540: {55 54} 
Flow 8541: {81 19} 
Flow 8559: {34 37} 
Flow 8599: {135 70} 
Flow 8625: {135 78} 
Flow 8632: {118 110} 
Flow 8637: {114 115} 
Flow 8677: {155 316} 
Flow 8709: {67 28} 
Flow 8744: {64 225} 
Flow 8754: {56 53} 
Flow 8768: {94 90} 
Flow 8813: {70 135} 
Flow 8816: {53 2} 
Flow 8958: {57 18} 
Flow 9012: {89 94} 
Flow 9051: {59 19} 
Flow 9091: {58 59} 
Flow 9103: {104 265} 
Flow 9153: {19 154} 
Flow 9332: {47 53} 
Flow 9340: {48 46} 
Flow 9351: {31 192} 
Flow 9400: {48 31} 
Flow 9460: {60 62} 
Flow 9494: {54 9} 
Flow 9509: {76 161} 
Flow 9517: {61 35} 
Flow 9532: {139 51} 
Flow 9544: {35 63} 
Flow 9545: {60 64} 
Flow 9546: {161 6} 
Flow 9558: {77 238} 
Flow 9587: {61 60} 
Flow 9615: {60 48} 
Flow 9624: {35 2} 
Flow 9627: {146 307} 
Flow 9645: {62 3} 
Flow 9689: {62 35} 
Flow 9705: {62 140} 
Flow 9709: {62 70} 
Flow 9712: {62 75} 
Flow 9716: {2 77} 
Flow 9726: {62 34} 
Flow 9738: {99 260} 
Flow 9790: {62 7} 
Flow 9796: {62 139} 
Flow 9828: {66 29} 
Flow 9841: {66 65} 
Flow 9849: {63 2} 
Flow 9857: {59 220} 
Flow 9859: {63 35} 
Flow 9869: {63 53} 
Flow 9930: {75 70} 
Flow 9935: {66 75} 
Flow 9936: {63 66} 
Flow 9952: {140 156} 
Flow 10001: {74 94} 
Flow 10016: {19 59} 
Flow 10024: {64 67} 
Flow 10026: {29 69} 
Flow 10027: {64 70} 
Flow 10095: {64 2} 
Flow 10113: {64 6} 
Flow 10117: {64 73} 
Flow 10117: {73 160} 
Flow 10142: {12 10} 
Flow 10280: {68 2} 
Flow 10306: {63 67} 
Flow 10321: {6 43} 
Flow 10388: {99 94} 
Flow 10416: {140 301} 
Flow 10444: {7 168} 
Flow 10456: {67 68} 
Flow 10496: {67 65} 
Flow 10532: {68 69} 
Flow 10564: {69 75} 
Flow 10593: {161 322} 
Flow 10680: {94 91} 
Flow 10745: {68 6} 
Flow 10813: {69 63} 
Flow 10834: {85 84} 
Flow 10887: {51 136} 
Flow 10903: {153 314} 
Flow 10920: {9 170} 
Flow 10975: {70 64} 
Flow 10996: {135 85} 
Flow 10996: {85 246} 
Flow 11026: {135 115} 
Flow 11114: {6 42} 
Flow 11116: {19 44} 
Flow 11148: {71 19} 
Flow 11163: {19 91} 
Flow 11229: {46 39} 
Flow 11237: {34 2} 
Flow 11248: {16 15} 
Flow 11253: {146 22} 
Flow 11261: {53 70} 
Flow 11271: {30 38} 
Flow 11274: {41 202} 
Flow 11285: {72 52} 
Flow 11307: {72 64} 
Flow 11313: {30 31} 
Flow 11314: {81 242} 
Flow 11333: {34 30} 
Flow 11357: {72 34} 
Flow 11369: {72 51} 
Flow 11392: {72 53} 
Flow 11403: {73 135} 
Flow 11423: {40 34} 
Flow 11479: {73 53} 
Flow 11501: {135 121} 
Flow 11524: {73 75} 
Flow 11568: {64 31} 
Flow 11572: {64 35} 
Flow 11589: {73 52} 
Flow 11596: {64 60} 
Flow 11606: {19 71} 
Flow 11607: {64 72} 
Flow 11619: {114 85} 
Flow 11623: {89 88} 
Flow 11640: {64 66} 
Flow 11693: {74 64} 
Flow 11699: {7 3} 
Flow 11772: {75 76} 
Flow 11781: {25 114} 
Flow 11783: {87 248} 
Flow 11789: {93 254} 
Flow 11805: {53 102} 
Flow 11819: {123 284} 
Flow 11896: {60 39} 
Flow 11907: {76 2} 
Flow 11953: {76 36} 
Flow 11961: {76 75} 
Flow 11963: {116 107} 
Flow 11983: {31 81} 
Flow 12008: {2 7} 
Flow 12009: {7 152} 
Flow 12019: {77 2} 
Flow 12125: {77 75} 
Flow 12193: {78 75} 
Flow 12214: {53 47} 
Flow 12242: {66 64} 
Flow 12276: {16 108} 
Flow 12290: {135 122} 
Flow 12319: {7 151} 
Flow 12350: {21 182} 
Flow 12363: {32 34} 
Flow 12367: {79 19} 
Flow 12419: {19 90} 
Flow 12461: {79 18} 
Flow 12466: {137 298} 
Flow 12517: {31 30} 
Flow 12528: {39 200} 
Flow 12555: {69 68} 
Flow 12614: {80 81} 
Flow 12843: {34 195} 
Flow 12862: {53 214} 
Flow 12903: {82 18} 
Flow 12951: {2 142} 
Flow 13014: {44 205} 
Flow 13019: {49 210} 
Flow 13028: {58 219} 
Flow 13031: {83 19} 
Flow 13070: {89 100} 
Flow 13077: {83 18} 
Flow 13083: {113 274} 
Flow 13106: {47 51} 
Flow 13119: {53 149} 
Flow 13129: {22 159} 
Flow 13208: {75 77} 
Flow 13237: {84 85} 
Flow 13237: {114 116} 
Flow 13280: {85 26} 
Flow 13461: {114 25} 
Flow 13558: {105 266} 
Flow 13564: {86 85} 
Flow 13617: {53 3} 
Flow 13619: {7 5} 
Flow 13645: {46 31} 
Flow 13713: {81 100} 
Flow 13753: {87 85} 
Flow 13794: {88 89} 
Flow 13806: {88 81} 
Flow 13856: {18 82} 
Flow 13882: {108 269} 
Flow 13897: {110 123} 
Flow 13973: {94 127} 
Flow 13983: {31 48} 
Flow 14026: {88 91} 
Flow 14195: {90 94} 
Flow 14196: {90 88} 
Flow 14251: {90 19} 
Flow 14282: {91 94} 
Flow 14340: {19 83} 
Flow 14354: {53 26} 
Flow 14357: {91 88} 
Flow 14383: {91 19} 
Flow 14421: {3 164} 
Flow 14482: {92 85} 
Flow 14489: {32 81} 
Flow 14559: {141 302} 
Flow 14615: {93 96} 
Flow 14625: {96 81} 
Flow 14735: {156 317} 
Flow 14844: {102 109} 
Flow 14919: {95 93} 
Flow 14923: {68 67} 
Flow 14957: {53 63} 
Flow 14959: {95 81} 
Flow 14998: {93 94} 
Flow 15051: {81 32} 
Flow 15140: {85 86} 
Flow 15179: {125 286} 
Flow 15241: {75 69} 
Flow 15294: {97 85} 
Flow 15348: {85 114} 
Flow 15431: {85 135} 
Flow 15446: {129 130} 
Flow 15447: {98 85} 
Flow 15474: {118 279} 
Flow 15505: {150 311} 
Flow 15540: {26 187} 
Flow 15551: {32 38} 
Flow 15573: {32 30} 
Flow 15597: {85 87} 
Flow 15618: {13 16} 
Flow 15662: {32 2} 
Flow 15708: {100 81} 
Flow 15745: {100 89} 
Flow 15761: {88 90} 
Flow 15782: {107 111} 
Flow 15851: {102 53} 
Flow 15870: {38 199} 
Flow 15882: {101 102} 
Flow 15979: {119 147} 
Flow 16107: {114 275} 
Flow 16110: {114 117} 
Flow 16130: {102 51} 
Flow 16150: {157 318} 
Flow 16175: {20 21} 
Flow 16181: {29 27} 
Flow 16200: {46 207} 
Flow 16205: {40 51} 
Flow 16220: {75 66} 
Flow 16284: {103 105} 
Flow 16311: {139 157} 
Flow 16355: {40 201} 
Flow 16367: {40 52} 
Flow 16388: {104 103} 
Flow 16394: {79 240} 
Flow 16410: {78 53} 
Flow 16432: {78 135} 
Flow 16463: {148 309} 
Flow 16503: {29 190} 
Flow 16534: {60 61} 
Flow 16622: {151 312} 
Flow 16632: {105 78} 
Flow 16660: {116 128} 
Flow 16681: {107 118} 
Flow 16688: {106 107} 
Flow 16755: {116 110} 
Flow 16776: {107 116} 
Flow 16834: {42 203} 
Flow 16863: {73 234} 
Flow 16865: {128 25} 
Flow 16911: {122 283} 
Flow 16924: {118 135} 
Flow 17055: {133 135} 
Flow 17065: {21 20} 
Flow 17094: {25 144} 
Flow 17105: {108 16} 
Flow 17129: {109 102} 
Flow 17163: {102 52} 
Flow 17173: {34 62} 
Flow 17197: {110 116} 
Flow 17223: {112 273} 
Flow 17245: {109 110} 
Flow 17330: {110 26} 
Flow 17421: {149 310} 
Flow 17493: {111 107} 
Flow 17571: {138 299} 
Flow 17642: {48 209} 
Flow 17659: {94 99} 
Flow 17661: {67 228} 
Flow 17662: {68 229} 
Flow 17671: {70 75} 
Flow 17799: {18 44} 
Flow 17809: {26 54} 
Flow 17831: {112 19} 
Flow 17859: {78 105} 
Flow 17860: {113 112} 
Flow 17865: {26 110} 
Flow 17875: {112 18} 
Flow 17990: {18 79} 
Flow 18019: {12 16} 
Flow 18107: {53 38} 
Flow 18118: {115 114} 
Flow 18137: {115 135} 
Flow 18211: {145 306} 
Flow 18228: {2 1} 
Flow 18232: {75 2} 
Flow 18264: {116 114} 
Flow 18375: {110 109} 
Flow 18402: {14 175} 
Flow 18432: {117 114} 
Flow 18436: {46 48} 
Flow 18443: {117 145} 
Flow 18491: {117 135} 
Flow 18507: {114 120} 
Flow 18531: {144 305} 
Flow 18608: {39 60} 
Flow 18648: {118 26} 
Flow 18670: {118 114} 
Flow 18698: {144 150} 
Flow 18745: {119 114} 
Flow 18827: {114 118} 
Flow 18976: {18 112} 
Flow 18990: {120 114} 
Flow 19012: {102 148} 
Flow 19029: {53 4} 
Flow 19097: {121 114} 
Flow 19144: {81 124} 
Flow 19155: {121 135} 
Flow 19182: {122 135} 
Flow 19196: {15 176} 
Flow 19235: {54 215} 
Flow 19242: {122 26} 
Flow 19250: {122 114} 
Flow 19292: {111 272} 
Flow 19321: {75 6} 
Flow 19355: {10 13} 
Flow 19356: {16 14} 
Flow 19369: {110 25} 
Flow 19397: {118 134} 
Flow 19415: {53 73} 
Flow 19416: {74 235} 
Flow 19438: {99 32} 
Flow 19473: {123 110} 
Flow 19477: {110 118} 
Flow 19479: {136 137} 
Flow 19563: {31 64} 
Flow 19619: {124 81} 
Flow 19728: {125 81} 
Flow 19810: {152 313} 
Flow 19830: {11 172} 
Flow 19870: {129 52} 
Flow 19877: {126 81} 
Flow 20018: {44 45} 
Flow 20064: {94 93} 
Flow 20128: {160 321} 
Flow 20261: {132 293} 
Flow 20392: {129 53} 
Flow 20398: {140 143} 
Flow 20590: {89 19} 
Flow 20613: {43 204} 
Flow 20632: {63 224} 
Flow 20655: {131 94} 
Flow 20656: {89 250} 
Flow 20662: {93 95} 
Flow 20677: {110 271} 
Flow 20703: {136 297} 
Flow 20788: {132 94} 
Flow 20869: {127 2} 
Flow 20925: {135 40} 
Flow 20981: {85 92} 
Flow 20995: {107 106} 
Flow 21037: {70 53} 
Flow 21083: {30 33} 
Flow 21086: {134 133} 
Flow 21165: {134 25} 
Flow 21183: {133 294} 
Flow 21215: {7 4} 
Flow 21222: {135 11} 
Flow 21282: {71 232} 
Flow 21283: {72 233} 
Flow 21320: {135 118} 
Flow 21330: {119 280} 
Flow 21337: {126 287} 
Flow 21349: {70 62} 
Flow 21357: {133 134} 
Flow 21361: {135 144} 
Flow 21374: {51 2} 
Flow 21383: {51 26} 
Flow 21410: {51 38} 
Flow 21429: {127 94} 
Flow 21433: {51 139} 
Flow 21433: {139 61} 
Flow 21458: {136 51} 
Flow 21473: {101 262} 
Flow 21512: {51 40} 
Flow 21556: {20 23} 
Flow 21572: {31 46} 
Flow 21585: {137 127} 
Flow 21588: {133 55} 
Flow 21589: {53 56} 
Flow 21607: {94 74} 
Flow 21671: {62 138} 
Flow 21674: {137 2} 
Flow 21676: {137 62} 
Flow 21681: {51 102} 
Flow 21690: {39 139} 
Flow 21694: {137 136} 
Flow 21754: {62 60} 
Flow 21755: {2 35} 
Flow 21766: {62 72} 
Flow 21777: {138 2} 
Flow 21815: {26 114} 
Flow 21830: {138 62} 
Flow 21830: {62 137} 
Flow 21896: {139 39} 
Flow 21903: {139 48} 
Flow 21915: {48 60} 
Flow 21924: {69 230} 
Flow 21983: {139 53} 
Flow 22027: {12 173} 
Flow 22104: {96 93} 
Flow 22114: {140 6} 
Flow 22176: {141 4} 
Flow 22214: {2 38} 
Flow 22226: {2 63} 
Flow 22231: {2 68} 
Flow 22245: {141 2} 
Flow 22260: {103 264} 
Flow 22285: {130 291} 
Flow 22322: {8 169} 
Flow 22372: {59 58} 
Flow 22412: {85 98} 
Flow 22425: {118 107} 
Flow 22431: {117 278} 
Flow 22437: {142 2} 
Flow 22498: {143 140} 
Flow 22500: {6 65} 
Flow 22536: {6 68} 
Flow 22656: {32 193} 
Flow 22681: {144 26} 
Flow 22691: {144 25} 
Flow 22712: {94 89} 
Flow 22726: {102 263} 
Flow 22782: {34 158} 
Flow 22845: {64 74} 
Flow 22866: {145 25} 
Flow 22877: {94 18} 
Flow 22888: {81 125} 
Flow 22932: {10 11} 
Flow 22973: {26 52} 
Flow 23016: {95 256} 
Flow 23081: {70 160} 
Flow 23100: {18 179} 
Flow 23102: {20 181} 
Flow 23133: {51 212} 
Flow 23143: {147 119} 
Flow 23171: {114 26} 
Flow 23334: {91 252} 
Flow 23338: {148 102} 
Flow 23384: {102 34} 
Flow 23438: {129 34} 
Flow 23462: {149 53} 
Flow 23476: {53 72} 
Flow 23501: {26 85} 
Flow 23564: {40 160} 
Flow 23581: {17 178} 
Flow 23647: {150 144} 
Flow 23690: {94 131} 
Flow 23694: {144 135} 
Flow 23737: {19 17} 
Flow 23772: {2 52} 
Flow 23775: {2 70} 
Flow 23790: {151 7} 
Flow 23906: {152 7} 
Flow 24001: {120 281} 
Flow 24003: {26 122} 
Flow 24134: {92 253} 
Flow 24158: {116 277} 
Flow 24169: {127 288} 
Flow 24175: {135 133} 
Flow 24180: {153 53} 
Flow 24205: {2 163} 
Flow 24304: {26 118} 
Flow 24327: {154 18} 
Flow 24355: {154 19} 
Flow 24356: {158 319} 
Flow 24362: {31 2} 
Flow 24396: {30 37} 
Flow 24427: {155 19} 
Flow 24462: {19 89} 
Flow 24487: {25 128} 
Flow 24596: {161 76} 
Flow 24599: {156 140} 
Flow 24624: {75 78} 
Flow 24688: {139 2} 
Flow 24719: {46 38} 
Flow 24733: {139 52} 
Flow 24743: {139 62} 
Flow 24769: {39 46} 
Flow 24779: {98 259} 
Flow 24803: {157 139} 
Flow 24839: {39 158} 
Flow 24862: {158 34} 
Flow 24863: {34 26} 
Flow 24869: {27 188} 
Flow 24874: {34 32} 
Flow 24899: {18 57} 
Flow 24911: {34 40} 
Flow 24971: {34 129} 
Flow 24976: {134 295} 
Flow 24987: {25 145} 
Flow 24999: {158 39} 
Flow 25027: {159 22} 
Flow 25083: {81 80} 
Flow 25179: {160 40} 
Flow 25222: {40 46} 
Flow 25229: {40 75} 
Flow 25234: {160 70} 
Flow 25238: {160 73} 
Flow 25238: {73 64} 
Flow 25326: {6 140} 
Flow 25362: {37 198} 
Flow 25433: {20 12} 
Flow 25464: {76 61} 
Flow 25464: {61 139} 
Flow 25467: {140 2} 
Time taken running everything: 23453 seconds
