Number of groups: 370
Flow 1017: {131 310} 
Flow 1022: {58 44} 
Flow 1026: {123 41} 
Flow 1063: {2 3} 
Flow 1069: {19 198} 
Flow 1093: {80 124} 
Flow 1098: {52 49} 
Flow 1104: {99 278} 
Flow 1120: {40 36} 
Flow 1121: {81 85} 
Flow 1131: {55 94} 
Flow 1167: {61 240} 
Flow 1190: {108 287} 
Flow 1190: {136 137} 
Flow 1279: {57 45} 
Flow 1280: {46 44} 
Flow 1290: {45 46} 
Flow 1293: {86 88} 
Flow 1298: {96 95} 
Flow 1300: {57 49} 
Flow 1306: {57 101} 
Flow 1308: {53 54} 
Flow 1325: {138 317} 
Flow 1327: {125 2} 
Flow 1341: {46 45} 
Flow 1369: {127 107} 
Flow 1369: {135 134} 
Flow 1374: {119 298} 
Flow 1379: {127 306} 
Flow 1415: {45 57} 
Flow 1415: {54 233} 
Flow 1416: {55 234} 
Flow 1437: {94 273} 
Flow 1442: {60 59} 
Flow 1472: {2 181} 
Flow 1478: {66 70} 
Flow 1479: {61 60} 
Flow 1487: {43 222} 
Flow 1487: {61 59} 
Flow 1490: {59 64} 
Flow 1491: {58 48} 
Flow 1497: {70 69} 
Flow 1547: {62 9} 
Flow 1550: {9 61} 
Flow 1557: {63 64} 
Flow 1566: {64 59} 
Flow 1581: {13 192} 
Flow 1610: {75 80} 
Flow 1611: {83 262} 
Flow 1626: {135 136} 
Flow 1636: {69 13} 
Flow 1640: {128 307} 
Flow 1664: {76 79} 
Flow 1664: {79 78} 
Flow 1671: {100 279} 
Flow 1678: {112 291} 
Flow 1690: {8 187} 
Flow 1690: {79 76} 
Flow 1696: {66 68} 
Flow 1706: {80 75} 
Flow 1718: {63 242} 
Flow 1743: {99 135} 
Flow 1758: {13 73} 
Flow 1765: {73 15} 
Flow 1768: {67 124} 
Flow 1769: {77 78} 
Flow 1788: {59 65} 
Flow 1793: {67 121} 
Flow 1802: {102 281} 
Flow 1812: {121 66} 
Flow 1830: {24 20} 
Flow 1833: {24 98} 
Flow 1842: {68 124} 
Flow 1849: {60 61} 
Flow 1859: {85 264} 
Flow 1860: {88 267} 
Flow 1863: {66 121} 
Flow 1865: {76 60} 
Flow 1876: {113 292} 
Flow 1902: {71 121} 
Flow 1907: {34 213} 
Flow 1927: {31 126} 
Flow 1935: {102 49} 
Flow 1937: {85 84} 
Flow 1938: {70 66} 
Flow 1945: {1 125} 
Flow 1950: {108 138} 
Flow 1950: {138 137} 
Flow 1952: {74 108} 
Flow 1964: {75 48} 
Flow 1970: {51 122} 
Flow 1984: {48 58} 
Flow 1991: {12 93} 
Flow 2003: {106 127} 
Flow 2017: {8 7} 
Flow 2024: {28 26} 
Flow 2034: {53 232} 
Flow 2077: {31 210} 
Flow 2155: {59 60} 
Flow 2169: {98 99} 
Flow 2193: {28 129} 
Flow 2199: {82 83} 
Flow 2214: {22 25} 
Flow 2215: {126 31} 
Flow 2225: {46 225} 
Flow 2228: {8 65} 
Flow 2244: {84 85} 
Flow 2251: {85 81} 
Flow 2253: {65 59} 
Flow 2264: {115 113} 
Flow 2272: {2 119} 
Flow 2273: {33 30} 
Flow 2281: {83 1} 
Flow 2293: {61 9} 
Flow 2307: {24 19} 
Flow 2312: {89 268} 
Flow 2340: {17 11} 
Flow 2340: {11 190} 
Flow 2341: {12 10} 
Flow 2346: {102 44} 
Flow 2347: {22 201} 
Flow 2348: {25 204} 
Flow 2352: {16 40} 
Flow 2353: {36 215} 
Flow 2354: {40 37} 
Flow 2354: {37 216} 
Flow 2355: {38 217} 
Flow 2356: {91 93} 
Flow 2357: {122 42} 
Flow 2357: {42 221} 
Flow 2372: {88 86} 
Flow 2378: {66 245} 
Flow 2383: {77 256} 
Flow 2384: {80 259} 
Flow 2386: {84 263} 
Flow 2388: {86 265} 
Flow 2411: {23 116} 
Flow 2411: {52 101} 
Flow 2412: {119 118} 
Flow 2412: {118 297} 
Flow 2413: {44 64} 
Flow 2420: {100 72} 
Flow 2422: {89 92} 
Flow 2425: {134 313} 
Flow 2427: {97 135} 
Flow 2427: {137 316} 
Flow 2429: {65 8} 
Flow 2430: {84 83} 
Flow 2435: {10 14} 
Flow 2444: {49 57} 
Flow 2452: {87 89} 
Flow 2459: {124 67} 
Flow 2461: {73 252} 
Flow 2473: {72 109} 
Flow 2473: {86 43} 
Flow 2490: {132 311} 
Flow 2511: {122 51} 
Flow 2514: {49 102} 
Flow 2517: {89 87} 
Flow 2524: {14 16} 
Flow 2525: {92 91} 
Flow 2529: {115 294} 
Flow 2534: {41 38} 
Flow 2542: {51 49} 
Flow 2543: {93 12} 
Flow 2550: {43 86} 
Flow 2568: {101 57} 
Flow 2568: {57 236} 
Flow 2580: {122 43} 
Flow 2584: {98 277} 
Flow 2589: {94 96} 
Flow 2590: {134 100} 
Flow 2596: {95 97} 
Flow 2631: {65 244} 
Flow 2664: {132 133} 
Flow 2678: {44 58} 
Flow 2680: {49 50} 
Flow 2693: {121 71} 
Flow 2701: {101 52} 
Flow 2716: {119 114} 
Flow 2755: {44 223} 
Flow 2783: {127 112} 
Flow 2805: {52 231} 
Flow 2832: {103 128} 
Flow 2862: {53 101} 
Flow 2875: {64 243} 
Flow 2881: {99 98} 
Flow 2907: {109 103} 
Flow 2920: {9 188} 
Flow 2921: {133 34} 
Flow 2928: {20 199} 
Flow 2930: {28 207} 
Flow 2943: {49 51} 
Flow 2946: {94 55} 
Flow 2948: {40 16} 
Flow 2953: {64 63} 
Flow 2965: {16 14} 
Flow 2966: {87 90} 
Flow 2966: {90 269} 
Flow 2985: {116 117} 
Flow 2987: {122 301} 
Flow 2996: {130 131} 
Flow 2999: {109 108} 
Flow 3002: {33 126} 
Flow 3003: {115 29} 
Flow 3013: {26 205} 
Flow 3013: {107 127} 
Flow 3023: {54 53} 
Flow 3027: {13 69} 
Flow 3040: {112 113} 
Flow 3040: {113 115} 
Flow 3043: {106 104} 
Flow 3051: {105 110} 
Flow 3055: {127 106} 
Flow 3060: {117 296} 
Flow 3072: {109 72} 
Flow 3120: {110 109} 
Flow 3120: {129 308} 
Flow 3125: {55 54} 
Flow 3126: {95 96} 
Flow 3127: {111 110} 
Flow 3148: {29 30} 
Flow 3168: {113 112} 
Flow 3204: {114 119} 
Flow 3205: {23 106} 
Flow 3208: {117 116} 
Flow 3214: {116 23} 
Flow 3219: {72 100} 
Flow 3232: {118 119} 
Flow 3239: {135 314} 
Flow 3265: {58 237} 
Flow 3269: {78 79} 
Flow 3285: {109 288} 
Flow 3286: {121 77} 
Flow 3288: {126 33} 
Flow 3296: {15 14} 
Flow 3307: {14 10} 
Flow 3314: {1 180} 
Flow 3319: {131 132} 
Flow 3323: {16 195} 
Flow 3324: {49 17} 
Flow 3332: {123 36} 
Flow 3334: {39 218} 
Flow 3342: {51 230} 
Flow 3356: {60 76} 
Flow 3356: {78 77} 
Flow 3367: {125 1} 
Flow 3369: {96 275} 
Flow 3369: {97 95} 
Flow 3381: {26 28} 
Flow 3385: {30 29} 
Flow 3386: {106 23} 
Flow 3401: {103 108} 
Flow 3402: {119 2} 
Flow 3431: {104 105} 
Flow 3450: {128 103} 
Flow 3451: {129 28} 
Flow 3456: {38 41} 
Flow 3469: {135 99} 
Flow 3484: {98 81} 
Flow 3492: {96 94} 
Flow 3516: {34 38} 
Flow 3543: {72 251} 
Flow 3565: {114 293} 
Flow 3608: {98 24} 
Flow 3613: {73 13} 
Flow 3614: {71 250} 
Flow 3674: {136 135} 
Flow 3680: {59 61} 
Flow 3725: {97 276} 
Flow 3732: {108 109} 
Flow 3734: {108 103} 
Flow 3747: {138 108} 
Flow 3764: {137 136} 
Flow 3775: {135 97} 
Flow 3782: {110 105} 
Flow 3782: {105 104} 
Time taken running everything: 673 seconds
