Number of groups: 761
Flow 4727: {46 49} 
Flow 4730: {38 52} 
Flow 4734: {94 18} 
Flow 4738: {38 30} 
Flow 4750: {76 237} 
Flow 4759: {38 53} 
Flow 4771: {38 32} 
Flow 4772: {31 81} 
Flow 4799: {30 34} 
Flow 4804: {26 134} 
Flow 4806: {38 51} 
Flow 4806: {136 297} 
Flow 4826: {159 320} 
Flow 4848: {23 184} 
Flow 4852: {68 67} 
Flow 4861: {39 46} 
Flow 5013: {75 69} 
Flow 5042: {135 117} 
Flow 5059: {40 34} 
Flow 5061: {26 114} 
Flow 5114: {41 6} 
Flow 5199: {147 308} 
Flow 5223: {135 11} 
Flow 5267: {61 222} 
Flow 5270: {6 64} 
Flow 5280: {42 6} 
Flow 5340: {2 138} 
Flow 5364: {6 5} 
Flow 5402: {64 225} 
Flow 5418: {43 6} 
Flow 5426: {85 97} 
Flow 5473: {3 164} 
Flow 5493: {29 27} 
Flow 5523: {44 19} 
Flow 5543: {18 82} 
Flow 5567: {44 18} 
Flow 5668: {45 44} 
Flow 5792: {37 34} 
Flow 5840: {26 85} 
Flow 5960: {46 38} 
Flow 5962: {53 70} 
Flow 6055: {38 2} 
Flow 6098: {102 101} 
Flow 6104: {114 117} 
Flow 6117: {48 139} 
Flow 6134: {49 34} 
Flow 6140: {16 14} 
Flow 6168: {49 46} 
Flow 6200: {127 94} 
Flow 6218: {34 102} 
Flow 6265: {7 151} 
Flow 6289: {50 2} 
Flow 6397: {14 175} 
Flow 6413: {36 197} 
Flow 6414: {46 37} 
Flow 6435: {51 139} 
Flow 6447: {75 73} 
Flow 6515: {51 102} 
Flow 6522: {156 317} 
Flow 6531: {52 2} 
Flow 6545: {52 40} 
Flow 6551: {52 47} 
Flow 6558: {65 226} 
Flow 6561: {52 72} 
Flow 6566: {52 129} 
Flow 6579: {52 102} 
Flow 6582: {113 274} 
Flow 6583: {52 26} 
Flow 6605: {52 139} 
Flow 6705: {107 106} 
Flow 6711: {112 273} 
Flow 6747: {53 2} 
Flow 6763: {54 9} 
Flow 6827: {87 248} 
Flow 6879: {146 307} 
Flow 6913: {40 30} 
Flow 6945: {135 73} 
Flow 6975: {18 112} 
Flow 6981: {134 118} 
Flow 6998: {70 62} 
Flow 7019: {53 4} 
Flow 7092: {89 88} 
Flow 7115: {56 53} 
Flow 7132: {94 131} 
Flow 7186: {30 191} 
Flow 7209: {54 55} 
Flow 7217: {57 18} 
Flow 7234: {83 244} 
Flow 7253: {105 103} 
Flow 7299: {18 154} 
Flow 7345: {47 51} 
Flow 7378: {19 91} 
Flow 7382: {81 95} 
Flow 7386: {89 100} 
Flow 7415: {58 59} 
Flow 7431: {19 155} 
Flow 7435: {22 159} 
Flow 7441: {31 2} 
Flow 7481: {31 48} 
Flow 7565: {139 300} 
Flow 7584: {59 19} 
Flow 7587: {60 61} 
Flow 7593: {47 53} 
Flow 7613: {60 39} 
Flow 7660: {89 250} 
Flow 7669: {39 30} 
Flow 7670: {48 31} 
Flow 7680: {111 272} 
Flow 7721: {60 62} 
Flow 7723: {39 158} 
Flow 7731: {7 5} 
Flow 7744: {48 46} 
Flow 7750: {61 76} 
Flow 7754: {30 32} 
Flow 7773: {47 52} 
Flow 7782: {35 63} 
Flow 7783: {60 64} 
Flow 7812: {61 35} 
Flow 7812: {95 256} 
Flow 7813: {60 48} 
Flow 7827: {19 112} 
Flow 7830: {61 60} 
Flow 7835: {114 120} 
Flow 7860: {102 148} 
Flow 7885: {75 25} 
Flow 7895: {63 67} 
Flow 7904: {63 66} 
Flow 7926: {63 35} 
Flow 7933: {63 69} 
Flow 7939: {161 76} 
Flow 7954: {114 85} 
Flow 7970: {63 53} 
Flow 7997: {63 2} 
Flow 8011: {155 316} 
Flow 8045: {64 31} 
Flow 8061: {46 48} 
Flow 8070: {74 94} 
Flow 8078: {64 67} 
Flow 8080: {66 29} 
Flow 8100: {64 74} 
Flow 8112: {75 78} 
Flow 8174: {70 53} 
Flow 8212: {40 52} 
Flow 8277: {110 123} 
Flow 8290: {2 137} 
Flow 8316: {65 6} 
Flow 8379: {81 80} 
Flow 8478: {28 27} 
Flow 8492: {67 65} 
Flow 8513: {67 64} 
Flow 8515: {67 63} 
Flow 8569: {81 125} 
Flow 8574: {67 68} 
Flow 8610: {68 2} 
Flow 8633: {2 33} 
Flow 8660: {138 62} 
Flow 8679: {85 84} 
Flow 8689: {94 255} 
Flow 8740: {68 69} 
Flow 8750: {68 6} 
Flow 8750: {6 161} 
Flow 8753: {68 4} 
Flow 8801: {69 63} 
Flow 8815: {69 75} 
Flow 8827: {94 93} 
Flow 8899: {8 10} 
Flow 8907: {71 19} 
Flow 8941: {30 40} 
Flow 8965: {81 96} 
Flow 8979: {53 102} 
Flow 9056: {34 32} 
Flow 9062: {72 34} 
Flow 9074: {72 51} 
Flow 9075: {72 52} 
Flow 9084: {72 62} 
Flow 9086: {72 64} 
Flow 9122: {105 266} 
Flow 9141: {124 285} 
Flow 9148: {94 132} 
Flow 9158: {72 53} 
Flow 9170: {34 37} 
Flow 9189: {73 75} 
Flow 9190: {39 200} 
Flow 9195: {18 44} 
Flow 9212: {73 53} 
Flow 9214: {135 85} 
Flow 9218: {73 135} 
Flow 9250: {73 160} 
Flow 9252: {64 2} 
Flow 9254: {2 7} 
Flow 9286: {64 6} 
Flow 9296: {73 52} 
Flow 9302: {64 60} 
Flow 9303: {74 64} 
Flow 9303: {76 61} 
Flow 9307: {64 66} 
Flow 9307: {66 65} 
Flow 9311: {29 69} 
Flow 9314: {64 72} 
Flow 9315: {64 73} 
Flow 9370: {135 133} 
Flow 9384: {64 70} 
Flow 9445: {75 70} 
Flow 9469: {129 130} 
Flow 9470: {18 83} 
Flow 9524: {6 140} 
Flow 9547: {76 2} 
Flow 9565: {27 188} 
Flow 9565: {76 161} 
Flow 9594: {36 30} 
Flow 9601: {161 6} 
Flow 9607: {76 36} 
Flow 9632: {30 31} 
Flow 9633: {101 262} 
Flow 9663: {133 294} 
Flow 9666: {76 75} 
Flow 9684: {61 139} 
Flow 9691: {77 2} 
Flow 9723: {77 75} 
Flow 9731: {53 56} 
Flow 9740: {75 66} 
Flow 9848: {32 193} 
Flow 9868: {53 214} 
Flow 9873: {59 220} 
Flow 9984: {18 94} 
Flow 9993: {53 40} 
Flow 10031: {79 19} 
Flow 10037: {79 18} 
Flow 10076: {114 119} 
Flow 10078: {53 26} 
Flow 10104: {69 29} 
Flow 10114: {80 81} 
Flow 10120: {19 44} 
Flow 10135: {35 62} 
Flow 10157: {88 249} 
Flow 10224: {7 4} 
Flow 10245: {81 32} 
Flow 10260: {2 50} 
Flow 10363: {82 18} 
Flow 10412: {17 19} 
Flow 10447: {19 81} 
Flow 10466: {83 18} 
Flow 10472: {83 19} 
Flow 10529: {26 122} 
Flow 10572: {84 85} 
Flow 10593: {85 26} 
Flow 10620: {53 47} 
Flow 10663: {114 116} 
Flow 10810: {131 292} 
Flow 10816: {114 25} 
Flow 10847: {12 16} 
Flow 10885: {18 57} 
Flow 10888: {39 60} 
Flow 10908: {130 99} 
Flow 10914: {86 85} 
Flow 10936: {99 94} 
Flow 10973: {7 152} 
Flow 11038: {87 85} 
Flow 11045: {85 135} 
Flow 11063: {91 252} 
Flow 11151: {88 81} 
Flow 11176: {30 35} 
Flow 11177: {62 223} 
Flow 11179: {94 74} 
Flow 11202: {88 91} 
Flow 11225: {88 89} 
Flow 11270: {9 170} 
Flow 11318: {82 243} 
Flow 11323: {88 90} 
Flow 11364: {89 19} 
Flow 11371: {7 3} 
Flow 11384: {17 178} 
Flow 11404: {43 204} 
Flow 11446: {90 88} 
Flow 11489: {90 94} 
Flow 11503: {90 19} 
Flow 11560: {91 19} 
Flow 11564: {53 63} 
Flow 11567: {129 53} 
Flow 11582: {19 83} 
Flow 11589: {91 88} 
Flow 11650: {91 94} 
Flow 11665: {10 13} 
Flow 11683: {34 30} 
Flow 11734: {92 85} 
Flow 11742: {100 261} 
Flow 11755: {85 114} 
Flow 11801: {96 81} 
Flow 11825: {30 36} 
Flow 11834: {44 45} 
Flow 11848: {35 61} 
Flow 11865: {93 96} 
Flow 11956: {99 130} 
Flow 12093: {93 94} 
Flow 12098: {28 189} 
Flow 12134: {95 81} 
Flow 12156: {110 271} 
Flow 12176: {95 93} 
Flow 12211: {93 95} 
Flow 12315: {116 110} 
Flow 12326: {97 85} 
Flow 12420: {98 85} 
Flow 12475: {40 201} 
Flow 12503: {70 231} 
Flow 12610: {100 81} 
Flow 12681: {100 89} 
Flow 12767: {47 208} 
Flow 12797: {102 53} 
Flow 12801: {84 245} 
Flow 12808: {94 91} 
Flow 12880: {34 195} 
Flow 12904: {103 105} 
Flow 12934: {78 75} 
Flow 12937: {105 78} 
Flow 13020: {78 53} 
Flow 13029: {119 280} 
Flow 13037: {104 103} 
Flow 13047: {138 299} 
Flow 13056: {149 310} 
Flow 13174: {78 135} 
Flow 13271: {99 260} 
Flow 13277: {106 107} 
Flow 13305: {34 158} 
Flow 13360: {58 219} 
Flow 13376: {128 25} 
Flow 13419: {122 283} 
Flow 13421: {81 124} 
Flow 13464: {10 11} 
Flow 13468: {108 16} 
Flow 13471: {21 20} 
Flow 13483: {133 135} 
Flow 13533: {16 21} 
Flow 13587: {2 1} 
Flow 13605: {102 34} 
Flow 13615: {6 43} 
Flow 13624: {102 52} 
Flow 13649: {110 116} 
Flow 13655: {109 102} 
Flow 13661: {109 110} 
Flow 13683: {127 288} 
Flow 13690: {110 118} 
Flow 13691: {102 51} 
Flow 13715: {34 2} 
Flow 13755: {110 26} 
Flow 13770: {68 229} 
Flow 13775: {73 234} 
Flow 13796: {97 258} 
Flow 13839: {25 145} 
Flow 13861: {8 169} 
Flow 13885: {107 118} 
Flow 13910: {111 107} 
Flow 13912: {107 116} 
Flow 13934: {53 78} 
Flow 13970: {53 149} 
Flow 13988: {130 129} 
Flow 14057: {85 246} 
Flow 14081: {107 111} 
Flow 14120: {112 19} 
Flow 14122: {39 139} 
Flow 14153: {113 112} 
Flow 14221: {112 18} 
Flow 14264: {146 22} 
Flow 14366: {132 293} 
Flow 14397: {115 114} 
Flow 14420: {31 192} 
Flow 14457: {115 135} 
Flow 14458: {71 232} 
Flow 14463: {75 77} 
Flow 14563: {135 40} 
Flow 14608: {81 242} 
Flow 14628: {110 109} 
Flow 14630: {116 128} 
Flow 14658: {135 296} 
Flow 14663: {140 301} 
Flow 14674: {116 114} 
Flow 14704: {117 114} 
Flow 14728: {51 212} 
Flow 14737: {46 39} 
Flow 14740: {66 64} 
Flow 14749: {117 135} 
Flow 14779: {107 268} 
Flow 14783: {116 107} 
Flow 14789: {114 118} 
Flow 14796: {125 286} 
Flow 14812: {117 145} 
Flow 14852: {25 186} 
Flow 14870: {118 26} 
Flow 14880: {55 216} 
Flow 14920: {118 114} 
Flow 14937: {116 277} 
Flow 14954: {118 135} 
Flow 15107: {20 12} 
Flow 15145: {53 72} 
Flow 15159: {120 114} 
Flow 15183: {53 129} 
Flow 15191: {2 141} 
Flow 15201: {75 6} 
Flow 15211: {10 171} 
Flow 15243: {121 114} 
Flow 15269: {121 135} 
Flow 15293: {114 26} 
Flow 15300: {108 269} 
Flow 15383: {37 198} 
Flow 15403: {32 81} 
Flow 15472: {118 134} 
Flow 15483: {110 25} 
Flow 15495: {123 110} 
Flow 15504: {7 168} 
Flow 15506: {124 81} 
Flow 15550: {19 59} 
Flow 15612: {81 126} 
Flow 15631: {119 147} 
Flow 15658: {16 15} 
Flow 15659: {19 17} 
Flow 15686: {81 31} 
Flow 15697: {31 64} 
Flow 15720: {19 90} 
Flow 15753: {125 81} 
Flow 15781: {157 318} 
Flow 15794: {32 99} 
Flow 15813: {30 38} 
Flow 15872: {103 264} 
Flow 15874: {126 81} 
Flow 15877: {109 270} 
Flow 15931: {46 47} 
Flow 15942: {26 146} 
Flow 15969: {127 31} 
Flow 15979: {31 30} 
Flow 15988: {34 72} 
Flow 16060: {127 2} 
Flow 16063: {154 315} 
Flow 16145: {86 247} 
Flow 16162: {135 78} 
Flow 16204: {151 312} 
Flow 16209: {53 139} 
Flow 16357: {129 34} 
Flow 16417: {69 230} 
Flow 16500: {94 127} 
Flow 16526: {131 94} 
Flow 16646: {42 203} 
Flow 16686: {90 251} 
Flow 16723: {132 94} 
Flow 16739: {139 157} 
Flow 16757: {15 176} 
Flow 16805: {19 71} 
Flow 16821: {135 70} 
Flow 16839: {118 110} 
Flow 16846: {134 25} 
Flow 16866: {62 138} 
Flow 16869: {141 302} 
Flow 16923: {48 209} 
Flow 16927: {26 52} 
Flow 16955: {85 86} 
Flow 16988: {121 282} 
Flow 17016: {158 319} 
Flow 17018: {134 133} 
Flow 17023: {70 2} 
Flow 17082: {135 115} 
Flow 17084: {135 118} 
Flow 17084: {118 279} 
Flow 17087: {135 121} 
Flow 17102: {135 144} 
Flow 17138: {51 40} 
Flow 17142: {51 38} 
Flow 17149: {51 47} 
Flow 17149: {81 19} 
Flow 17164: {139 61} 
Flow 17165: {137 62} 
Flow 17168: {6 65} 
Flow 17170: {67 228} 
Flow 17175: {51 72} 
Flow 17235: {51 2} 
Flow 17252: {136 51} 
Flow 17265: {26 11} 
Flow 17274: {137 136} 
Flow 17296: {137 2} 
Flow 17350: {51 26} 
Flow 17376: {137 127} 
Flow 17377: {62 140} 
Flow 17425: {138 2} 
Flow 17456: {62 70} 
Flow 17458: {62 72} 
Flow 17482: {2 32} 
Flow 17518: {62 137} 
Flow 17556: {20 21} 
Flow 17589: {139 48} 
Flow 17592: {66 63} 
Flow 17607: {80 241} 
Flow 17615: {139 39} 
Flow 17639: {139 53} 
Flow 17653: {34 129} 
Flow 17660: {139 51} 
Flow 17660: {51 136} 
Flow 17676: {139 2} 
Flow 17698: {19 180} 
Flow 17714: {2 38} 
Flow 17735: {140 62} 
Flow 17743: {6 68} 
Flow 17784: {112 113} 
Flow 17786: {115 276} 
Flow 17830: {1 3} 
Flow 17830: {141 4} 
Flow 17862: {2 35} 
Flow 17886: {2 64} 
Flow 17898: {2 77} 
Flow 17903: {141 2} 
Flow 17932: {114 275} 
Flow 17953: {2 51} 
Flow 18013: {133 55} 
Flow 18022: {140 6} 
Flow 18033: {142 2} 
Flow 18085: {150 311} 
Flow 18087: {2 31} 
Flow 18124: {38 199} 
Flow 18128: {143 140} 
Flow 18145: {62 60} 
Flow 18151: {65 66} 
Flow 18213: {6 75} 
Flow 18231: {19 154} 
Flow 18250: {12 173} 
Flow 18280: {144 26} 
Flow 18370: {145 306} 
Flow 18380: {144 25} 
Flow 18394: {55 54} 
Flow 18402: {18 17} 
Flow 18432: {145 25} 
Flow 18455: {75 76} 
Flow 18478: {134 26} 
Flow 18498: {114 122} 
Flow 18567: {26 34} 
Flow 18568: {75 2} 
Flow 18699: {119 114} 
Flow 18739: {147 119} 
Flow 18752: {137 298} 
Flow 18798: {47 46} 
Flow 18805: {46 207} 
Flow 18805: {148 102} 
Flow 18939: {60 221} 
Flow 18940: {149 53} 
Flow 18968: {114 115} 
Flow 19002: {9 8} 
Flow 19010: {16 177} 
Flow 19014: {21 182} 
Flow 19033: {150 144} 
Flow 19040: {50 211} 
Flow 19055: {66 227} 
Flow 19119: {144 135} 
Flow 19169: {2 37} 
Flow 19199: {151 7} 
Flow 19216: {94 89} 
Flow 19320: {152 7} 
Flow 19329: {2 53} 
Flow 19348: {2 76} 
Flow 19372: {2 34} 
Flow 19407: {2 139} 
Flow 19426: {7 2} 
Flow 19429: {53 3} 
Flow 19485: {70 64} 
Flow 19489: {153 53} 
Flow 19518: {81 100} 
Flow 19524: {118 107} 
Flow 19525: {16 108} 
Flow 19540: {123 284} 
Flow 19559: {144 305} 
Flow 19577: {2 163} 
Flow 19589: {13 16} 
Flow 19605: {30 33} 
Flow 19623: {129 52} 
Flow 19626: {56 217} 
Flow 19704: {154 19} 
Flow 19720: {154 18} 
Flow 19792: {36 76} 
Flow 19802: {85 87} 
Flow 19836: {94 99} 
Flow 19847: {70 135} 
Flow 19849: {127 137} 
Flow 19858: {155 19} 
Flow 19860: {144 150} 
Flow 19888: {140 2} 
Flow 19896: {6 42} 
Flow 19896: {156 140} 
Flow 19994: {157 139} 
Flow 20034: {139 52} 
Flow 20041: {48 60} 
Flow 20043: {139 62} 
Flow 20049: {46 40} 
Flow 20057: {77 238} 
Flow 20058: {19 79} 
Flow 20104: {128 289} 
Flow 20122: {148 309} 
Flow 20133: {161 322} 
Flow 20138: {6 167} 
Flow 20166: {158 34} 
Flow 20252: {158 39} 
Flow 20263: {12 10} 
Flow 20310: {75 62} 
Flow 20346: {159 22} 
Flow 20399: {160 321} 
Flow 20410: {40 53} 
Flow 20416: {160 40} 
Flow 20455: {73 64} 
Flow 20461: {160 70} 
Flow 20464: {160 73} 
Flow 20509: {135 122} 
Flow 20616: {46 31} 
Flow 20660: {75 40} 
Flow 20684: {152 313} 
Flow 20688: {140 156} 
Time taken running everything: 3193 seconds
