OKAY
Number of groups: 681
Flow 2496: {46 38 0} 
Flow 2496: {38 30 0} 
Flow 2507: {48 60 0} 
Flow 2514: {48 46 0} 
Flow 2518: {46 47 0} 
Flow 2521: {48 31 0} 
Flow 2529: {13 16 0} 
Flow 2536: {48 139 0} 
Flow 2551: {13 174 0} 
Flow 2562: {34 32 0} 
Flow 2569: {49 46 0} 
Flow 2575: {56 217 0} 
Flow 2591: {75 76 0} 
Flow 2598: {26 85 0} 
Flow 2614: {49 34 0} 
Flow 2642: {26 146 0} 
Flow 2645: {50 2 0} 
Flow 2658: {7 168 0} 
Flow 2669: {23 184 0} 
Flow 2670: {52 26 0} 
Flow 2681: {6 42 0} 
Flow 2686: {52 47 0} 
Flow 2700: {65 226 0} 
Flow 2706: {52 72 0} 
Flow 2707: {52 73 0} 
Flow 2708: {52 40 0} 
Flow 2734: {52 102 0} 
Flow 2739: {135 117 0} 
Flow 2744: {52 129 0} 
Flow 2759: {52 2 0} 
Flow 2763: {52 139 0} 
Flow 2777: {16 14 0} 
Flow 2792: {53 40 0} 
Flow 2803: {26 54 0} 
Flow 2868: {147 308 0} 
Flow 2878: {161 322 0} 
Flow 2900: {32 193 0} 
Flow 2903: {75 6 0} 
Flow 2914: {54 26 0} 
Flow 2916: {19 59 0} 
Flow 2917: {53 47 0} 
Flow 2980: {34 2 0} 
Flow 2999: {33 194 0} 
Flow 3005: {34 49 0} 
Flow 3022: {133 135 0} 
Flow 3035: {55 133 0} 
Flow 3045: {135 40 0} 
Flow 3059: {18 94 0} 
Flow 3065: {57 18 0} 
Flow 3082: {58 59 0} 
Flow 3087: {30 40 0} 
Flow 3095: {55 216 0} 
Flow 3112: {94 255 0} 
Flow 3146: {59 19 0} 
Flow 3181: {61 60 0} 
Flow 3192: {35 63 0} 
Flow 3194: {61 76 0} 
Flow 3198: {60 64 0} 
Flow 3221: {125 286 0} 
Flow 3225: {142 303 0} 
Flow 3230: {60 39 0} 
Flow 3230: {39 158 0} 
Flow 3232: {62 3 0} 
Flow 3242: {62 35 0} 
Flow 3250: {62 34 0} 
Flow 3251: {62 138 0} 
Flow 3252: {52 213 0} 
Flow 3252: {62 72 0} 
Flow 3261: {62 140 0} 
Flow 3265: {62 70 0} 
Flow 3270: {2 77 0} 
Flow 3286: {62 75 0} 
Flow 3291: {34 102 0} 
Flow 3301: {62 139 0} 
Flow 3307: {62 7 0} 
Flow 3313: {63 2 0} 
Flow 3314: {7 5 0} 
Flow 3322: {18 17 0} 
Flow 3332: {63 53 0} 
Flow 3335: {66 65 0} 
Flow 3351: {63 35 0} 
Flow 3370: {86 247 0} 
Flow 3371: {63 66 0} 
Flow 3373: {94 91 0} 
Flow 3382: {104 265 0} 
Flow 3406: {140 143 0} 
Flow 3422: {64 6 0} 
Flow 3425: {64 70 0} 
Flow 3441: {64 73 0} 
Flow 3447: {64 60 0} 
Flow 3452: {64 67 0} 
Flow 3461: {64 31 0} 
Flow 3466: {74 94 0} 
Flow 3487: {123 284 0} 
Flow 3504: {6 5 0} 
Flow 3520: {65 6 0} 
Flow 3522: {6 75 0} 
Flow 3554: {18 112 0} 
Flow 3574: {10 171 0} 
Flow 3583: {63 67 0} 
Flow 3589: {18 44 0} 
Flow 3616: {53 129 0} 
Flow 3620: {25 114 0} 
Flow 3659: {146 22 0} 
Flow 3676: {28 27 0} 
Flow 3698: {39 60 0} 
Flow 3703: {67 63 0} 
Flow 3708: {67 64 0} 
Flow 3710: {161 76 0} 
Flow 3711: {67 68 0} 
Flow 3722: {68 69 0} 
Flow 3766: {1 162 0} 
Flow 3769: {68 6 0} 
Flow 3773: {135 11 0} 
Flow 3791: {46 207 0} 
Flow 3807: {68 66 0} 
Flow 3834: {102 101 0} 
Flow 3838: {128 116 0} 
Flow 3856: {40 46 0} 
Flow 3858: {68 2 0} 
Flow 3862: {53 149 0} 
Flow 3915: {69 63 0} 
Flow 3917: {69 75 0} 
Flow 3939: {94 93 0} 
Flow 3970: {75 2 0} 
Flow 3985: {70 2 0} 
Flow 4016: {47 46 0} 
Flow 4025: {58 219 0} 
Flow 4048: {135 85 0} 
Flow 4058: {70 53 0} 
Flow 4079: {70 135 0} 
Flow 4082: {70 75 0} 
Flow 4099: {31 2 0} 
Flow 4108: {19 17 0} 
Flow 4138: {71 19 0} 
Flow 4155: {85 86 0} 
Flow 4177: {19 89 0} 
Flow 4208: {9 170 0} 
Flow 4216: {72 34 0} 
Flow 4226: {72 52 0} 
Flow 4232: {34 37 0} 
Flow 4234: {72 62 0} 
Flow 4242: {72 64 0} 
Flow 4257: {72 53 0} 
Flow 4312: {40 34 0} 
Flow 4313: {73 75 0} 
Flow 4314: {73 52 0} 
Flow 4320: {73 53 0} 
Flow 4325: {73 64 0} 
Flow 4338: {81 80 0} 
Flow 4351: {100 261 0} 
Flow 4364: {73 135 0} 
Flow 4364: {122 283 0} 
Flow 4394: {64 35 0} 
Flow 4395: {44 205 0} 
Flow 4403: {74 64 0} 
Flow 4408: {64 72 0} 
Flow 4420: {64 66 0} 
Flow 4425: {94 89 0} 
Flow 4429: {64 2 0} 
Flow 4442: {25 146 0} 
Flow 4450: {40 30 0} 
Flow 4477: {53 72 0} 
Flow 4493: {31 81 0} 
Flow 4493: {81 96 0} 
Flow 4503: {75 70 0} 
Flow 4512: {46 31 0} 
Flow 4518: {143 304 0} 
Flow 4528: {76 2 0} 
Flow 4538: {61 35 0} 
Flow 4542: {60 48 0} 
Flow 4542: {76 61 0} 
Flow 4548: {76 75 0} 
Flow 4554: {76 36 0} 
Flow 4571: {16 108 0} 
Flow 4586: {77 2 0} 
Flow 4604: {75 69 0} 
Flow 4620: {53 214 0} 
Flow 4626: {60 221 0} 
Flow 4661: {77 75 0} 
Flow 4681: {46 39 0} 
Flow 4698: {7 3 0} 
Flow 4712: {78 75 0} 
Flow 4731: {75 62 0} 
Flow 4738: {81 19 0} 
Flow 4743: {75 77 0} 
Flow 4859: {105 103 0} 
Flow 4873: {80 81 0} 
Flow 4885: {119 147 0} 
Flow 4887: {144 150 0} 
Flow 4900: {129 53 0} 
Flow 4966: {19 112 0} 
Flow 4998: {85 135 0} 
Flow 5013: {84 85 0} 
Flow 5024: {10 11 0} 
Flow 5027: {67 28 0} 
Flow 5031: {35 196 0} 
Flow 5048: {66 64 0} 
Flow 5135: {87 85 0} 
Flow 5136: {113 274 0} 
Flow 5153: {31 30 0} 
Flow 5160: {88 89 0} 
Flow 5165: {88 91 0} 
Flow 5173: {88 81 0} 
Flow 5177: {32 34 0} 
Flow 5216: {89 94 0} 
Flow 5217: {66 227 0} 
Flow 5225: {76 237 0} 
Flow 5234: {89 88 0} 
Flow 5245: {105 266 0} 
Flow 5253: {26 114 0} 
Flow 5269: {89 19 0} 
Flow 5272: {159 320 0} 
Flow 5286: {18 179 0} 
Flow 5293: {90 94 0} 
Flow 5304: {90 19 0} 
Flow 5348: {90 88 0} 
Flow 5411: {54 215 0} 
Flow 5417: {91 94 0} 
Flow 5430: {91 19 0} 
Flow 5439: {91 88 0} 
Flow 5475: {12 10 0} 
Flow 5481: {22 20 0} 
Flow 5483: {13 24 0} 
Flow 5483: {92 85 0} 
Flow 5512: {63 224 0} 
Flow 5526: {94 18 0} 
Flow 5577: {85 26 0} 
Flow 5580: {2 1 0} 
Flow 5604: {94 127 0} 
Flow 5624: {53 63 0} 
Flow 5630: {99 130 0} 
Flow 5658: {8 10 0} 
Flow 5667: {26 122 0} 
Flow 5675: {127 137 0} 
Flow 5687: {155 316 0} 
Flow 5735: {93 94 0} 
Flow 5750: {95 93 0} 
Flow 5758: {95 81 0} 
Flow 5773: {130 129 0} 
Flow 5800: {96 81 0} 
Flow 5804: {61 222 0} 
Flow 5817: {81 31 0} 
Flow 5826: {19 90 0} 
Flow 5853: {94 132 0} 
Flow 5867: {157 318 0} 
Flow 5911: {78 239 0} 
Flow 5933: {85 114 0} 
Flow 5940: {53 139 0} 
Flow 5948: {98 85 0} 
Flow 5980: {100 89 0} 
Flow 5985: {100 81 0} 
Flow 6007: {88 90 0} 
Flow 6054: {54 9 0} 
Flow 6055: {103 105 0} 
Flow 6056: {105 78 0} 
Flow 6060: {25 186 0} 
Flow 6079: {78 135 0} 
Flow 6081: {57 218 0} 
Flow 6089: {67 228 0} 
Flow 6112: {53 26 0} 
Flow 6118: {106 267 0} 
Flow 6131: {81 124 0} 
Flow 6166: {20 23 0} 
Flow 6173: {31 192 0} 
Flow 6178: {42 203 0} 
Flow 6194: {104 103 0} 
Flow 6226: {53 102 0} 
Flow 6245: {133 134 0} 
Flow 6269: {78 53 0} 
Flow 6349: {158 319 0} 
Flow 6359: {106 107 0} 
Flow 6363: {53 3 0} 
Flow 6368: {128 25 0} 
Flow 6378: {34 30 0} 
Flow 6383: {47 208 0} 
Flow 6385: {49 210 0} 
Flow 6391: {53 56 0} 
Flow 6410: {107 118 0} 
Flow 6422: {103 104 0} 
Flow 6445: {130 99 0} 
Flow 6445: {154 315 0} 
Flow 6464: {16 23 0} 
Flow 6464: {24 185 0} 
Flow 6474: {38 199 0} 
Flow 6519: {13 10 0} 
Flow 6520: {16 13 0} 
Flow 6525: {21 20 0} 
Flow 6535: {134 118 0} 
Flow 6541: {131 292 0} 
Flow 6543: {134 295 0} 
Flow 6545: {26 51 0} 
Flow 6549: {108 16 0} 
Flow 6554: {2 7 0} 
Flow 6564: {5 166 0} 
Flow 6582: {110 25 0} 
Flow 6587: {109 102 0} 
Flow 6594: {102 34 0} 
Flow 6596: {102 52 0} 
Flow 6617: {109 110 0} 
Flow 6641: {12 16 0} 
Flow 6657: {102 51 0} 
Flow 6663: {114 119 0} 
Flow 6669: {102 53 0} 
Flow 6712: {60 61 0} 
Flow 6715: {70 64 0} 
Flow 6756: {114 122 0} 
Flow 6762: {118 135 0} 
Flow 6788: {111 107 0} 
Flow 6790: {69 29 0} 
Flow 6790: {116 128 0} 
Flow 6794: {26 34 0} 
Flow 6820: {75 66 0} 
Flow 6836: {97 258 0} 
Flow 6844: {107 116 0} 
Flow 6846: {116 110 0} 
Flow 6905: {35 62 0} 
Flow 6912: {71 232 0} 
Flow 6940: {109 270 0} 
Flow 6958: {7 151 0} 
Flow 6961: {112 19 0} 
Flow 6992: {45 206 0} 
Flow 7019: {36 76 0} 
Flow 7026: {84 245 0} 
Flow 7032: {96 93 0} 
Flow 7046: {114 275 0} 
Flow 7051: {113 112 0} 
Flow 7051: {112 18 0} 
Flow 7082: {20 12 0} 
Flow 7083: {27 188 0} 
Flow 7137: {114 26 0} 
Flow 7166: {26 53 0} 
Flow 7177: {129 130 0} 
Flow 7223: {114 118 0} 
Flow 7224: {115 114 0} 
Flow 7224: {120 281 0} 
Flow 7232: {115 135 0} 
Flow 7236: {114 25 0} 
Flow 7263: {19 180 0} 
Flow 7267: {117 145 0} 
Flow 7289: {59 58 0} 
Flow 7308: {80 241 0} 
Flow 7324: {117 135 0} 
Flow 7327: {116 107 0} 
Flow 7327: {107 268 0} 
Flow 7338: {124 285 0} 
Flow 7350: {117 114 0} 
Flow 7415: {99 260 0} 
Flow 7422: {118 134 0} 
Flow 7428: {118 114 0} 
Flow 7440: {118 26 0} 
Flow 7483: {120 114 0} 
Flow 7498: {81 100 0} 
Flow 7520: {25 144 0} 
Flow 7536: {123 110 0} 
Flow 7540: {21 182 0} 
Flow 7552: {53 38 0} 
Flow 7576: {68 67 0} 
Flow 7579: {32 81 0} 
Flow 7581: {74 235 0} 
Flow 7590: {85 84 0} 
Flow 7599: {110 116 0} 
Flow 7614: {110 118 0} 
Flow 7616: {116 114 0} 
Flow 7623: {136 297 0} 
Flow 7624: {110 26 0} 
Flow 7636: {139 157 0} 
Flow 7706: {32 99 0} 
Flow 7724: {26 110 0} 
Flow 7732: {2 140 0} 
Flow 7737: {124 81 0} 
Flow 7764: {29 190 0} 
Flow 7770: {30 38 0} 
Flow 7781: {125 81 0} 
Flow 7785: {17 18 0} 
Flow 7820: {101 262 0} 
Flow 7823: {81 32 0} 
Flow 7826: {102 109 0} 
Flow 7839: {26 134 0} 
Flow 7841: {47 51 0} 
Flow 7883: {30 35 0} 
Flow 7895: {54 55 0} 
Flow 7903: {31 64 0} 
Flow 7907: {68 229 0} 
Flow 7924: {19 91 0} 
Flow 7962: {126 81 0} 
Flow 7976: {131 94 0} 
Flow 7977: {127 31 0} 
Flow 8046: {132 94 0} 
Flow 8054: {93 96 0} 
Flow 8069: {94 99 0} 
Flow 8077: {127 2 0} 
Flow 8102: {134 25 0} 
Flow 8131: {135 70 0} 
Flow 8146: {83 244 0} 
Flow 8170: {145 117 0} 
Flow 8251: {99 94 0} 
Flow 8254: {94 90 0} 
Flow 8270: {118 110 0} 
Flow 8281: {134 26 0} 
Flow 8300: {55 54 0} 
Flow 8330: {135 133 0} 
Flow 8371: {135 118 0} 
Flow 8389: {51 136 0} 
Flow 8397: {135 144 0} 
Flow 8407: {51 2 0} 
Flow 8413: {9 8 0} 
Flow 8414: {11 172 0} 
Flow 8433: {51 47 0} 
Flow 8440: {51 40 0} 
Flow 8471: {91 252 0} 
Flow 8471: {136 137 0} 
Flow 8488: {51 26 0} 
Flow 8501: {51 139 0} 
Flow 8509: {136 51 0} 
Flow 8528: {137 127 0} 
Flow 8537: {50 211 0} 
Flow 8541: {40 135 0} 
Flow 8545: {35 61 0} 
Flow 8551: {31 46 0} 
Flow 8553: {51 72 0} 
Flow 8563: {92 253 0} 
Flow 8567: {137 136 0} 
Flow 8569: {127 94 0} 
Flow 8576: {51 102 0} 
Flow 8579: {116 277 0} 
Flow 8587: {137 62 0} 
Flow 8588: {137 2 0} 
Flow 8608: {138 2 0} 
Flow 8627: {64 225 0} 
Flow 8633: {2 64 0} 
Flow 8644: {85 97 0} 
Flow 8668: {2 53 0} 
Flow 8676: {8 169 0} 
Flow 8686: {46 40 0} 
Flow 8692: {6 41 0} 
Flow 8706: {139 48 0} 
Flow 8716: {39 46 0} 
Flow 8716: {72 233 0} 
Flow 8758: {146 307 0} 
Flow 8762: {53 153 0} 
Flow 8763: {19 154 0} 
Flow 8802: {62 60 0} 
Flow 8818: {19 79 0} 
Flow 8837: {75 25 0} 
Flow 8897: {142 2 0} 
Flow 8912: {20 21 0} 
Flow 8923: {2 35 0} 
Flow 8959: {2 127 0} 
Flow 8964: {143 140 0} 
Flow 9021: {144 25 0} 
Flow 9069: {108 269 0} 
Flow 9121: {145 25 0} 
Flow 9126: {25 134 0} 
Flow 9153: {114 85 0} 
Flow 9154: {87 248 0} 
Flow 9170: {110 109 0} 
Flow 9175: {117 278 0} 
Flow 9195: {25 75 0} 
Flow 9201: {22 159 0} 
Flow 9203: {53 2 0} 
Flow 9226: {70 62 0} 
Flow 9226: {149 53 0} 
Flow 9260: {129 34 0} 
Flow 9271: {150 144 0} 
Flow 9289: {48 209 0} 
Flow 9324: {85 92 0} 
Flow 9346: {25 110 0} 
Flow 9351: {144 135 0} 
Flow 9355: {144 26 0} 
Flow 9402: {38 46 0} 
Flow 9407: {2 70 0} 
Flow 9413: {7 62 0} 
Flow 9419: {2 68 0} 
Flow 9448: {118 107 0} 
Flow 9458: {2 34 0} 
Flow 9466: {151 7 0} 
Flow 9482: {7 4 0} 
Flow 9513: {2 38 0} 
Flow 9531: {65 67 0} 
Flow 9559: {2 75 0} 
Flow 9565: {152 7 0} 
Flow 9570: {114 120 0} 
Flow 9579: {2 51 0} 
Flow 9604: {19 81 0} 
Flow 9633: {89 100 0} 
Flow 9644: {154 18 0} 
Flow 9650: {154 19 0} 
Flow 9676: {2 50 0} 
Flow 9693: {34 72 0} 
Flow 9694: {94 74 0} 
Flow 9709: {155 19 0} 
Flow 9724: {114 117 0} 
Flow 9746: {156 140 0} 
Flow 9747: {6 167 0} 
Flow 9750: {140 6 0} 
Flow 9758: {66 29 0} 
Flow 9768: {46 48 0} 
Flow 9774: {133 55 0} 
Flow 9785: {6 68 0} 
Flow 9797: {19 83 0} 
Flow 9800: {90 251 0} 
Flow 9801: {140 2 0} 
Flow 9812: {107 106 0} 
Flow 9839: {75 40 0} 
Flow 9852: {139 39 0} 
Flow 9860: {39 30 0} 
Flow 9868: {139 2 0} 
Flow 9869: {139 52 0} 
Flow 9877: {139 61 0} 
Flow 9878: {139 62 0} 
Flow 9898: {31 127 0} 
Flow 9911: {139 53 0} 
Flow 9929: {157 139 0} 
Flow 9937: {76 161 0} 
Flow 9960: {37 46 0} 
Flow 9963: {129 52 0} 
Flow 9969: {158 39 0} 
Flow 9976: {34 40 0} 
Flow 9986: {82 243 0} 
Flow 9998: {158 34 0} 
Flow 10038: {159 22 0} 
Flow 10068: {66 63 0} 
Flow 10080: {135 78 0} 
Flow 10137: {160 40 0} 
Flow 10146: {28 189 0} 
Flow 10172: {160 70 0} 
Flow 10175: {160 73 0} 
Flow 10189: {40 53 0} 
Flow 10206: {135 122 0} 
Flow 10231: {161 6 0} 
Flow 10233: {17 178 0} 
Flow 10256: {6 140 0} 
Flow 10265: {6 64 0} 
Flow 10285: {25 128 0} 
Flow 10299: {61 139 0} 
Time taken running everything: 0 seconds
