Number of groups: 405
Flow 2662: {80 83} 
Flow 2693: {53 55} 
Flow 2717: {32 31} 
Flow 2719: {32 33} 
Flow 2724: {58 59} 
Flow 2764: {12 99} 
Flow 2879: {42 129} 
Flow 2901: {34 48} 
Flow 2915: {78 165} 
Flow 2931: {35 7} 
Flow 2934: {35 10} 
Flow 2937: {35 11} 
Flow 2953: {29 116} 
Flow 2985: {62 149} 
Flow 2993: {70 157} 
Flow 3041: {33 31} 
Flow 3044: {33 34} 
Flow 3083: {74 161} 
Flow 3106: {20 10} 
Flow 3109: {37 28} 
Flow 3115: {4 19} 
Flow 3115: {37 43} 
Flow 3137: {37 42} 
Flow 3152: {54 57} 
Flow 3170: {37 41} 
Flow 3172: {77 164} 
Flow 3195: {38 43} 
Flow 3203: {28 24} 
Flow 3220: {38 28} 
Flow 3223: {38 42} 
Flow 3256: {38 41} 
Flow 3300: {39 28} 
Flow 3338: {46 71} 
Flow 3341: {28 36} 
Flow 3477: {37 124} 
Flow 3488: {13 49} 
Flow 3497: {44 58} 
Flow 3563: {42 37} 
Flow 3564: {42 38} 
Flow 3566: {42 43} 
Flow 3576: {44 67} 
Flow 3583: {42 41} 
Flow 3600: {75 162} 
Flow 3612: {47 87} 
Flow 3637: {53 25} 
Flow 3682: {41 46} 
Flow 3683: {46 72} 
Flow 3721: {23 110} 
Flow 3725: {22 27} 
Flow 3737: {28 39} 
Flow 3779: {48 82} 
Flow 3819: {35 122} 
Flow 3841: {45 76} 
Flow 3841: {76 44} 
Flow 3842: {45 67} 
Flow 3877: {79 7} 
Flow 3948: {9 47} 
Flow 3952: {83 170} 
Flow 4039: {78 84} 
Flow 4041: {43 36} 
Flow 4049: {20 2} 
Flow 4067: {48 34} 
Flow 4084: {34 33} 
Flow 4118: {34 31} 
Flow 4125: {84 171} 
Flow 4133: {49 13} 
Flow 4165: {28 37} 
Flow 4177: {13 50} 
Flow 4181: {54 141} 
Flow 4198: {71 158} 
Flow 4285: {50 13} 
Flow 4299: {85 86} 
Flow 4321: {24 21} 
Flow 4324: {52 59} 
Flow 4355: {56 143} 
Flow 4368: {69 156} 
Flow 4370: {51 52} 
Flow 4376: {59 58} 
Flow 4416: {41 29} 
Flow 4416: {58 44} 
Flow 4450: {66 65} 
Flow 4498: {73 26} 
Flow 4499: {55 27} 
Flow 4532: {56 60} 
Flow 4554: {57 70} 
Flow 4571: {13 100} 
Flow 4604: {46 133} 
Flow 4630: {70 73} 
Flow 4670: {83 26} 
Flow 4683: {55 53} 
Flow 4694: {50 137} 
Flow 4695: {67 59} 
Flow 4723: {55 30} 
Flow 4737: {56 14} 
Flow 4745: {12 15} 
Flow 4773: {13 40} 
Flow 4779: {49 136} 
Flow 4815: {23 85} 
Flow 4818: {54 53} 
Flow 4826: {10 97} 
Flow 4827: {2 11} 
Flow 4833: {12 17} 
Flow 4844: {57 54} 
Flow 4846: {73 30} 
Flow 4901: {36 28} 
Flow 4907: {10 5} 
Flow 4996: {19 8} 
Flow 5027: {39 126} 
Flow 5033: {59 67} 
Flow 5060: {44 41} 
Flow 5069: {58 9} 
Flow 5069: {9 31} 
Flow 5078: {4 91} 
Flow 5108: {60 61} 
Flow 5131: {60 56} 
Flow 5135: {60 16} 
Flow 5161: {1 88} 
Flow 5176: {16 103} 
Flow 5180: {61 14} 
Flow 5185: {61 60} 
Flow 5198: {43 38} 
Flow 5199: {14 12} 
Flow 5205: {41 45} 
Flow 5208: {48 135} 
Flow 5221: {61 62} 
Flow 5227: {57 68} 
Flow 5241: {4 81} 
Flow 5248: {13 11} 
Flow 5256: {62 16} 
Flow 5256: {16 13} 
Flow 5263: {63 17} 
Flow 5266: {20 107} 
Flow 5287: {41 128} 
Flow 5300: {16 12} 
Flow 5307: {62 61} 
Flow 5314: {57 69} 
Flow 5325: {80 167} 
Flow 5338: {6 93} 
Flow 5347: {63 16} 
Flow 5350: {9 18} 
Flow 5439: {81 4} 
Flow 5448: {80 30} 
Flow 5449: {31 118} 
Flow 5461: {43 130} 
Flow 5463: {45 132} 
Flow 5463: {64 66} 
Flow 5482: {64 65} 
Flow 5509: {5 92} 
Flow 5536: {48 32} 
Flow 5545: {66 81} 
Flow 5552: {66 82} 
Flow 5568: {65 64} 
Flow 5569: {65 66} 
Flow 5579: {76 163} 
Flow 5580: {44 77} 
Flow 5597: {2 7} 
Flow 5658: {40 36} 
Flow 5701: {25 112} 
Flow 5720: {67 44} 
Flow 5737: {14 61} 
Flow 5770: {8 95} 
Flow 5777: {13 15} 
Flow 5798: {53 36} 
Flow 5800: {38 125} 
Flow 5802: {40 127} 
Flow 5810: {32 48} 
Flow 5829: {68 57} 
Flow 5851: {69 57} 
Flow 5856: {20 8} 
Flow 5935: {4 1} 
Flow 5969: {41 47} 
Flow 5973: {70 57} 
Flow 6031: {1 11} 
Flow 6052: {71 46} 
Flow 6085: {9 19} 
Flow 6089: {46 41} 
Flow 6092: {73 160} 
Flow 6115: {9 96} 
Flow 6125: {19 106} 
Flow 6130: {36 24} 
Flow 6132: {72 46} 
Flow 6170: {66 64} 
Flow 6181: {44 76} 
Flow 6186: {72 9} 
Flow 6229: {73 80} 
Flow 6261: {73 70} 
Flow 6286: {74 83} 
Flow 6308: {83 30} 
Flow 6366: {9 20} 
Flow 6385: {40 24} 
Flow 6410: {9 58} 
Flow 6427: {63 150} 
Flow 6444: {75 9} 
Flow 6465: {36 40} 
Flow 6466: {76 45} 
Flow 6471: {21 108} 
Flow 6510: {45 41} 
Flow 6530: {81 168} 
Flow 6539: {19 3} 
Flow 6554: {67 9} 
Flow 6575: {77 44} 
Flow 6606: {80 73} 
Flow 6613: {77 46} 
Flow 6622: {87 174} 
Flow 6636: {46 58} 
Flow 6649: {29 22} 
Flow 6666: {78 44} 
Flow 6667: {67 45} 
Flow 6716: {7 8} 
Flow 6725: {17 104} 
Flow 6743: {7 35} 
Flow 6846: {52 139} 
Flow 6847: {53 140} 
Flow 6860: {43 4} 
Flow 6963: {58 46} 
Flow 7010: {82 48} 
Flow 7023: {82 66} 
Flow 7098: {83 80} 
Flow 7106: {74 70} 
Flow 7112: {54 56} 
Flow 7133: {41 43} 
Flow 7168: {30 117} 
Flow 7175: {41 37} 
Flow 7178: {84 78} 
Flow 7208: {78 46} 
Flow 7252: {28 115} 
Flow 7262: {23 28} 
Flow 7336: {23 21} 
Flow 7359: {86 85} 
Flow 7361: {4 20} 
Flow 7361: {52 51} 
Flow 7371: {85 23} 
Flow 7378: {24 36} 
Flow 7385: {9 75} 
Flow 7410: {12 14} 
Flow 7416: {47 9} 
Flow 7423: {87 47} 
Flow 7468: {9 72} 
Time taken running everything: 738 seconds
