Number of groups: 405
Flow 1293: {20 3 0} 
Flow 1311: {22 109 0} 
Flow 1312: {28 23 0} 
Flow 1321: {33 32 0} 
Flow 1321: {32 119 0} 
Flow 1336: {40 4 0} 
Flow 1349: {60 147 0} 
Flow 1379: {17 12 0} 
Flow 1435: {16 60 0} 
Flow 1435: {17 63 0} 
Flow 1447: {12 13 0} 
Flow 1464: {1 2 0} 
Flow 1467: {1 5 0} 
Flow 1469: {1 7 0} 
Flow 1470: {1 8 0} 
Flow 1470: {18 3 0} 
Flow 1472: {1 10 0} 
Flow 1476: {14 101 0} 
Flow 1509: {18 9 0} 
Flow 1511: {19 4 0} 
Flow 1528: {67 154 0} 
Flow 1555: {7 94 0} 
Flow 1559: {9 1 0} 
Flow 1737: {13 12 0} 
Flow 1747: {21 24 0} 
Flow 1747: {24 28 0} 
Flow 1761: {43 42 0} 
Flow 1774: {21 22 0} 
Flow 1780: {61 148 0} 
Flow 1811: {6 35 0} 
Flow 1830: {22 25 0} 
Flow 1831: {22 26 0} 
Flow 1842: {22 28 0} 
Flow 1847: {41 42 0} 
Flow 1848: {22 29 0} 
Flow 1849: {44 131 0} 
Flow 1857: {59 52 0} 
Flow 1862: {29 80 0} 
Flow 1877: {72 159 0} 
Flow 1884: {6 79 0} 
Flow 1915: {24 111 0} 
Flow 1921: {22 30 0} 
Flow 1929: {28 38 0} 
Flow 1933: {23 24 0} 
Flow 1949: {58 145 0} 
Flow 1991: {24 40 0} 
Flow 2062: {24 23 0} 
Flow 2086: {25 22 0} 
Flow 2100: {43 37 0} 
Flow 2114: {51 138 0} 
Flow 2130: {25 53 0} 
Flow 2143: {25 54 0} 
Flow 2147: {41 44 0} 
Flow 2149: {86 173 0} 
Flow 2175: {54 25 0} 
Flow 2176: {26 83 0} 
Flow 2205: {26 73 0} 
Flow 2212: {29 41 0} 
Flow 2221: {26 80 0} 
Flow 2233: {80 29 0} 
Flow 2235: {26 22 0} 
Flow 2258: {27 22 0} 
Flow 2262: {27 30 0} 
Flow 2262: {30 83 0} 
Flow 2268: {27 55 0} 
Flow 2284: {40 13 0} 
Flow 2300: {65 152 0} 
Flow 2349: {28 22 0} 
Flow 2350: {43 41 0} 
Flow 2353: {4 33 0} 
Flow 2368: {47 134 0} 
Flow 2381: {28 40 0} 
Flow 2404: {36 43 0} 
Flow 2429: {22 21 0} 
Flow 2442: {47 6 0} 
Flow 2499: {35 5 0} 
Flow 2509: {15 102 0} 
Flow 2516: {30 22 0} 
Flow 2521: {30 27 0} 
Flow 2532: {30 80 0} 
Flow 2546: {30 55 0} 
Flow 2553: {30 73 0} 
Flow 2571: {44 78 0} 
Flow 2578: {21 23 0} 
Flow 2616: {31 9 0} 
Flow 2618: {4 40 0} 
Flow 2622: {33 4 0} 
Flow 2636: {57 144 0} 
Flow 2642: {16 63 0} 
Flow 2662: {80 83 0} 
Flow 2693: {53 55 0} 
Flow 2717: {32 31 0} 
Flow 2719: {32 33 0} 
Flow 2724: {58 59 0} 
Flow 2764: {12 99 0} 
Flow 2879: {42 129 0} 
Flow 2901: {34 48 0} 
Flow 2915: {78 165 0} 
Flow 2931: {35 7 0} 
Flow 2934: {35 10 0} 
Flow 2937: {35 11 0} 
Flow 2953: {29 116 0} 
Flow 2985: {62 149 0} 
Flow 2993: {70 157 0} 
Flow 3041: {33 31 0} 
Flow 3044: {33 34 0} 
Flow 3083: {74 161 0} 
Flow 3106: {20 10 0} 
Flow 3109: {37 28 0} 
Flow 3115: {4 19 0} 
Flow 3115: {37 43 0} 
Flow 3137: {37 42 0} 
Flow 3152: {54 57 0} 
Flow 3170: {37 41 0} 
Flow 3172: {77 164 0} 
Flow 3195: {38 43 0} 
Flow 3203: {28 24 0} 
Flow 3220: {38 28 0} 
Flow 3223: {38 42 0} 
Flow 3256: {38 41 0} 
Flow 3300: {39 28 0} 
Flow 3338: {46 71 0} 
Flow 3341: {28 36 0} 
Flow 3477: {37 124 0} 
Flow 3488: {13 49 0} 
Flow 3497: {44 58 0} 
Flow 3563: {42 37 0} 
Flow 3564: {42 38 0} 
Flow 3566: {42 43 0} 
Flow 3576: {44 67 0} 
Flow 3583: {42 41 0} 
Flow 3600: {75 162 0} 
Flow 3612: {47 87 0} 
Flow 3637: {53 25 0} 
Flow 3682: {41 46 0} 
Flow 3683: {46 72 0} 
Flow 3721: {23 110 0} 
Flow 3725: {22 27 0} 
Flow 3737: {28 39 0} 
Flow 3779: {48 82 0} 
Flow 3819: {35 122 0} 
Flow 3841: {45 76 0} 
Flow 3841: {76 44 0} 
Flow 3842: {45 67 0} 
Flow 3877: {79 7 0} 
Flow 3948: {9 47 0} 
Flow 3952: {83 170 0} 
Flow 4039: {78 84 0} 
Flow 4041: {43 36 0} 
Flow 4049: {20 2 0} 
Flow 4067: {48 34 0} 
Flow 4084: {34 33 0} 
Flow 4118: {34 31 0} 
Flow 4125: {84 171 0} 
Flow 4133: {49 13 0} 
Flow 4165: {28 37 0} 
Flow 4177: {13 50 0} 
Flow 4181: {54 141 0} 
Flow 4198: {71 158 0} 
Flow 4285: {50 13 0} 
Flow 4299: {85 86 0} 
Flow 4321: {24 21 0} 
Flow 4324: {52 59 0} 
Flow 4355: {56 143 0} 
Flow 4368: {69 156 0} 
Flow 4370: {51 52 0} 
Flow 4376: {59 58 0} 
Flow 4416: {41 29 0} 
Flow 4416: {58 44 0} 
Flow 4450: {66 65 0} 
Flow 4498: {73 26 0} 
Flow 4499: {55 27 0} 
Flow 4532: {56 60 0} 
Flow 4554: {57 70 0} 
Flow 4571: {13 100 0} 
Flow 4604: {46 133 0} 
Flow 4630: {70 73 0} 
Flow 4670: {83 26 0} 
Flow 4683: {55 53 0} 
Flow 4694: {50 137 0} 
Flow 4695: {67 59 0} 
Flow 4723: {55 30 0} 
Flow 4737: {56 14 0} 
Flow 4745: {12 15 0} 
Flow 4773: {13 40 0} 
Flow 4779: {49 136 0} 
Flow 4815: {23 85 0} 
Flow 4818: {54 53 0} 
Flow 4826: {10 97 0} 
Flow 4827: {2 11 0} 
Flow 4833: {12 17 0} 
Flow 4844: {57 54 0} 
Flow 4846: {73 30 0} 
Flow 4901: {36 28 0} 
Flow 4907: {10 5 0} 
Flow 4996: {19 8 0} 
Flow 5027: {39 126 0} 
Flow 5033: {59 67 0} 
Flow 5060: {44 41 0} 
Flow 5069: {58 9 0} 
Flow 5069: {9 31 0} 
Flow 5078: {4 91 0} 
Flow 5108: {60 61 0} 
Flow 5131: {60 56 0} 
Flow 5135: {60 16 0} 
Flow 5161: {1 88 0} 
Flow 5176: {16 103 0} 
Flow 5180: {61 14 0} 
Flow 5185: {61 60 0} 
Flow 5198: {43 38 0} 
Flow 5199: {14 12 0} 
Flow 5205: {41 45 0} 
Flow 5208: {48 135 0} 
Flow 5221: {61 62 0} 
Flow 5227: {57 68 0} 
Flow 5241: {4 81 0} 
Flow 5248: {13 11 0} 
Flow 5256: {62 16 0} 
Flow 5256: {16 13 0} 
Flow 5263: {63 17 0} 
Flow 5266: {20 107 0} 
Flow 5287: {41 128 0} 
Flow 5300: {16 12 0} 
Flow 5307: {62 61 0} 
Flow 5314: {57 69 0} 
Flow 5325: {80 167 0} 
Flow 5338: {6 93 0} 
Flow 5347: {63 16 0} 
Flow 5350: {9 18 0} 
Flow 5439: {81 4 0} 
Flow 5448: {80 30 0} 
Flow 5449: {31 118 0} 
Flow 5461: {43 130 0} 
Flow 5463: {45 132 0} 
Flow 5463: {64 66 0} 
Flow 5482: {64 65 0} 
Flow 5509: {5 92 0} 
Flow 5536: {48 32 0} 
Flow 5545: {66 81 0} 
Flow 5552: {66 82 0} 
Flow 5568: {65 64 0} 
Flow 5569: {65 66 0} 
Flow 5579: {76 163 0} 
Flow 5580: {44 77 0} 
Flow 5597: {2 7 0} 
Flow 5658: {40 36 0} 
Flow 5701: {25 112 0} 
Flow 5720: {67 44 0} 
Flow 5737: {14 61 0} 
Flow 5770: {8 95 0} 
Flow 5777: {13 15 0} 
Flow 5798: {53 36 0} 
Flow 5800: {38 125 0} 
Flow 5802: {40 127 0} 
Flow 5810: {32 48 0} 
Flow 5829: {68 57 0} 
Flow 5851: {69 57 0} 
Flow 5856: {20 8 0} 
Flow 5935: {4 1 0} 
Flow 5969: {41 47 0} 
Flow 5973: {70 57 0} 
Flow 6031: {1 11 0} 
Flow 6052: {71 46 0} 
Flow 6085: {9 19 0} 
Flow 6089: {46 41 0} 
Flow 6092: {73 160 0} 
Flow 6115: {9 96 0} 
Flow 6125: {19 106 0} 
Flow 6130: {36 24 0} 
Flow 6132: {72 46 0} 
Flow 6170: {66 64 0} 
Flow 6181: {44 76 0} 
Flow 6186: {72 9 0} 
Flow 6229: {73 80 0} 
Flow 6261: {73 70 0} 
Flow 6286: {74 83 0} 
Flow 6308: {83 30 0} 
Flow 6366: {9 20 0} 
Flow 6385: {40 24 0} 
Flow 6410: {9 58 0} 
Flow 6427: {63 150 0} 
Flow 6444: {75 9 0} 
Flow 6465: {36 40 0} 
Flow 6466: {76 45 0} 
Flow 6471: {21 108 0} 
Flow 6510: {45 41 0} 
Flow 6530: {81 168 0} 
Flow 6539: {19 3 0} 
Flow 6554: {67 9 0} 
Flow 6575: {77 44 0} 
Flow 6606: {80 73 0} 
Flow 6613: {77 46 0} 
Flow 6622: {87 174 0} 
Flow 6636: {46 58 0} 
Flow 6649: {29 22 0} 
Flow 6666: {78 44 0} 
Flow 6667: {67 45 0} 
Flow 6716: {7 8 0} 
Flow 6725: {17 104 0} 
Flow 6743: {7 35 0} 
Flow 6846: {52 139 0} 
Flow 6847: {53 140 0} 
Flow 6860: {43 4 0} 
Flow 6963: {58 46 0} 
Flow 7010: {82 48 0} 
Flow 7023: {82 66 0} 
Flow 7098: {83 80 0} 
Flow 7106: {74 70 0} 
Flow 7112: {54 56 0} 
Flow 7133: {41 43 0} 
Flow 7168: {30 117 0} 
Flow 7175: {41 37 0} 
Flow 7178: {84 78 0} 
Flow 7208: {78 46 0} 
Flow 7252: {28 115 0} 
Flow 7262: {23 28 0} 
Flow 7336: {23 21 0} 
Flow 7359: {86 85 0} 
Flow 7361: {4 20 0} 
Flow 7361: {52 51 0} 
Flow 7371: {85 23 0} 
Flow 7378: {24 36 0} 
Flow 7385: {9 75 0} 
Flow 7410: {12 14 0} 
Flow 7416: {47 9 0} 
Flow 7423: {87 47 0} 
Flow 7468: {9 72 0} 
Time taken running everything: 71 seconds
