Number of groups: 525
Flow 4239: {61 219} 
Flow 4284: {34 35} 
Flow 4301: {52 150} 
Flow 4358: {21 78} 
Flow 4386: {118 92} 
Flow 4406: {113 271} 
Flow 4409: {69 77} 
Flow 4577: {86 2} 
Flow 4623: {53 211} 
Flow 4755: {8 10} 
Flow 4763: {11 12} 
Flow 4808: {79 121} 
Flow 4821: {119 120} 
Flow 4846: {119 101} 
Flow 4864: {39 84} 
Flow 4875: {40 34} 
Flow 4883: {100 122} 
Flow 4898: {10 168} 
Flow 4913: {6 4} 
Flow 4916: {117 36} 
Flow 4920: {80 64} 
Flow 4920: {64 65} 
Flow 4943: {41 44} 
Flow 4950: {123 281} 
Flow 4960: {135 142} 
Flow 5027: {7 6} 
Flow 5030: {88 144} 
Flow 5124: {44 43} 
Flow 5181: {43 88} 
Flow 5236: {11 169} 
Flow 5260: {135 137} 
Flow 5281: {42 47} 
Flow 5282: {93 76} 
Flow 5305: {47 138} 
Flow 5324: {45 42} 
Flow 5333: {138 135} 
Flow 5341: {151 155} 
Flow 5360: {46 45} 
Flow 5377: {46 47} 
Flow 5511: {137 136} 
Flow 5554: {4 3} 
Flow 5675: {134 87} 
Flow 5697: {49 5} 
Flow 5750: {136 78} 
Flow 5754: {5 4} 
Flow 5806: {135 293} 
Flow 5817: {68 19} 
Flow 5859: {125 132} 
Flow 5866: {38 196} 
Flow 5877: {50 208} 
Flow 5879: {60 59} 
Flow 6072: {19 68} 
Flow 6127: {134 133} 
Flow 6152: {51 209} 
Flow 6245: {33 191} 
Flow 6257: {45 203} 
Flow 6277: {67 225} 
Flow 6291: {81 239} 
Flow 6325: {54 84} 
Flow 6416: {129 130} 
Flow 6437: {56 55} 
Flow 6441: {55 54} 
Flow 6505: {147 305} 
Flow 6535: {57 60} 
Flow 6538: {30 188} 
Flow 6568: {127 66} 
Flow 6577: {58 51} 
Flow 6589: {88 246} 
Flow 6668: {60 57} 
Flow 6668: {57 58} 
Flow 6771: {51 126} 
Flow 6809: {117 119} 
Flow 6894: {59 54} 
Flow 6909: {36 117} 
Flow 6926: {120 8} 
Flow 6932: {139 140} 
Flow 6966: {110 107} 
Flow 6980: {151 153} 
Flow 6995: {119 117} 
Flow 7001: {54 59} 
Flow 7063: {61 154} 
Flow 7069: {61 156} 
Flow 7087: {152 310} 
Flow 7108: {16 15} 
Flow 7123: {36 33} 
Flow 7166: {123 130} 
Flow 7290: {55 56} 
Flow 7378: {51 52} 
Flow 7409: {98 27} 
Flow 7433: {64 80} 
Flow 7470: {19 20} 
Flow 7479: {78 69} 
Flow 7483: {130 123} 
Flow 7494: {132 290} 
Flow 7541: {98 26} 
Flow 7605: {95 96} 
Flow 7621: {66 127} 
Flow 7628: {119 277} 
Flow 7629: {97 121} 
Flow 7636: {128 286} 
Flow 7654: {145 146} 
Flow 7655: {65 64} 
Flow 7694: {67 115} 
Flow 7749: {67 92} 
Flow 7755: {92 91} 
Flow 7794: {140 298} 
Flow 7801: {147 148} 
Flow 7829: {9 167} 
Flow 7930: {90 116} 
Flow 8055: {53 29} 
Flow 8056: {78 21} 
Flow 8061: {33 34} 
Flow 8068: {71 70} 
Flow 8075: {34 37} 
Flow 8140: {13 31} 
Flow 8197: {70 78} 
Flow 8238: {72 71} 
Flow 8262: {58 129} 
Flow 8425: {19 11} 
Flow 8460: {21 22} 
Flow 8469: {47 48} 
Flow 8489: {74 73} 
Flow 8544: {125 51} 
Flow 8567: {25 183} 
Flow 8575: {73 77} 
Flow 8582: {47 42} 
Flow 8632: {75 73} 
Flow 8636: {120 278} 
Flow 8656: {8 110} 
Flow 8683: {20 178} 
Flow 8717: {58 216} 
Flow 8732: {73 231} 
Flow 9092: {137 295} 
Flow 9129: {18 176} 
Flow 9144: {35 193} 
Flow 9213: {112 270} 
Flow 9237: {138 296} 
Flow 9262: {128 130} 
Flow 9345: {98 256} 
Flow 9363: {116 274} 
Flow 9387: {142 300} 
Flow 9437: {81 87} 
Flow 9439: {48 47} 
Flow 9453: {79 63} 
Flow 9455: {65 223} 
Flow 9477: {92 250} 
Flow 9510: {133 291} 
Flow 9548: {19 12} 
Flow 9558: {25 28} 
Flow 9608: {106 83} 
Flow 9611: {82 104} 
Flow 9653: {31 132} 
Flow 9674: {82 81} 
Flow 9748: {70 228} 
Flow 9764: {87 245} 
Flow 9776: {100 258} 
Flow 9798: {105 108} 
Flow 9799: {124 282} 
Flow 9872: {39 40} 
Flow 9879: {48 206} 
Flow 9880: {49 207} 
Flow 9918: {37 34} 
Flow 9939: {76 112} 
Flow 10051: {85 35} 
Flow 10124: {85 31} 
Flow 10205: {83 241} 
Flow 10224: {86 8} 
Flow 10295: {29 23} 
Flow 10310: {40 39} 
Flow 10333: {87 10} 
Flow 10351: {81 82} 
Flow 10419: {154 312} 
Flow 10540: {158 50} 
Flow 10609: {40 198} 
Flow 10609: {93 77} 
Flow 10643: {78 236} 
Flow 10663: {89 95} 
Flow 10709: {95 94} 
Flow 10710: {150 308} 
Flow 10734: {17 175} 
Flow 10762: {138 47} 
Flow 10775: {63 221} 
Flow 10791: {80 238} 
Flow 10821: {96 111} 
Flow 10826: {117 275} 
Flow 10851: {90 89} 
Flow 10855: {149 307} 
Flow 10908: {91 99} 
Flow 10956: {92 118} 
Flow 10969: {99 98} 
Flow 11084: {87 81} 
Flow 11103: {106 103} 
Flow 11109: {109 267} 
Flow 11197: {59 217} 
Flow 11290: {17 18} 
Flow 11419: {94 93} 
Flow 11439: {35 32} 
Flow 11441: {34 192} 
Flow 11507: {104 103} 
Flow 11574: {96 95} 
Flow 11669: {8 166} 
Flow 11680: {13 14} 
Flow 11740: {8 86} 
Flow 11753: {101 259} 
Flow 11864: {98 92} 
Flow 11880: {73 75} 
Flow 11996: {99 91} 
Flow 12030: {27 25} 
Flow 12051: {91 92} 
Flow 12052: {132 131} 
Flow 12114: {84 39} 
Flow 12153: {108 105} 
Flow 12164: {94 252} 
Flow 12237: {14 172} 
Flow 12280: {78 152} 
Flow 12308: {77 93} 
Flow 12312: {93 251} 
Flow 12316: {92 98} 
Flow 12331: {114 272} 
Flow 12446: {11 14} 
Flow 12462: {96 254} 
Flow 12480: {117 118} 
Flow 12490: {102 109} 
Flow 12533: {13 171} 
Flow 12588: {104 134} 
Flow 12639: {103 106} 
Flow 12649: {139 297} 
Flow 12682: {15 173} 
Flow 12690: {23 181} 
Flow 12707: {88 43} 
Flow 12723: {104 2} 
Flow 12723: {120 119} 
Flow 12727: {2 86} 
Flow 12729: {132 125} 
Flow 12760: {120 25} 
Flow 12770: {110 268} 
Flow 12806: {148 306} 
Flow 12815: {157 315} 
Flow 12833: {20 19} 
Flow 12911: {83 110} 
Flow 12962: {103 104} 
Flow 12971: {83 105} 
Flow 12996: {144 88} 
Flow 12997: {3 4} 
Flow 13062: {118 115} 
Flow 13095: {151 309} 
Flow 13156: {51 58} 
Flow 13157: {156 61} 
Flow 13166: {78 70} 
Flow 13172: {107 110} 
Flow 13175: {128 79} 
Flow 13255: {6 7} 
Flow 13337: {112 111} 
Flow 13441: {71 229} 
Flow 13449: {109 107} 
Flow 13690: {111 112} 
Flow 13700: {89 90} 
Flow 13704: {111 96} 
Flow 13710: {22 10} 
Flow 13757: {112 76} 
Flow 13779: {77 69} 
Flow 13805: {136 50} 
Flow 13898: {143 144} 
Flow 13972: {64 222} 
Flow 14011: {76 93} 
Flow 14033: {114 111} 
Flow 14050: {63 80} 
Flow 14050: {130 128} 
Flow 14051: {113 114} 
Flow 14104: {158 143} 
Flow 14150: {69 78} 
Flow 14172: {113 116} 
Flow 14218: {6 164} 
Flow 14282: {115 118} 
Flow 14291: {115 67} 
Flow 14316: {130 288} 
Flow 14330: {145 303} 
Flow 14401: {116 90} 
Flow 14418: {86 244} 
Flow 14433: {102 260} 
Flow 14444: {116 113} 
Flow 14497: {101 102} 
Flow 14550: {92 67} 
Flow 14579: {125 123} 
Flow 14586: {2 104} 
Flow 14642: {5 163} 
Flow 14701: {97 127} 
Flow 14809: {108 20} 
Flow 15000: {98 99} 
Flow 15035: {62 156} 
Flow 15042: {7 165} 
Flow 15158: {80 63} 
Flow 15161: {128 129} 
Flow 15184: {4 5} 
Flow 15195: {123 125} 
Flow 15216: {83 106} 
Flow 15310: {23 24} 
Flow 15316: {31 189} 
Flow 15356: {105 83} 
Flow 15357: {130 124} 
Flow 15373: {107 109} 
Flow 15483: {124 130} 
Flow 15492: {95 89} 
Flow 15506: {124 58} 
Flow 15563: {16 174} 
Flow 15586: {34 40} 
Flow 15621: {76 234} 
Flow 15647: {103 261} 
Flow 15721: {24 182} 
Flow 15745: {126 51} 
Flow 15825: {78 136} 
Flow 15837: {126 131} 
Flow 15920: {121 79} 
Flow 15930: {127 97} 
Flow 15959: {66 65} 
Flow 15972: {4 162} 
Flow 15985: {21 179} 
Flow 15995: {85 32} 
Flow 16002: {42 200} 
Flow 16013: {57 215} 
Flow 16135: {39 197} 
Flow 16165: {70 71} 
Flow 16191: {129 58} 
Flow 16274: {26 184} 
Flow 16321: {77 73} 
Flow 16360: {35 34} 
Flow 16373: {130 129} 
Flow 16377: {31 13} 
Flow 16444: {58 57} 
Flow 16445: {131 126} 
Flow 16456: {68 226} 
Flow 16474: {90 248} 
Flow 16481: {99 257} 
Flow 16487: {107 265} 
Flow 16517: {131 132} 
Flow 16517: {132 31} 
Flow 16531: {1 159} 
Flow 16558: {28 186} 
Flow 16576: {133 3} 
Flow 16585: {60 218} 
Flow 16764: {106 264} 
Flow 16873: {71 72} 
Flow 16883: {104 82} 
Flow 16949: {153 311} 
Flow 17076: {50 158} 
Flow 17195: {111 269} 
Flow 17261: {22 180} 
Flow 17358: {126 284} 
Flow 17366: {134 292} 
Flow 17366: {140 139} 
Flow 17392: {48 49} 
Flow 17402: {12 17} 
Flow 17410: {8 120} 
Flow 17586: {75 233} 
Flow 17628: {118 276} 
Flow 17714: {56 214} 
Flow 17779: {125 283} 
Flow 17791: {140 141} 
Flow 17810: {158 316} 
Flow 17835: {141 140} 
Flow 17837: {139 134} 
Flow 17876: {142 135} 
Flow 17898: {93 94} 
Flow 17959: {142 141} 
Flow 17971: {19 16} 
Flow 18011: {158 157} 
Flow 18023: {73 74} 
Flow 18151: {143 158} 
Flow 18187: {144 143} 
Flow 18201: {35 85} 
Flow 18264: {10 22} 
Flow 18287: {32 190} 
Flow 18293: {41 199} 
Flow 18293: {110 8} 
Flow 18310: {11 19} 
Flow 18338: {79 128} 
Flow 18368: {122 100} 
Flow 18372: {65 66} 
Flow 18403: {2 160} 
Flow 18509: {145 122} 
Flow 18511: {115 273} 
Flow 18683: {86 1} 
Flow 18683: {100 80} 
Flow 18715: {147 146} 
Flow 18726: {55 213} 
Flow 18748: {146 145} 
Flow 18775: {148 147} 
Flow 18797: {63 79} 
Flow 18798: {141 142} 
Flow 18803: {150 149} 
Flow 18822: {149 150} 
Flow 18877: {52 51} 
Flow 18932: {51 125} 
Flow 18960: {150 52} 
Flow 18969: {121 97} 
Flow 18969: {129 128} 
Flow 19014: {25 27} 
Flow 19133: {151 152} 
Flow 19143: {154 61} 
Flow 19187: {155 151} 
Flow 19222: {94 95} 
Flow 19234: {134 104} 
Flow 19236: {105 263} 
Flow 19276: {154 155} 
Flow 19296: {10 8} 
Flow 19298: {153 78} 
Flow 19313: {23 30} 
Flow 19326: {137 135} 
Flow 19379: {104 262} 
Flow 19434: {157 158} 
Flow 19441: {62 151} 
Flow 19443: {156 62} 
Flow 19518: {27 98} 
Flow 19526: {80 100} 
Flow 19559: {156 157} 
Flow 19559: {158 7} 
Flow 19590: {10 9} 
Flow 19618: {37 38} 
Flow 19684: {107 108} 
Flow 19697: {121 279} 
Flow 19811: {133 134} 
Flow 19825: {97 255} 
Flow 19854: {50 136} 
Flow 19864: {136 137} 
Flow 19871: {144 302} 
Flow 19880: {157 156} 
Time taken running everything: 1017 seconds
