OKAY
Number of groups: 856
Flow 9559: {70 34 0} 
Flow 9580: {131 269 0} 
Flow 9679: {92 230 0} 
Flow 9685: {71 7 0} 
Flow 9718: {122 131 0} 
Flow 9747: {72 122 0} 
Flow 9748: {23 161 0} 
Flow 9799: {72 89 0} 
Flow 9815: {72 121 0} 
Flow 9827: {102 240 0} 
Flow 9835: {72 71 0} 
Flow 9881: {34 18 0} 
Flow 9915: {16 52 0} 
Flow 9956: {60 95 0} 
Flow 9996: {34 101 0} 
Flow 10099: {64 100 0} 
Flow 10127: {61 65 0} 
Flow 10136: {74 95 0} 
Flow 10150: {4 13 0} 
Flow 10155: {35 18 0} 
Flow 10187: {50 188 0} 
Flow 10213: {75 76 0} 
Flow 10214: {75 77 0} 
Flow 10215: {75 78 0} 
Flow 10235: {34 98 0} 
Flow 10236: {118 60 0} 
Flow 10271: {75 11 0} 
Flow 10287: {12 150 0} 
Flow 10287: {76 86 0} 
Flow 10325: {86 11 0} 
Flow 10350: {76 75 0} 
Flow 10359: {76 84 0} 
Flow 10426: {11 4 0} 
Flow 10438: {71 25 0} 
Flow 10469: {58 56 0} 
Flow 10472: {11 59 0} 
Flow 10474: {73 22 0} 
Flow 10491: {78 216 0} 
Flow 10601: {33 37 0} 
Flow 10619: {58 46 0} 
Flow 10626: {78 75 0} 
Flow 10635: {78 84 0} 
Flow 10685: {78 86 0} 
Flow 10686: {135 273 0} 
Flow 10702: {9 13 0} 
Flow 10743: {54 192 0} 
Flow 10764: {77 75 0} 
Flow 10769: {79 80 0} 
Flow 10773: {77 84 0} 
Flow 10774: {80 85 0} 
Flow 10778: {79 7 0} 
Flow 10781: {79 8 0} 
Flow 10785: {79 10 0} 
Flow 10787: {79 9 0} 
Flow 10820: {95 131 0} 
Flow 10867: {7 71 0} 
Flow 10892: {80 87 0} 
Flow 10903: {76 214 0} 
Flow 10931: {80 77 0} 
Flow 10932: {77 86 0} 
Flow 10945: {7 118 0} 
Flow 10959: {87 7 0} 
Flow 10969: {4 142 0} 
Flow 10973: {8 146 0} 
Flow 11011: {121 21 0} 
Flow 11020: {83 82 0} 
Flow 11045: {83 89 0} 
Flow 11066: {81 83 0} 
Flow 11095: {83 88 0} 
Flow 11148: {67 45 0} 
Flow 11169: {82 122 0} 
Flow 11191: {82 88 0} 
Flow 11212: {82 74 0} 
Flow 11219: {7 116 0} 
Flow 11250: {121 95 0} 
Flow 11313: {89 72 0} 
Flow 11314: {73 211 0} 
Flow 11331: {83 90 0} 
Flow 11425: {84 11 0} 
Flow 11432: {53 191 0} 
Flow 11454: {84 76 0} 
Flow 11456: {84 78 0} 
Flow 11463: {84 77 0} 
Flow 11517: {87 9 0} 
Flow 11527: {85 86 0} 
Flow 11553: {8 60 0} 
Flow 11585: {85 87 0} 
Flow 11595: {79 217 0} 
Flow 11595: {85 80 0} 
Flow 11597: {81 219 0} 
Flow 11664: {71 10 0} 
Flow 11666: {4 12 0} 
Flow 11677: {74 122 0} 
Flow 11697: {58 43 0} 
Flow 11698: {58 48 0} 
Flow 11734: {86 77 0} 
Flow 11835: {67 43 0} 
Flow 11871: {80 79 0} 
Flow 11883: {87 10 0} 
Flow 11891: {87 8 0} 
Flow 11912: {10 117 0} 
Flow 11946: {88 122 0} 
Flow 12003: {88 121 0} 
Flow 12012: {88 82 0} 
Flow 12023: {60 94 0} 
Flow 12035: {88 74 0} 
Flow 12077: {89 74 0} 
Flow 12081: {71 3 0} 
Flow 12088: {89 122 0} 
Flow 12182: {2 11 0} 
Flow 12197: {89 121 0} 
Flow 12197: {121 129 0} 
Flow 12208: {2 140 0} 
Flow 12252: {90 121 0} 
Flow 12279: {90 83 0} 
Flow 12301: {90 74 0} 
Flow 12305: {74 71 0} 
Flow 12323: {90 122 0} 
Flow 12332: {51 137 0} 
Flow 12346: {10 13 0} 
Flow 12370: {60 37 0} 
Flow 12401: {46 68 0} 
Flow 12408: {91 118 0} 
Flow 12436: {91 117 0} 
Flow 12469: {91 60 0} 
Flow 12480: {92 95 0} 
Flow 12502: {122 74 0} 
Flow 12570: {92 60 0} 
Flow 12604: {22 133 0} 
Flow 12618: {60 9 0} 
Flow 12622: {8 13 0} 
Flow 12624: {93 94 0} 
Flow 12676: {67 205 0} 
Flow 12695: {86 224 0} 
Flow 12699: {90 228 0} 
Flow 12714: {105 243 0} 
Flow 12731: {93 24 0} 
Flow 12732: {123 261 0} 
Flow 12745: {60 34 0} 
Flow 12768: {93 23 0} 
Flow 12792: {118 58 0} 
Flow 12800: {94 20 0} 
Flow 12819: {79 77 0} 
Flow 12822: {87 80 0} 
Flow 12828: {94 60 0} 
Flow 12837: {94 95 0} 
Flow 12838: {94 96 0} 
Flow 12856: {58 11 0} 
Flow 12863: {121 259 0} 
Flow 12938: {95 60 0} 
Flow 12972: {95 92 0} 
Flow 12974: {95 94 0} 
Flow 12995: {95 74 0} 
Flow 13022: {10 1 0} 
Flow 13048: {96 117 0} 
Flow 13054: {122 22 0} 
Flow 13105: {10 87 0} 
Flow 13109: {96 91 0} 
Flow 13112: {96 94 0} 
Flow 13128: {96 73 0} 
Flow 13133: {115 253 0} 
Flow 13140: {96 92 0} 
Flow 13147: {22 129 0} 
Flow 13148: {122 130 0} 
Flow 13176: {97 94 0} 
Flow 13187: {97 117 0} 
Flow 13190: {97 92 0} 
Flow 13197: {73 67 0} 
Flow 13225: {34 69 0} 
Flow 13247: {97 91 0} 
Flow 13276: {97 120 0} 
Flow 13283: {65 127 0} 
Flow 13285: {92 122 0} 
Flow 13297: {95 9 0} 
Flow 13327: {98 15 0} 
Flow 13329: {98 35 0} 
Flow 13387: {93 231 0} 
Flow 13390: {98 34 0} 
Flow 13469: {53 37 0} 
Flow 13521: {121 89 0} 
Flow 13548: {99 60 0} 
Flow 13567: {99 34 0} 
Flow 13647: {11 86 0} 
Flow 13653: {100 64 0} 
Flow 13662: {100 34 0} 
Flow 13673: {64 38 0} 
Flow 13697: {100 66 0} 
Flow 13705: {100 70 0} 
Flow 13722: {14 152 0} 
Flow 13783: {11 75 0} 
Flow 13836: {128 266 0} 
Flow 13846: {101 51 0} 
Flow 13859: {102 3 0} 
Flow 13875: {102 5 0} 
Flow 13881: {102 11 0} 
Flow 13912: {38 66 0} 
Flow 13933: {102 2 0} 
Flow 13936: {74 90 0} 
Flow 13942: {73 96 0} 
Flow 13949: {102 103 0} 
Flow 13998: {71 73 0} 
Flow 14014: {30 168 0} 
Flow 14048: {103 2 0} 
Flow 14063: {7 79 0} 
Flow 14086: {103 102 0} 
Flow 14089: {114 105 0} 
Flow 14096: {11 112 0} 
Flow 14103: {91 119 0} 
Flow 14105: {74 121 0} 
Flow 14162: {56 58 0} 
Flow 14181: {56 59 0} 
Flow 14191: {57 56 0} 
Flow 14218: {43 67 0} 
Flow 14233: {104 57 0} 
Flow 14253: {60 131 0} 
Flow 14269: {105 114 0} 
Flow 14272: {105 25 0} 
Flow 14290: {25 12 0} 
Flow 14302: {58 42 0} 
Flow 14314: {27 71 0} 
Flow 14380: {118 91 0} 
Flow 14385: {105 27 0} 
Flow 14427: {2 29 0} 
Flow 14483: {7 87 0} 
Flow 14502: {106 2 0} 
Flow 14568: {107 5 0} 
Flow 14598: {107 2 0} 
Flow 14660: {128 125 0} 
Flow 14670: {134 272 0} 
Flow 14686: {28 12 0} 
Flow 14688: {22 38 0} 
Flow 14706: {2 32 0} 
Flow 14706: {32 170 0} 
Flow 14781: {108 2 0} 
Flow 14792: {118 256 0} 
Flow 14798: {65 128 0} 
Flow 14817: {109 5 0} 
Flow 14817: {5 143 0} 
Flow 14821: {109 3 0} 
Flow 14835: {109 2 0} 
Flow 14865: {70 53 0} 
Flow 15020: {110 2 0} 
Flow 15033: {74 89 0} 
Flow 15047: {117 97 0} 
Flow 15127: {58 40 0} 
Flow 15173: {74 88 0} 
Flow 15208: {38 64 0} 
Flow 15209: {111 11 0} 
Flow 15240: {38 16 0} 
Flow 15246: {122 92 0} 
Flow 15264: {112 11 0} 
Flow 15385: {24 162 0} 
Flow 15388: {2 71 0} 
Flow 15392: {2 31 0} 
Flow 15424: {113 11 0} 
Flow 15518: {20 158 0} 
Flow 15523: {105 26 0} 
Flow 15584: {114 11 0} 
Flow 15619: {95 34 0} 
Flow 15712: {115 11 0} 
Flow 15736: {11 2 0} 
Flow 15774: {116 9 0} 
Flow 15775: {116 10 0} 
Flow 15813: {51 49 0} 
Flow 15826: {61 63 0} 
Flow 15838: {116 11 0} 
Flow 15855: {116 8 0} 
Flow 15858: {117 96 0} 
Flow 15892: {116 7 0} 
Flow 15902: {117 10 0} 
Flow 15944: {117 118 0} 
Flow 15945: {56 45 0} 
Flow 15979: {10 79 0} 
Flow 15983: {88 83 0} 
Flow 16047: {117 9 0} 
Flow 16052: {118 21 0} 
Flow 16079: {58 41 0} 
Flow 16123: {118 7 0} 
Flow 16142: {57 104 0} 
Flow 16144: {2 106 0} 
Flow 16146: {118 73 0} 
Flow 16183: {117 7 0} 
Flow 16188: {117 8 0} 
Flow 16199: {91 23 0} 
Flow 16202: {10 71 0} 
Flow 16218: {60 42 0} 
Flow 16229: {119 60 0} 
Flow 16249: {119 91 0} 
Flow 16308: {58 132 0} 
Flow 16328: {120 91 0} 
Flow 16357: {97 73 0} 
Flow 16385: {71 209 0} 
Flow 16388: {121 74 0} 
Flow 16401: {120 97 0} 
Flow 16410: {120 96 0} 
Flow 16452: {51 138 0} 
Flow 16565: {113 251 0} 
Flow 16569: {60 91 0} 
Flow 16574: {121 122 0} 
Flow 16575: {70 123 0} 
Flow 16623: {33 171 0} 
Flow 16631: {122 121 0} 
Flow 16682: {24 93 0} 
Flow 16691: {2 102 0} 
Flow 16699: {110 248 0} 
Flow 16703: {11 114 0} 
Flow 16751: {92 24 0} 
Flow 16777: {53 50 0} 
Flow 16790: {64 61 0} 
Flow 16793: {123 66 0} 
Flow 16799: {121 72 0} 
Flow 16805: {86 78 0} 
Flow 16833: {123 64 0} 
Flow 16845: {123 70 0} 
Flow 16851: {66 65 0} 
Flow 16891: {26 164 0} 
Flow 16917: {51 53 0} 
Flow 16920: {65 55 0} 
Flow 16934: {124 126 0} 
Flow 16937: {72 210 0} 
Flow 16943: {59 11 0} 
Flow 16946: {65 66 0} 
Flow 16948: {83 221 0} 
Flow 16964: {34 99 0} 
Flow 16972: {107 245 0} 
Flow 16979: {124 125 0} 
Flow 17035: {5 32 0} 
Flow 17077: {125 128 0} 
Flow 17088: {85 223 0} 
Flow 17099: {128 65 0} 
Flow 17104: {125 126 0} 
Flow 17122: {60 119 0} 
Flow 17126: {66 123 0} 
Flow 17127: {125 124 0} 
Flow 17141: {65 138 0} 
Flow 17160: {22 19 0} 
Flow 17167: {126 137 0} 
Flow 17177: {137 54 0} 
Flow 17202: {137 128 0} 
Flow 17210: {53 69 0} 
Flow 17289: {95 10 0} 
Flow 17316: {127 65 0} 
Flow 17335: {22 21 0} 
Flow 17343: {64 202 0} 
Flow 17372: {22 20 0} 
Flow 17379: {100 238 0} 
Flow 17380: {51 101 0} 
Flow 17405: {126 264 0} 
Flow 17420: {3 141 0} 
Flow 17467: {61 53 0} 
Flow 17469: {53 52 0} 
Flow 17494: {77 215 0} 
Flow 17553: {65 51 0} 
Flow 17554: {128 137 0} 
Flow 17618: {63 201 0} 
Flow 17646: {129 121 0} 
Flow 17680: {129 22 0} 
Flow 17747: {130 121 0} 
Flow 17765: {130 122 0} 
Flow 17775: {122 82 0} 
Flow 17803: {2 110 0} 
Flow 17811: {121 60 0} 
Flow 17843: {95 8 0} 
Flow 17865: {34 35 0} 
Flow 17880: {131 60 0} 
Flow 17895: {66 204 0} 
Flow 17915: {131 95 0} 
Flow 17917: {89 227 0} 
Flow 17941: {131 122 0} 
Flow 17974: {132 67 0} 
Flow 18023: {132 59 0} 
Flow 18026: {58 62 0} 
Flow 18039: {132 58 0} 
Flow 18157: {56 194 0} 
Flow 18169: {68 206 0} 
Flow 18171: {133 22 0} 
Flow 18209: {133 21 0} 
Flow 18301: {60 118 0} 
Flow 18305: {134 51 0} 
Flow 18326: {8 87 0} 
Flow 18394: {17 155 0} 
Flow 18406: {29 167 0} 
Flow 18414: {134 54 0} 
Flow 18414: {54 37 0} 
Flow 18430: {135 134 0} 
Flow 18436: {135 101 0} 
Flow 18477: {70 100 0} 
Flow 18493: {116 254 0} 
Flow 18496: {101 34 0} 
Flow 18497: {120 258 0} 
Flow 18547: {34 38 0} 
Flow 18551: {36 174 0} 
Flow 18569: {136 54 0} 
Flow 18619: {104 242 0} 
Flow 18623: {2 108 0} 
Flow 18633: {136 51 0} 
Flow 18678: {137 51 0} 
Flow 18699: {51 70 0} 
Flow 18701: {49 187 0} 
Flow 18711: {60 198 0} 
Flow 18738: {60 121 0} 
Flow 18754: {43 56 0} 
Flow 18825: {138 54 0} 
Flow 18827: {39 177 0} 
Flow 18853: {138 65 0} 
Flow 18858: {70 208 0} 
Flow 18873: {34 60 0} 
Flow 18884: {92 96 0} 
Flow 18901: {11 113 0} 
Flow 18906: {138 51 0} 
Time taken running everything: 1 seconds
