Number of groups: 516
Flow 3061: {38 123 0} 
Flow 3075: {148 297 0} 
Flow 3086: {118 13 0} 
Flow 3102: {63 62 0} 
Flow 3156: {67 103 0} 
Flow 3178: {128 50 0} 
Flow 3189: {142 291 0} 
Flow 3207: {46 129 0} 
Flow 3234: {134 149 0} 
Flow 3281: {42 19 0} 
Flow 3292: {113 262 0} 
Flow 3368: {140 30 0} 
Flow 3388: {82 231 0} 
Flow 3454: {44 43 0} 
Flow 3455: {17 11 0} 
Flow 3483: {44 138 0} 
Flow 3493: {134 142 0} 
Flow 3493: {142 125 0} 
Flow 3536: {124 273 0} 
Flow 3537: {149 134 0} 
Flow 3540: {87 130 0} 
Flow 3561: {99 12 0} 
Flow 3562: {6 7 0} 
Flow 3629: {72 89 0} 
Flow 3660: {127 276 0} 
Flow 3704: {41 190 0} 
Flow 3710: {129 3 0} 
Flow 3737: {42 107 0} 
Flow 3768: {47 11 0} 
Flow 3778: {17 5 0} 
Flow 3780: {8 157 0} 
Flow 3785: {100 95 0} 
Flow 3826: {109 258 0} 
Flow 3831: {48 42 0} 
Flow 3886: {49 45 0} 
Flow 3904: {12 101 0} 
Flow 3930: {49 46 0} 
Flow 3933: {4 126 0} 
Flow 4038: {54 53 0} 
Flow 4067: {56 55 0} 
Flow 4072: {36 185 0} 
Flow 4084: {50 199 0} 
Flow 4124: {53 54 0} 
Flow 4139: {59 143 0} 
Flow 4147: {54 59 0} 
Flow 4177: {94 101 0} 
Flow 4186: {24 173 0} 
Flow 4195: {81 80 0} 
Flow 4244: {105 254 0} 
Flow 4250: {112 261 0} 
Flow 4346: {55 29 0} 
Flow 4382: {56 53 0} 
Flow 4427: {57 60 0} 
Flow 4449: {94 243 0} 
Flow 4451: {97 96 0} 
Flow 4470: {125 124 0} 
Flow 4472: {58 51 0} 
Flow 4473: {128 277 0} 
Flow 4481: {60 20 0} 
Flow 4575: {9 8 0} 
Flow 4619: {64 213 0} 
Flow 4637: {86 235 0} 
Flow 4660: {59 118 0} 
Flow 4663: {116 265 0} 
Flow 4718: {130 33 0} 
Flow 4749: {26 90 0} 
Flow 4749: {89 72 0} 
Flow 4756: {51 26 0} 
Flow 4769: {21 142 0} 
Flow 4787: {125 132 0} 
Flow 4832: {145 140 0} 
Flow 4882: {131 121 0} 
Flow 4891: {61 131 0} 
Flow 4947: {90 26 0} 
Flow 4951: {56 205 0} 
Flow 4970: {81 230 0} 
Flow 5088: {71 40 0} 
Flow 5089: {77 226 0} 
Flow 5142: {63 132 0} 
Flow 5148: {146 295 0} 
Flow 5156: {41 65 0} 
Flow 5193: {64 41 0} 
Flow 5193: {65 127 0} 
Flow 5234: {41 67 0} 
Flow 5270: {42 99 0} 
Flow 5289: {66 41 0} 
Flow 5297: {127 128 0} 
Flow 5325: {103 102 0} 
Flow 5327: {12 96 0} 
Flow 5341: {117 116 0} 
Flow 5358: {66 65 0} 
Flow 5375: {50 129 0} 
Flow 5385: {45 49 0} 
Flow 5398: {114 121 0} 
Flow 5445: {108 111 0} 
Flow 5451: {68 108 0} 
Flow 5482: {131 70 0} 
Flow 5494: {131 62 0} 
Flow 5513: {108 257 0} 
Flow 5563: {69 131 0} 
Flow 5577: {33 36 0} 
Flow 5603: {70 219 0} 
Flow 5613: {69 84 0} 
Flow 5629: {116 117 0} 
Flow 5639: {114 263 0} 
Flow 5653: {131 132 0} 
Flow 5713: {70 131 0} 
Flow 5807: {83 232 0} 
Flow 5816: {93 242 0} 
Flow 5868: {9 158 0} 
Flow 5890: {52 201 0} 
Flow 5893: {58 57 0} 
Flow 5904: {80 82 0} 
Flow 5937: {143 292 0} 
Flow 5945: {124 132 0} 
Flow 6025: {25 174 0} 
Flow 6026: {89 90 0} 
Flow 6051: {73 32 0} 
Flow 6070: {74 36 0} 
Flow 6083: {42 105 0} 
Flow 6086: {74 35 0} 
Flow 6108: {124 125 0} 
Flow 6111: {140 289 0} 
Flow 6123: {75 113 0} 
Flow 6139: {23 24 0} 
Flow 6155: {139 138 0} 
Flow 6192: {100 249 0} 
Flow 6231: {75 146 0} 
Flow 6292: {37 40 0} 
Flow 6298: {76 37 0} 
Flow 6309: {104 107 0} 
Flow 6311: {110 259 0} 
Flow 6344: {3 152 0} 
Flow 6413: {108 109 0} 
Flow 6496: {79 130 0} 
Flow 6523: {122 111 0} 
Flow 6562: {101 12 0} 
Flow 6563: {13 162 0} 
Flow 6572: {22 24 0} 
Flow 6577: {29 178 0} 
Flow 6580: {34 183 0} 
Flow 6663: {21 134 0} 
Flow 6683: {81 21 0} 
Flow 6820: {54 203 0} 
Flow 6877: {77 123 0} 
Flow 6890: {136 137 0} 
Flow 6931: {83 86 0} 
Flow 6932: {37 186 0} 
Flow 7000: {122 271 0} 
Flow 7008: {82 21 0} 
Flow 7030: {21 82 0} 
Flow 7037: {68 103 0} 
Flow 7047: {84 131 0} 
Flow 7047: {86 83 0} 
Flow 7051: {106 255 0} 
Flow 7057: {117 266 0} 
Flow 7116: {84 69 0} 
Flow 7125: {62 34 0} 
Flow 7126: {85 84 0} 
Flow 7139: {85 131 0} 
Flow 7175: {7 6 0} 
Flow 7192: {25 26 0} 
Flow 7194: {83 82 0} 
Flow 7224: {86 79 0} 
Flow 7244: {99 248 0} 
Flow 7269: {130 279 0} 
Flow 7303: {21 170 0} 
Flow 7305: {80 81 0} 
Flow 7306: {28 27 0} 
Flow 7338: {34 62 0} 
Flow 7341: {69 218 0} 
Flow 7351: {82 83 0} 
Flow 7369: {62 131 0} 
Flow 7431: {145 28 0} 
Flow 7435: {32 181 0} 
Flow 7448: {45 194 0} 
Flow 7449: {52 141 0} 
Flow 7450: {45 42 0} 
Flow 7460: {88 118 0} 
Flow 7469: {72 221 0} 
Flow 7501: {71 78 0} 
Flow 7514: {125 274 0} 
Flow 7538: {130 34 0} 
Flow 7549: {72 130 0} 
Flow 7615: {59 208 0} 
Flow 7634: {26 25 0} 
Flow 7643: {91 112 0} 
Flow 7646: {90 89 0} 
Flow 7646: {131 115 0} 
Flow 7670: {133 18 0} 
Flow 7674: {18 167 0} 
Flow 7684: {38 187 0} 
Flow 7735: {113 146 0} 
Flow 7742: {93 95 0} 
Flow 7796: {110 111 0} 
Flow 7805: {92 93 0} 
Flow 7861: {28 177 0} 
Flow 7915: {30 143 0} 
Flow 7970: {95 93 0} 
Flow 8042: {26 51 0} 
Flow 8085: {92 110 0} 
Flow 8119: {1 150 0} 
Flow 8148: {40 37 0} 
Flow 8169: {96 12 0} 
Flow 8173: {131 69 0} 
Flow 8184: {96 97 0} 
Flow 8221: {12 99 0} 
Flow 8230: {138 287 0} 
Flow 8256: {143 23 0} 
Flow 8270: {102 103 0} 
Flow 8316: {101 98 0} 
Flow 8322: {115 264 0} 
Flow 8386: {43 44 0} 
Flow 8389: {98 104 0} 
Flow 8404: {68 217 0} 
Flow 8406: {98 101 0} 
Flow 8444: {101 94 0} 
Flow 8449: {123 272 0} 
Flow 8509: {42 48 0} 
Flow 8520: {63 212 0} 
Flow 8528: {75 224 0} 
Flow 8566: {106 109 0} 
Flow 8582: {94 95 0} 
Flow 8600: {126 16 0} 
Flow 8650: {132 63 0} 
Flow 8776: {104 253 0} 
Flow 8792: {39 77 0} 
Flow 8837: {102 42 0} 
Flow 8864: {41 66 0} 
Flow 8883: {141 91 0} 
Flow 8884: {92 241 0} 
Flow 8937: {5 6 0} 
Flow 8954: {103 68 0} 
Flow 8969: {43 192 0} 
Flow 8984: {67 41 0} 
Flow 9003: {79 86 0} 
Flow 9008: {110 92 0} 
Flow 9047: {139 288 0} 
Flow 9052: {111 122 0} 
Flow 9069: {15 164 0} 
Flow 9079: {26 175 0} 
Flow 9084: {63 32 0} 
Flow 9100: {104 19 0} 
Flow 9144: {104 98 0} 
Flow 9169: {45 46 0} 
Flow 9174: {134 283 0} 
Flow 9190: {105 42 0} 
Flow 9192: {107 42 0} 
Flow 9194: {107 104 0} 
Flow 9227: {42 191 0} 
Flow 9246: {132 124 0} 
Flow 9258: {117 114 0} 
Flow 9282: {122 117 0} 
Flow 9297: {88 113 0} 
Flow 9319: {52 118 0} 
Flow 9331: {109 108 0} 
Flow 9344: {106 42 0} 
Flow 9402: {42 45 0} 
Flow 9490: {88 237 0} 
Flow 9491: {89 238 0} 
Flow 9531: {18 133 0} 
Flow 9546: {109 106 0} 
Flow 9556: {96 17 0} 
Flow 9602: {124 73 0} 
Flow 9605: {117 78 0} 
Flow 9664: {59 54 0} 
Flow 9672: {4 153 0} 
Flow 9689: {27 176 0} 
Flow 9706: {112 113 0} 
Flow 9713: {66 215 0} 
Flow 9714: {91 141 0} 
Flow 9729: {112 91 0} 
Flow 9735: {96 245 0} 
Flow 9769: {144 293 0} 
Flow 9800: {80 87 0} 
Flow 9819: {55 204 0} 
Flow 9822: {60 57 0} 
Flow 9854: {113 88 0} 
Flow 9882: {133 282 0} 
Flow 9885: {136 285 0} 
Flow 9933: {121 131 0} 
Flow 9937: {58 207 0} 
Flow 9960: {114 117 0} 
Flow 10014: {20 169 0} 
Flow 10022: {115 131 0} 
Flow 10042: {62 63 0} 
Flow 10052: {78 227 0} 
Flow 10082: {118 267 0} 
Flow 10086: {115 121 0} 
Flow 10118: {116 115 0} 
Flow 10135: {55 56 0} 
Flow 10157: {95 244 0} 
Flow 10164: {111 108 0} 
Flow 10182: {135 284 0} 
Flow 10227: {149 43 0} 
Flow 10248: {78 71 0} 
Flow 10367: {101 250 0} 
Flow 10375: {118 88 0} 
Flow 10434: {51 200 0} 
Flow 10460: {71 126 0} 
Flow 10488: {119 120 0} 
Flow 10568: {120 119 0} 
Flow 10573: {119 71 0} 
Flow 10580: {121 114 0} 
Flow 10598: {120 121 0} 
Flow 10611: {121 71 0} 
Flow 10613: {12 161 0} 
Flow 10632: {39 188 0} 
Flow 10638: {46 49 0} 
Flow 10662: {85 234 0} 
Flow 10665: {130 72 0} 
Flow 10676: {100 104 0} 
Flow 10681: {111 110 0} 
Flow 10765: {108 68 0} 
Flow 10770: {145 141 0} 
Flow 10821: {113 136 0} 
Flow 10863: {123 38 0} 
Flow 10866: {78 117 0} 
Flow 10869: {46 195 0} 
Flow 10881: {77 39 0} 
Flow 10882: {103 67 0} 
Flow 10883: {127 65 0} 
Flow 10883: {65 214 0} 
Flow 10886: {117 122 0} 
Flow 10895: {39 78 0} 
Flow 10895: {80 229 0} 
Flow 10930: {123 77 0} 
Flow 10935: {50 128 0} 
Flow 11008: {65 66 0} 
Flow 11029: {91 240 0} 
Flow 11071: {141 290 0} 
Flow 11132: {142 134 0} 
Flow 11136: {11 47 0} 
Flow 11160: {76 225 0} 
Flow 11201: {121 270 0} 
Flow 11226: {146 147 0} 
Flow 11271: {82 25 0} 
Flow 11383: {73 35 0} 
Flow 11492: {94 97 0} 
Flow 11543: {130 79 0} 
Flow 11589: {130 87 0} 
Flow 11589: {87 80 0} 
Flow 11594: {143 59 0} 
Flow 11634: {40 189 0} 
Flow 11641: {47 196 0} 
Flow 11654: {41 64 0} 
Flow 11705: {71 119 0} 
Flow 11715: {129 278 0} 
Flow 11737: {126 275 0} 
Flow 11819: {19 42 0} 
Flow 11878: {134 21 0} 
Flow 11883: {35 184 0} 
Flow 11888: {132 126 0} 
Flow 11938: {126 4 0} 
Flow 11964: {21 135 0} 
Flow 11996: {33 182 0} 
Flow 11996: {135 21 0} 
Flow 12015: {135 142 0} 
Flow 12020: {37 76 0} 
Flow 12053: {4 3 0} 
Flow 12121: {136 113 0} 
Flow 12122: {73 222 0} 
Flow 12160: {88 52 0} 
Flow 12185: {136 147 0} 
Flow 12186: {137 148 0} 
Flow 12206: {138 139 0} 
Flow 12219: {138 44 0} 
Flow 12222: {3 129 0} 
Flow 12226: {29 55 0} 
Flow 12227: {52 30 0} 
Flow 12228: {139 141 0} 
Flow 12259: {43 149 0} 
Flow 12307: {15 1 0} 
Flow 12334: {141 145 0} 
Flow 12347: {118 59 0} 
Flow 12350: {20 60 0} 
Flow 12422: {149 298 0} 
Flow 12435: {143 20 0} 
Flow 12456: {21 145 0} 
Flow 12552: {140 145 0} 
Flow 12584: {113 75 0} 
Flow 12621: {126 71 0} 
Flow 12650: {144 53 0} 
Flow 12707: {128 127 0} 
Flow 12707: {129 50 0} 
Flow 12719: {79 228 0} 
Flow 12748: {111 260 0} 
Flow 12756: {119 268 0} 
Flow 12799: {95 94 0} 
Flow 12840: {146 75 0} 
Flow 12867: {107 256 0} 
Flow 12872: {146 113 0} 
Flow 12900: {147 148 0} 
Flow 12906: {10 9 0} 
Flow 12944: {53 56 0} 
Flow 13007: {147 136 0} 
Flow 13009: {30 140 0} 
Flow 13029: {148 147 0} 
Flow 13055: {143 29 0} 
Flow 13063: {46 45 0} 
Flow 13080: {113 112 0} 
Flow 13080: {148 137 0} 
Flow 13189: {131 85 0} 
Flow 13216: {115 116 0} 
Flow 13216: {132 131 0} 
Flow 13218: {149 145 0} 
Time taken running everything: 173 seconds
