Number of groups: 393
Flow 1485: {23 28} 
Flow 1489: {43 130} 
Flow 1503: {4 20} 
Flow 1547: {4 19} 
Flow 1557: {80 30} 
Flow 1563: {24 36} 
Flow 1565: {24 28} 
Flow 1568: {43 42} 
Flow 1608: {24 23} 
Flow 1617: {25 53} 
Flow 1617: {43 37} 
Flow 1627: {25 54} 
Flow 1651: {26 73} 
Flow 1653: {26 83} 
Flow 1669: {26 80} 
Flow 1677: {43 36} 
Flow 1690: {66 82} 
Flow 1692: {26 22} 
Flow 1703: {56 14} 
Flow 1711: {53 25} 
Flow 1720: {55 53} 
Flow 1726: {27 55} 
Flow 1733: {58 145} 
Flow 1743: {27 30} 
Flow 1772: {28 24} 
Flow 1778: {28 22} 
Flow 1783: {34 121} 
Flow 1792: {28 36} 
Flow 1800: {40 4} 
Flow 1816: {74 161} 
Flow 1854: {28 115} 
Flow 1868: {41 44} 
Flow 1891: {80 73} 
Flow 1914: {35 5} 
Flow 1917: {30 80} 
Flow 1929: {30 22} 
Flow 1970: {30 73} 
Flow 1985: {1 88} 
Flow 1994: {1 11} 
Flow 2052: {40 28} 
Flow 2063: {12 99} 
Flow 2079: {43 38} 
Flow 2082: {32 31} 
Flow 2097: {32 33} 
Flow 2100: {54 57} 
Flow 2104: {33 4} 
Flow 2110: {48 82} 
Flow 2150: {67 45} 
Flow 2160: {40 36} 
Flow 2167: {36 53} 
Flow 2207: {55 27} 
Flow 2224: {34 48} 
Flow 2242: {9 72} 
Flow 2249: {81 168} 
Flow 2252: {78 84} 
Flow 2271: {11 1} 
Flow 2274: {35 10} 
Flow 2312: {64 151} 
Flow 2325: {35 7} 
Flow 2329: {83 170} 
Flow 2357: {25 112} 
Flow 2358: {26 113} 
Flow 2363: {4 33} 
Flow 2384: {55 142} 
Flow 2392: {36 40} 
Flow 2426: {37 28} 
Flow 2445: {37 43} 
Flow 2454: {37 42} 
Flow 2461: {28 40} 
Flow 2474: {66 64} 
Flow 2480: {57 70} 
Flow 2488: {37 41} 
Flow 2495: {87 174} 
Flow 2512: {38 28} 
Flow 2515: {38 41} 
Flow 2549: {38 43} 
Flow 2554: {4 1} 
Flow 2612: {69 156} 
Flow 2683: {12 14} 
Flow 2689: {66 153} 
Flow 2694: {46 71} 
Flow 2717: {9 96} 
Flow 2738: {30 117} 
Flow 2739: {42 43} 
Flow 2745: {42 37} 
Flow 2746: {42 38} 
Flow 2751: {41 45} 
Flow 2754: {33 32} 
Flow 2758: {44 67} 
Flow 2762: {42 41} 
Flow 2778: {9 75} 
Flow 2786: {84 171} 
Flow 2826: {54 141} 
Flow 2897: {5 92} 
Flow 2906: {40 127} 
Flow 2917: {45 76} 
Flow 2928: {79 7} 
Flow 2936: {16 103} 
Flow 2948: {41 43} 
Flow 2952: {58 9} 
Flow 2958: {41 38} 
Flow 2976: {60 147} 
Flow 2999: {85 172} 
Flow 3011: {47 41} 
Flow 3017: {54 56} 
Flow 3030: {20 2} 
Flow 3035: {2 7} 
Flow 3048: {21 108} 
Flow 3057: {34 33} 
Flow 3071: {9 67} 
Flow 3072: {46 133} 
Flow 3094: {48 34} 
Flow 3128: {19 106} 
Flow 3140: {33 31} 
Flow 3177: {49 13} 
Flow 3185: {82 169} 
Flow 3224: {36 123} 
Flow 3225: {50 13} 
Flow 3227: {28 39} 
Flow 3233: {9 58} 
Flow 3234: {9 47} 
Flow 3275: {51 52} 
Flow 3311: {52 139} 
Flow 3320: {59 67} 
Flow 3330: {47 6} 
Flow 3339: {52 59} 
Flow 3349: {9 19} 
Flow 3413: {53 36} 
Flow 3500: {73 26} 
Flow 3501: {53 55} 
Flow 3510: {37 124} 
Flow 3529: {56 60} 
Flow 3529: {61 148} 
Flow 3539: {70 74} 
Flow 3541: {44 77} 
Flow 3553: {20 3} 
Flow 3564: {40 13} 
Flow 3578: {29 116} 
Flow 3579: {55 30} 
Flow 3599: {36 43} 
Flow 3599: {52 51} 
Flow 3628: {30 83} 
Flow 3631: {27 22} 
Flow 3631: {22 21} 
Flow 3637: {2 5} 
Flow 3656: {54 25} 
Flow 3666: {11 35} 
Flow 3678: {48 135} 
Flow 3693: {81 66} 
Flow 3720: {54 53} 
Flow 3739: {70 73} 
Flow 3744: {43 4} 
Flow 3757: {45 132} 
Flow 3801: {9 20} 
Flow 3828: {9 31} 
Flow 3850: {19 4} 
Flow 3858: {44 41} 
Flow 3890: {59 58} 
Flow 3915: {13 49} 
Flow 3953: {60 61} 
Flow 3992: {60 16} 
Flow 4001: {77 164} 
Flow 4011: {12 13} 
Flow 4014: {61 14} 
Flow 4022: {12 15} 
Flow 4057: {51 138} 
Flow 4061: {60 56} 
Flow 4065: {61 62} 
Flow 4071: {57 68} 
Flow 4071: {61 60} 
Flow 4099: {62 16} 
Flow 4136: {59 52} 
Flow 4143: {62 61} 
Flow 4144: {16 63} 
Flow 4169: {13 11} 
Flow 4173: {16 12} 
Flow 4175: {63 17} 
Flow 4179: {63 16} 
Flow 4191: {16 13} 
Flow 4225: {64 66} 
Flow 4227: {20 10} 
Flow 4279: {64 65} 
Flow 4289: {81 4} 
Flow 4302: {2 89} 
Flow 4305: {66 81} 
Flow 4311: {13 12} 
Flow 4330: {48 32} 
Flow 4367: {65 66} 
Flow 4396: {24 111} 
Flow 4402: {82 48} 
Flow 4447: {46 78} 
Flow 4462: {13 100} 
Flow 4476: {22 27} 
Flow 4481: {31 32} 
Flow 4486: {67 44} 
Flow 4510: {67 9} 
Flow 4523: {78 165} 
Flow 4541: {10 97} 
Flow 4546: {68 57} 
Flow 4618: {69 57} 
Flow 4637: {44 131} 
Flow 4644: {67 59} 
Flow 4654: {57 54} 
Flow 4662: {6 79} 
Flow 4666: {23 85} 
Flow 4687: {24 21} 
Flow 4696: {73 30} 
Flow 4756: {71 46} 
Flow 4760: {46 58} 
Flow 4789: {77 44} 
Flow 4801: {72 9} 
Flow 4805: {10 5} 
Flow 4810: {9 1} 
Flow 4817: {9 18} 
Flow 4831: {31 34} 
Flow 4832: {6 35} 
Flow 4867: {72 46} 
Flow 4869: {86 173} 
Flow 4890: {73 80} 
Flow 4892: {21 23} 
Flow 4907: {39 126} 
Flow 4915: {32 48} 
Flow 4917: {13 50} 
Flow 4927: {63 150} 
Flow 4966: {29 22} 
Flow 4967: {74 83} 
Flow 4970: {83 26} 
Flow 4973: {83 30} 
Flow 4979: {29 41} 
Flow 4983: {41 42} 
Flow 5005: {74 70} 
Flow 5014: {4 81} 
Flow 5073: {75 9} 
Flow 5077: {29 80} 
Flow 5086: {85 86} 
Flow 5090: {19 3} 
Flow 5106: {45 67} 
Flow 5124: {76 44} 
Flow 5136: {44 58} 
Flow 5146: {41 29} 
Flow 5151: {45 41} 
Flow 5157: {76 45} 
Flow 5176: {20 107} 
Flow 5199: {77 46} 
Flow 5230: {78 46} 
Flow 5245: {17 104} 
Flow 5252: {46 41} 
Flow 5261: {31 33} 
Flow 5272: {78 44} 
Flow 5313: {1 3} 
Flow 5323: {14 101} 
Flow 5340: {31 118} 
Flow 5350: {42 129} 
Flow 5375: {79 6} 
Flow 5376: {70 157} 
Flow 5384: {47 9} 
Flow 5388: {28 23} 
Flow 5400: {35 11} 
Flow 5411: {22 109} 
Flow 5423: {33 34} 
Flow 5424: {41 47} 
Flow 5448: {14 61} 
Flow 5454: {80 29} 
Flow 5458: {71 158} 
Flow 5493: {4 43} 
Flow 5504: {33 120} 
Flow 5507: {4 40} 
Flow 5574: {40 24} 
Flow 5578: {82 66} 
Flow 5588: {10 35} 
Flow 5596: {58 44} 
Flow 5626: {34 31} 
Flow 5628: {31 9} 
Flow 5650: {13 15} 
Flow 5651: {13 16} 
Flow 5659: {36 24} 
Flow 5662: {30 27} 
Flow 5663: {36 28} 
Flow 5672: {41 37} 
Flow 5683: {49 136} 
Flow 5688: {30 55} 
Flow 5691: {83 80} 
Flow 5701: {70 57} 
Flow 5705: {72 159} 
Flow 5720: {84 78} 
Flow 5763: {58 59} 
Flow 5775: {73 70} 
Flow 5812: {22 26} 
Flow 5813: {27 114} 
Flow 5823: {28 38} 
Flow 5882: {85 23} 
Flow 5886: {41 46} 
Flow 5890: {86 85} 
Flow 5924: {18 105} 
Flow 5935: {87 47} 
Time taken running everything: 707 seconds
