Number of groups: 393
Flow 1360: {21 24 0} 
Flow 1367: {46 72 0} 
Flow 1376: {21 22 0} 
Flow 1376: {80 83 0} 
Flow 1402: {22 25 0} 
Flow 1407: {32 119 0} 
Flow 1412: {22 28 0} 
Flow 1417: {22 29 0} 
Flow 1426: {56 143 0} 
Flow 1442: {44 78 0} 
Flow 1451: {23 24 0} 
Flow 1451: {24 40 0} 
Flow 1474: {23 21 0} 
Flow 1477: {22 30 0} 
Flow 1485: {23 28 0} 
Flow 1489: {43 130 0} 
Flow 1503: {4 20 0} 
Flow 1547: {4 19 0} 
Flow 1557: {80 30 0} 
Flow 1563: {24 36 0} 
Flow 1565: {24 28 0} 
Flow 1568: {43 42 0} 
Flow 1608: {24 23 0} 
Flow 1617: {25 53 0} 
Flow 1617: {43 37 0} 
Flow 1627: {25 54 0} 
Flow 1651: {26 73 0} 
Flow 1653: {26 83 0} 
Flow 1669: {26 80 0} 
Flow 1677: {43 36 0} 
Flow 1690: {66 82 0} 
Flow 1692: {26 22 0} 
Flow 1703: {56 14 0} 
Flow 1711: {53 25 0} 
Flow 1720: {55 53 0} 
Flow 1726: {27 55 0} 
Flow 1733: {58 145 0} 
Flow 1743: {27 30 0} 
Flow 1772: {28 24 0} 
Flow 1778: {28 22 0} 
Flow 1783: {34 121 0} 
Flow 1792: {28 36 0} 
Flow 1800: {40 4 0} 
Flow 1816: {74 161 0} 
Flow 1854: {28 115 0} 
Flow 1868: {41 44 0} 
Flow 1891: {80 73 0} 
Flow 1914: {35 5 0} 
Flow 1917: {30 80 0} 
Flow 1929: {30 22 0} 
Flow 1970: {30 73 0} 
Flow 1985: {1 88 0} 
Flow 1994: {1 11 0} 
Flow 2052: {40 28 0} 
Flow 2063: {12 99 0} 
Flow 2079: {43 38 0} 
Flow 2082: {32 31 0} 
Flow 2097: {32 33 0} 
Flow 2100: {54 57 0} 
Flow 2104: {33 4 0} 
Flow 2110: {48 82 0} 
Flow 2150: {67 45 0} 
Flow 2160: {40 36 0} 
Flow 2167: {36 53 0} 
Flow 2207: {55 27 0} 
Flow 2224: {34 48 0} 
Flow 2242: {9 72 0} 
Flow 2249: {81 168 0} 
Flow 2252: {78 84 0} 
Flow 2271: {11 1 0} 
Flow 2274: {35 10 0} 
Flow 2312: {64 151 0} 
Flow 2325: {35 7 0} 
Flow 2329: {83 170 0} 
Flow 2357: {25 112 0} 
Flow 2358: {26 113 0} 
Flow 2363: {4 33 0} 
Flow 2384: {55 142 0} 
Flow 2392: {36 40 0} 
Flow 2426: {37 28 0} 
Flow 2445: {37 43 0} 
Flow 2454: {37 42 0} 
Flow 2461: {28 40 0} 
Flow 2474: {66 64 0} 
Flow 2480: {57 70 0} 
Flow 2488: {37 41 0} 
Flow 2495: {87 174 0} 
Flow 2512: {38 28 0} 
Flow 2515: {38 41 0} 
Flow 2549: {38 43 0} 
Flow 2554: {4 1 0} 
Flow 2612: {69 156 0} 
Flow 2683: {12 14 0} 
Flow 2689: {66 153 0} 
Flow 2694: {46 71 0} 
Flow 2717: {9 96 0} 
Flow 2738: {30 117 0} 
Flow 2739: {42 43 0} 
Flow 2745: {42 37 0} 
Flow 2746: {42 38 0} 
Flow 2751: {41 45 0} 
Flow 2754: {33 32 0} 
Flow 2758: {44 67 0} 
Flow 2762: {42 41 0} 
Flow 2778: {9 75 0} 
Flow 2786: {84 171 0} 
Flow 2826: {54 141 0} 
Flow 2897: {5 92 0} 
Flow 2906: {40 127 0} 
Flow 2917: {45 76 0} 
Flow 2928: {79 7 0} 
Flow 2936: {16 103 0} 
Flow 2948: {41 43 0} 
Flow 2952: {58 9 0} 
Flow 2958: {41 38 0} 
Flow 2976: {60 147 0} 
Flow 2999: {85 172 0} 
Flow 3011: {47 41 0} 
Flow 3017: {54 56 0} 
Flow 3030: {20 2 0} 
Flow 3035: {2 7 0} 
Flow 3048: {21 108 0} 
Flow 3057: {34 33 0} 
Flow 3071: {9 67 0} 
Flow 3072: {46 133 0} 
Flow 3094: {48 34 0} 
Flow 3128: {19 106 0} 
Flow 3140: {33 31 0} 
Flow 3177: {49 13 0} 
Flow 3185: {82 169 0} 
Flow 3224: {36 123 0} 
Flow 3225: {50 13 0} 
Flow 3227: {28 39 0} 
Flow 3233: {9 58 0} 
Flow 3234: {9 47 0} 
Flow 3275: {51 52 0} 
Flow 3311: {52 139 0} 
Flow 3320: {59 67 0} 
Flow 3330: {47 6 0} 
Flow 3339: {52 59 0} 
Flow 3349: {9 19 0} 
Flow 3413: {53 36 0} 
Flow 3500: {73 26 0} 
Flow 3501: {53 55 0} 
Flow 3510: {37 124 0} 
Flow 3529: {56 60 0} 
Flow 3529: {61 148 0} 
Flow 3539: {70 74 0} 
Flow 3541: {44 77 0} 
Flow 3553: {20 3 0} 
Flow 3564: {40 13 0} 
Flow 3578: {29 116 0} 
Flow 3579: {55 30 0} 
Flow 3599: {36 43 0} 
Flow 3599: {52 51 0} 
Flow 3628: {30 83 0} 
Flow 3631: {27 22 0} 
Flow 3631: {22 21 0} 
Flow 3637: {2 5 0} 
Flow 3656: {54 25 0} 
Flow 3666: {11 35 0} 
Flow 3678: {48 135 0} 
Flow 3693: {81 66 0} 
Flow 3720: {54 53 0} 
Flow 3739: {70 73 0} 
Flow 3744: {43 4 0} 
Flow 3757: {45 132 0} 
Flow 3801: {9 20 0} 
Flow 3828: {9 31 0} 
Flow 3850: {19 4 0} 
Flow 3858: {44 41 0} 
Flow 3890: {59 58 0} 
Flow 3915: {13 49 0} 
Flow 3953: {60 61 0} 
Flow 3992: {60 16 0} 
Flow 4001: {77 164 0} 
Flow 4011: {12 13 0} 
Flow 4014: {61 14 0} 
Flow 4022: {12 15 0} 
Flow 4057: {51 138 0} 
Flow 4061: {60 56 0} 
Flow 4065: {61 62 0} 
Flow 4071: {57 68 0} 
Flow 4071: {61 60 0} 
Flow 4099: {62 16 0} 
Flow 4136: {59 52 0} 
Flow 4143: {62 61 0} 
Flow 4144: {16 63 0} 
Flow 4169: {13 11 0} 
Flow 4173: {16 12 0} 
Flow 4175: {63 17 0} 
Flow 4179: {63 16 0} 
Flow 4191: {16 13 0} 
Flow 4225: {64 66 0} 
Flow 4227: {20 10 0} 
Flow 4279: {64 65 0} 
Flow 4289: {81 4 0} 
Flow 4302: {2 89 0} 
Flow 4305: {66 81 0} 
Flow 4311: {13 12 0} 
Flow 4330: {48 32 0} 
Flow 4367: {65 66 0} 
Flow 4396: {24 111 0} 
Flow 4402: {82 48 0} 
Flow 4447: {46 78 0} 
Flow 4462: {13 100 0} 
Flow 4476: {22 27 0} 
Flow 4481: {31 32 0} 
Flow 4486: {67 44 0} 
Flow 4510: {67 9 0} 
Flow 4523: {78 165 0} 
Flow 4541: {10 97 0} 
Flow 4546: {68 57 0} 
Flow 4618: {69 57 0} 
Flow 4637: {44 131 0} 
Flow 4644: {67 59 0} 
Flow 4654: {57 54 0} 
Flow 4662: {6 79 0} 
Flow 4666: {23 85 0} 
Flow 4687: {24 21 0} 
Flow 4696: {73 30 0} 
Flow 4756: {71 46 0} 
Flow 4760: {46 58 0} 
Flow 4789: {77 44 0} 
Flow 4801: {72 9 0} 
Flow 4805: {10 5 0} 
Flow 4810: {9 1 0} 
Flow 4817: {9 18 0} 
Flow 4831: {31 34 0} 
Flow 4832: {6 35 0} 
Flow 4867: {72 46 0} 
Flow 4869: {86 173 0} 
Flow 4890: {73 80 0} 
Flow 4892: {21 23 0} 
Flow 4907: {39 126 0} 
Flow 4915: {32 48 0} 
Flow 4917: {13 50 0} 
Flow 4927: {63 150 0} 
Flow 4966: {29 22 0} 
Flow 4967: {74 83 0} 
Flow 4970: {83 26 0} 
Flow 4973: {83 30 0} 
Flow 4979: {29 41 0} 
Flow 4983: {41 42 0} 
Flow 5005: {74 70 0} 
Flow 5014: {4 81 0} 
Flow 5073: {75 9 0} 
Flow 5077: {29 80 0} 
Flow 5086: {85 86 0} 
Flow 5090: {19 3 0} 
Flow 5106: {45 67 0} 
Flow 5124: {76 44 0} 
Flow 5136: {44 58 0} 
Flow 5146: {41 29 0} 
Flow 5151: {45 41 0} 
Flow 5157: {76 45 0} 
Flow 5176: {20 107 0} 
Flow 5199: {77 46 0} 
Flow 5230: {78 46 0} 
Flow 5245: {17 104 0} 
Flow 5252: {46 41 0} 
Flow 5261: {31 33 0} 
Flow 5272: {78 44 0} 
Flow 5313: {1 3 0} 
Flow 5323: {14 101 0} 
Flow 5340: {31 118 0} 
Flow 5350: {42 129 0} 
Flow 5375: {79 6 0} 
Flow 5376: {70 157 0} 
Flow 5384: {47 9 0} 
Flow 5388: {28 23 0} 
Flow 5400: {35 11 0} 
Flow 5411: {22 109 0} 
Flow 5423: {33 34 0} 
Flow 5424: {41 47 0} 
Flow 5448: {14 61 0} 
Flow 5454: {80 29 0} 
Flow 5458: {71 158 0} 
Flow 5493: {4 43 0} 
Flow 5504: {33 120 0} 
Flow 5507: {4 40 0} 
Flow 5574: {40 24 0} 
Flow 5578: {82 66 0} 
Flow 5588: {10 35 0} 
Flow 5596: {58 44 0} 
Flow 5626: {34 31 0} 
Flow 5628: {31 9 0} 
Flow 5650: {13 15 0} 
Flow 5651: {13 16 0} 
Flow 5659: {36 24 0} 
Flow 5662: {30 27 0} 
Flow 5663: {36 28 0} 
Flow 5672: {41 37 0} 
Flow 5683: {49 136 0} 
Flow 5688: {30 55 0} 
Flow 5691: {83 80 0} 
Flow 5701: {70 57 0} 
Flow 5705: {72 159 0} 
Flow 5720: {84 78 0} 
Flow 5763: {58 59 0} 
Flow 5775: {73 70 0} 
Flow 5812: {22 26 0} 
Flow 5813: {27 114 0} 
Flow 5823: {28 38 0} 
Flow 5882: {85 23 0} 
Flow 5886: {41 46 0} 
Flow 5890: {86 85 0} 
Flow 5924: {18 105 0} 
Flow 5935: {87 47 0} 
Time taken running everything: 54 seconds
