Number of groups: 487
Flow 3571: {60 57 0} 
Flow 3581: {77 93 0} 
Flow 3600: {97 127 0} 
Flow 3601: {57 58 0} 
Flow 3604: {59 60 0} 
Flow 3606: {59 54 0} 
Flow 3621: {117 119 0} 
Flow 3622: {10 87 0} 
Flow 3647: {44 41 0} 
Flow 3653: {53 211 0} 
Flow 3661: {63 221 0} 
Flow 3705: {58 129 0} 
Flow 3763: {151 153 0} 
Flow 3764: {61 154 0} 
Flow 3832: {153 78 0} 
Flow 3849: {58 216 0} 
Flow 3910: {155 313 0} 
Flow 3919: {14 172 0} 
Flow 3924: {63 79 0} 
Flow 3932: {35 193 0} 
Flow 3944: {156 61 0} 
Flow 3993: {154 312 0} 
Flow 3996: {80 63 0} 
Flow 4042: {71 229 0} 
Flow 4043: {70 71 0} 
Flow 4058: {14 11 0} 
Flow 4058: {64 80 0} 
Flow 4061: {128 130 0} 
Flow 4095: {150 308 0} 
Flow 4116: {67 92 0} 
Flow 4124: {38 196 0} 
Flow 4130: {67 115 0} 
Flow 4139: {115 118 0} 
Flow 4182: {147 305 0} 
Flow 4219: {110 8 0} 
Flow 4226: {62 220 0} 
Flow 4333: {93 94 0} 
Flow 4336: {104 262 0} 
Flow 4376: {70 78 0} 
Flow 4385: {35 32 0} 
Flow 4416: {80 238 0} 
Flow 4428: {71 70 0} 
Flow 4430: {83 106 0} 
Flow 4467: {10 8 0} 
Flow 4477: {83 241 0} 
Flow 4501: {7 6 0} 
Flow 4521: {74 73 0} 
Flow 4556: {73 77 0} 
Flow 4566: {75 74 0} 
Flow 4570: {22 10 0} 
Flow 4571: {107 68 0} 
Flow 4592: {75 73 0} 
Flow 4762: {19 12 0} 
Flow 4768: {28 186 0} 
Flow 4780: {41 199 0} 
Flow 4821: {8 120 0} 
Flow 4844: {136 294 0} 
Flow 4873: {23 24 0} 
Flow 4891: {46 204 0} 
Flow 4902: {60 218 0} 
Flow 4914: {75 233 0} 
Flow 4934: {103 261 0} 
Flow 4939: {79 128 0} 
Flow 4944: {31 85 0} 
Flow 4951: {51 126 0} 
Flow 4952: {65 66 0} 
Flow 4992: {25 183 0} 
Flow 5037: {82 104 0} 
Flow 5037: {104 2 0} 
Flow 5044: {100 258 0} 
Flow 5047: {81 82 0} 
Flow 5059: {81 87 0} 
Flow 5102: {82 81 0} 
Flow 5169: {38 37 0} 
Flow 5177: {54 55 0} 
Flow 5216: {93 76 0} 
Flow 5266: {92 91 0} 
Flow 5481: {95 96 0} 
Flow 5482: {116 113 0} 
Flow 5546: {137 135 0} 
Flow 5566: {73 74 0} 
Flow 5571: {35 85 0} 
Flow 5584: {91 92 0} 
Flow 5590: {114 113 0} 
Flow 5595: {99 98 0} 
Flow 5601: {85 31 0} 
Flow 5603: {92 118 0} 
Flow 5603: {118 117 0} 
Flow 5606: {91 99 0} 
Flow 5640: {26 184 0} 
Flow 5660: {133 3 0} 
Flow 5672: {98 27 0} 
Flow 5673: {92 98 0} 
Flow 5700: {99 257 0} 
Flow 5704: {25 120 0} 
Flow 5715: {27 25 0} 
Flow 5739: {52 150 0} 
Flow 5747: {158 316 0} 
Flow 5836: {21 22 0} 
Flow 5841: {94 93 0} 
Flow 5863: {89 90 0} 
Flow 5863: {90 116 0} 
Flow 5872: {125 283 0} 
Flow 5911: {128 286 0} 
Flow 5917: {4 162 0} 
Flow 5938: {95 94 0} 
Flow 5942: {47 205 0} 
Flow 5942: {93 77 0} 
Flow 5961: {87 81 0} 
Flow 5963: {37 38 0} 
Flow 5976: {96 111 0} 
Flow 5995: {96 95 0} 
Flow 6008: {19 68 0} 
Flow 6024: {97 121 0} 
Flow 6028: {135 138 0} 
Flow 6036: {11 19 0} 
Flow 6044: {121 79 0} 
Flow 6086: {12 170 0} 
Flow 6092: {17 18 0} 
Flow 6094: {22 180 0} 
Flow 6098: {98 26 0} 
Flow 6116: {47 46 0} 
Flow 6119: {49 207 0} 
Flow 6126: {57 215 0} 
Flow 6135: {127 66 0} 
Flow 6135: {66 224 0} 
Flow 6136: {92 67 0} 
Flow 6157: {98 92 0} 
Flow 6165: {2 104 0} 
Flow 6166: {83 105 0} 
Flow 6186: {131 289 0} 
Flow 6206: {151 62 0} 
Flow 6210: {99 91 0} 
Flow 6212: {3 4 0} 
Flow 6237: {49 48 0} 
Flow 6249: {69 77 0} 
Flow 6262: {95 253 0} 
Flow 6278: {66 127 0} 
Flow 6283: {100 80 0} 
Flow 6288: {31 13 0} 
Flow 6305: {101 119 0} 
Flow 6379: {102 109 0} 
Flow 6405: {18 176 0} 
Flow 6419: {34 192 0} 
Flow 6467: {89 247 0} 
Flow 6472: {98 99 0} 
Flow 6492: {126 284 0} 
Flow 6516: {134 133 0} 
Flow 6516: {156 314 0} 
Flow 6529: {105 108 0} 
Flow 6538: {83 110 0} 
Flow 6559: {104 82 0} 
Flow 6564: {87 245 0} 
Flow 6592: {125 123 0} 
Flow 6604: {20 19 0} 
Flow 6625: {34 40 0} 
Flow 6626: {104 134 0} 
Flow 6634: {106 83 0} 
Flow 6665: {107 109 0} 
Flow 6677: {11 14 0} 
Flow 6682: {130 288 0} 
Flow 6693: {8 10 0} 
Flow 6697: {7 158 0} 
Flow 6742: {108 20 0} 
Flow 6784: {78 70 0} 
Flow 6828: {134 139 0} 
Flow 6845: {8 166 0} 
Flow 6916: {109 107 0} 
Flow 6916: {107 110 0} 
Flow 6918: {117 275 0} 
Flow 6943: {155 154 0} 
Flow 6957: {17 175 0} 
Flow 6975: {43 44 0} 
Flow 7013: {95 89 0} 
Flow 7063: {2 160 0} 
Flow 7066: {6 164 0} 
Flow 7070: {19 11 0} 
Flow 7090: {42 200 0} 
Flow 7159: {6 4 0} 
Flow 7159: {69 78 0} 
Flow 7160: {114 111 0} 
Flow 7171: {117 36 0} 
Flow 7185: {111 112 0} 
Flow 7210: {111 96 0} 
Flow 7213: {76 93 0} 
Flow 7238: {112 76 0} 
Flow 7262: {116 90 0} 
Flow 7265: {25 28 0} 
Flow 7272: {37 195 0} 
Flow 7272: {77 69 0} 
Flow 7286: {90 89 0} 
Flow 7296: {72 230 0} 
Flow 7300: {113 114 0} 
Flow 7301: {77 235 0} 
Flow 7318: {89 95 0} 
Flow 7319: {87 134 0} 
Flow 7341: {141 140 0} 
Flow 7384: {78 136 0} 
Flow 7390: {55 56 0} 
Flow 7398: {128 79 0} 
Flow 7406: {10 22 0} 
Flow 7429: {110 83 0} 
Flow 7457: {145 303 0} 
Flow 7458: {146 304 0} 
Flow 7460: {149 307 0} 
Flow 7490: {32 190 0} 
Flow 7505: {52 210 0} 
Flow 7508: {55 213 0} 
Flow 7544: {119 101 0} 
Flow 7548: {105 263 0} 
Flow 7552: {113 271 0} 
Flow 7558: {122 280 0} 
Flow 7560: {124 282 0} 
Flow 7562: {132 131 0} 
Flow 7580: {150 149 0} 
Flow 7654: {79 121 0} 
Flow 7717: {88 43 0} 
Flow 7751: {143 144 0} 
Flow 7759: {105 83 0} 
Flow 7762: {76 112 0} 
Flow 7763: {112 111 0} 
Flow 7781: {140 298 0} 
Flow 7788: {78 152 0} 
Flow 7797: {125 132 0} 
Flow 7806: {24 182 0} 
Flow 7810: {29 187 0} 
Flow 7816: {85 35 0} 
Flow 7822: {42 45 0} 
Flow 7862: {19 20 0} 
Flow 7876: {129 287 0} 
Flow 7894: {124 58 0} 
Flow 7907: {53 29 0} 
Flow 7975: {124 130 0} 
Flow 7979: {133 291 0} 
Flow 7999: {13 14 0} 
Flow 8113: {128 129 0} 
Flow 8116: {136 50 0} 
Flow 8133: {65 223 0} 
Flow 8137: {71 72 0} 
Flow 8141: {76 234 0} 
Flow 8206: {11 12 0} 
Flow 8231: {56 214 0} 
Flow 8235: {62 156 0} 
Flow 8288: {141 299 0} 
Flow 8292: {145 146 0} 
Flow 8324: {130 124 0} 
Flow 8326: {130 123 0} 
Flow 8331: {5 49 0} 
Flow 8343: {64 65 0} 
Flow 8362: {144 88 0} 
Flow 8367: {80 100 0} 
Flow 8379: {120 278 0} 
Flow 8386: {130 129 0} 
Flow 8420: {126 51 0} 
Flow 8431: {131 132 0} 
Flow 8469: {131 126 0} 
Flow 8514: {40 39 0} 
Flow 8536: {36 33 0} 
Flow 8560: {87 10 0} 
Flow 8564: {133 134 0} 
Flow 8565: {139 140 0} 
Flow 8621: {120 25 0} 
Flow 8639: {88 246 0} 
Flow 8670: {140 141 0} 
Flow 8718: {136 78 0} 
Flow 8743: {134 104 0} 
Flow 8802: {136 137 0} 
Flow 8812: {61 219 0} 
Flow 8873: {5 4 0} 
Flow 8886: {25 27 0} 
Flow 8950: {11 169 0} 
Flow 8983: {134 87 0} 
Flow 9044: {139 134 0} 
Flow 9055: {140 139 0} 
Flow 9064: {142 141 0} 
Flow 9081: {142 135 0} 
Flow 9114: {23 181 0} 
Flow 9123: {129 58 0} 
Flow 9125: {60 59 0} 
Flow 9141: {81 239 0} 
Flow 9163: {80 64 0} 
Flow 9171: {143 301 0} 
Flow 9207: {146 145 0} 
Flow 9210: {145 122 0} 
Flow 9230: {123 125 0} 
Flow 9232: {122 100 0} 
Flow 9242: {147 146 0} 
Flow 9264: {148 147 0} 
Flow 9274: {150 52 0} 
Flow 9303: {129 128 0} 
Flow 9331: {33 34 0} 
Flow 9347: {59 217 0} 
Flow 9362: {86 244 0} 
Flow 9383: {127 285 0} 
Flow 9396: {151 152 0} 
Flow 9412: {29 23 0} 
Flow 9429: {34 37 0} 
Flow 9434: {73 231 0} 
Flow 9454: {152 78 0} 
Flow 9456: {114 272 0} 
Flow 9512: {153 151 0} 
Flow 9523: {12 17 0} 
Flow 9539: {61 156 0} 
Flow 9546: {154 155 0} 
Flow 9553: {79 63 0} 
Flow 9588: {154 61 0} 
Flow 9617: {58 57 0} 
Flow 9642: {132 125 0} 
Flow 9645: {155 151 0} 
Flow 9665: {62 151 0} 
Flow 9673: {84 54 0} 
Flow 9683: {157 158 0} 
Flow 9684: {156 157 0} 
Flow 9692: {156 62 0} 
Flow 9704: {85 243 0} 
Flow 9784: {78 69 0} 
Flow 9824: {142 300 0} 
Flow 9838: {158 50 0} 
Flow 9906: {14 13 0} 
